股票名称,股票跌幅1,总跌幅,股票涨幅,
永安药业_1002365.csv,-4.4739,-4.4739,0.6071,
永新股份_1002014.csv,-4.2746,-4.2746,2.571,
永贵电器_1300351.csv,-8.8835,-8.8835,0.4472,
永辉超市_0601933.csv,-1.0989,-1.0989,3.0,
汇中股份_1300371.csv,-4.5564,-4.5564,0.3141,
汇丽B_0900939.csv,-2.6964,-2.6964,0.6024,
汇源通信_1000586.csv,-9.7095,-9.7095,2.5735,
汇纳科技_1300609.csv,-1.6121,-1.6121,9.9976,
汇金股份_1300368.csv,-0.3371,-0.3371,5.0733,
汇顶科技_0603160.csv,-1.7857,-1.7857,0.4664,
汉威科技_1300007.csv,-5.949,-5.949,0.9036,
汉得信息_1300170.csv,-6.1862,-6.1862,1.7926,
汉王科技_1002362.csv,-5.3087,-5.3087,0.2438,
汉缆股份_1002498.csv,-7.5209,-7.5209,0.9036,
汉钟精机_1002158.csv,-8.1214,-8.1214,10.0,
汉鼎宇佑_1300300.csv,-4.5455,-4.5455,1.1054,
江南化工_1002226.csv,-2.2936,-2.2936,0.7825,
江山股份_0600389.csv,-4.3876,-4.3876,0.717,
江苏舜天_0600287.csv,-6.2215,-6.2215,1.2945,
汤臣倍健_1300146.csv,-3.6067,-3.6067,9.9949,
法拉电子_0600563.csv,-3.8944,-3.8944,0.0458,
波导股份_0600130.csv,-5.3996,-5.3996,2.2831,
泰尔股份_1002347.csv,-2.3026,-2.3026,3.7037,
泰胜风能_1300129.csv,-7.2687,-7.2687,1.1876,
泰豪科技_0600590.csv,-0.2692,-0.2692,2.2942,
洁美科技_1002859.csv,-3.5642,-3.5642,0.6911,
洪汇新材_1002802.csv,-3.1665,-3.1665,0.5303,
洪都航空_0600316.csv,-4.6106,-4.6106,1.8942,
浙商中拓_1000906.csv,-4.8052,-4.8052,0.1364,
浙大网新_0600797.csv,-5.1208,-5.1208,6.9246,
浙江仙通_0603239.csv,-8.9504,-8.9504,0.5362,
浙江众成_1002522.csv,-3.1532,-3.1532,3.876,
浙江富润_0600070.csv,-0.8046,-0.8046,1.7381,
浙江永强_1002489.csv,-2.0833,-2.0833,3.1915,
浩物股份_1000757.csv,-2.921,-2.921,0.0,
浪潮信息_1000977.csv,-1.2928,-1.2928,2.9735,
浪莎股份_0600137.csv,-4.4978,-4.4978,0.2581,
海得控制_1002184.csv,-5.1282,-5.1282,0.5231,
海欣食品_1002702.csv,-2.2814,-2.2814,0.0,
海汽集团_0603069.csv,-6.9054,-6.9054,0.0,
海波重科_1300517.csv,-6.5934,-6.5934,0.8497,
海洋王_1002724.csv,-4.579,-4.579,1.3932,
海特生物_1300683.csv,-3.4718,-3.4718,0.1844,
海联讯_1300277.csv,-5.2632,-5.2632,0.8333,
海通证券_0600837.csv,-2.537,-2.537,3.3984,
海量数据_0603138.csv,-4.3043,-4.3043,6.5425,
海鸥股份_0603269.csv,-2.8725,-2.8725,0.3081,
润和软件_1300339.csv,-6.0651,-6.0651,0.8661,
润欣科技_1300493.csv,-2.039,-2.039,4.1629,
润邦股份_1002483.csv,-6.0041,-6.0041,0.6608,
深华发A_1000020.csv,-7.3896,-7.3896,1.7346,
深南电路_1002916.csv,-1.1494,-1.1494,0.2243,
深圳华强_1000062.csv,-6.1352,-6.1352,2.5763,
深天地A_1000023.csv,-6.0707,-6.0707,0.142,
深物业B_1200011.csv,-2.459,-2.459,0.8403,
深科技_1000021.csv,-3.413,-3.413,0.4711,
深纺织A_1000045.csv,-2.6212,-2.6212,0.6729,
渤海轮渡_0603167.csv,-4.6382,-4.6382,0.0973,
湘电股份_0600416.csv,-5.4645,-5.4645,0.1445,
瀛通通讯_1002861.csv,-6.1914,-6.1914,3.32,
炬华科技_1300360.csv,-3.1729,-3.1729,1.6949,
熊猫金控_0600599.csv,-8.7948,-8.7948,2.0714,
熙菱信息_1300588.csv,-7.0896,-7.0896,0.4819,
爱乐达_1300696.csv,-4.1844,-4.1844,0.3235,
爱司凯_1300521.csv,-2.9191,-2.9191,0.1718,
爱施德_1002416.csv,-5.2632,-5.2632,0.3268,
爱迪尔_1002740.csv,-4.983,-4.983,7.9857,
特尔佳_1002213.csv,-7.5526,-7.5526,0.1034,
特锐德_1300001.csv,-2.5323,-2.5323,0.8824,
环球印务_1002799.csv,-2.8986,-2.8986,1.3569,
瑞和股份_1002620.csv,-5.5331,-5.5331,0.0,
瑞泰科技_1002066.csv,-6.3091,-6.3091,0.3367,
瑞特股份_1300600.csv,-3.7986,-3.7986,0.1377,
璞泰来_0603659.csv,-1.3341,-1.3341,0.8073,
用友网络_0600588.csv,-1.8475,-1.8475,2.4798,
申达股份_0600626.csv,-3.1111,-3.1111,0.6116,
百利科技_0603959.csv,-4.0824,-4.0824,1.4876,
百合花_0603823.csv,-5.4334,-5.4334,0.0912,
百联B股_0900923.csv,-0.858,-0.858,0.4808,
百联股份_0600827.csv,-2.9211,-2.9211,0.0,
皇氏集团_1002329.csv,-8.5487,-8.5487,0.4348,
盈峰环境_1000967.csv,-4.261,-4.261,1.669,
盈趣科技_1002925.csv,-1.5729,-1.5729,1.0508,
益佰制药_0600594.csv,-5.3623,-5.3623,0.0,
盛天网络_1300494.csv,-1.3428,-1.3428,2.1617,
盛路通信_1002446.csv,-2.0868,-2.0868,3.2396,
神宇股份_1300563.csv,-4.4288,-4.4288,3.31,
神州信息_1000555.csv,-5.9297,-5.9297,5.7588,
神州数码_1000034.csv,-5.4698,-5.4698,4.4929,
神州泰岳_1300002.csv,-3.8855,-3.8855,3.4043,
神州高铁_1000008.csv,-4.4776,-4.4776,0.2232,
福建水泥_0600802.csv,-3.8919,-3.8919,0.0,
福斯特_0603806.csv,-1.9126,-1.9126,1.4485,
福日电子_0600203.csv,-5.4018,-5.4018,0.0,
禾丰牧业_0603609.csv,-2.9957,-2.9957,3.0147,
科力远_0600478.csv,-1.7981,-1.7981,8.0282,
科大国创_1300520.csv,-3.2508,-3.2508,0.9529,
科融环境_1300152.csv,-7.0064,-7.0064,2.968,
科远股份_1002380.csv,-5.3416,-5.3416,2.4278,
科陆电子_1002121.csv,-2.1173,-2.1173,0.0,
科顺股份_1300737.csv,-5.0847,-5.0847,3.373,
秦港股份_0601326.csv,-4.3062,-4.3062,0.0,
空港股份_0600463.csv,-7.1739,-7.1739,0.4684,
立昂技术_1300603.csv,-3.1453,-3.1453,6.8126,
粤照明B_1200541.csv,-1.6043,-1.6043,0.2717,
精功科技_1002006.csv,-5.6027,-5.6027,1.6187,
精锻科技_1300258.csv,-2.3916,-2.3916,0.1531,
索菱股份_1002766.csv,-9.7844,-9.7844,0.5515,
紫光国微_1002049.csv,-6.4329,-6.4329,0.4536,
红旗连锁_1002697.csv,-3.3898,-3.3898,0.3509,
红相股份_1300427.csv,-5.7715,-5.7715,2.0625,
红豆股份_0600400.csv,-3.9535,-3.9535,4.8426,
纵横通信_0603602.csv,-3.9382,-3.9382,0.2126,
经纬纺机_1000666.csv,-5.0633,-5.0633,1.2632,
维宏股份_1300508.csv,-8.331,-8.331,1.4286,
综艺股份_0600770.csv,-3.9882,-3.9882,0.4615,
绿景控股_1000502.csv,-6.2703,-6.2703,0.9227,
绿盟科技_1300369.csv,-5.2203,-5.2203,1.7883,
绿茵生态_1002887.csv,-2.9543,-2.9543,0.4613,
网宿科技_1300017.csv,-6.3971,-6.3971,0.0786,
网达软件_0603189.csv,-6.6762,-6.6762,2.6154,
美亚柏科_1300188.csv,-4.95,-4.95,0.9469,
美诺华_0603538.csv,-5.553,-5.553,1.5549,
美都能源_0600175.csv,-7.221,-7.221,9.9057,
联创互联_1300343.csv,-2.8643,-2.8643,1.9231,
联创电子_1002036.csv,-6.812,-6.812,2.3392,
联化科技_1002250.csv,-0.2703,-0.2703,2.5294,
联泰环保_0603797.csv,-3.7545,-3.7545,2.4006,
聚隆科技_1300475.csv,-4.524,-4.524,0.691,
聚飞光电_1300303.csv,-7.5795,-7.5795,1.3228,
腾信股份_1300392.csv,-3.4664,-3.4664,1.6322,
航发科技_0600391.csv,-5.0725,-5.0725,0.0636,
航天发展_1000547.csv,-2.615,-2.615,3.3333,
航天科技_1000901.csv,-5.7898,-5.7898,0.3035,
艾比森_1300389.csv,-5.0117,-5.0117,0.0613,
芭田股份_1002170.csv,-1.9355,-1.9355,3.0702,
花王股份_0603007.csv,-4.6,-4.6,6.1845,
苏常柴B_1200570.csv,-3.8194,-3.8194,0.0,
苏泊尔_1002032.csv,-8.993,-8.993,2.2485,
英力特_1000635.csv,-6.4238,-6.4238,1.127,
英唐智控_1300131.csv,-3.3546,-3.3546,3.4711,
英飞特_1300582.csv,-5.5811,-5.5811,0.3477,
荣安地产_1000517.csv,-6.079,-6.079,1.2945,
荣科科技_1300290.csv,-1.6457,-1.6457,6.3976,
药石科技_1300725.csv,-1.7952,-1.7952,5.0058,
莫高股份_0600543.csv,-6.927,-6.927,0.5413,
莱克电气_0603355.csv,-3.5317,-3.5317,0.4525,
菲林格尔_0603226.csv,-4.0961,-4.0961,1.848,
营口港_0600317.csv,-4.0541,-4.0541,0.0,
蓝丰生化_1002513.csv,-4.6921,-4.6921,1.3846,
蓝帆医疗_1002382.csv,-2.9664,-2.9664,0.0,
蓝海华腾_1300484.csv,-5.214,-5.214,0.0,
蓝焰控股_1000968.csv,-3.826,-3.826,0.078,
蓝盾股份_1300297.csv,-7.3698,-7.3698,0.823,
虹美菱B_1200521.csv,-2.952,-2.952,0.0,
融捷股份_1002192.csv,-1.0003,-1.0003,2.5436,
融钰集团_1002622.csv,-4.7917,-4.7917,0.4376,
裕兴股份_1300305.csv,-5.4994,-5.4994,2.2565,
襄阳轴承_1000678.csv,-7.0647,-7.0647,0.5353,
西南证券_0600369.csv,-4.7945,-4.7945,1.0791,
西藏天路_0600326.csv,-5.9908,-5.9908,0.2451,
西藏药业_0600211.csv,-2.8497,-2.8497,4.24,
西部创业_1000557.csv,-10.0806,-10.0806,1.1211,
视源股份_1002841.csv,-1.7182,-1.7182,0.9371,
许继电气_1000400.csv,-4.0875,-4.0875,0.5946,
证通电子_1002197.csv,-3.1432,-3.1432,2.1635,
诺力股份_0603611.csv,-1.596,-1.596,1.2671,
诺德股份_0600110.csv,-5.7922,-5.7922,4.8825,
贝通信_0603220.csv,-4.6706,-4.6706,0.1947,
贵航股份_0600523.csv,-5.3121,-5.3121,0.4208,
赛为智能_1300044.csv,-4.5288,-4.5288,1.7949,
赛福天_0603028.csv,-4.4805,-4.4805,0.6986,
赞宇科技_1002637.csv,-3.5963,-3.5963,0.1203,
赢时胜_1300377.csv,-7.8821,-7.8821,0.0744,
超华科技_1002288.csv,-2.4433,-2.4433,3.5778,
超图软件_1300036.csv,-4.6128,-4.6128,0.2985,
超声电子_1000823.csv,-7.1257,-7.1257,3.6207,
跃岭股份_1002725.csv,-0.8435,-0.8435,6.4272,
路畅科技_1002813.csv,-6.4599,-6.4599,0.3453,
辉煌科技_1002296.csv,-5.3672,-5.3672,0.4478,
辰安科技_1300523.csv,-1.9864,-1.9864,5.3634,
辽宁成大_0600739.csv,-5.3741,-5.3741,0.647,
达威股份_1300535.csv,-6.201,-6.201,2.366,
达安股份_1300635.csv,-3.4714,-3.4714,0.5678,
达实智能_1002421.csv,-5.819,-5.819,1.6018,
达意隆_1002209.csv,-4.92,-4.92,0.9056,
迎驾贡酒_0603198.csv,-3.9063,-3.9063,1.8583,
迪威迅_1300167.csv,-7.1906,-7.1906,0.5405,
迪安诊断_1300244.csv,-3.2338,-3.2338,1.1311,
迪瑞医疗_1300396.csv,-7.013,-7.013,2.4581,
迪生力_0603335.csv,-1.9469,-1.9469,0.9025,
迪贝电气_0603320.csv,-1.7699,-1.7699,1.0811,
重庆燃气_0600917.csv,-4.733,-4.733,1.0191,
金发拉比_1002762.csv,-6.5282,-6.5282,1.2698,
金地集团_0600383.csv,-2.492,-2.492,0.0824,
金城医药_1300233.csv,-4.6606,-4.6606,0.0,
金字火腿_1002515.csv,-1.7647,-1.7647,3.8922,
金桥信息_0603918.csv,-4.7358,-4.7358,1.3689,
金溢科技_1002869.csv,-3.3286,-3.3286,2.1978,
金牛化工_0600722.csv,-6.1693,-6.1693,0.3058,
金石东方_1300434.csv,-5.684,-5.684,0.9193,
金自天正_0600560.csv,-6.883,-6.883,0.4224,
金辰股份_0603396.csv,-3.3561,-3.3561,0.4069,
金银河_1300619.csv,-6.8225,-6.8225,0.8638,
金隅集团_0601992.csv,-2.6764,-2.6764,1.75,
金雷风电_1300443.csv,-4.5276,-4.5276,4.2612,
金麒麟_0603586.csv,-1.1458,-1.1458,1.481,
金龙羽_1002882.csv,-0.8864,-0.8864,2.8455,
钱江生化_0600796.csv,-5.8176,-5.8176,0.5008,
铭普光磁_1002902.csv,-1.5184,-1.5184,0.0367,
银信科技_1300231.csv,-5.0179,-5.0179,1.6352,
银泰资源_1000975.csv,-2.8404,-2.8404,2.0161,
银禧科技_1300221.csv,-9.9548,-9.9548,2.7638,
银鸽投资_0600069.csv,-5.914,-5.914,0.0,
锋龙股份_1002931.csv,-5.5891,-5.5891,2.848,
锐奇股份_1300126.csv,-4.7393,-4.7393,0.0,
长信科技_1300088.csv,-5.5205,-5.5205,0.0,
长春高新_1000661.csv,-0.6579,-0.6579,0.3974,
长江证券_1000783.csv,-4.0201,-4.0201,3.0105,
长江通信_0600345.csv,-3.2797,-3.2797,0.0,
长源电力_1000966.csv,-5.9322,-5.9322,2.5225,
长青股份_1002391.csv,-3.5162,-3.5162,0.1458,
长高集团_1002452.csv,-4.9281,-4.9281,0.432,
长鹰信质_1002664.csv,-5.9748,-5.9748,0.8027,
阳光照明_0600261.csv,-7.3593,-7.3593,1.6355,
阳普医疗_1300030.csv,-7.7035,-7.7035,0.1575,
隆利科技_1300752.csv,-2.1859,-2.1859,0.5297,
雄韬股份_1002733.csv,-6.0446,-6.0446,2.3425,
雅克科技_1002409.csv,-2.3822,-2.3822,5.3245,
雅本化学_1300261.csv,-3.437,-3.437,0.678,
雅运股份_0603790.csv,-1.6082,-1.6082,2.5566,
集友股份_0603429.csv,-2.6275,-2.6275,0.5952,
集智股份_1300553.csv,-3.6997,-3.6997,0.7517,
露天煤业_1002128.csv,-2.4236,-2.4236,0.9719,
韦尔股份_0603501.csv,-6.0999,-6.0999,0.6441,
韵达股份_1002120.csv,-0.1601,-0.1601,0.6683,
顺利办_1000606.csv,-5.5627,-5.5627,0.5479,
顺威股份_1002676.csv,-7.7605,-7.7605,0.2404,
顺络电子_1002138.csv,-4.0119,-4.0119,4.8488,
风神股份_0600469.csv,-6.0606,-6.0606,1.5054,
风语筑_0603466.csv,-7.5501,-7.5501,0.5556,
飞利信_1300287.csv,-4.008,-4.008,4.8017,
飞天诚信_1300386.csv,-4.9321,-4.9321,0.3008,
首创股份_0600008.csv,-3.5971,-3.5971,0.2488,
首旅酒店_0600258.csv,-1.2736,-1.2736,1.0033,
高伟达_1300465.csv,-9.2784,-9.2784,0.2273,
高鸿股份_1000851.csv,-4.4586,-4.4586,5.3333,
鲁西化工_1000830.csv,-4.498,-4.498,2.6621,
鹏博士_0600804.csv,-3.1924,-3.1924,4.3672,
鹏鹞环保_1300664.csv,-5.1394,-5.1394,0.4591,
麦捷科技_1300319.csv,-2.6119,-2.6119,3.576,
麦趣尔_1002719.csv,-8.7061,-8.7061,1.4873,
麦迪科技_0603990.csv,-4.4527,-4.4527,2.5243,
黄山B股_0900942.csv,-0.9486,-0.9486,0.2394,
鼎汉技术_1300011.csv,-7.2335,-7.2335,1.7784,
龙宇燃油_0603003.csv,-1.1317,-1.1317,2.4974,
