¹ÉÆ±Ãû³Æ,¹ÉÆ±µø·ù1,¹ÉÆ±µø·ù2,¹ÉÆ±µø·ù3,¹ÉÆ±µø·ù4,¹ÉÆ±µø·ù5,¹ÉÆ±µø·ù6,¹ÉÆ±µø·ù7,¹ÉÆ±µø·ù8,×Üµø·ù,¹ÉÆ±ÕÇ·ù,
³¤½­Í¶×Ê_0600119.csv,-6.25,-0.6897,-3.3333,-3.1008,-2.2727,-3.2967,-0.6068,-1.9048,-21.454800000000002,6.963,
