股票名称,A股涨跌幅1,H股涨跌幅1,A股涨跌幅2,H股涨跌幅2,A股涨跌幅3,H股涨跌幅3,A股总涨跌幅,H股总涨跌幅,A股总滞后幅,
中兴通讯_1000063.csv,0.7399,2.099,-3.3459999999999996,0.748,-1.4354,-0.186,-4.041499999999999,2.6610000000000005,6.702499999999999,
中国人寿_0601628.csv,-4.7801,-0.22799999999999998,0.8367,1.598,-1.4271,-0.899,-5.3705,0.4710000000000001,5.841500000000001,
