股票名称,股票涨跌幅1,指数涨跌幅1,股票涨跌幅2,指数涨跌幅2,股票涨跌幅3,指数涨跌幅3,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
大千生态_0603955.csv,-2.439,-1.1981,-6.158,-2.4296,-1.3441,0.0944,-9.941100000000002,-3.5333,6.407800000000001,
大同煤业_0601001.csv,-4.6125,-1.1981,-5.4101,-2.4296,-0.5208,0.0944,-10.5434,-3.5333,7.0100999999999996,
大名城_0600094.csv,-10.0124,-1.1981,-10.0111,-2.4296,-10.01,0.0944,-30.033499999999997,-3.5333,26.5002,
大恒科技_0600288.csv,-2.439,-1.1981,-3.393,-2.4296,-2.3919,0.0944,-8.2239,-3.5333,4.6906,
大晟文化_0600892.csv,-6.9803,-1.1981,-4.3541,-2.4296,-3.0942,0.0944,-14.4286,-3.5333,10.895299999999999,
大智慧_0601519.csv,-1.5182,-1.1981,-4.2636,-2.4296,-1.5267,0.0944,-7.3085,-3.5333,3.7752,
大湖股份_0600257.csv,-1.8248,-1.1981,-6.8027,-2.4296,-3.2895,0.0944,-11.917,-3.5333,8.383699999999997,
大烨智能_1300670.csv,-2.6942,-1.2799,-7.9054,-3.2106,0.8144,1.1024,-9.7852,-3.3880999999999997,6.397100000000001,
天富能源_0600509.csv,-4.1353,-1.1981,-9.8305,-2.4296,-4.376,0.0944,-18.341800000000003,-3.5333,14.808500000000002,
天津松江_0600225.csv,-9.8947,-1.1981,-9.6958,-2.4296,-3.3088,0.0944,-22.8993,-3.5333,19.366,
天润曲轴_1002283.csv,-4.3384,-1.2799,-4.3568,-3.2106,-0.823,1.1024,-9.5182,-3.3880999999999997,6.1301,
天风证券_0601162.csv,-5.5328,-1.1981,-3.2706,-2.4296,-0.7866,0.0944,-9.59,-3.5333,6.056699999999999,
天马科技_0603668.csv,-2.5192,-1.1981,-2.6652,-2.4296,-0.8457,0.0944,-6.0301,-3.5333,2.4968,
太平鸟_0603877.csv,-1.8256,-1.1981,-2.8093,-2.4296,-0.0493,0.0944,-4.6842,-3.5333,1.1508999999999996,
太极集团_0600129.csv,-5.0548,-1.1981,-2.9436,-2.4296,-0.8914,0.0944,-8.889800000000001,-3.5333,5.3565,
太钢不锈_1000825.csv,-4.1322,-1.2799,-4.1584,-3.2106,0.1984,1.1024,-8.092200000000002,-3.3880999999999997,4.7041,
奥拓电子_1002587.csv,-3.698,-1.2799,-9.9861,-3.2106,0.2782,1.1024,-13.4059,-3.3880999999999997,10.0178,
奥飞娱乐_1002292.csv,-2.2021,-1.2799,-4.6914,-3.2106,-3.5714,1.1024,-10.4649,-3.3880999999999997,7.0768,
宇晶股份_1002943.csv,-3.9881,-1.2799,-5.6445,-3.2106,0.1125,1.1024,-9.5201,-3.3880999999999997,6.132,
安靠智电_1300617.csv,-2.96,-1.2799,-3.4003,-3.2106,-0.2697,1.1024,-6.630000000000001,-3.3880999999999997,3.2419000000000002,
宏达新材_1002211.csv,-9.8214,-1.2799,-10.0402,-3.2106,-0.9284,1.1024,-20.790000000000003,-3.3880999999999997,17.4019,
宝莫股份_1002476.csv,-1.3333,-1.2799,-4.3062,-3.2106,-2.1841,1.1024,-7.8236,-3.3880999999999997,4.435499999999999,
尚品宅配_1300616.csv,-1.7335,-1.2799,-4.5426,-3.2106,-0.1158,1.1024,-6.391900000000001,-3.3880999999999997,3.0038,
巴安水务_1300262.csv,-2.1299,-1.2799,-4.4761,-3.2106,-1.8962,1.1024,-8.5022,-3.3880999999999997,5.1141000000000005,
市北高新_0600604.csv,-7.9605,-1.1981,-6.0569,-2.4296,-7.9636,0.0944,-21.980999999999998,-3.5333,18.447699999999998,
幸福蓝海_1300528.csv,-5.9076,-1.2799,-5.6738,-3.2106,-5.8206,1.1024,-17.402,-3.3880999999999997,14.013900000000001,
广济药业_1000952.csv,-1.3612,-1.2799,-3.5871,-3.2106,0.6162,1.1024,-4.3321,-3.3880999999999997,0.9440000000000001,
康力电梯_1002367.csv,-2.9345,-1.2799,-6.3425,-3.2106,-2.0704,1.1024,-11.3474,-3.3880999999999997,7.9593,
康美药业_0600518.csv,-4.8869,-1.1981,-4.7414,-2.4296,-1.7782,0.0944,-11.4065,-3.5333,7.873199999999999,
康辰药业_0603590.csv,-1.9071,-1.1981,-2.9767,-2.4296,-0.5069,0.0944,-5.3907,-3.5333,1.8574000000000002,
张江高科_0600895.csv,-3.0103,-1.1981,-5.385,-2.4296,-5.6675,0.0944,-14.0628,-3.5333,10.5295,
当代明诚_0600136.csv,-6.0302,-1.1981,-5.109,-2.4296,-2.5232,0.0944,-13.662399999999998,-3.5333,10.1291,
徐工机械_1000425.csv,-4.034,-1.2799,-4.0733,-3.2106,0.409,1.1024,-7.698299999999999,-3.3880999999999997,4.3102,
德力股份_1002571.csv,-3.8462,-1.2799,-6.8536,-3.2106,-1.0786,1.1024,-11.7784,-3.3880999999999997,8.3903,
德赛电池_1000049.csv,-6.8639,-1.2799,-3.2182,-3.2106,0.2961,1.1024,-9.786000000000001,-3.3880999999999997,6.3979,
恒基达鑫_1002492.csv,-2.5276,-1.2799,-3.9454,-3.2106,-1.6418,1.1024,-8.114799999999999,-3.3880999999999997,4.7267,
恒星科技_1002132.csv,-1.3072,-1.2799,-4.9689,-3.2106,-2.719,1.1024,-8.995099999999999,-3.3880999999999997,5.606999999999999,
恒立实业_1000622.csv,-6.9231,-1.2799,-4.8316,-3.2106,-2.7066,1.1024,-14.4613,-3.3880999999999997,11.0732,
恒通股份_0603223.csv,-2.6701,-1.1981,-4.2869,-2.4296,-2.3349,0.0944,-9.291900000000002,-3.5333,5.7585999999999995,
惠天热电_1000692.csv,-2.8736,-1.2799,-5.9459,-3.2106,0.5435,1.1024,-8.276,-3.3880999999999997,4.887900000000001,
捷佳伟创_1300724.csv,-6.4526,-1.2799,-8.5028,-3.2106,-2.1559,1.1024,-17.1113,-3.3880999999999997,13.723200000000002,
新华传媒_0600825.csv,-1.5544,-1.1981,-7.6555,-2.4296,-2.4883,0.0944,-11.6982,-3.5333,8.1649,
新华制药_1000756.csv,-1.6645,-1.2799,-8.8681,-3.2106,0.0,1.1024,-10.5326,-3.3880999999999997,7.144500000000001,
新宏泰_0603016.csv,-1.9916,-1.1981,-4.9801,-2.4296,-0.2979,0.0944,-7.2696000000000005,-3.5333,3.7363000000000004,
新湖中宝_0600208.csv,-2.9891,-1.1981,-4.4156,-2.4296,0.0,0.0944,-7.4047,-3.5333,3.8714,
明牌珠宝_1002574.csv,-2.027,-1.2799,-5.4313,-3.2106,-2.9457,1.1024,-10.404,-3.3880999999999997,7.0159,
易尚展示_1002751.csv,-4.0266,-1.2799,-4.5522,-3.2106,-1.2164,1.1024,-9.795200000000001,-3.3880999999999997,6.4071,
星期六_1002291.csv,-4.0956,-1.2799,-5.6361,-3.2106,-2.8169,1.1024,-12.5486,-3.3880999999999997,9.160499999999999,
晨化股份_1300610.csv,-2.1368,-1.2799,-3.5714,-3.2106,-2.2819,1.1024,-7.9901,-3.3880999999999997,4.602,
智慧松德_1300173.csv,-1.7452,-1.2799,-9.6215,-3.2106,0.0,1.1024,-11.3667,-3.3880999999999997,7.9786,
本钢板材_1000761.csv,-2.7295,-1.2799,-3.3573,-3.2106,-0.2392,1.1024,-6.3260000000000005,-3.3880999999999997,2.9379,
杭氧股份_1002430.csv,-3.7821,-1.2799,-4.5487,-3.2106,-0.9299,1.1024,-9.2607,-3.3880999999999997,5.8726,
格力电器_1000651.csv,-2.7186,-1.2799,-3.6054,-3.2106,-1.7708,1.1024,-8.0948,-3.3880999999999997,4.7067,
梅雁吉祥_0600868.csv,-9.899,-1.1981,-10.0,-2.4296,-6.9374,0.0944,-26.8364,-3.5333,23.303099999999997,
棒杰股份_1002634.csv,-2.6275,-1.2799,-5.4094,-3.2106,0.1464,1.1024,-7.890499999999999,-3.3880999999999997,4.5024,
森霸传感_1300701.csv,-3.6863,-1.2799,-4.8021,-3.2106,-2.0419,1.1024,-10.5303,-3.3880999999999997,7.142200000000001,
步森股份_1002569.csv,-9.9923,-1.2799,-6.5374,-3.2106,-0.2151,1.1024,-16.744799999999998,-3.3880999999999997,13.356700000000002,
汇嘉时代_0603101.csv,-3.0952,-1.1981,-3.9634,-2.4296,-0.8314,0.0944,-7.890000000000001,-3.5333,4.3567,
江苏吴中_0600200.csv,-4.2313,-1.1981,-5.2139,-2.4296,-0.9272,0.0944,-10.372399999999999,-3.5333,6.839099999999999,
江苏有线_0600959.csv,-1.3308,-1.1981,-4.7101,-2.4296,-0.1808,0.0944,-6.221699999999999,-3.5333,2.6883999999999997,
沃特股份_1002886.csv,-3.0172,-1.2799,-4.1718,-3.2106,-0.9005,1.1024,-8.0895,-3.3880999999999997,4.7014,
沙河股份_1000014.csv,-2.1005,-1.2799,-4.6997,-3.2106,0.3493,1.1024,-6.4509,-3.3880999999999997,3.0628,
沧州大化_0600230.csv,-9.982,-1.1981,-6.279,-2.4296,-2.104,0.0944,-18.365,-3.5333,14.831699999999998,
泰合健康_1000790.csv,-4.5763,-1.2799,-3.5948,-3.2106,-0.8104,1.1024,-8.981499999999999,-3.3880999999999997,5.5934,
泰和新材_1002254.csv,-1.4744,-1.2799,-3.3529,-3.2106,-1.8914,1.1024,-6.7187,-3.3880999999999997,3.3306000000000004,
洛凯股份_0603829.csv,-3.6207,-1.1981,-9.6573,-2.4296,-10.021,0.0944,-23.299,-3.5333,19.7657,
洲际油气_0600759.csv,-6.6964,-1.1981,-10.0402,-2.4296,-2.1611,0.0944,-18.8977,-3.5333,15.364399999999998,
洽洽食品_1002557.csv,-3.533,-1.2799,-3.9321,-3.2106,1.0879,1.1024,-6.377199999999999,-3.3880999999999997,2.9891,
浙江世宝_1002703.csv,-1.964,-1.2799,-8.806,-3.2106,0.4498,1.1024,-10.3202,-3.3880999999999997,6.9321,
浦东建设_0600284.csv,-2.4096,-1.1981,-4.6308,-2.4296,-3.8508,0.0944,-10.8912,-3.5333,7.3579,
海峡环保_0603817.csv,-3.2895,-1.1981,-6.4039,-2.4296,0.0,0.0944,-9.6934,-3.5333,6.1601,
海泰发展_0600082.csv,-3.1373,-1.1981,-4.1353,-2.4296,-2.9197,0.0944,-10.192300000000001,-3.5333,6.659,
海联金汇_1002537.csv,-5.838,-1.2799,-4.4104,-3.2106,-0.8036,1.1024,-11.052,-3.3880999999999997,7.6639,
海越能源_0600387.csv,-3.2359,-1.1981,-8.1496,-2.4296,-2.3408,0.0944,-13.7263,-3.5333,10.192999999999998,
深赛格_1000058.csv,-3.75,-1.2799,-6.2958,-3.2106,-1.585,1.1024,-11.6308,-3.3880999999999997,8.2427,
渝开发_1000514.csv,-1.4235,-1.2799,-6.9536,-3.2106,-1.7886,1.1024,-10.165700000000001,-3.3880999999999997,6.7776,
漳州发展_1000753.csv,-3.7333,-1.2799,-4.0921,-3.2106,-3.2178,1.1024,-11.0432,-3.3880999999999997,7.6551,
瀚叶股份_0600226.csv,-8.5595,-1.1981,-5.1485,-2.4296,-1.5595,0.0944,-15.2675,-3.5333,11.7342,
特发信息_1000070.csv,-7.5829,-1.2799,-10.0213,-3.2106,-2.2917,1.1024,-19.895899999999997,-3.3880999999999997,16.507800000000003,
环旭电子_0601231.csv,-3.2491,-1.1981,-2.5334,-2.4296,-0.4205,0.0944,-6.202999999999999,-3.5333,2.6696999999999997,
瑞茂通_0600180.csv,-1.3372,-1.1981,-6.3506,-2.4296,-2.0158,0.0944,-9.7036,-3.5333,6.1703,
申通地铁_0600834.csv,-1.6435,-1.1981,-2.9448,-2.4296,-0.8516,0.0944,-5.439900000000001,-3.5333,1.9065999999999996,
电广传媒_1000917.csv,-4.2705,-1.2799,-4.4218,-3.2106,-3.5011,1.1024,-12.1934,-3.3880999999999997,8.8053,
畅联股份_0603648.csv,-1.668,-1.1981,-3.2283,-2.4296,-1.8113,0.0944,-6.7076,-3.5333,3.1742999999999997,
界龙实业_0600836.csv,-2.7944,-1.1981,-4.7529,-2.4296,-0.1898,0.0944,-7.7371,-3.5333,4.2038,
百川能源_0600681.csv,-3.1938,-1.1981,-5.0209,-2.4296,0.0,0.0944,-8.2147,-3.5333,4.6814,
神火股份_1000933.csv,-2.3669,-1.2799,-6.2847,-3.2106,0.5576,1.1024,-8.094,-3.3880999999999997,4.7059,
福成股份_0600965.csv,-6.2241,-1.1981,-3.2905,-2.4296,-0.1603,0.0944,-9.6749,-3.5333,6.1415999999999995,
科沃斯_0603486.csv,-1.6008,-1.1981,-3.028,-2.4296,-0.4198,0.0944,-5.0486,-3.5333,1.5152999999999999,
科泰电源_1300153.csv,-4.5902,-1.2799,-3.7855,-3.2106,0.5285,1.1024,-7.8472,-3.3880999999999997,4.4591,
科达利_1002850.csv,-3.4138,-1.2799,-7.8281,-3.2106,-0.0384,1.1024,-11.2803,-3.3880999999999997,7.892200000000001,
粤传媒_1002181.csv,-6.6087,-1.2799,-5.1155,-3.2106,-2.7287,1.1024,-14.4529,-3.3880999999999997,11.064799999999998,
粤水电_1002060.csv,-2.7933,-1.2799,-4.7872,-3.2106,0.8043,1.1024,-6.776200000000001,-3.3880999999999997,3.3881000000000006,
紫江企业_0600210.csv,-2.7273,-1.1981,-4.7619,-2.4296,-2.7368,0.0944,-10.226,-3.5333,6.692699999999999,
紫鑫药业_1002118.csv,-7.9465,-1.2799,-5.5019,-3.2106,-5.6802,1.1024,-19.1286,-3.3880999999999997,15.7405,
红太阳_1000525.csv,-2.4374,-1.2799,-3.9241,-3.2106,0.445,1.1024,-5.916499999999999,-3.3880999999999997,2.5284,
绿庭投资_0600695.csv,-3.6879,-1.1981,-6.746,-2.4296,-1.8182,0.0944,-12.252100000000002,-3.5333,8.7188,
美克家居_0600337.csv,-1.476,-1.1981,-8.7542,-2.4296,-0.1681,0.0944,-10.3983,-3.5333,6.865,
美年健康_1002044.csv,-8.4524,-1.2799,-3.6145,-3.2106,-0.1146,1.1024,-12.1815,-3.3880999999999997,8.793400000000002,
群兴玩具_1002575.csv,-5.3616,-1.2799,-4.8636,-3.2106,-2.4306,1.1024,-12.655800000000001,-3.3880999999999997,9.267700000000001,
艾德生物_1300685.csv,-1.8686,-1.2799,-3.373,-3.2106,0.4785,1.1024,-4.7631,-3.3880999999999997,1.3750000000000004,
苏奥传感_1300507.csv,-1.3307,-1.2799,-3.2427,-3.2106,-0.6161,1.1024,-5.189500000000001,-3.3880999999999997,1.8014000000000003,
茂业商业_0600828.csv,-3.3043,-1.1981,-3.8462,-2.4296,-1.8062,0.0944,-8.9567,-3.5333,5.4234,
莱茵体育_1000558.csv,-1.99,-1.2799,-4.0573,-3.2106,-1.6432,1.1024,-7.6905,-3.3880999999999997,4.3024,
西山煤电_1000983.csv,-2.5532,-1.2799,-4.3419,-3.2106,1.0974,1.1024,-5.797699999999999,-3.3880999999999997,2.4096,
西王食品_1000639.csv,-2.3605,-1.2799,-3.4197,-3.2106,0.5208,1.1024,-5.2594,-3.3880999999999997,1.8713000000000002,
贝肯能源_1002828.csv,-3.1594,-1.2799,-7.2888,-3.2106,-5.4124,1.1024,-15.8606,-3.3880999999999997,12.4725,
贵州燃气_0600903.csv,-1.6558,-1.1981,-4.8687,-2.4296,-0.3804,0.0944,-6.9049,-3.5333,3.3715999999999995,
赛摩电气_1300466.csv,-1.6575,-1.2799,-7.1795,-3.2106,0.0,1.1024,-8.837,-3.3880999999999997,5.4489,
越秀金控_1000987.csv,-2.122,-1.2799,-5.5138,-3.2106,-1.4815,1.1024,-9.1173,-3.3880999999999997,5.7292,
跨境通_1002640.csv,-2.9412,-1.2799,-5.4054,-3.2106,0.5596,1.1024,-7.787000000000001,-3.3880999999999997,4.3989,
远方信息_1300306.csv,-1.5677,-1.2799,-4.6958,-3.2106,-4.4852,1.1024,-10.7487,-3.3880999999999997,7.360600000000001,
通源石油_1300164.csv,-3.2468,-1.2799,-5.4054,-3.2106,-1.9277,1.1024,-10.5799,-3.3880999999999997,7.1918,
道恩股份_1002838.csv,-2.6667,-1.2799,-3.3697,-3.2106,0.0,1.1024,-6.0364,-3.3880999999999997,2.6483,
金力泰_1300225.csv,-6.2682,-1.2799,-4.1899,-3.2106,-1.6484,1.1024,-12.1065,-3.3880999999999997,8.7184,
金枫酒业_0600616.csv,-2.7972,-1.1981,-4.9834,-2.4296,-0.8237,0.0944,-8.6043,-3.5333,5.071,
钧达股份_1002865.csv,-8.2989,-1.2799,-3.4529,-3.2106,-1.0079,1.1024,-12.759699999999999,-3.3880999999999997,9.3716,
钱江水利_0600283.csv,-2.3364,-1.1981,-3.9641,-2.4296,-1.6912,0.0944,-7.9917,-3.5333,4.458399999999999,
银星能源_1000862.csv,-10.0418,-1.2799,-3.3693,-3.2106,1.0899,1.1024,-12.321200000000001,-3.3880999999999997,8.9331,
锡业股份_1000960.csv,-2.6734,-1.2799,-3.4677,-3.2106,0.4049,1.1024,-5.7362,-3.3880999999999997,2.3480999999999996,
锦江投资_0600650.csv,-1.6529,-1.1981,-5.6898,-2.4296,-1.2317,0.0944,-8.5744,-3.5333,5.0411,
锦龙股份_1000712.csv,-2.0548,-1.2799,-5.5016,-3.2106,-0.3226,1.1024,-7.879,-3.3880999999999997,4.4909,
长城动漫_1000835.csv,-2.4119,-1.2799,-10.0167,-3.2106,-5.6693,1.1024,-18.0979,-3.3880999999999997,14.709800000000001,
长城证券_1002939.csv,-3.3432,-1.2799,-5.6762,-3.2106,-0.8339,1.1024,-9.853299999999999,-3.3880999999999997,6.4652,
长江润发_1002435.csv,-3.8667,-1.2799,-4.943,-3.2106,0.1269,1.1024,-8.6828,-3.3880999999999997,5.2947,
闰土股份_1002440.csv,-2.572,-1.2799,-3.3156,-3.2106,-3.2646,1.1024,-9.1522,-3.3880999999999997,5.7641,
阳光股份_1000608.csv,-4.4928,-1.2799,-3.4965,-3.2106,-2.1888,1.1024,-10.1781,-3.3880999999999997,6.79,
陆家嘴_0600663.csv,-1.5642,-1.1981,-4.2269,-2.4296,-1.9927,0.0944,-7.7838,-3.5333,4.250499999999999,
陇神戎发_1300534.csv,-2.3944,-1.2799,-6.2087,-3.2106,-2.1964,1.1024,-10.799500000000002,-3.3880999999999997,7.4114,
隆基机械_1002363.csv,-2.1277,-1.2799,-3.8012,-3.2106,-0.146,1.1024,-6.0749,-3.3880999999999997,2.6868,
