股票名称,股票涨跌幅1,指数涨跌幅1,股票涨跌幅2,指数涨跌幅2,股票涨跌幅3,指数涨跌幅3,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
青山纸业_0600103.csv,-2.4465,-1.1981,-6.3037,-2.4296,0.0,0.0944,-8.7502,-3.5333,5.2169,
青岛海尔_0600690.csv,-1.5864,-1.1981,-2.5758,-2.4296,-1.2994,0.0944,-5.461600000000001,-3.5333,1.9283000000000001,
飞亚达A_1000026.csv,-1.4286,-1.2799,-4.4369,-3.2106,0.4571,1.1024,-5.4084,-3.3880999999999997,2.0202999999999998,
首商股份_0600723.csv,-1.9746,-1.1981,-3.406,-2.4296,-0.4071,0.0944,-5.7877,-3.5333,2.2544,
香飘飘_0603711.csv,-3.7108,-1.1981,-6.1607,-2.4296,-0.2079,0.0944,-10.079400000000001,-3.5333,6.5461,
驰宏锌锗_0600497.csv,-2.5194,-1.1981,-4.0892,-2.4296,-1.8248,0.0944,-8.4334,-3.5333,4.9001,
鲁亿通_1300423.csv,-3.6991,-1.2799,-4.6053,-3.2106,0.1797,1.1024,-8.124699999999999,-3.3880999999999997,4.7366,
鲁信创投_0600783.csv,-5.8017,-1.1981,-5.0737,-2.4296,-5.6465,0.0944,-16.5219,-3.5333,12.9886,
鹏欣资源_0600490.csv,-3.6778,-1.1981,-9.7946,-2.4296,-0.1577,0.0944,-13.6301,-3.5333,10.0968,
龙泉股份_1002671.csv,-2.037,-1.2799,-3.3989,-3.2106,0.5396,1.1024,-4.8963,-3.3880999999999997,1.5082,
