股票名称,股票涨跌幅1,指数涨跌幅1,股票涨跌幅2,指数涨跌幅2,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
创维数字_1000810.csv,-1.9324,-1.2799,-6.5884,-3.2106,-8.5208,-4.4905,4.0303,
利群股份_0601366.csv,-1.5581,-1.1981,-3.8147,-2.4296,-5.3728,-3.6277,1.7451,
利通电子_0603629.csv,-5.1541,-1.1981,-2.5123,-2.4296,-7.666399999999999,-3.6277,4.0386999999999995,
动力源_0600405.csv,-1.9892,-1.1981,-7.2148,-2.4296,-9.204,-3.6277,5.5763,
劲嘉股份_1002191.csv,-1.4514,-1.2799,-5.3571,-3.2106,-6.8085,-4.4905,2.318,
勤上股份_1002638.csv,-3.481,-1.2799,-7.0588,-3.2106,-10.5398,-4.4905,6.0493,
北京文化_1000802.csv,-1.4938,-1.2799,-3.9841,-3.2106,-5.4779,-4.4905,0.9874000000000003,
北大荒_0600598.csv,-1.758,-1.1981,-3.3,-2.4296,-5.058,-3.6277,1.4302999999999997,
北汽蓝谷_0600733.csv,-5.0285,-1.1981,-9.6829,-2.4296,-14.711400000000001,-3.6277,11.0837,
北特科技_0603009.csv,-2.5,-1.1981,-6.4327,-2.4296,-8.9327,-3.6277,5.305,
北部湾港_1000582.csv,-2.3279,-1.2799,-6.7925,-3.2106,-9.1204,-4.4905,4.629900000000001,
千金药业_0600479.csv,-1.875,-1.1981,-3.0303,-2.4296,-4.9053,-3.6277,1.2775999999999998,
华业资本_0600240.csv,-5.4422,-1.1981,-8.125,-2.4296,-13.5672,-3.6277,9.939499999999999,
华东重机_1002685.csv,-1.3136,-1.2799,-5.2877,-3.2106,-6.6013,-4.4905,2.1108000000000002,
华仪电气_0600290.csv,-5.303,-1.1981,-3.6496,-2.4296,-8.9526,-3.6277,5.3248999999999995,
华体科技_0603679.csv,-1.7496,-1.1981,-3.0297,-2.4296,-4.7793,-3.6277,1.1516,
华信新材_1300717.csv,-2.2045,-1.2799,-5.0029,-3.2106,-7.2074,-4.4905,2.7169000000000003,
华光股份_0600475.csv,-1.3384,-1.1981,-4.4749,-2.4296,-5.8133,-3.6277,2.1856,
华力创通_1300045.csv,-1.7294,-1.2799,-4.191,-3.2106,-5.9204,-4.4905,1.4299,
华北制药_0600812.csv,-1.8519,-1.1981,-5.4475,-2.4296,-7.2994,-3.6277,3.6716999999999995,
华友钴业_0603799.csv,-3.3831,-1.1981,-4.8041,-2.4296,-8.1872,-3.6277,4.5595,
华域汽车_0600741.csv,-4.3184,-1.1981,-4.4498,-2.4296,-8.7682,-3.6277,5.140499999999999,
华大基因_1300676.csv,-2.605,-1.2799,-4.1789,-3.2106,-6.783899999999999,-4.4905,2.2933999999999997,
华昌化工_1002274.csv,-8.5561,-1.2799,-9.1682,-3.2106,-17.7243,-4.4905,13.233800000000002,
华昌达_1300278.csv,-7.8534,-1.2799,-3.2911,-3.2106,-11.1445,-4.4905,6.654,
华映科技_1000536.csv,-5.2023,-1.2799,-5.4645,-3.2106,-10.6668,-4.4905,6.1763,
华瑞股份_1300626.csv,-1.6336,-1.2799,-5.8242,-3.2106,-7.457800000000001,-4.4905,2.9673000000000003,
华电能源_0600726.csv,-3.0435,-1.1981,-3.7657,-2.4296,-6.8092,-3.6277,3.1814999999999998,
华统股份_1002840.csv,-8.6957,-1.2799,-5.9042,-3.2106,-14.599900000000002,-4.4905,10.1094,
华联股份_1000882.csv,-2.9801,-1.2799,-4.127,-3.2106,-7.1071,-4.4905,2.6166,
华菱星马_0600375.csv,-1.3333,-1.1981,-6.1033,-2.4296,-7.4366,-3.6277,3.8088999999999995,
华菱精工_0603356.csv,-1.2763,-1.1981,-4.2416,-2.4296,-5.5179,-3.6277,1.8901999999999999,
华达科技_0603358.csv,-2.5449,-1.1981,-7.7985,-2.4296,-10.343399999999999,-3.6277,6.7157,
华金资本_1000532.csv,-2.6403,-1.2799,-7.9027,-3.2106,-10.543,-4.4905,6.0525,
华铭智能_1300462.csv,-2.2606,-1.2799,-7.0757,-3.2106,-9.336300000000001,-4.4905,4.8458000000000006,
华锋股份_1002806.csv,-4.0712,-1.2799,-5.6649,-3.2106,-9.7361,-4.4905,5.2456000000000005,
华锦股份_1000059.csv,-4.3825,-1.2799,-5.283,-3.2106,-9.665500000000002,-4.4905,5.175000000000001,
华阳集团_1002906.csv,-1.3687,-1.2799,-5.7258,-3.2106,-7.0945,-4.4905,2.6039999999999996,
华鲁恒升_0600426.csv,-1.3681,-1.1981,-4.3017,-2.4296,-5.6698,-3.6277,2.0421000000000005,
南京银行_0601009.csv,-3.0093,-1.1981,-2.7027,-2.4296,-5.712,-3.6277,2.0843,
南国置业_1002305.csv,-3.0303,-1.2799,-5.1724,-3.2106,-8.2027,-4.4905,3.7121999999999997,
南威软件_0603636.csv,-1.2205,-1.1981,-8.1465,-2.4296,-9.366999999999999,-3.6277,5.739299999999999,
南宁糖业_1000911.csv,-3.5409,-1.2799,-4.0984,-3.2106,-7.6393,-4.4905,3.1488,
南方传媒_0601900.csv,-3.1983,-1.1981,-3.1992,-2.4296,-6.3975,-3.6277,2.7698,
南洋股份_1002212.csv,-2.2683,-1.2799,-3.6227,-3.2106,-5.891,-4.4905,1.4005,
南玻A_1000012.csv,-3.1189,-1.2799,-4.1121,-3.2106,-7.231,-4.4905,2.7405,
南都电源_1300068.csv,-5.3262,-1.2799,-6.1836,-3.2106,-11.5098,-4.4905,7.019300000000001,
博世科_1300422.csv,-3.5,-1.2799,-6.5421,-3.2106,-10.0421,-4.4905,5.5516,
博天环境_0603603.csv,-4.3754,-1.1981,-3.714,-2.4296,-8.0894,-3.6277,4.4616999999999996,
博敏电子_0603936.csv,-5.2523,-1.1981,-4.57,-2.4296,-9.8223,-3.6277,6.194599999999999,
博晖创新_1300318.csv,-2.0284,-1.2799,-3.5225,-3.2106,-5.5509,-4.4905,1.0604,
博汇纸业_0600966.csv,-2.6895,-1.1981,-5.5427,-2.4296,-8.232199999999999,-3.6277,4.6045,
博腾股份_1300363.csv,-6.7485,-1.2799,-4.8638,-3.2106,-11.612300000000001,-4.4905,7.1218,
厚普股份_1300471.csv,-4.5584,-1.2799,-10.0,-3.2106,-14.558399999999999,-4.4905,10.0679,
双成药业_1002693.csv,-2.1956,-1.2799,-6.1798,-3.2106,-8.3754,-4.4905,3.8849000000000005,
双箭股份_1002381.csv,-2.2059,-1.2799,-4.8,-3.2106,-7.0059000000000005,-4.4905,2.5154,
双良节能_0600481.csv,-1.8433,-1.1981,-6.0606,-2.4296,-7.9039,-3.6277,4.276199999999999,
台华新材_0603055.csv,-2.8326,-1.1981,-4.9755,-2.4296,-7.8081,-3.6277,4.1804,
台海核电_1002366.csv,-1.5444,-1.2799,-6.1594,-3.2106,-7.703799999999999,-4.4905,3.2133,
司尔特_1002538.csv,-2.3474,-1.2799,-4.1979,-3.2106,-6.545299999999999,-4.4905,2.0547999999999997,
合力泰_1002217.csv,-1.8957,-1.2799,-5.8036,-3.2106,-7.6993,-4.4905,3.2088,
合力科技_0603917.csv,-1.9608,-1.1981,-4.7797,-2.4296,-6.7405,-3.6277,3.1128,
合金投资_1000633.csv,-1.3445,-1.2799,-5.5556,-3.2106,-6.9001,-4.4905,2.4096,
吉林森工_0600189.csv,-4.0161,-1.1981,-3.675,-2.4296,-7.6911,-3.6277,4.0634,
吉林高速_0601518.csv,-1.6393,-1.1981,-4.3887,-2.4296,-6.0280000000000005,-3.6277,2.4002999999999997,
吉电股份_1000875.csv,-3.1977,-1.2799,-4.4444,-3.2106,-7.6421,-4.4905,3.1516,
吉艾科技_1300309.csv,-5.8333,-1.2799,-5.7239,-3.2106,-11.557200000000002,-4.4905,7.066700000000001,
吉鑫科技_0601218.csv,-1.2012,-1.1981,-5.6657,-2.4296,-6.8669,-3.6277,3.2392000000000003,
同大股份_1300321.csv,-1.3183,-1.2799,-4.4391,-3.2106,-5.7574,-4.4905,1.2669,
同济堂_0600090.csv,-1.8333,-1.1981,-3.2258,-2.4296,-5.0591,-3.6277,1.4313999999999998,
同济科技_0600846.csv,-2.821,-1.1981,-9.4273,-2.4296,-12.2483,-3.6277,8.6206,
向日葵_1300111.csv,-2.6316,-1.2799,-5.6738,-3.2106,-8.3054,-4.4905,3.8149,
君正集团_0601216.csv,-1.292,-1.1981,-3.7313,-2.4296,-5.0233,-3.6277,1.3956,
启迪桑德_1000826.csv,-1.9425,-1.2799,-3.8835,-3.2106,-5.8260000000000005,-4.4905,1.3355000000000001,
和胜股份_1002824.csv,-3.0781,-1.2799,-4.2416,-3.2106,-7.3197,-4.4905,2.8292,
哈药股份_0600664.csv,-2.9304,-1.1981,-6.5068,-2.4296,-9.4372,-3.6277,5.8095,
哈高科_0600095.csv,-3.1558,-1.1981,-6.2847,-2.4296,-9.4405,-3.6277,5.8128,
商业城_0600306.csv,-3.6242,-1.1981,-6.7584,-2.4296,-10.3826,-3.6277,6.754899999999999,
喜临门_0603008.csv,-4.3739,-1.1981,-4.894,-2.4296,-9.267900000000001,-3.6277,5.6402,
嘉化能源_0600273.csv,-3.2593,-1.1981,-9.396,-2.4296,-12.6553,-3.6277,9.0276,
嘉应制药_1002198.csv,-2.8884,-1.2799,-9.9552,-3.2106,-12.843599999999999,-4.4905,8.3531,
嘉泽新能_0601619.csv,-3.5514,-1.1981,-4.8043,-2.4296,-8.355699999999999,-3.6277,4.728,
嘉澳环保_0603822.csv,-2.6137,-1.1981,-5.5462,-2.4296,-8.1599,-3.6277,4.5322,
四川路桥_0600039.csv,-1.3021,-1.1981,-4.2394,-2.4296,-5.5415,-3.6277,1.9137999999999997,
四川金顶_0600678.csv,-1.5406,-1.1981,-7.9897,-2.4296,-9.5303,-3.6277,5.9026000000000005,
四方科技_0603339.csv,-2.1289,-1.1981,-3.0675,-2.4296,-5.1964,-3.6277,1.5686999999999995,
四方达_1300179.csv,-2.0833,-1.2799,-10.0511,-3.2106,-12.1344,-4.4905,7.6439,
四通新材_1300428.csv,-1.7471,-1.2799,-4.8298,-3.2106,-6.5769,-4.4905,2.0864,
国中水务_0600187.csv,-2.7273,-1.1981,-4.3478,-2.4296,-7.075100000000001,-3.6277,3.4474,
国信证券_1002736.csv,-1.6949,-1.2799,-3.9941,-3.2106,-5.689,-4.4905,1.1985000000000001,
国恩股份_1002768.csv,-2.5312,-1.2799,-3.9803,-3.2106,-6.5115,-4.4905,2.0210000000000004,
国新健康_1000503.csv,-2.8029,-1.2799,-6.2273,-3.2106,-9.0302,-4.4905,4.5397,
国新能源_0600617.csv,-4.376,-1.1981,-6.6566,-2.4296,-11.0326,-3.6277,7.4049000000000005,
国机汽车_0600335.csv,-1.4121,-1.1981,-5.5758,-2.4296,-6.9879,-3.6277,3.3602,
