股票名称,股票涨跌幅1,指数涨跌幅1,股票涨跌幅2,指数涨跌幅2,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
国机通用_0600444.csv,-1.8745,-1.1981,-6.7629,-2.4296,-8.6374,-3.6277,5.0097,
国检集团_0603060.csv,-1.5379,-1.1981,-5.0037,-2.4296,-6.541600000000001,-3.6277,2.9139,
国祯环保_1300388.csv,-2.6095,-1.2799,-6.1242,-3.2106,-8.7337,-4.4905,4.2432,
国立科技_1300716.csv,-1.4453,-1.2799,-4.8969,-3.2106,-6.3422,-4.4905,1.8516999999999997,
国脉科技_1002093.csv,-8.3015,-1.2799,-5.7554,-3.2106,-14.0569,-4.4905,9.566400000000002,
国芳集团_0601086.csv,-3.7097,-1.1981,-3.125,-2.4296,-6.8347,-3.6277,3.2070000000000003,
国风塑业_1000859.csv,-8.2621,-1.2799,-9.7686,-3.2106,-18.0307,-4.4905,13.5402,
圆通速递_0600233.csv,-3.496,-1.1981,-2.6931,-2.4296,-6.1891,-3.6277,2.5614,
圣济堂_0600227.csv,-4.4855,-1.1981,-5.25,-2.4296,-9.7355,-3.6277,6.107799999999999,
圣龙股份_0603178.csv,-2.0554,-1.1981,-3.9485,-2.4296,-6.0039,-3.6277,2.3762,
坚朗五金_1002791.csv,-4.089,-1.2799,-4.8082,-3.2106,-8.897200000000002,-4.4905,4.406700000000001,
塞力斯_0603716.csv,-9.987,-1.1981,-4.0017,-2.4296,-13.9887,-3.6277,10.360999999999999,
大东方_0600327.csv,-1.7408,-1.1981,-3.7244,-2.4296,-5.4652,-3.6277,1.8375,
大东海A_1000613.csv,-3.1989,-1.2799,-6.7445,-3.2106,-9.9434,-4.4905,5.4529000000000005,
大元泵业_0603757.csv,-5.7906,-1.1981,-4.0598,-2.4296,-9.8504,-3.6277,6.2227,
大冶特钢_1000708.csv,-2.2895,-1.2799,-5.9069,-3.2106,-8.1964,-4.4905,3.7059,
大北农_1002385.csv,-9.1495,-1.2799,-4.1975,-3.2106,-13.347,-4.4905,8.8565,
大商股份_0600694.csv,-2.455,-1.1981,-2.5935,-2.4296,-5.048500000000001,-3.6277,1.4208,
大庆华科_1000985.csv,-4.0,-1.2799,-4.8496,-3.2106,-8.849599999999999,-4.4905,4.3591,
大康农业_1002505.csv,-9.4488,-1.2799,-5.2239,-3.2106,-14.6727,-4.4905,10.182200000000002,
大族激光_1002008.csv,-3.421,-1.2799,-4.4401,-3.2106,-7.8611,-4.4905,3.3706,
大有能源_0600403.csv,-2.2272,-1.1981,-6.6528,-2.4296,-8.879999999999999,-3.6277,5.2523,
大洋电机_1002249.csv,-1.6,-1.2799,-9.8124,-3.2106,-11.4124,-4.4905,6.921900000000001,
大理药业_0603963.csv,-1.5995,-1.1981,-7.5068,-2.4296,-9.106300000000001,-3.6277,5.478599999999999,
大西洋_0600558.csv,-2.445,-1.1981,-5.977,-2.4296,-8.422,-3.6277,4.7943,
大豪科技_0603025.csv,-1.4047,-1.1981,-4.0438,-2.4296,-5.4485,-3.6277,1.8208,
大金重工_1002487.csv,-1.766,-1.2799,-5.625,-3.2106,-7.391,-4.4905,2.9005,
天原集团_1002386.csv,-4.2005,-1.2799,-6.1069,-3.2106,-10.307400000000001,-4.4905,5.8169,
天地科技_0600582.csv,-1.7766,-1.1981,-2.716,-2.4296,-4.4926,-3.6277,0.8649,
天域生态_0603717.csv,-3.3784,-1.1981,-4.5161,-2.4296,-7.8945,-3.6277,4.2668,
天壕环境_1300332.csv,-3.6609,-1.2799,-5.9783,-3.2106,-9.639199999999999,-4.4905,5.1487,
天夏智慧_1000662.csv,-1.8018,-1.2799,-5.7992,-3.2106,-7.601,-4.4905,3.1105,
天安新材_0603725.csv,-1.3687,-1.1981,-6.3301,-2.4296,-7.6988,-3.6277,4.0710999999999995,
天宝食品_1002220.csv,-6.5015,-1.2799,-6.1047,-3.2106,-12.606200000000001,-4.4905,8.1157,
天山股份_1000877.csv,-1.3405,-1.2799,-5.8873,-3.2106,-7.2278,-4.4905,2.7373,
天广中茂_1002509.csv,-6.4982,-1.2799,-10.0649,-3.2106,-16.5631,-4.4905,12.0726,
天康生物_1002100.csv,-8.3546,-1.2799,-6.0849,-3.2106,-14.439499999999999,-4.4905,9.949,
天桥起重_1002523.csv,-3.2258,-1.2799,-4.2755,-3.2106,-7.5013000000000005,-4.4905,3.0108,
天永智能_0603895.csv,-2.2346,-1.1981,-5.5409,-2.4296,-7.775499999999999,-3.6277,4.147799999999999,
天津港_0600717.csv,-1.6451,-1.1981,-4.0586,-2.4296,-5.7037,-3.6277,2.076,
天神娱乐_1002354.csv,-7.5875,-1.2799,-9.9825,-3.2106,-17.57,-4.4905,13.079500000000001,
天药股份_0600488.csv,-8.4168,-1.1981,-7.4212,-2.4296,-15.838000000000001,-3.6277,12.2103,
天首发展_1000611.csv,-4.6683,-1.2799,-4.2353,-3.2106,-8.9036,-4.4905,4.4131,
天鹅股份_0603029.csv,-1.8939,-1.1981,-4.0,-2.4296,-5.8939,-3.6277,2.2661999999999995,
天龙光电_1300029.csv,-2.4561,-1.2799,-3.5533,-3.2106,-6.0094,-4.4905,1.5189000000000004,
太原重工_0600169.csv,-2.0833,-1.1981,-4.9505,-2.4296,-7.033799999999999,-3.6277,3.4060999999999995,
太阳能_1000591.csv,-3.3163,-1.2799,-5.314,-3.2106,-8.6303,-4.4905,4.1398,
太龙药业_0600222.csv,-3.405,-1.1981,-5.2632,-2.4296,-8.6682,-3.6277,5.0405,
奥克股份_1300082.csv,-2.381,-1.2799,-4.6658,-3.2106,-7.046799999999999,-4.4905,2.5563,
奥康国际_0603001.csv,-3.0756,-1.1981,-3.641,-2.4296,-6.7166,-3.6277,3.0888999999999998,
奥特佳_1002239.csv,-4.0,-1.2799,-7.4074,-3.2106,-11.407399999999999,-4.4905,6.9169,
奥特迅_1002227.csv,-1.7986,-1.2799,-6.3973,-3.2106,-8.1959,-4.4905,3.7054000000000005,
奥联电子_1300585.csv,-1.6882,-1.2799,-4.0952,-3.2106,-5.7834,-4.4905,1.2929000000000002,
威创股份_1002308.csv,-1.9097,-1.2799,-6.1889,-3.2106,-8.098600000000001,-4.4905,3.6081000000000003,
威尔泰_1002058.csv,-2.7612,-1.2799,-5.8327,-3.2106,-8.5939,-4.4905,4.103400000000001,
威帝股份_0603023.csv,-2.5381,-1.1981,-5.7416,-2.4296,-8.2797,-3.6277,4.652,
威龙股份_0603779.csv,-1.4388,-1.1981,-3.6729,-2.4296,-5.1117,-3.6277,1.4839999999999998,
宁波中百_0600857.csv,-2.5773,-1.1981,-4.3393,-2.4296,-6.9166,-3.6277,3.2889,
宁波富达_0600724.csv,-3.5545,-1.1981,-3.4325,-2.4296,-6.987,-3.6277,3.3592999999999997,
宁波富邦_0600768.csv,-2.037,-1.1981,-6.0052,-2.4296,-8.042200000000001,-3.6277,4.4145,
宇通客车_0600066.csv,-7.4454,-1.1981,-6.1446,-2.4296,-13.59,-3.6277,9.962299999999999,
安信信托_0600816.csv,-9.9415,-1.1981,-3.5261,-2.4296,-13.4676,-3.6277,9.8399,
安利股份_1300218.csv,-1.715,-1.2799,-5.25,-3.2106,-6.965,-4.4905,2.4745,
安控科技_1300370.csv,-2.5586,-1.2799,-5.4435,-3.2106,-8.0021,-4.4905,3.5116000000000005,
安正时尚_0603839.csv,-3.3742,-1.1981,-3.6216,-2.4296,-6.9958,-3.6277,3.3680999999999996,
安阳钢铁_0600569.csv,-3.662,-1.1981,-3.794,-2.4296,-7.4559999999999995,-3.6277,3.8282999999999996,
完美世界_1002624.csv,-3.4266,-1.2799,-3.5413,-3.2106,-6.9679,-4.4905,2.4774000000000003,
宏昌电子_0603002.csv,-1.5873,-1.1981,-8.316,-2.4296,-9.903300000000002,-3.6277,6.2756,
宏达矿业_0600532.csv,-1.8933,-1.1981,-5.3746,-2.4296,-7.2679,-3.6277,3.6402,
宜宾纸业_0600793.csv,-2.064,-1.1981,-4.8134,-2.4296,-6.8774,-3.6277,3.2497,
宝利国际_1300135.csv,-2.4024,-1.2799,-5.6657,-3.2106,-8.068100000000001,-4.4905,3.5776000000000003,
宝胜股份_0600973.csv,-3.3259,-1.1981,-6.0417,-2.4296,-9.3676,-3.6277,5.739899999999999,
宝鹰股份_1002047.csv,-1.2821,-1.2799,-3.7037,-3.2106,-4.9858,-4.4905,0.4953000000000001,
富春环保_1002479.csv,-1.3468,-1.2799,-4.8077,-3.2106,-6.1545,-4.4905,1.6639999999999997,
富瀚微_1300613.csv,-2.7297,-1.2799,-3.556,-3.2106,-6.2857,-4.4905,1.7952,
寒锐钴业_1300618.csv,-2.6283,-1.2799,-3.8563,-3.2106,-6.4846,-4.4905,1.9941,
小商品城_0600415.csv,-3.5398,-1.1981,-3.8298,-2.4296,-7.3696,-3.6277,3.7419000000000002,
小康股份_0601127.csv,-2.8332,-1.1981,-4.4895,-2.4296,-7.322699999999999,-3.6277,3.6949999999999994,
展鹏科技_0603488.csv,-3.012,-1.1981,-7.0028,-2.4296,-10.0148,-3.6277,6.3871,
山东海化_1000822.csv,-2.9557,-1.2799,-4.8438,-3.2106,-7.7995,-4.4905,3.309,
山东钢铁_0600022.csv,-3.2258,-1.1981,-3.125,-2.4296,-6.3508,-3.6277,2.7231,
山推股份_1000680.csv,-2.8761,-1.2799,-6.4182,-3.2106,-9.2943,-4.4905,4.8038,
山西焦化_0600740.csv,-5.0633,-1.1981,-3.3866,-2.4296,-8.4499,-3.6277,4.8222,
川环科技_1300547.csv,-9.0909,-1.2799,-3.2875,-3.2106,-12.3784,-4.4905,7.8879,
巨化股份_0600160.csv,-6.5315,-1.1981,-3.3732,-2.4296,-9.9047,-3.6277,6.277,
希努尔_1002485.csv,-4.7158,-1.2799,-10.0109,-3.2106,-14.7267,-4.4905,10.2362,
广东明珠_0600382.csv,-2.2155,-1.1981,-5.5186,-2.4296,-7.7341,-3.6277,4.1064,
广东甘化_1000576.csv,-8.422,-1.2799,-3.6721,-3.2106,-12.094100000000001,-4.4905,7.603600000000001,
广东骏亚_0603386.csv,-3.06,-1.1981,-6.6286,-2.4296,-9.6886,-3.6277,6.0609,
广博股份_1002103.csv,-3.301,-1.2799,-6.1931,-3.2106,-9.4941,-4.4905,5.0036000000000005,
广和通_1300638.csv,-2.2958,-1.2799,-4.3249,-3.2106,-6.6207,-4.4905,2.1302000000000003,
广州发展_0600098.csv,-1.4151,-1.1981,-3.6364,-2.4296,-5.0515,-3.6277,1.4238,
广州浪奇_1000523.csv,-3.7037,-1.2799,-4.7619,-3.2106,-8.4656,-4.4905,3.9751,
广汇能源_0600256.csv,-2.7714,-1.1981,-6.0738,-2.4296,-8.8452,-3.6277,5.2175,
广汽集团_0601238.csv,-4.4412,-1.1981,-2.5955,-2.4296,-7.0367,-3.6277,3.409,
广生堂_1300436.csv,-3.0837,-1.2799,-3.5306,-3.2106,-6.6143,-4.4905,2.1238,
广田集团_1002482.csv,-3.1667,-1.2799,-4.6105,-3.2106,-7.777200000000001,-4.4905,3.2867,
广电电气_0601616.csv,-7.5515,-1.1981,-3.532,-2.4296,-11.0835,-3.6277,7.4558,
庞大集团_0601258.csv,-3.681,-1.1981,-4.6784,-2.4296,-8.3594,-3.6277,4.7317,
康达新材_1002669.csv,-3.9604,-1.2799,-9.4982,-3.2106,-13.4586,-4.4905,8.968100000000002,
建研院_0603183.csv,-3.0897,-1.1981,-4.9689,-2.4296,-8.0586,-3.6277,4.430899999999999,
建研集团_1002398.csv,-4.9708,-1.2799,-3.7975,-3.2106,-8.7683,-4.4905,4.277799999999999,
弘信电子_1300657.csv,-5.9804,-1.2799,-3.4241,-3.2106,-9.4045,-4.4905,4.914,
当代东方_1000673.csv,-7.1038,-1.2799,-10.0,-3.2106,-17.1038,-4.4905,12.6133,
彤程新材_0603650.csv,-2.0179,-1.1981,-6.0261,-2.4296,-8.044,-3.6277,4.4163,
德创环保_0603177.csv,-3.0936,-1.1981,-4.6252,-2.4296,-7.7188,-3.6277,4.0911,
德威新材_1300325.csv,-4.644,-1.2799,-10.0279,-3.2106,-14.6719,-4.4905,10.181400000000002,
德尔未来_1002631.csv,-7.8431,-1.2799,-7.433,-3.2106,-15.2761,-4.4905,10.7856,
德新交运_0603032.csv,-4.233,-1.1981,-3.2967,-2.4296,-7.5297,-3.6277,3.9019999999999992,
德联集团_1002666.csv,-10.0324,-1.2799,-7.2072,-3.2106,-17.239600000000003,-4.4905,12.749100000000002,
德赛西威_1002920.csv,-1.4711,-1.2799,-4.1931,-3.2106,-5.6642,-4.4905,1.1737000000000004,
志邦家居_0603801.csv,-1.2062,-1.1981,-3.0796,-2.4296,-4.2858,-3.6277,0.6580999999999999,
怡球资源_0601388.csv,-3.1496,-1.1981,-6.2731,-2.4296,-9.4227,-3.6277,5.795,
怡达股份_1300721.csv,-3.9301,-1.2799,-5.1105,-3.2106,-9.0406,-4.4905,4.5501000000000005,
恒丰纸业_0600356.csv,-2.0,-1.1981,-4.387,-2.4296,-6.387,-3.6277,2.7592999999999996,
恒大高新_1002591.csv,-2.7027,-1.2799,-4.1924,-3.2106,-6.8951,-4.4905,2.4046000000000003,
恒天海龙_1000677.csv,-3.3333,-1.2799,-8.0189,-3.2106,-11.3522,-4.4905,6.861700000000001,
恒康医疗_1002219.csv,-6.5445,-1.2799,-5.679,-3.2106,-12.223500000000001,-4.4905,7.7330000000000005,
恒源煤电_0600971.csv,-2.0656,-1.1981,-5.8352,-2.4296,-7.9008,-3.6277,4.2731,
恒通科技_1300374.csv,-1.7274,-1.2799,-6.3792,-3.2106,-8.1066,-4.4905,3.6161000000000003,
恒顺众昇_1300208.csv,-9.9754,-1.2799,-9.9778,-3.2106,-19.953200000000002,-4.4905,15.462700000000002,
悦达投资_0600805.csv,-10.0559,-1.1981,-4.4059,-2.4296,-14.4618,-3.6277,10.8341,
惠威科技_1002888.csv,-2.7385,-1.2799,-5.5196,-3.2106,-8.258099999999999,-4.4905,3.7676,
惠泉啤酒_0600573.csv,-1.9277,-1.1981,-5.7889,-2.4296,-7.7166,-3.6277,4.0889,
惠达卫浴_0603385.csv,-3.3816,-1.1981,-2.8169,-2.4296,-6.1985,-3.6277,2.5708,
慈文传媒_1002343.csv,-3.3299,-1.2799,-6.1523,-3.2106,-9.4822,-4.4905,4.9917,
成都路桥_1002628.csv,-3.4036,-1.2799,-7.9104,-3.2106,-11.314,-4.4905,6.823499999999999,
戴维医疗_1300314.csv,-1.5974,-1.2799,-5.0556,-3.2106,-6.6530000000000005,-4.4905,2.1625,
扬帆新材_1300637.csv,-4.4259,-1.2799,-4.0615,-3.2106,-8.487400000000001,-4.4905,3.9969,
拉夏贝尔_0603157.csv,-1.7263,-1.1981,-4.5882,-2.4296,-6.3145,-3.6277,2.6867999999999994,
振华重工_0600320.csv,-1.6787,-1.1981,-4.5767,-2.4296,-6.2554,-3.6277,2.6277,
振芯科技_1300101.csv,-2.9361,-1.2799,-3.9004,-3.2106,-6.8365,-4.4905,2.346,
振静股份_0603477.csv,-3.5885,-1.1981,-5.2154,-2.4296,-8.803899999999999,-3.6277,5.1762,
捷捷微电_1300623.csv,-2.1569,-1.2799,-7.0191,-3.2106,-9.176,-4.4905,4.685499999999999,
掌阅科技_0603533.csv,-8.2303,-1.1981,-5.5197,-2.4296,-13.75,-3.6277,10.1223,
搜于特_1002503.csv,-2.6667,-1.2799,-5.0633,-3.2106,-7.73,-4.4905,3.2395,
攀钢钒钛_1000629.csv,-1.9178,-1.2799,-3.4392,-3.2106,-5.357,-4.4905,0.8665,
敦煌种业_0600354.csv,-4.3668,-1.1981,-5.567,-2.4296,-9.9338,-3.6277,6.306099999999999,
数字认证_1300579.csv,-10.0,-1.2799,-9.9938,-3.2106,-19.9938,-4.4905,15.503300000000001,
文一科技_0600520.csv,-2.1402,-1.1981,-2.5881,-2.4296,-4.7283,-3.6277,1.1005999999999998,
文山电力_0600995.csv,-1.4134,-1.1981,-5.8758,-2.4296,-7.2892,-3.6277,3.6614999999999998,
文峰股份_0601010.csv,-2.3747,-1.1981,-5.4863,-2.4296,-7.861,-3.6277,4.2333,
斯太尔_1000760.csv,-6.7055,-1.2799,-7.2973,-3.2106,-14.0028,-4.4905,9.5123,
新兴装备_1002933.csv,-1.31,-1.2799,-5.4696,-3.2106,-6.7796,-4.4905,2.2891,
新农开发_0600359.csv,-2.7174,-1.1981,-4.0,-2.4296,-6.7174,-3.6277,3.0896999999999997,
新劲刚_1300629.csv,-1.725,-1.2799,-4.4933,-3.2106,-6.218299999999999,-4.4905,1.7277999999999998,
新天然气_0603393.csv,-2.3155,-1.1981,-2.891,-2.4296,-5.2065,-3.6277,1.5788,
新天药业_1002873.csv,-1.3667,-1.2799,-4.5133,-3.2106,-5.88,-4.4905,1.3895000000000002,
新泉股份_0603179.csv,-3.6996,-1.1981,-4.8026,-2.4296,-8.5022,-3.6277,4.874499999999999,
新潮能源_0600777.csv,-9.375,-1.1981,-5.2632,-2.4296,-14.638200000000001,-3.6277,11.0105,
新疆交建_1002941.csv,-5.7263,-1.2799,-7.4993,-3.2106,-13.2256,-4.4905,8.735100000000001,
新疆天业_0600075.csv,-1.2048,-1.1981,-10.0271,-2.4296,-11.231900000000001,-3.6277,7.6042000000000005,
新疆浩源_1002700.csv,-9.3519,-1.2799,-4.0,-3.2106,-13.3519,-4.4905,8.861400000000001,
新疆火炬_0603080.csv,-2.4728,-1.1981,-7.8815,-2.4296,-10.3543,-3.6277,6.7266,
新赛股份_0600540.csv,-3.1189,-1.1981,-7.5676,-2.4296,-10.686499999999999,-3.6277,7.0588,
新集能源_0601918.csv,-3.3426,-1.1981,-3.4946,-2.4296,-6.8372,-3.6277,3.2095,
方盛制药_0603998.csv,-2.0871,-1.1981,-5.8924,-2.4296,-7.9795,-3.6277,4.3518,
旗滨集团_0601636.csv,-4.0089,-1.1981,-3.2328,-2.4296,-7.2417,-3.6277,3.6139999999999994,
日上集团_1002593.csv,-1.4888,-1.2799,-9.0293,-3.2106,-10.518099999999999,-4.4905,6.0276,
日播时尚_0603196.csv,-2.7484,-1.1981,-4.9246,-2.4296,-7.673,-3.6277,4.0453,
时代万恒_0600241.csv,-7.3333,-1.1981,-9.6386,-2.4296,-16.9719,-3.6277,13.3442,
旷达科技_1002516.csv,-2.5424,-1.2799,-5.6,-3.2106,-8.1424,-4.4905,3.6519,
旺能环境_1002034.csv,-1.4656,-1.2799,-3.5345,-3.2106,-5.0001,-4.4905,0.5096,
昆药集团_0600422.csv,-2.3349,-1.1981,-7.658,-2.4296,-9.9929,-3.6277,6.365200000000001,
明德生物_1002932.csv,-2.3054,-1.2799,-7.7101,-3.2106,-10.0155,-4.4905,5.5249999999999995,
易明医药_1002826.csv,-1.3962,-1.2799,-4.3406,-3.2106,-5.736800000000001,-4.4905,1.2463000000000004,
易见股份_0600093.csv,-1.5262,-1.1981,-7.651,-2.4296,-9.1772,-3.6277,5.549499999999999,
星帅尔_1002860.csv,-3.7002,-1.2799,-5.0023,-3.2106,-8.7025,-4.4905,4.212,
春兰股份_0600854.csv,-2.1459,-1.1981,-5.2846,-2.4296,-7.4305,-3.6277,3.8028000000000004,
晋西车轴_0600495.csv,-1.3283,-1.1981,-6.0606,-2.4296,-7.3889,-3.6277,3.7611999999999997,
晓程科技_1300139.csv,-9.9213,-1.2799,-8.6331,-3.2106,-18.5544,-4.4905,14.063900000000002,
晨光生物_1300138.csv,-7.2335,-1.2799,-9.9429,-3.2106,-17.1764,-4.4905,12.6859,
晨鸣纸业_1000488.csv,-1.9481,-1.2799,-3.9002,-3.2106,-5.8483,-4.4905,1.3578,
景兴纸业_1002067.csv,-2.963,-1.2799,-4.0284,-3.2106,-6.9914000000000005,-4.4905,2.5009000000000006,
晶华新材_0603683.csv,-6.3482,-1.1981,-7.8216,-2.4296,-14.1698,-3.6277,10.5421,
智云股份_1300097.csv,-4.5936,-1.2799,-4.6496,-3.2106,-9.243200000000002,-4.4905,4.752700000000001,
木林森_1002745.csv,-2.5566,-1.2799,-4.9306,-3.2106,-7.4872,-4.4905,2.9967,
杭叉集团_0603298.csv,-1.4334,-1.1981,-3.1085,-2.4296,-4.5419,-3.6277,0.9141999999999997,
杭钢股份_0600126.csv,-2.7184,-1.1981,-3.3771,-2.4296,-6.0954999999999995,-3.6277,2.4677999999999995,
林州重机_1002535.csv,-3.8095,-1.2799,-6.25,-3.2106,-10.0595,-4.4905,5.569,
柳工_1000528.csv,-1.9355,-1.2799,-6.2878,-3.2106,-8.2233,-4.4905,3.7328,
柳钢股份_0601003.csv,-2.3977,-1.1981,-3.9295,-2.4296,-6.3271999999999995,-3.6277,2.6994999999999996,
标准股份_0600302.csv,-2.4263,-1.1981,-7.0853,-2.4296,-9.5116,-3.6277,5.8839,
栖霞建设_0600533.csv,-2.1798,-1.1981,-3.4211,-2.4296,-5.6009,-3.6277,1.9732,
格尔软件_0603232.csv,-3.0379,-1.1981,-6.0392,-2.4296,-9.0771,-3.6277,5.4494,
桂东电力_0600310.csv,-2.988,-1.1981,-4.7438,-2.4296,-7.7318,-3.6277,4.1041,
桂林三金_1002275.csv,-1.4483,-1.2799,-3.3977,-3.2106,-4.846,-4.4905,0.3554999999999999,
梦舟股份_0600255.csv,-9.7561,-1.1981,-5.7471,-2.4296,-15.5032,-3.6277,11.875499999999999,
森源电气_1002358.csv,-1.4493,-1.2799,-3.9666,-3.2106,-5.415900000000001,-4.4905,0.9254000000000002,
森远股份_1300210.csv,-4.1126,-1.2799,-4.9383,-3.2106,-9.050899999999999,-4.4905,4.5604,
模塑科技_1000700.csv,-2.1583,-1.2799,-7.5388,-3.2106,-9.6971,-4.4905,5.206600000000001,
横河模具_1300539.csv,-1.5504,-1.2799,-6.7751,-3.2106,-8.3255,-4.4905,3.835,
欢瑞世纪_1000892.csv,-1.8595,-1.2799,-10.0372,-3.2106,-11.896700000000001,-4.4905,7.406200000000001,
正丹股份_1300641.csv,-2.5338,-1.2799,-4.3619,-3.2106,-6.8957,-4.4905,2.4052000000000002,
武汉控股_0600168.csv,-2.6667,-1.1981,-4.0921,-2.4296,-6.758800000000001,-3.6277,3.1311,
毅昌股份_1002420.csv,-3.5897,-1.2799,-5.569,-3.2106,-9.1587,-4.4905,4.668200000000001,
比亚迪_1002594.csv,-1.4245,-1.2799,-3.4222,-3.2106,-4.8467,-4.4905,0.3562000000000003,
氯碱化工_0600618.csv,-4.6237,-1.1981,-6.9069,-2.4296,-11.5306,-3.6277,7.9029,
永安行_0603776.csv,-5.0159,-1.1981,-3.9755,-2.4296,-8.9914,-3.6277,5.3637,
永悦科技_0603879.csv,-1.3412,-1.1981,-4.6363,-2.4296,-5.9775,-3.6277,2.3498,
永清环保_1300187.csv,-7.5851,-1.2799,-10.0279,-3.2106,-17.613,-4.4905,13.1225,
汇得科技_0603192.csv,-1.6075,-1.1981,-5.2665,-2.4296,-6.874,-3.6277,3.2462999999999997,
江丰电子_1300666.csv,-2.2408,-1.2799,-4.2237,-3.2106,-6.4645,-4.4905,1.9740000000000002,
江化微_0603078.csv,-2.7416,-1.1981,-4.2337,-2.4296,-6.9753,-3.6277,3.3476,
江南水务_0601199.csv,-2.3697,-1.1981,-5.1685,-2.4296,-7.5382,-3.6277,3.9105,
江山欧派_0603208.csv,-3.4813,-1.1981,-3.3913,-2.4296,-6.8726,-3.6277,3.2449,
江泉实业_0600212.csv,-3.3465,-1.1981,-8.6331,-2.4296,-11.979600000000001,-3.6277,8.3519,
江海股份_1002484.csv,-1.8817,-1.2799,-4.6154,-3.2106,-6.4971,-4.4905,2.0066,
江特电机_1002176.csv,-1.3953,-1.2799,-8.3807,-3.2106,-9.776,-4.4905,5.2855,
江苏新能_0603693.csv,-3.8436,-1.1981,-6.7367,-2.4296,-10.5803,-3.6277,6.9526,
江苏租赁_0600901.csv,-1.9943,-1.1981,-3.8356,-2.4296,-5.8299,-3.6277,2.2021999999999995,
江苏阳光_0600220.csv,-2.3333,-1.1981,-4.4586,-2.4296,-6.7919,-3.6277,3.1641999999999992,
江西长运_0600561.csv,-2.4011,-1.1981,-4.8387,-2.4296,-7.239800000000001,-3.6277,3.6121,
沃森生物_1300142.csv,-2.0206,-1.2799,-3.8163,-3.2106,-5.8369,-4.4905,1.3464,
沧州明珠_1002108.csv,-1.8256,-1.2799,-5.7361,-3.2106,-7.5617,-4.4905,3.0712,
泛海控股_1000046.csv,-2.2284,-1.2799,-4.7745,-3.2106,-7.0029,-4.4905,2.5124,
泰永长征_1002927.csv,-5.9692,-1.2799,-4.6512,-3.2106,-10.6204,-4.4905,6.129899999999999,
泰禾光电_0603656.csv,-1.3188,-1.1981,-3.6996,-2.4296,-5.0184,-3.6277,1.3907,
洛阳玻璃_0600876.csv,-2.5148,-1.1981,-4.1814,-2.4296,-6.6962,-3.6277,3.0685000000000002,
洛阳钼业_0603993.csv,-1.7978,-1.1981,-3.2609,-2.4296,-5.0587,-3.6277,1.4309999999999998,
津劝业_0600821.csv,-4.034,-1.1981,-3.681,-2.4296,-7.715,-3.6277,4.087299999999999,
津膜科技_1300334.csv,-1.7668,-1.2799,-5.0336,-3.2106,-6.8004,-4.4905,2.3099,
洪涛股份_1002325.csv,-5.4348,-1.2799,-4.6632,-3.2106,-10.097999999999999,-4.4905,5.6075,
洲明科技_1300232.csv,-1.849,-1.2799,-3.8519,-3.2106,-5.7009,-4.4905,1.2104000000000001,
浩丰科技_1300419.csv,-1.4265,-1.2799,-4.6259,-3.2106,-6.0524,-4.4905,1.5618999999999998,
海南橡胶_0601118.csv,-3.1193,-1.1981,-5.7093,-2.4296,-8.8286,-3.6277,5.2009,
海南矿业_0601969.csv,-2.6408,-1.1981,-2.7397,-2.4296,-5.3805,-3.6277,1.7528,
海天精工_0601882.csv,-1.6413,-1.1981,-5.5371,-2.4296,-7.1784,-3.6277,3.5506999999999995,
海德股份_1000567.csv,-7.0245,-1.2799,-6.2733,-3.2106,-13.297799999999999,-4.4905,8.8073,
海思科_1002653.csv,-2.3077,-1.2799,-4.1298,-3.2106,-6.4375,-4.4905,1.9470000000000005,
海格通信_1002465.csv,-1.6719,-1.2799,-4.491,-3.2106,-6.1629,-4.4905,1.6723999999999997,
海正药业_0600267.csv,-2.2998,-1.1981,-2.9752,-2.4296,-5.275,-3.6277,1.6472999999999998,
海源复材_1002529.csv,-2.6346,-1.2799,-8.9677,-3.2106,-11.6023,-4.4905,7.111800000000001,
海航创新_0600555.csv,-3.9755,-1.1981,-4.6647,-2.4296,-8.6402,-3.6277,5.012499999999999,
海马汽车_1000572.csv,-5.0584,-1.2799,-4.8148,-3.2106,-9.8732,-4.4905,5.3827,
润禾材料_1300727.csv,-2.0693,-1.2799,-5.8451,-3.2106,-7.9144000000000005,-4.4905,3.4239000000000006,
深圳新星_0603978.csv,-1.7595,-1.1981,-6.1468,-2.4296,-7.9063,-3.6277,4.2786,
深天马A_1000050.csv,-9.0528,-1.2799,-4.0276,-3.2106,-13.0804,-4.4905,8.5899,
深康佳A_1000016.csv,-1.8,-1.2799,-5.303,-3.2106,-7.103,-4.4905,2.6125,
淳中科技_0603516.csv,-2.6285,-1.1981,-2.9322,-2.4296,-5.5607,-3.6277,1.9329999999999996,
清源股份_0603628.csv,-2.7242,-1.1981,-6.5748,-2.4296,-9.299,-3.6277,5.6713,
渝三峡A_1000565.csv,-1.44,-1.2799,-7.1322,-3.2106,-8.5722,-4.4905,4.0817,
渤海汽车_0600960.csv,-2.4896,-1.1981,-7.1291,-2.4296,-9.6187,-3.6277,5.9910000000000005,
温州宏丰_1300283.csv,-10.0529,-1.2799,-10.0,-3.2106,-20.0529,-4.4905,15.5624,
湖南盐业_0600929.csv,-2.7335,-1.1981,-5.3879,-2.4296,-8.1214,-3.6277,4.4937,
