股票名称,股票涨跌幅1,指数涨跌幅1,股票涨跌幅2,指数涨跌幅2,股票涨跌幅3,指数涨跌幅3,股票涨跌幅4,指数涨跌幅4,股票涨跌幅5,指数涨跌幅5,股票涨跌幅6,指数涨跌幅6,股票涨跌幅7,指数涨跌幅7,股票涨跌幅8,指数涨跌幅8,股票涨跌幅9,指数涨跌幅9,股票涨跌幅10,指数涨跌幅10,股票涨跌幅11,指数涨跌幅11,股票涨跌幅12,指数涨跌幅12,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
大亚圣象_1000910.csv,-3.3333,-1.2799,-3.7313,-3.2106,0.8197,1.1024,-1.9722,-0.9746,-3.1825,-1.8615,-0.3524,1.2692,-2.7416,-0.5487,-0.4096,0.552,1.7361,2.3263,-4.3825,-0.7755,-0.5284,-0.2566,-6.4855,-2.6514,-24.563499999999998,-6.308900000000001,18.2546,
