股票名称,股票涨跌幅1,指数涨跌幅1,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
中国核电_0601985.csv,-2.1631,-1.1981,-2.1631,-1.1981,0.9650000000000001,
中国石化_0600028.csv,-1.2216,-1.1981,-1.2216,-1.1981,0.023500000000000076,
中国石油_0601857.csv,-1.1984,-1.1981,-1.1984,-1.1981,0.00029999999999996696,
中山金马_1300756.csv,-5.8444,-1.2799,-5.8444,-1.2799,4.564500000000001,
中房股份_0600890.csv,-2.0915,-1.1981,-2.0915,-1.1981,0.8934,
中水渔业_1000798.csv,-9.2461,-1.2799,-9.2461,-1.2799,7.966200000000001,
中源家居_0603709.csv,-1.8974,-1.1981,-1.8974,-1.1981,0.6993,
中牧股份_0600195.csv,-3.0367,-1.1981,-3.0367,-1.1981,1.8386000000000002,
中直股份_0600038.csv,-1.6846,-1.1981,-1.6846,-1.1981,0.48650000000000015,
中矿资源_1002738.csv,-3.6295,-1.2799,-3.6295,-1.2799,2.3496,
中衡设计_0603017.csv,-3.4207,-1.1981,-3.4207,-1.1981,2.2226,
中鼎股份_1000887.csv,-2.3372,-1.2799,-2.3372,-1.2799,1.0573000000000001,
丽鹏股份_1002374.csv,-3.1579,-1.2799,-3.1579,-1.2799,1.8780000000000001,
久远银海_1002777.csv,-3.1159,-1.2799,-3.1159,-1.2799,1.8359999999999999,
云南白药_1000538.csv,-3.5682,-1.2799,-3.5682,-1.2799,2.2883,
云南锗业_1002428.csv,-9.8644,-1.2799,-9.8644,-1.2799,8.5845,
云图控股_1002539.csv,-8.6294,-1.2799,-8.6294,-1.2799,7.349500000000001,
云投生态_1002200.csv,-3.6554,-1.2799,-3.6554,-1.2799,2.3755,
云铝股份_1000807.csv,-5.3667,-1.2799,-5.3667,-1.2799,4.0868,
五洋停车_1300420.csv,-5.4834,-1.2799,-5.4834,-1.2799,4.2035,
五矿稀土_1000831.csv,-4.5188,-1.2799,-4.5188,-1.2799,3.2388999999999997,
五矿资本_0600390.csv,-2.1159,-1.1981,-2.1159,-1.1981,0.9178,
京粮控股_1000505.csv,-3.6866,-1.2799,-3.6866,-1.2799,2.4067,
人人乐_1002336.csv,-1.4205,-1.2799,-1.4205,-1.2799,0.14060000000000006,
亿帆医药_1002019.csv,-2.4793,-1.2799,-2.4793,-1.2799,1.1993999999999998,
今创集团_0603680.csv,-2.7273,-1.1981,-2.7273,-1.1981,1.5292000000000001,
仙坛股份_1002746.csv,-7.5157,-1.2799,-7.5157,-1.2799,6.235799999999999,
伊利股份_0600887.csv,-1.4778,-1.1981,-1.4778,-1.1981,0.27970000000000006,
众业达_1002441.csv,-2.8643,-1.2799,-2.8643,-1.2799,1.5844,
伟星股份_1002003.csv,-1.5936,-1.2799,-1.5936,-1.2799,0.31369999999999987,
伟隆股份_1002871.csv,-5.4264,-1.2799,-5.4264,-1.2799,4.1465,
佛慈制药_1002644.csv,-2.4972,-1.2799,-2.4972,-1.2799,1.2172999999999998,
佛燃股份_1002911.csv,-8.7219,-1.2799,-8.7219,-1.2799,7.442,
佳沃股份_1300268.csv,-4.1164,-1.2799,-4.1164,-1.2799,2.8364999999999996,
健友股份_0603707.csv,-6.8583,-1.1981,-6.8583,-1.1981,5.6602,
健民集团_0600976.csv,-5.7839,-1.1981,-5.7839,-1.1981,4.5858,
元力股份_1300174.csv,-3.1475,-1.2799,-3.1475,-1.2799,1.8676,
先导智能_1300450.csv,-7.6476,-1.2799,-7.6476,-1.2799,6.367699999999999,
先达股份_0603086.csv,-8.2266,-1.1981,-8.2266,-1.1981,7.028499999999999,
光大银行_0601818.csv,-2.3866,-1.1981,-2.3866,-1.1981,1.1885000000000001,
光明乳业_0600597.csv,-4.7753,-1.1981,-4.7753,-1.1981,3.5771999999999995,
光洋股份_1002708.csv,-9.292,-1.2799,-9.292,-1.2799,8.0121,
克来机电_0603960.csv,-2.1933,-1.1981,-2.1933,-1.1981,0.9951999999999999,
兰州黄河_1000929.csv,-2.4561,-1.2799,-2.4561,-1.2799,1.1762000000000001,
兴业银行_0601166.csv,-1.5584,-1.1981,-1.5584,-1.1981,0.36030000000000006,
兴民智通_1002355.csv,-6.1497,-1.2799,-6.1497,-1.2799,4.8698,
兴瑞科技_1002937.csv,-9.988,-1.2799,-9.988,-1.2799,8.7081,
农产品_1000061.csv,-2.9851,-1.2799,-2.9851,-1.2799,1.7052,
农发种业_0600313.csv,-4.6512,-1.1981,-4.6512,-1.1981,3.4531,
冠昊生物_1300238.csv,-10.0181,-1.2799,-10.0181,-1.2799,8.7382,
凌霄泵业_1002884.csv,-3.6827,-1.2799,-3.6827,-1.2799,2.4028,
凯马B_0900953.csv,-1.8644,-1.1981,-1.8644,-1.1981,0.6663000000000001,
刚泰控股_0600687.csv,-4.9383,-1.1981,-4.9383,-1.1981,3.7401999999999997,
创源文化_1300703.csv,-3.5928,-1.2799,-3.5928,-1.2799,2.3129,
利民股份_1002734.csv,-5.7067,-1.2799,-5.7067,-1.2799,4.4268,
利达光电_1002189.csv,-2.126,-1.2799,-2.126,-1.2799,0.8460999999999999,
力星股份_1300421.csv,-8.5478,-1.2799,-8.5478,-1.2799,7.267900000000001,
勘设股份_0603458.csv,-4.3127,-1.1981,-4.3127,-1.1981,3.1146000000000003,
包钢股份_0600010.csv,-2.809,-1.1981,-2.809,-1.1981,1.6109000000000002,
北方稀土_0600111.csv,-5.8369,-1.1981,-5.8369,-1.1981,4.6388,
华东医药_1000963.csv,-2.8768,-1.2799,-2.8768,-1.2799,1.5968999999999998,
华侨城A_1000069.csv,-1.3871,-1.2799,-1.3871,-1.2799,0.10719999999999996,
华兰生物_1002007.csv,-4.1772,-1.2799,-4.1772,-1.2799,2.8973,
华发股份_0600325.csv,-1.5276,-1.1981,-1.5276,-1.1981,0.3295000000000001,
华培动力_0603121.csv,-5.6217,-1.1981,-5.6217,-1.1981,4.4235999999999995,
华塑控股_1000509.csv,-7.672,-1.2799,-7.672,-1.2799,6.392099999999999,
华夏幸福_0600340.csv,-2.05,-1.1981,-2.05,-1.1981,0.8518999999999999,
华夏航空_1002928.csv,-1.5813,-1.2799,-1.5813,-1.2799,0.3013999999999999,
华夏银行_0600015.csv,-1.5569,-1.1981,-1.5569,-1.1981,0.3588,
华孚时尚_1002042.csv,-2.5105,-1.2799,-2.5105,-1.2799,1.2306,
华宝股份_1300741.csv,-2.2191,-1.2799,-2.2191,-1.2799,0.9392,
华懋科技_0603306.csv,-2.9099,-1.1981,-2.9099,-1.1981,1.7118,
华数传媒_1000156.csv,-2.4765,-1.2799,-2.4765,-1.2799,1.1966,
华森制药_1002907.csv,-3.3074,-1.2799,-3.3074,-1.2799,2.0275,
华电国际_0600027.csv,-5.2632,-1.1981,-5.2632,-1.1981,4.0651,
华纺股份_0600448.csv,-2.9294,-1.1981,-2.9294,-1.1981,1.7312999999999998,
华联控股_1000036.csv,-2.7344,-1.2799,-2.7344,-1.2799,1.4545,
华能国际_0600011.csv,-2.8486,-1.1981,-2.8486,-1.1981,1.6504999999999999,
华自科技_1300490.csv,-4.9419,-1.2799,-4.9419,-1.2799,3.6620000000000004,
华英农业_1002321.csv,-8.3425,-1.2799,-8.3425,-1.2799,7.0626,
华贸物流_0603128.csv,-2.2094,-1.1981,-2.2094,-1.1981,1.0113,
华通医药_1002758.csv,-7.4913,-1.2799,-7.4913,-1.2799,6.211399999999999,
南京港_1002040.csv,-4.6863,-1.2799,-4.6863,-1.2799,3.4064,
南京证券_0601990.csv,-3.4033,-1.1981,-3.4033,-1.1981,2.2052000000000005,
南方航空_0600029.csv,-1.9512,-1.1981,-1.9512,-1.1981,0.7531000000000001,
南方轴承_1002553.csv,-7.4705,-1.2799,-7.4705,-1.2799,6.1906,
南极电商_1002127.csv,-3.5088,-1.2799,-3.5088,-1.2799,2.2289,
南玻B_1200012.csv,-2.4648,-1.2799,-2.4648,-1.2799,1.1848999999999998,
博信股份_0600083.csv,-1.7114,-1.1981,-1.7114,-1.1981,0.5133000000000001,
博士眼镜_1300622.csv,-5.6355,-1.2799,-5.6355,-1.2799,4.355600000000001,
博通股份_0600455.csv,-1.3283,-1.1981,-1.3283,-1.1981,0.1302000000000001,
原尚股份_0603813.csv,-4.2233,-1.1981,-4.2233,-1.1981,3.0252,
双汇发展_1000895.csv,-3.2138,-1.2799,-3.2138,-1.2799,1.9339,
双象股份_1002395.csv,-4.733,-1.2799,-4.733,-1.2799,3.4530999999999996,
吉翔股份_0603399.csv,-2.4924,-1.1981,-2.4924,-1.1981,1.2943,
吉药控股_1300108.csv,-4.8235,-1.2799,-4.8235,-1.2799,3.5436,
同为股份_1002835.csv,-4.1837,-1.2799,-4.1837,-1.2799,2.9038,
同仁堂_0600085.csv,-2.8807,-1.1981,-2.8807,-1.1981,1.6826,
同益股份_1300538.csv,-2.7344,-1.2799,-2.7344,-1.2799,1.4545,
同花顺_1300033.csv,-7.0788,-1.2799,-7.0788,-1.2799,5.7989,
名家汇_1300506.csv,-5.9359,-1.2799,-5.9359,-1.2799,4.656000000000001,
启明星辰_1002439.csv,-1.8636,-1.2799,-1.8636,-1.2799,0.5836999999999999,
周大生_1002867.csv,-2.2754,-1.2799,-2.2754,-1.2799,0.9954999999999998,
和晶科技_1300279.csv,-7.9412,-1.2799,-7.9412,-1.2799,6.661300000000001,
唐人神_1002567.csv,-5.0257,-1.2799,-5.0257,-1.2799,3.7457999999999996,
嘉事堂_1002462.csv,-2.8255,-1.2799,-2.8255,-1.2799,1.5455999999999999,
嘉欣丝绸_1002404.csv,-3.5256,-1.2799,-3.5256,-1.2799,2.2457,
园城黄金_0600766.csv,-5.3933,-1.1981,-5.3933,-1.1981,4.1952,
国光股份_1002749.csv,-1.6346,-1.2799,-1.6346,-1.2799,0.3547,
国投电力_0600886.csv,-1.7052,-1.1981,-1.7052,-1.1981,0.5071000000000001,
国星光电_1002449.csv,-1.8605,-1.2799,-1.8605,-1.2799,0.5806,
国电南瑞_0600406.csv,-5.9631,-1.1981,-5.9631,-1.1981,4.765,
国电南自_0600268.csv,-9.7964,-1.1981,-9.7964,-1.1981,8.5983,
国电电力_0600795.csv,-2.2305,-1.1981,-2.2305,-1.1981,1.0324000000000002,
国联水产_1300094.csv,-6.6052,-1.2799,-6.6052,-1.2799,5.3253,
圣农发展_1002299.csv,-6.5586,-1.2799,-6.5586,-1.2799,5.278700000000001,
地素时尚_0603587.csv,-1.6995,-1.1981,-1.6995,-1.1981,0.5014000000000001,
均胜电子_0600699.csv,-3.8529,-1.1981,-3.8529,-1.1981,2.6548,
大唐发电_0601991.csv,-2.0588,-1.1981,-2.0588,-1.1981,0.8607000000000002,
大秦铁路_0601006.csv,-1.5513,-1.1981,-1.5513,-1.1981,0.35319999999999996,
天华院_0600579.csv,-5.4409,-1.1981,-5.4409,-1.1981,4.2428,
天喻信息_1300205.csv,-2.2834,-1.2799,-2.2834,-1.2799,1.0034999999999998,
天地数码_1300743.csv,-1.5141,-1.2799,-1.5141,-1.2799,0.23419999999999996,
天坛生物_0600161.csv,-2.1956,-1.1981,-2.1956,-1.1981,0.9975000000000003,
天威视讯_1002238.csv,-3.7037,-1.2799,-3.7037,-1.2799,2.4238,
天宸股份_0600620.csv,-3.8652,-1.1981,-3.8652,-1.1981,2.6671000000000005,
天山生物_1300313.csv,-10.0145,-1.2799,-10.0145,-1.2799,8.7346,
天润乳业_0600419.csv,-2.7904,-1.1981,-2.7904,-1.1981,1.5923,
天目湖_0603136.csv,-3.4569,-1.1981,-3.4569,-1.1981,2.2588,
天目药业_0600671.csv,-7.3529,-1.1981,-7.3529,-1.1981,6.1548,
天赐材料_1002709.csv,-1.4523,-1.2799,-1.4523,-1.2799,0.1723999999999999,
天邦股份_1002124.csv,-3.8073,-1.2799,-3.8073,-1.2799,2.5274,
天齐锂业_1002466.csv,-2.8563,-1.2799,-2.8563,-1.2799,1.5764,
太平洋_0601099.csv,-1.6588,-1.1981,-1.6588,-1.1981,0.4607000000000001,
太龙照明_1300650.csv,-2.0997,-1.2799,-2.0997,-1.2799,0.8197999999999999,
奇正藏药_1002287.csv,-1.2969,-1.2799,-1.2969,-1.2799,0.016999999999999904,
奥瑞金_1002701.csv,-2.7881,-1.2799,-2.7881,-1.2799,1.5082,
奥翔药业_0603229.csv,-1.7143,-1.1981,-1.7143,-1.1981,0.5162,
好当家_0600467.csv,-5.5921,-1.1981,-5.5921,-1.1981,4.394,
好莱客_0603898.csv,-1.3405,-1.1981,-1.3405,-1.1981,0.14240000000000008,
姚记扑克_1002605.csv,-2.2814,-1.2799,-2.2814,-1.2799,1.0015,
威华股份_1002240.csv,-9.9704,-1.2799,-9.9704,-1.2799,8.6905,
威尔药业_0603351.csv,-1.5967,-1.1981,-1.5967,-1.1981,0.39860000000000007,
威海广泰_1002111.csv,-2.566,-1.2799,-2.566,-1.2799,1.2860999999999998,
宁波华翔_1002048.csv,-2.6906,-1.2799,-2.6906,-1.2799,1.4106999999999998,
宁波水表_0603700.csv,-2.9254,-1.1981,-2.9254,-1.1981,1.7272999999999998,
宁波银行_1002142.csv,-2.2887,-1.2799,-2.2887,-1.2799,1.0088,
安徽合力_0600761.csv,-1.8456,-1.1981,-1.8456,-1.1981,0.6475,
安纳达_1002136.csv,-2.8921,-1.2799,-2.8921,-1.2799,1.6122,
安记食品_0603696.csv,-7.1932,-1.1981,-7.1932,-1.1981,5.9951,
宏创控股_1002379.csv,-3.8043,-1.2799,-3.8043,-1.2799,2.5244,
宏辉果蔬_0603336.csv,-7.0185,-1.1981,-7.0185,-1.1981,5.8204,
宝色股份_1300402.csv,-3.3525,-1.2799,-3.3525,-1.2799,2.0726,
宝莱特_1300246.csv,-5.4974,-1.2799,-5.4974,-1.2799,4.217499999999999,
实丰文化_1002862.csv,-7.9259,-1.2799,-7.9259,-1.2799,6.646000000000001,
富森美_1002818.csv,-2.7969,-1.2799,-2.7969,-1.2799,1.517,
小天鹅A_1000418.csv,-2.9558,-1.2799,-2.9558,-1.2799,1.6759,
小天鹅B_1200418.csv,-2.331,-1.2799,-2.331,-1.2799,1.0511,
尔康制药_1300267.csv,-4.7323,-1.2799,-4.7323,-1.2799,3.4524000000000004,
尖峰集团_0600668.csv,-5.5663,-1.1981,-5.5663,-1.1981,4.3682,
山东华鹏_0603021.csv,-3.1884,-1.1981,-3.1884,-1.1981,1.9903000000000002,
山东路桥_1000498.csv,-4.7468,-1.2799,-4.7468,-1.2799,3.4669000000000003,
山东高速_0600350.csv,-1.4315,-1.1981,-1.4315,-1.1981,0.23340000000000005,
山大华特_1000915.csv,-2.8253,-1.2799,-2.8253,-1.2799,1.5453999999999999,
山西路桥_1000755.csv,-3.9724,-1.2799,-3.9724,-1.2799,2.6925,
岷江水电_0600131.csv,-6.2082,-1.1981,-6.2082,-1.1981,5.0100999999999996,
巨人网络_1002558.csv,-3.0117,-1.2799,-3.0117,-1.2799,1.7317999999999998,
市北B股_0900902.csv,-1.6917,-1.1981,-1.6917,-1.1981,0.49360000000000004,
常宝股份_1002478.csv,-3.271,-1.2799,-3.271,-1.2799,1.9910999999999999,
常山药业_1300255.csv,-6.7217,-1.2799,-6.7217,-1.2799,5.441800000000001,
平安银行_1000001.csv,-2.4062,-1.2799,-2.4062,-1.2799,1.1263,
平治信息_1300571.csv,-10.0,-1.2799,-10.0,-1.2799,8.7201,
平潭发展_1000592.csv,-5.7395,-1.2799,-5.7395,-1.2799,4.4596,
广宇发展_1000537.csv,-5.8757,-1.2799,-5.8757,-1.2799,4.5958000000000006,
广弘控股_1000529.csv,-10.0478,-1.2799,-10.0478,-1.2799,8.767900000000001,
广晟有色_0600259.csv,-4.2559,-1.1981,-4.2559,-1.1981,3.0577999999999994,
广百股份_1002187.csv,-1.3086,-1.2799,-1.3086,-1.2799,0.028699999999999948,
广西广电_0600936.csv,-1.5873,-1.1981,-1.5873,-1.1981,0.3892,
庄园牧场_1002910.csv,-4.3591,-1.2799,-4.3591,-1.2799,3.0791999999999997,
康拓红外_1300455.csv,-2.3895,-1.2799,-2.3895,-1.2799,1.1096,
康旗股份_1300061.csv,-6.125,-1.2799,-6.125,-1.2799,4.8451,
康欣新材_0600076.csv,-1.581,-1.1981,-1.581,-1.1981,0.3829,
康泰生物_1300601.csv,-2.5759,-1.2799,-2.5759,-1.2799,1.2959999999999998,
康缘药业_0600557.csv,-3.6568,-1.1981,-3.6568,-1.1981,2.4587000000000003,
延江股份_1300658.csv,-1.7264,-1.2799,-1.7264,-1.2799,0.4464999999999999,
延长化建_0600248.csv,-8.8333,-1.1981,-8.8333,-1.1981,7.635199999999999,
建发股份_0600153.csv,-1.5195,-1.1981,-1.5195,-1.1981,0.32140000000000013,
建科院_1300675.csv,-2.9565,-1.2799,-2.9565,-1.2799,1.6766,
开尔新材_1300234.csv,-5.7743,-1.2799,-5.7743,-1.2799,4.494400000000001,
弘亚数控_1002833.csv,-1.9392,-1.2799,-1.9392,-1.2799,0.6593,
张家港行_1002839.csv,-1.8045,-1.2799,-1.8045,-1.2799,0.5246,
张裕B_1200869.csv,-1.385,-1.2799,-1.385,-1.2799,0.10509999999999997,
得利斯_1002330.csv,-5.6818,-1.2799,-5.6818,-1.2799,4.4018999999999995,
德尔股份_1300473.csv,-3.7265,-1.2799,-3.7265,-1.2799,2.4466,
恒信东方_1300081.csv,-4.1026,-1.2799,-4.1026,-1.2799,2.8226999999999998,
恒力股份_0600346.csv,-3.3005,-1.1981,-3.3005,-1.1981,2.1024000000000003,
恒润股份_0603985.csv,-1.771,-1.1981,-1.771,-1.1981,0.5729,
恒瑞医药_0600276.csv,-2.457,-1.1981,-2.457,-1.1981,1.2589,
恒立液压_0601100.csv,-4.7651,-1.1981,-4.7651,-1.1981,3.567,
恒铭达_1002947.csv,-6.1668,-1.2799,-6.1668,-1.2799,4.886900000000001,
恩华药业_1002262.csv,-2.8926,-1.2799,-2.8926,-1.2799,1.6126999999999998,
扬农化工_0600486.csv,-3.7409,-1.1981,-3.7409,-1.1981,2.5427999999999997,
承德露露_1000848.csv,-2.3529,-1.2799,-2.3529,-1.2799,1.073,
报喜鸟_1002154.csv,-3.4483,-1.2799,-3.4483,-1.2799,2.1684,
招商港口_1001872.csv,-4.3846,-1.2799,-4.3846,-1.2799,3.1047,
招商蛇口_1001979.csv,-1.5611,-1.2799,-1.5611,-1.2799,0.2811999999999999,
招商银行_0600036.csv,-3.02,-1.1981,-3.02,-1.1981,1.8219,
振东制药_1300158.csv,-4.6181,-1.2799,-4.6181,-1.2799,3.3382,
振德医疗_0603301.csv,-1.2521,-1.1981,-1.2521,-1.1981,0.05400000000000005,
振江股份_0603507.csv,-1.834,-1.1981,-1.834,-1.1981,0.6359000000000001,
捷昌驱动_0603583.csv,-2.5188,-1.1981,-2.5188,-1.1981,1.3207000000000002,
文化长城_1300089.csv,-2.3256,-1.2799,-2.3256,-1.2799,1.0457,
新乳业_1002946.csv,-10.0053,-1.2799,-10.0053,-1.2799,8.7254,
新五丰_0600975.csv,-9.883,-1.1981,-9.883,-1.1981,8.684899999999999,
新农股份_1002942.csv,-4.0713,-1.2799,-4.0713,-1.2799,2.7914,
新华保险_0601336.csv,-1.2696,-1.1981,-1.2696,-1.1981,0.07150000000000012,
新华百货_0600785.csv,-2.3691,-1.1981,-2.3691,-1.1981,1.171,
新和成_1002001.csv,-3.9216,-1.2799,-3.9216,-1.2799,2.6417,
新日股份_0603787.csv,-6.5536,-1.1981,-6.5536,-1.1981,5.3555,
新海宜_1002089.csv,-1.9608,-1.2799,-1.9608,-1.2799,0.6809000000000001,
新澳股份_0603889.csv,-2.5472,-1.1981,-2.5472,-1.1981,1.3491000000000002,
新美星_1300509.csv,-5.3824,-1.2799,-5.3824,-1.2799,4.102499999999999,
方大特钢_0600507.csv,-2.6081,-1.1981,-2.6081,-1.1981,1.41,
日机密封_1300470.csv,-3.3569,-1.2799,-3.3569,-1.2799,2.077,
时代新材_0600458.csv,-6.2888,-1.1981,-6.2888,-1.1981,5.0907,
昌红科技_1300151.csv,-1.497,-1.2799,-1.497,-1.2799,0.21710000000000007,
明泰铝业_0601677.csv,-2.3963,-1.1981,-2.3963,-1.1981,1.1982000000000002,
易世达_1300125.csv,-2.555,-1.2799,-2.555,-1.2799,1.2751000000000001,
星辉娱乐_1300043.csv,-7.0568,-1.2799,-7.0568,-1.2799,5.7768999999999995,
春兴精工_1002547.csv,-10.0,-1.2799,-10.0,-1.2799,8.7201,
春秋航空_0601021.csv,-1.2968,-1.1981,-1.2968,-1.1981,0.09870000000000001,
昭衍新药_0603127.csv,-2.8542,-1.1981,-2.8542,-1.1981,1.6561000000000001,
普利制药_1300630.csv,-2.1647,-1.2799,-2.1647,-1.2799,0.8847999999999998,
普利特_1002324.csv,-3.3735,-1.2799,-3.3735,-1.2799,2.0936,
普莱柯_0603566.csv,-3.1894,-1.1981,-3.1894,-1.1981,1.9913,
普路通_1002769.csv,-4.5257,-1.2799,-4.5257,-1.2799,3.2457999999999996,
景嘉微_1300474.csv,-3.0488,-1.2799,-3.0488,-1.2799,1.7689,
智度股份_1000676.csv,-6.8455,-1.2799,-6.8455,-1.2799,5.5656,
智能自控_1002877.csv,-2.1713,-1.2799,-2.1713,-1.2799,0.8914,
朗迪集团_0603726.csv,-4.4012,-1.1981,-4.4012,-1.1981,3.2031,
杭州园林_1300649.csv,-3.0727,-1.2799,-3.0727,-1.2799,1.7928000000000002,
杭州银行_0600926.csv,-1.4994,-1.1981,-1.4994,-1.1981,0.3013000000000001,
杭齿前进_0601177.csv,-5.1595,-1.1981,-5.1595,-1.1981,3.9614000000000003,
杰瑞股份_1002353.csv,-2.7311,-1.2799,-2.7311,-1.2799,1.4512,
柘中股份_1002346.csv,-6.7922,-1.2799,-6.7922,-1.2799,5.5123,
柯利达_0603828.csv,-3.86,-1.1981,-3.86,-1.1981,2.6619,
梅花生物_0600873.csv,-3.6609,-1.1981,-3.6609,-1.1981,2.4627999999999997,
梦百合_0603313.csv,-1.2422,-1.1981,-1.2422,-1.1981,0.04410000000000003,
正泰电器_0601877.csv,-8.0842,-1.1981,-8.0842,-1.1981,6.886099999999999,
正虹科技_1000702.csv,-8.5774,-1.2799,-8.5774,-1.2799,7.297500000000001,
正邦科技_1002157.csv,-2.7409,-1.2799,-2.7409,-1.2799,1.4609999999999999,
民丰特纸_0600235.csv,-9.8168,-1.1981,-9.8168,-1.1981,8.6187,
民生银行_0600016.csv,-1.5674,-1.1981,-1.5674,-1.1981,0.36929999999999996,
永和智控_1002795.csv,-1.938,-1.2799,-1.938,-1.2799,0.6580999999999999,
永新光学_0603297.csv,-9.5708,-1.1981,-9.5708,-1.1981,8.3727,
江中药业_0600750.csv,-1.6111,-1.1981,-1.6111,-1.1981,0.41300000000000003,
江河集团_0601886.csv,-1.4973,-1.1981,-1.4973,-1.1981,0.29920000000000013,
江苏国泰_1002091.csv,-2.4793,-1.2799,-2.4793,-1.2799,1.1993999999999998,
江龙船艇_1300589.csv,-4.351,-1.2799,-4.351,-1.2799,3.0711,
沃施股份_1300483.csv,-2.0957,-1.2799,-2.0957,-1.2799,0.8157999999999999,
沃格光电_0603773.csv,-10.0,-1.1981,-10.0,-1.1981,8.8019,
沈阳机床_1000410.csv,-3.6432,-1.2799,-3.6432,-1.2799,2.3633,
沙钢股份_1002075.csv,-6.8376,-1.2799,-6.8376,-1.2799,5.5577000000000005,
沪宁股份_1300669.csv,-2.6059,-1.2799,-2.6059,-1.2799,1.326,
河钢股份_1000709.csv,-2.6627,-1.2799,-2.6627,-1.2799,1.3828,
泰嘉股份_1002843.csv,-3.0625,-1.2799,-3.0625,-1.2799,1.7826,
洋河股份_1002304.csv,-1.2886,-1.2799,-1.2886,-1.2799,0.00869999999999993,
津滨发展_1000897.csv,-1.9608,-1.2799,-1.9608,-1.2799,0.6809000000000001,
洪城水业_0600461.csv,-2.454,-1.1981,-2.454,-1.1981,1.2559000000000002,
济川药业_0600566.csv,-2.7695,-1.1981,-2.7695,-1.1981,1.5714,
济民制药_0603222.csv,-2.6255,-1.1981,-2.6255,-1.1981,1.4274000000000002,
浙江医药_0600216.csv,-1.6086,-1.1981,-1.6086,-1.1981,0.4105000000000001,
浙江美大_1002677.csv,-1.6727,-1.2799,-1.6727,-1.2799,0.39280000000000004,
浙江鼎力_0603338.csv,-1.9923,-1.1981,-1.9923,-1.1981,0.7942,
浙江龙盛_0600352.csv,-1.4563,-1.1981,-1.4563,-1.1981,0.2582,
