股票名称,股票涨跌幅1,指数涨跌幅1,股票涨跌幅2,指数涨跌幅2,股票涨跌幅3,指数涨跌幅3,股票涨跌幅4,指数涨跌幅4,股票总涨跌幅,指数总涨跌幅,股票总滞后幅,
凯龙股份_1002783.csv,-4.0509,-1.2799,-10.0,-3.2106,-7.6479,1.1024,-10.0,-0.9746,-31.6988,-4.362699999999999,27.336100000000002,
利君股份_1002651.csv,-1.6854,-1.2799,-5.6537,-3.2106,-1.049,1.1024,-4.1876,-0.9746,-12.5757,-4.362699999999999,8.213,
力生制药_1002393.csv,-2.0677,-1.2799,-3.2375,-3.2106,-0.8297,1.1024,-2.3944,-0.9746,-8.5293,-4.362699999999999,4.1666,
北京科锐_1002350.csv,-1.3235,-1.2799,-4.0903,-3.2106,0.2829,1.1024,-3.5471,-0.9746,-8.678,-4.362699999999999,4.3153,
北大医药_1000788.csv,-1.9022,-1.2799,-6.4803,-3.2106,0.3827,1.1024,-2.8501,-0.9746,-10.8499,-4.362699999999999,6.487199999999999,
北巴传媒_0600386.csv,-2.7311,-1.1981,-4.99,-2.4296,-0.3976,0.0944,-1.3725,-0.5116,-9.491200000000001,-4.0449,5.4463,
北玻股份_1002613.csv,-5.9701,-1.2799,-4.8295,-3.2106,0.2849,1.1024,-4.3597,-0.9746,-14.874400000000001,-4.362699999999999,10.511700000000001,
华天酒店_1000428.csv,-2.5078,-1.2799,-4.7761,-3.2106,0.9036,1.1024,-4.0462,-0.9746,-10.426499999999999,-4.362699999999999,6.063799999999999,
华峰氨纶_1002064.csv,-2.0638,-1.2799,-3.6166,-3.2106,-1.25,1.1024,-1.5817,-0.9746,-8.5121,-4.362699999999999,4.149400000000001,
华峰超纤_1300180.csv,-3.1169,-1.2799,-3.99,-3.2106,0.1874,1.1024,-1.2947,-0.9746,-8.2142,-4.362699999999999,3.8515,
华扬联众_0603825.csv,-1.3115,-1.1981,-4.2085,-2.4296,-0.4378,0.0944,-1.1132,-0.5116,-7.071,-4.0449,3.0261,
华斯股份_1002494.csv,-1.6639,-1.2799,-5.7994,-3.2106,0.4724,1.1024,-3.9334,-0.9746,-10.924299999999999,-4.362699999999999,6.5616,
华正新材_0603186.csv,-1.3099,-1.1981,-4.5441,-2.4296,-0.0305,0.0944,-1.5015,-0.5116,-7.386,-4.0449,3.3411,
华电重工_0601226.csv,-5.3743,-1.1981,-4.5788,-2.4296,-0.7273,0.0944,-1.61,-0.5116,-12.290399999999998,-4.0449,8.2455,
华谊集团_0600623.csv,-2.0496,-1.1981,-4.7276,-2.4296,-1.1179,0.0944,-2.284,-0.5116,-10.179099999999998,-4.0449,6.1342,
华铁股份_1000976.csv,-4.5534,-1.2799,-4.0336,-3.2106,0.3373,1.1024,-2.4671,-0.9746,-10.7168,-4.362699999999999,6.3541,
华闻传媒_1000793.csv,-1.9851,-1.2799,-5.8411,-3.2106,0.4695,1.1024,-4.0541,-0.9746,-11.4108,-4.362699999999999,7.0481,
华鼎股份_0601113.csv,-1.7083,-1.1981,-5.1122,-2.4296,-0.3727,0.0944,-2.5424,-0.5116,-9.7356,-4.0449,5.6907,
南京公用_1000421.csv,-1.354,-1.2799,-4.6125,-3.2106,0.1848,1.1024,-3.3929,-0.9746,-9.1746,-4.362699999999999,4.8119,
南京医药_0600713.csv,-1.5842,-1.1981,-2.6975,-2.4296,-0.1923,0.0944,-1.7013,-0.5116,-6.1753,-4.0449,2.1304,
厦门国贸_0600755.csv,-1.2717,-1.1981,-4.3142,-2.4296,-0.3308,0.0944,-1.6269,-0.5116,-7.5436,-4.0449,3.4986999999999995,
友阿股份_1002277.csv,-1.5306,-1.2799,-4.3902,-3.2106,0.4902,1.1024,-3.3175,-0.9746,-8.7481,-4.362699999999999,4.385400000000001,
双林股份_1300100.csv,-2.2774,-1.2799,-5.7561,-3.2106,-0.2918,1.1024,-1.5326,-0.9746,-9.8579,-4.362699999999999,5.4952000000000005,
双鹭药业_1002038.csv,-3.3526,-1.2799,-4.9451,-3.2106,0.5525,1.1024,-2.2678,-0.9746,-10.012999999999998,-4.362699999999999,5.6503,
史丹利_1002588.csv,-1.9268,-1.2799,-4.7706,-3.2106,0.7394,1.1024,-3.9076,-0.9746,-9.8656,-4.362699999999999,5.5029,
合众思壮_1002383.csv,-3.1323,-1.2799,-3.8404,-3.2106,-1.0432,1.1024,-3.2444,-0.9746,-11.2603,-4.362699999999999,6.8976,
合盛硅业_0603260.csv,-3.2828,-1.1981,-2.6856,-2.4296,-0.6106,0.0944,-1.8829,-0.5116,-8.4619,-4.0449,4.417,
合诚股份_0603909.csv,-1.6413,-1.1981,-4.4742,-2.4296,-0.8719,0.0944,-1.8236,-0.5116,-8.811,-4.0449,4.7661,
吉林化纤_1000420.csv,-1.5748,-1.2799,-5.2239,-3.2106,0.0,1.1024,-1.8315,-0.9746,-8.6302,-4.362699999999999,4.2675,
同和药业_1300636.csv,-3.8213,-1.2799,-3.5885,-3.2106,0.4808,1.1024,-2.3016,-0.9746,-9.230599999999999,-4.362699999999999,4.8679,
哈尔斯_1002615.csv,-1.4354,-1.2799,-3.5385,-3.2106,1.0886,1.1024,-4.3155,-0.9746,-8.200800000000001,-4.362699999999999,3.8381,
嘉诚国际_0603535.csv,-1.2381,-1.1981,-4.2844,-2.4296,-0.0911,0.0944,-1.657,-0.5116,-7.2706,-4.0449,3.2256999999999993,
围海股份_1002586.csv,-1.7442,-1.2799,-4.797,-3.2106,0.5566,1.1024,-4.7703,-0.9746,-10.7549,-4.362699999999999,6.392199999999999,
国旅联合_0600358.csv,-2.0408,-1.1981,-6.1303,-2.4296,-0.9488,0.0944,-4.3557,-0.5116,-13.4756,-4.0449,9.4307,
国民技术_1300077.csv,-1.649,-1.2799,-6.3947,-3.2106,-0.1101,1.1024,-3.095,-0.9746,-11.248800000000001,-4.362699999999999,6.886100000000001,
国药股份_0600511.csv,-2.963,-1.1981,-2.8409,-2.4296,-1.4558,0.0944,-2.2976,-0.5116,-9.557300000000001,-4.0449,5.5123999999999995,
大业股份_0603278.csv,-1.7079,-1.1981,-3.542,-2.4296,-0.3284,0.0944,-3.5629,-0.5116,-9.141200000000001,-4.0449,5.096299999999999,
太化股份_0600281.csv,-2.1186,-1.1981,-8.3495,-2.4296,-0.9615,0.0944,-10.0346,-0.5116,-21.464199999999998,-4.0449,17.4193,
如意集团_1002193.csv,-1.8887,-1.2799,-4.825,-3.2106,0.8588,1.1024,-4.7273,-0.9746,-10.5822,-4.362699999999999,6.2195,
如通股份_0603036.csv,-1.2947,-1.1981,-4.5785,-2.4296,-0.0726,0.0944,-4.3085,-0.5116,-10.2543,-4.0449,6.2094000000000005,
宁波东力_1002164.csv,-5.571,-1.2799,-5.277,-3.2106,0.2646,1.1024,-7.8049,-0.9746,-18.3883,-4.362699999999999,14.0256,
宁波海运_0600798.csv,-3.1891,-1.1981,-4.9784,-2.4296,-2.5316,0.0944,-1.6598,-0.5116,-12.358900000000002,-4.0449,8.313999999999998,
安道麦A_1000553.csv,-2.255,-1.2799,-3.5953,-3.2106,0.5042,1.1024,-2.2989,-0.9746,-7.645,-4.362699999999999,3.2823,
宏川智慧_1002930.csv,-3.7288,-1.2799,-6.6127,-3.2106,0.0352,1.1024,-2.6379,-0.9746,-12.9442,-4.362699999999999,8.5815,
宗申动力_1001696.csv,-7.0505,-1.2799,-9.9471,-3.2106,1.0695,1.1024,-10.0096,-0.9746,-25.937700000000003,-4.362699999999999,21.575000000000003,
宝德股份_1300023.csv,-4.8175,-1.2799,-9.9869,-3.2106,-5.7001,1.1024,-7.1346,-0.9746,-27.6391,-4.362699999999999,23.2764,
山东墨龙_1002490.csv,-2.045,-1.2799,-5.5985,-3.2106,-0.3846,1.1024,-3.525,-0.9746,-11.5531,-4.362699999999999,7.1903999999999995,
山东矿机_1002526.csv,-2.8369,-1.2799,-4.7297,-3.2106,0.6803,1.1024,-1.6722,-0.9746,-8.5585,-4.362699999999999,4.1958,
岭南控股_1000524.csv,-1.7564,-1.2799,-3.3937,-3.2106,-0.2257,1.1024,-3.2751,-0.9746,-8.6509,-4.362699999999999,4.2882,
峨眉山A_1000888.csv,-1.3006,-1.2799,-5.7221,-3.2106,0.5479,1.1024,-3.5667,-0.9746,-10.0415,-4.362699999999999,5.678800000000001,
巨力索具_1002342.csv,-3.11,-1.2799,-4.7836,-3.2106,0.9195,1.1024,-4.6053,-0.9746,-11.5794,-4.362699999999999,7.2166999999999994,
巨轮智能_1002031.csv,-2.8926,-1.2799,-5.8366,-3.2106,-0.3876,1.1024,-2.6415,-0.9746,-11.7583,-4.362699999999999,7.3956,
常铝股份_1002160.csv,-3.2581,-1.2799,-4.7733,-3.2106,0.9639,1.1024,-5.6818,-0.9746,-12.7493,-4.362699999999999,8.386600000000001,
广宇集团_1002133.csv,-2.2222,-1.2799,-3.3413,-3.2106,0.2392,1.1024,-2.3364,-0.9746,-7.6606999999999985,-4.362699999999999,3.2979999999999996,
广安爱众_0600979.csv,-3.3195,-1.1981,-3.0181,-2.4296,-0.6,0.0944,-3.1008,-0.5116,-10.0384,-4.0449,5.9935,
广汇物流_0600603.csv,-1.9342,-1.1981,-4.7882,-2.4296,-2.3381,0.0944,-2.627,-0.5116,-11.6875,-4.0449,7.642599999999998,
应流股份_0603308.csv,-1.8429,-1.1981,-4.537,-2.4296,-1.0082,0.0944,-1.3562,-0.5116,-8.744299999999999,-4.0449,4.6994,
开创国际_0600097.csv,-2.2375,-1.1981,-2.4349,-2.4296,-0.6672,0.0944,-5.0673,-0.5116,-10.4069,-4.0449,6.361999999999999,
开山股份_1300257.csv,-1.52,-1.2799,-4.2146,-3.2106,0.7722,1.1024,-2.0424,-0.9746,-7.004800000000001,-4.362699999999999,2.6421,
开开实业_0600272.csv,-2.3864,-1.1981,-5.3763,-2.4296,-0.3215,0.0944,-3.4161,-0.5116,-11.5003,-4.0449,7.455399999999999,
引力传媒_0603598.csv,-1.5933,-1.1981,-3.7872,-2.4296,-4.0657,0.0944,-5.0903,-0.5116,-14.5365,-4.0449,10.491599999999998,
弘业股份_0600128.csv,-2.8729,-1.1981,-6.0228,-2.4296,-1.7347,0.0944,-4.2033,-0.5116,-14.8337,-4.0449,10.788799999999998,
张裕A_1000869.csv,-2.0045,-1.2799,-3.2328,-3.2106,-0.6728,1.1024,-1.2085,-0.9746,-7.1186,-4.362699999999999,2.7559,
必创科技_1300667.csv,-1.794,-1.2799,-6.0984,-3.2106,0.7126,1.1024,-2.8034,-0.9746,-9.9832,-4.362699999999999,5.6205,
怡亚通_1002183.csv,-1.7007,-1.2799,-4.7002,-3.2106,0.4886,1.1024,-1.9169,-0.9746,-7.8292,-4.362699999999999,3.4665,
恒泰艾普_1300157.csv,-1.8382,-1.2799,-9.0301,-3.2106,-3.0794,1.1024,-1.9078,-0.9746,-15.8555,-4.362699999999999,11.492799999999999,
意华股份_1002897.csv,-5.6876,-1.2799,-10.0076,-3.2106,0.4605,1.1024,-4.1912,-0.9746,-19.4259,-4.362699999999999,15.0632,
成飞集成_1002190.csv,-3.1185,-1.2799,-3.5105,-3.2106,-0.0501,1.1024,-4.5455,-0.9746,-11.224599999999999,-4.362699999999999,6.8619,
拓日新能_1002218.csv,-3.5813,-1.2799,-5.7143,-3.2106,-0.2591,1.1024,-3.0151,-0.9746,-12.5698,-4.362699999999999,8.207099999999999,
斯莱克_1300382.csv,-2.6738,-1.2799,-6.1481,-3.2106,0.3778,1.1024,-1.1208,-0.9746,-9.564899999999998,-4.362699999999999,5.2022,
新华医疗_0600587.csv,-1.4604,-1.1981,-2.9034,-2.4296,0.0,0.0944,-2.6938,-0.5116,-7.057599999999999,-4.0449,3.0126999999999997,
新华联_1000620.csv,-1.9737,-1.2799,-4.8017,-3.2106,-0.2083,1.1024,-2.439,-0.9746,-9.4227,-4.362699999999999,5.0600000000000005,
新日恒力_0600165.csv,-5.0,-1.1981,-9.9678,-2.4296,-3.2659,0.0944,-3.5982,-0.5116,-21.831899999999997,-4.0449,17.787,
日科化学_1300214.csv,-3.2033,-1.2799,-3.4946,-3.2106,0.2695,1.1024,-4.5045,-0.9746,-10.9329,-4.362699999999999,6.5702,
星源材质_1300568.csv,-1.6135,-1.2799,-5.5754,-3.2106,0.1623,1.1024,-3.1142,-0.9746,-10.1408,-4.362699999999999,5.7781,
暴风集团_1300431.csv,-1.864,-1.2799,-7.0336,-3.2106,-1.3078,1.1024,-4.698,-0.9746,-14.903400000000001,-4.362699999999999,10.5407,
梅轮电梯_0603321.csv,-2.716,-1.1981,-3.3413,-2.4296,-1.7585,0.0944,-6.4693,-0.5116,-14.2851,-4.0449,10.240199999999998,
梦洁股份_1002397.csv,-1.4286,-1.2799,-4.1096,-3.2106,-0.1709,1.1024,-1.5152,-0.9746,-7.2243,-4.362699999999999,2.8616000000000006,
欣锐科技_1300745.csv,-2.8759,-1.2799,-9.7636,-3.2106,1.0909,1.1024,-4.1335,-0.9746,-15.6821,-4.362699999999999,11.3194,
欧比特_1300053.csv,-2.0873,-1.2799,-7.2183,-3.2106,0.531,1.1024,-3.0875,-0.9746,-11.8621,-4.362699999999999,7.499399999999999,
步步高_1002251.csv,-2.9736,-1.2799,-4.4211,-3.2106,0.6356,1.1024,-3.1795,-0.9746,-9.938600000000001,-4.362699999999999,5.5759,
永福股份_1300712.csv,-1.3733,-1.2799,-4.8128,-3.2106,0.298,1.1024,-5.9417,-0.9746,-11.829799999999999,-4.362699999999999,7.4671,
汉森制药_1002412.csv,-2.2826,-1.2799,-4.0667,-3.2106,-3.7149,1.1024,-5.0977,-0.9746,-15.1619,-4.362699999999999,10.799199999999999,
江铃B_1200550.csv,-1.9743,-1.2799,-4.3437,-3.2106,0.9533,1.1024,-1.9626,-0.9746,-7.327299999999999,-4.362699999999999,2.9646,
泰达股份_1000652.csv,-1.9093,-1.2799,-4.5558,-3.2106,0.9195,1.1024,-3.3333,-0.9746,-8.8789,-4.362699999999999,4.5161999999999995,
浙富控股_1002266.csv,-1.8868,-1.2799,-3.6364,-3.2106,-0.5425,1.1024,-1.25,-0.9746,-7.3157,-4.362699999999999,2.953,
浙江交科_1002061.csv,-3.3457,-1.2799,-6.9204,-3.2106,0.3472,1.1024,-3.2475,-0.9746,-13.1664,-4.362699999999999,8.8037,
浙江震元_1000705.csv,-2.574,-1.2799,-3.8366,-3.2106,0.1239,1.1024,-1.9441,-0.9746,-8.2308,-4.362699999999999,3.8680999999999996,
海伦哲_1300201.csv,-2.5591,-1.2799,-4.1509,-3.2106,0.3788,1.1024,-3.6496,-0.9746,-9.9808,-4.362699999999999,5.6181,
海南瑞泽_1002596.csv,-1.4365,-1.2799,-5.7292,-3.2106,-2.0408,1.1024,-3.8273,-0.9746,-13.0338,-4.362699999999999,8.671100000000001,
海南高速_1000886.csv,-2.2124,-1.2799,-4.8421,-3.2106,0.6356,1.1024,-3.0801,-0.9746,-9.499,-4.362699999999999,5.1363,
海印股份_1000861.csv,-2.4561,-1.2799,-4.3624,-3.2106,0.3367,1.1024,-1.9802,-0.9746,-8.462,-4.362699999999999,4.0992999999999995,
海宁皮城_1002344.csv,-2.0716,-1.2799,-3.8043,-3.2106,0.1815,1.1024,-3.1634,-0.9746,-8.857800000000001,-4.362699999999999,4.495100000000001,
海油工程_0600583.csv,-3.1826,-1.1981,-2.9268,-2.4296,-1.2841,0.0944,-2.1978,-0.5116,-9.5913,-4.0449,5.5464,
海默科技_1300084.csv,-2.3609,-1.2799,-4.3548,-3.2106,-1.7433,1.1024,-4.2489,-0.9746,-12.707899999999999,-4.362699999999999,8.3452,
润建通信_1002929.csv,-1.4145,-1.2799,-5.1342,-3.2106,0.8235,1.1024,-2.6346,-0.9746,-8.3598,-4.362699999999999,3.9971,
深冷股份_1300540.csv,-9.0398,-1.2799,-9.9916,-3.2106,-3.9676,1.1024,-6.6515,-0.9746,-29.6505,-4.362699999999999,25.2878,
深大通_1000038.csv,-4.6053,-1.2799,-8.8,-3.2106,0.6711,1.1024,-10.0242,-0.9746,-22.7584,-4.362699999999999,18.3957,
游久游戏_0600652.csv,-4.2184,-1.1981,-5.6206,-2.4296,-2.2883,0.0944,-6.2232,-0.5116,-18.350499999999997,-4.0449,14.3056,
游族网络_1002174.csv,-3.0348,-1.2799,-3.5866,-3.2106,-1.3501,1.1024,-4.8294,-0.9746,-12.800899999999999,-4.362699999999999,8.4382,
湖北能源_1000883.csv,-2.3981,-1.2799,-3.9171,-3.2106,0.0,1.1024,-1.3636,-0.9746,-7.6788,-4.362699999999999,3.3161,
湖南投资_1000548.csv,-2.7668,-1.2799,-5.948,-3.2106,0.9381,1.1024,-2.7372,-0.9746,-10.5139,-4.362699999999999,6.1512,
漫步者_1002351.csv,-2.7915,-1.2799,-5.7276,-3.2106,-0.4622,1.1024,-3.7092,-0.9746,-12.6905,-4.362699999999999,8.3278,
炼石航空_1000697.csv,-1.7713,-1.2799,-4.4615,-3.2106,0.077,1.1024,-2.9148,-0.9746,-9.0706,-4.362699999999999,4.7079,
爱康科技_1002610.csv,-3.2258,-1.2799,-4.4053,-3.2106,0.8889,1.1024,-2.1739,-0.9746,-8.9161,-4.362699999999999,4.553400000000001,
獐子岛_1002069.csv,-5.9091,-1.2799,-4.3478,-3.2106,-0.6479,1.1024,-1.6985,-0.9746,-12.603299999999999,-4.362699999999999,8.240599999999999,
珠江啤酒_1002461.csv,-2.1307,-1.2799,-5.3763,-3.2106,-0.5348,1.1024,-2.9831,-0.9746,-11.0249,-4.362699999999999,6.6621999999999995,
甘肃电投_1000791.csv,-2.7335,-1.2799,-6.3966,-3.2106,0.0,1.1024,-2.0408,-0.9746,-11.1709,-4.362699999999999,6.808199999999999,
盘龙药业_1002864.csv,-4.4823,-1.2799,-6.3276,-3.2106,-0.2066,1.1024,-1.7681,-0.9746,-12.784600000000001,-4.362699999999999,8.4219,
石大胜华_0603026.csv,-5.0,-1.1981,-2.7027,-2.4296,-6.6364,0.0944,-2.5092,-0.5116,-16.848300000000002,-4.0449,12.8034,
祥和实业_0603500.csv,-1.2261,-1.1981,-3.4049,-2.4296,-0.1478,0.0944,-2.5216,-0.5116,-7.3004,-4.0449,3.2554999999999996,
福瑞股份_1300049.csv,-6.2784,-1.2799,-5.9075,-3.2106,-1.5177,1.1024,-2.5472,-0.9746,-16.250799999999998,-4.362699999999999,11.8881,
科斯伍德_1300192.csv,-3.024,-1.2799,-3.8114,-3.2106,0.6054,1.1024,-4.1586,-0.9746,-10.3886,-4.362699999999999,6.0259,
红阳能源_0600758.csv,-7.396,-1.1981,-9.9861,-2.4296,-7.8005,0.0944,-2.372,-0.5116,-27.5546,-4.0449,23.5097,
美尔雅_0600107.csv,-1.3906,-1.1981,-6.9412,-2.4296,-1.2776,0.0944,-8.8889,-0.5116,-18.4983,-4.0449,14.453399999999998,
翠微股份_0603123.csv,-1.214,-1.1981,-4.0757,-2.4296,0.0,0.0944,-0.5789,-0.5116,-5.8686,-4.0449,1.8237,
联环药业_0600513.csv,-2.0202,-1.1981,-2.7027,-2.4296,-0.1227,0.0944,-1.57,-0.5116,-6.4156,-4.0449,2.3707000000000003,
航天彩虹_1002389.csv,-1.3107,-1.2799,-4.139,-3.2106,0.6696,1.1024,-4.3416,-0.9746,-9.1217,-4.362699999999999,4.759,
英可瑞_1300713.csv,-3.0876,-1.2799,-7.4627,-3.2106,0.1709,1.1024,-1.3485,-0.9746,-11.7279,-4.362699999999999,7.365200000000001,
英派斯_1002899.csv,-6.6796,-1.2799,-3.6852,-3.2106,0.0625,1.1024,-1.9608,-0.9746,-12.2631,-4.362699999999999,7.9004,
英飞拓_1002528.csv,-2.1645,-1.2799,-3.5491,-3.2106,0.4193,1.1024,-3.2454,-0.9746,-8.5397,-4.362699999999999,4.177,
莱茵生物_1002166.csv,-4.2138,-1.2799,-7.5095,-3.2106,-8.2825,1.1024,-9.9686,-0.9746,-29.974400000000003,-4.362699999999999,25.6117,
西安旅游_1000610.csv,-3.6857,-1.2799,-6.3802,-3.2106,-5.5351,1.1024,-10.0166,-0.9746,-25.617600000000003,-4.362699999999999,21.2549,
西安饮食_1000721.csv,-1.9011,-1.2799,-6.0714,-3.2106,-1.9264,1.1024,-6.8515,-0.9746,-16.7504,-4.362699999999999,12.387699999999999,
赫美集团_1002356.csv,-2.004,-1.2799,-7.7634,-3.2106,0.9328,1.1024,-4.1145,-0.9746,-12.9491,-4.362699999999999,8.5864,
轴研科技_1002046.csv,-1.4994,-1.2799,-5.8632,-3.2106,0.5459,1.1024,-4.2842,-0.9746,-11.100900000000001,-4.362699999999999,6.738200000000001,
辉隆股份_1002556.csv,-3.6304,-1.2799,-3.6566,-3.2106,-0.9449,1.1024,-2.1572,-0.9746,-10.3891,-4.362699999999999,6.0264,
达安基因_1002030.csv,-1.6639,-1.2799,-4.6032,-3.2106,0.8807,1.1024,-2.4219,-0.9746,-7.8083,-4.362699999999999,3.4455999999999998,
通鼎互联_1002491.csv,-1.3374,-1.2799,-5.9961,-3.2106,0.878,1.1024,-4.116,-0.9746,-10.5715,-4.362699999999999,6.2088,
邦讯技术_1300312.csv,-1.9729,-1.2799,-5.5879,-3.2106,0.9401,1.1024,-7.1974,-0.9746,-13.818100000000001,-4.362699999999999,9.455400000000001,
金一文化_1002721.csv,-1.3333,-1.2799,-4.7955,-3.2106,-3.0096,1.1024,-2.0107,-0.9746,-11.1491,-4.362699999999999,6.786399999999999,
金轮股份_1002722.csv,-1.4145,-1.2799,-3.8439,-3.2106,0.4157,1.1024,-1.6355,-0.9746,-6.478199999999999,-4.362699999999999,2.1155000000000004,
银河电子_1002519.csv,-1.7778,-1.2799,-4.0512,-3.2106,1.0776,1.1024,-5.6911,-0.9746,-10.442499999999999,-4.362699999999999,6.0798,
锌业股份_1000751.csv,-2.7701,-1.2799,-3.4759,-3.2106,-0.2667,1.1024,-3.599,-0.9746,-10.1117,-4.362699999999999,5.7490000000000006,
锦富技术_1300128.csv,-2.0121,-1.2799,-9.9638,-3.2106,1.0989,1.1024,-10.0494,-0.9746,-20.9264,-4.362699999999999,16.5637,
锦州港_0600190.csv,-2.9255,-1.1981,-7.1605,-2.4296,0.0,0.0944,-1.4599,-0.5116,-11.5459,-4.0449,7.501,
雅化集团_1002497.csv,-2.1333,-1.2799,-5.6604,-3.2106,0.6329,1.1024,-2.9484,-0.9746,-10.1092,-4.362699999999999,5.7465,
青青稞酒_1002646.csv,-2.0375,-1.2799,-3.9154,-3.2106,0.2355,1.1024,-2.3006,-0.9746,-8.018,-4.362699999999999,3.6553,
高新发展_1000628.csv,-2.0276,-1.2799,-5.6522,-3.2106,0.349,1.1024,-3.8591,-0.9746,-11.1899,-4.362699999999999,6.8271999999999995,
高科石化_1002778.csv,-1.7986,-1.2799,-4.0966,-3.2106,0.651,1.1024,-2.3729,-0.9746,-7.617099999999999,-4.362699999999999,3.2543999999999995,
鸿利智汇_1300219.csv,-1.827,-1.2799,-3.6385,-3.2106,1.0676,1.1024,-3.3257,-0.9746,-7.723599999999999,-4.362699999999999,3.3609,
鹏翎股份_1300375.csv,-1.8913,-1.2799,-4.5147,-3.2106,0.4535,1.1024,-1.4525,-0.9746,-7.405,-4.362699999999999,3.0423000000000004,
