股票名称, 股票跌幅天数, 股票总跌幅,股票涨幅,
一拖股份_0601038.csv,1,-9.8446,0.1916
一致B_1200028.csv,2,-1.8519999999999999,0.0
万东医疗_0600055.csv,3,-5.0103,0.4
万孚生物_1300482.csv,1,-1.6777,0.9141
万方发展_1000638.csv,1,-5.9724,0.0
万润科技_1002654.csv,2,-8.6471,0.0
万润股份_1002643.csv,1,-5.8524,0.6306
万盛股份_0603010.csv,1,-3.9071,0.2946
万讯自控_1300112.csv,1,-5.9218,0.3563
万里扬_1002434.csv,5,-10.871799999999999,0.657
万集科技_1300552.csv,3,-17.2375,4.959
万马科技_1300698.csv,1,-7.532,2.1004
三一重工_0600031.csv,1,-3.6496,0.3367
三丰智能_1300276.csv,1,-4.2213,1.2158
三六五网_1300295.csv,1,-6.4452,0.142
三圣股份_1002742.csv,1,-3.5909,0.4515
三孚股份_0603938.csv,1,-7.6323,0.6103
三安光电_0600703.csv,1,-1.605,0.4255
三德科技_1300515.csv,1,-4.7266,0.5837
三星新材_0603578.csv,1,-4.8925,0.3365
三棵树_0603737.csv,1,-0.6137,1.5128
三江购物_0601116.csv,1,-3.125,4.051
三祥新材_0603663.csv,6,-8.3448,0.1608
三维丝_1300056.csv,1,0.0,3.17
三维通信_1002115.csv,1,-4.8764,1.444
三联虹普_1300384.csv,1,-3.9374,2.5267
三花智控_1002050.csv,6,-12.004199999999999,0.7038
三角轮胎_0601163.csv,1,-3.8378,0.9036
上实发展_0600748.csv,1,-1.8122,3.1879
上峰水泥_1000672.csv,5,-11.744100000000001,2.2838
上柴B股_0900920.csv,1,-1.7544,0.1623
上海家化_0600315.csv,1,-3.0547,0.1039
上海机电_0600835.csv,4,-6.318,0.2877
上海沪工_0603131.csv,1,-9.6367,0.6993
上海莱士_1002252.csv,2,-7.0537,2.9316
上海贝岭_0600171.csv,1,-1.543,4.4776
上海雅仕_0603329.csv,2,-5.1395,1.1047
世纪华通_1002602.csv,1,-2.7475,0.4264
世纪星源_1000005.csv,1,-5.6757,0.2865
世纪鼎利_1300050.csv,1,-2.9139,9.9591
世茂股份_0600823.csv,1,-3.8168,0.7937
世龙实业_1002748.csv,1,-8.8288,0.3953
东兴证券_0601198.csv,1,-5.3361,1.5373
东北证券_1000686.csv,1,-1.4953,1.8975
东华测试_1300354.csv,1,-5.6956,0.396
东华软件_1002065.csv,1,-3.6257,0.0
东南网架_1002135.csv,1,-2.0231,1.3274
东吴证券_0601555.csv,1,-3.6044,5.913
东土科技_1300353.csv,1,-3.4029,0.7206
东宝生物_1300239.csv,4,-7.3813,0.0
东富龙_1300171.csv,1,-3.5088,0.0
东尼电子_0603595.csv,1,-1.9812,2.9255
东方中科_1002819.csv,1,-5.8598,0.0814
东方园林_1002310.csv,4,-18.3017,1.4164
东方国信_1300166.csv,1,-4.2062,2.762
东方新星_1002755.csv,1,-1.5432,0.3135
东方日升_1300118.csv,1,-4.5714,0.6986
东方网力_1300367.csv,1,-5.4576,1.5986
东方证券_0600958.csv,1,-3.0457,0.0
东方通_1300379.csv,1,-3.6726,1.8374
东方雨虹_1002271.csv,5,-9.1328,3.212
东港股份_1002117.csv,1,-3.6429,0.3195
东睦股份_0600114.csv,4,-14.1292,0.5457
东软载波_1300183.csv,1,-4.6095,0.604
东软集团_0600718.csv,1,-4.9485,0.3615
丝路视觉_1300556.csv,1,-5.0091,3.3078
两面针_0600249.csv,1,-5.2525,1.2793
中交地产_1000736.csv,2,-5.678,0.0928
中体产业_0600158.csv,1,-4.0343,0.0
中信证券_0600030.csv,1,-2.8122,0.383
中信银行_0601998.csv,7,-5.8419,0.1595
中储股份_0600787.csv,4,-9.6207,0.312
中兴商业_1000715.csv,1,-5.6785,7.6531
中兴通讯_1000063.csv,3,-8.6935,1.5453
中兵红箭_1000519.csv,1,-4.6429,0.0
中再资环_0600217.csv,2,-6.967700000000001,0.5926
中华企业_0600675.csv,1,-2.0833,3.7643
中南传媒_0601098.csv,2,-3.9126000000000003,0.0806
中国中期_1000996.csv,3,-16.4826,0.3125
中国人寿_0601628.csv,2,-2.1342,2.0007
中国出版_0601949.csv,1,-5.8824,5.3354
中国卫星_0600118.csv,1,-4.2648,0.1697
中国电影_0600977.csv,4,-16.874399999999998,0.1099
中国科传_0601858.csv,6,-14.931400000000002,0.0887
中国西电_0601179.csv,1,-5.0228,0.0
中国银河_0601881.csv,1,-4.9885,0.0
中国长城_1000066.csv,1,-4.0297,1.547
中国高科_0600730.csv,2,-6.750299999999999,3.7398
中威电子_1300270.csv,1,-6.0641,0.1218
中富通_1300560.csv,1,-5.5794,3.6364
中恒集团_0600252.csv,4,-6.7674,0.0
中持股份_0603903.csv,1,-5.8034,0.0
中文传媒_0600373.csv,1,-3.9326,1.0234
中文在线_1300364.csv,1,-4.9828,2.7125
中新药业_0600329.csv,1,-2.8863,0.6192
中新赛克_1002912.csv,1,-1.4336,0.1221
中旗股份_1300575.csv,1,-1.3572,0.0
中昌数据_0600242.csv,1,-6.4309,1.9759
中来股份_1300393.csv,4,-12.9461,0.3739
