»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'000717,…ÿ∏÷À……Ω,5.21,5.42,5.16,5.4,5.39,-0.18,-3.3395,1.7417,42140302,221574347.42,12605722176.1,12605722176.1
2019-04-25,'000717,…ÿ∏÷À……Ω,5.39,5.64,5.37,5.6,5.64,-0.25,-4.4326,1.5565,37660300,207628855.99,13041236569.9,13041236569.9
2019-04-24,'000717,…ÿ∏÷À……Ω,5.64,5.64,5.5,5.57,5.56,0.08,1.4388,1.3161,31844447,177927470.62,13646117672.4,13646117672.4
2019-04-23,'000717,…ÿ∏÷À……Ω,5.56,5.72,5.56,5.71,5.71,-0.15,-2.627,1.5744,38093757,214486544.38,13452555719.6,13452555719.6
2019-04-22,'000717,…ÿ∏÷À……Ω,5.71,5.89,5.7,5.88,5.9,-0.19,-3.2203,2.0681,50038744,288964880.09,13815484381.1,13815484381.1
2019-04-19,'000717,…ÿ∏÷À……Ω,5.9,5.91,5.73,5.85,5.88,0.02,0.3401,2.0709,50105072,292131785.9,14275194019.0,14275194019.0
2019-04-18,'000717,…ÿ∏÷À……Ω,5.88,5.94,5.78,5.83,5.84,0.04,0.6849,2.1929,53056808,311826833.88,14226803530.8,14226803530.8
2019-04-17,'000717,…ÿ∏÷À……Ω,5.84,5.89,5.8,5.86,5.88,-0.04,-0.6803,2.0885,50532482,294944028.83,14130022554.4,14130022554.4
2019-04-16,'000717,…ÿ∏÷À……Ω,5.88,5.88,5.67,5.7,5.77,0.11,1.9064,2.669,64576157,374379002.9,14226803530.8,14226803530.8
2019-04-15,'000717,…ÿ∏÷À……Ω,5.77,5.95,5.75,5.89,5.89,-0.12,-2.0374,3.496,84586488,497631648.98,13960655845.7,13960655845.7
2019-04-12,'000717,…ÿ∏÷À……Ω,5.89,6.01,5.82,6.01,6.08,-0.19,-3.125,3.718,89956834,530529907.14,14250998774.9,14250998774.9
2019-04-11,'000717,…ÿ∏÷À……Ω,6.08,6.25,6.06,6.21,6.23,-0.15,-2.4077,2.8648,69315428,424923904.02,14710708412.8,14710708412.8
2019-04-10,'000717,…ÿ∏÷À……Ω,6.23,6.33,6.1,6.31,6.42,-0.19,-2.9595,4.6004,111307627,692005081.34,15073637074.3,15073637074.3
2019-04-09,'000717,…ÿ∏÷À……Ω,6.42,6.6,6.3,6.6,6.56,-0.14,-2.1341,8.4037,203329907,1306103660.24,15533346712.2,15533346712.2
2019-04-08,'000717,…ÿ∏÷À……Ω,6.56,6.56,5.95,6.0,5.96,0.6,10.0671,11.1941,270844858,1695970575.23,15872080129.6,15872080129.6
2019-04-04,'000717,…ÿ∏÷À……Ω,5.96,6.09,5.9,5.99,5.98,-0.02,-0.3344,3.7989,91916151,549268410.68,14420365483.6,14420365483.6
2019-04-03,'000717,…ÿ∏÷À……Ω,5.98,5.98,5.83,5.86,5.89,0.09,1.528,3.8456,93046341,552440300.13,14468755971.8,14468755971.8
2019-04-02,'000717,…ÿ∏÷À……Ω,5.89,5.93,5.81,5.92,5.91,-0.02,-0.3384,2.4816,60041870,352278824.06,14250998774.9,14250998774.9
2019-04-01,'000717,…ÿ∏÷À……Ω,5.91,5.94,5.73,5.73,5.71,0.2,3.5026,2.9903,72351573,423971231.58,14299389263.1,14299389263.1
2019-03-29,'000717,…ÿ∏÷À……Ω,5.71,5.73,5.48,5.6,5.59,0.12,2.1467,2.4712,59791554,336899015.97,13815484381.1,13815484381.1
2019-03-28,'000717,…ÿ∏÷À……Ω,5.59,5.68,5.58,5.68,5.72,-0.13,-2.2727,1.311,31719903,178161282.78,13525141451.9,13525141451.9
2019-03-27,'000717,…ÿ∏÷À……Ω,5.72,5.74,5.6,5.7,5.66,0.06,1.0601,1.2522,30297249,171637940.66,13839679625.2,13839679625.2
2019-03-26,'000717,…ÿ∏÷À……Ω,5.66,5.89,5.58,5.82,5.76,-0.1,-1.7361,1.974,47760991,274508019.52,13694508160.6,13694508160.6
2019-03-25,'000717,…ÿ∏÷À……Ω,5.76,5.89,5.76,5.8,5.95,-0.19,-3.1933,1.5702,37990938,221215308.38,13936460601.6,13936460601.6
2019-03-22,'000717,…ÿ∏÷À……Ω,5.95,5.99,5.88,5.97,5.97,-0.02,-0.335,1.6554,40052698,237390299.5,14396170239.5,14396170239.5
2019-03-21,'000717,…ÿ∏÷À……Ω,5.97,6.04,5.95,6.03,6.02,-0.05,-0.8306,1.9391,46917398,281245767.99,14444560727.7,14444560727.7
2019-03-20,'000717,…ÿ∏÷À……Ω,6.02,6.1,5.88,6.01,6.02,0.0,0.0,2.5137,60818987,364326270.08,14565536948.2,14565536948.2
2019-03-19,'000717,…ÿ∏÷À……Ω,6.02,6.19,5.98,6.15,6.18,-0.16,-2.589,3.2223,77965339,471765673.31,14565536948.2,14565536948.2
2019-03-18,'000717,…ÿ∏÷À……Ω,6.18,6.26,5.84,5.86,5.83,0.35,6.0034,5.0467,122106307,740035604.89,14952660853.8,14952660853.8
2019-03-15,'000717,…ÿ∏÷À……Ω,5.83,5.87,5.72,5.73,5.74,0.09,1.5679,1.7739,42919110,248738044.55,14105827310.3,14105827310.3
2019-03-14,'000717,…ÿ∏÷À……Ω,5.74,5.9,5.6,5.66,5.67,0.07,1.2346,2.0656,49977820,288172347.33,13888070113.4,13888070113.4
2019-03-13,'000717,…ÿ∏÷À……Ω,5.67,5.8,5.66,5.8,5.8,-0.13,-2.2414,1.6571,40094328,229362746.82,13718703404.7,13718703404.7
2019-03-12,'000717,…ÿ∏÷À……Ω,5.8,5.9,5.7,5.88,5.78,0.02,0.346,2.3218,56177400,326772352.95,14033241578.0,14033241578.0
2019-03-11,'000717,…ÿ∏÷À……Ω,5.78,5.79,5.6,5.63,5.65,0.13,2.3009,1.5898,38466594,220509682.09,13984851089.8,13984851089.8
2019-03-08,'000717,…ÿ∏÷À……Ω,5.65,5.99,5.63,5.99,6.07,-0.42,-6.9193,3.2398,78387013,456006121.66,13670312916.5,13670312916.5
2019-03-07,'000717,…ÿ∏÷À……Ω,6.07,6.15,6.03,6.03,6.11,-0.04,-0.6547,3.1593,76440211,463385860.01,14686513168.7,14686513168.7
2019-03-06,'000717,…ÿ∏÷À……Ω,6.11,6.22,5.93,5.99,6.0,0.11,1.8333,4.479,108370768,659135589.51,14783294145.1,14783294145.1
2019-03-05,'000717,…ÿ∏÷À……Ω,6.0,6.02,5.9,5.99,6.05,-0.05,-0.8264,2.6291,63612922,378913101.08,14517146460.0,14517146460.0
2019-03-04,'000717,…ÿ∏÷À……Ω,6.05,6.17,5.95,6.02,5.96,0.09,1.5101,4.0147,97135645,586946511.49,14638122680.5,14638122680.5
2019-03-01,'000717,…ÿ∏÷À……Ω,5.96,5.97,5.81,5.87,5.84,0.12,2.0548,2.7614,66812003,394586754.8,14420365483.6,14420365483.6
2019-02-28,'000717,…ÿ∏÷À……Ω,5.84,5.86,5.77,5.8,5.8,0.04,0.6897,1.8128,43860057,254858473.28,14130022554.4,14130022554.4
2019-02-27,'000717,…ÿ∏÷À……Ω,5.8,5.96,5.73,5.83,5.89,-0.09,-1.528,3.6041,87201566,510272814.17,14033241578.0,14033241578.0
2019-02-26,'000717,…ÿ∏÷À……Ω,5.89,6.21,5.64,5.78,5.8,0.09,1.5517,5.7018,137955931,819407590.04,14250998774.9,14250998774.9
2019-02-25,'000717,…ÿ∏÷À……Ω,5.8,5.8,5.47,5.57,5.53,0.27,4.8825,4.5951,111180077,630171422.75,14033241578.0,14033241578.0
