»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'603214,∞Æ”§ “,38.71,38.96,38.11,38.2,38.26,0.45,1.1762,2.3133,1277006,49334172.0,3871000000.0,2136901897.69
2019-04-25,'603214,∞Æ”§ “,38.26,40.28,38.22,40.28,40.38,-2.12,-5.2501,3.2991,1821179,71412069.0,3826000000.0,2112060620.14
2019-04-24,'603214,∞Æ”§ “,40.38,40.89,39.6,40.6,40.6,-0.22,-0.5419,2.8584,1577939,63192416.0,4038000000.0,2229090638.82
2019-04-23,'603214,∞Æ”§ “,40.6,42.98,40.55,42.8,42.99,-2.39,-5.5594,3.921,2164500,89372923.0,4060000000.0,2241235263.4
2019-04-22,'603214,∞Æ”§ “,42.99,43.96,42.18,43.79,43.55,-0.56,-1.2859,3.1625,1745764,74673550.0,4299000000.0,2373170048.61
2019-04-19,'603214,∞Æ”§ “,43.55,44.11,43.13,43.13,43.2,0.35,0.8102,3.6781,2030427,88639774.0,4355000000.0,2404083638.45
2019-04-18,'603214,∞Æ”§ “,43.2,44.75,42.4,44.2,44.2,-1.0,-2.2624,4.762,2628769,114560178.0,4320000000.0,2384762644.8
2019-04-17,'603214,∞Æ”§ “,44.2,44.64,43.3,43.42,43.5,0.7,1.6092,3.7233,2055364,90709215.0,4420000000.0,2439965483.8
2019-04-16,'603214,∞Æ”§ “,43.5,43.7,42.33,43.16,43.16,0.34,0.7878,2.9745,1642023,70976579.0,4350000000.0,2401323496.5
2019-04-15,'603214,∞Æ”§ “,43.16,45.46,43.0,45.4,44.7,-1.54,-3.4452,5.5472,3062190,134653559.0,4316000000.0,2382554531.24
2019-04-12,'603214,∞Æ”§ “,44.7,44.82,43.09,43.09,42.63,2.07,4.8557,5.8811,3246532,143524854.0,4470000000.0,2467566903.3
2019-04-11,'603214,∞Æ”§ “,42.63,44.4,42.6,43.44,43.21,-0.58,-1.3423,3.8594,2130523,92952702.0,4263000000.0,2353297026.57
2019-04-10,'603214,∞Æ”§ “,43.21,44.15,41.58,43.09,43.68,-0.47,-1.076,5.0822,2805534,120522854.0,4321000000.0,2385314673.19
2019-04-09,'603214,∞Æ”§ “,43.68,44.44,42.3,42.7,43.07,0.61,1.4163,7.6947,4247676,185412949.0,4368000000.0,2411260007.52
2019-04-08,'603214,∞Æ”§ “,43.07,44.5,41.7,42.7,42.35,0.72,1.7001,7.0412,3886921,166619318.0,4307000000.0,2377586275.73
2019-04-04,'603214,∞Æ”§ “,42.35,42.7,41.75,42.11,42.3,0.05,0.1182,3.4618,1911006,80663600.0,4235000000.0,2337840231.65
2019-04-03,'603214,∞Æ”§ “,42.3,42.8,40.98,41.18,41.29,1.01,2.4461,3.867,2134718,89947712.0,4230000000.0,2335080089.7
2019-04-02,'603214,∞Æ”§ “,41.29,41.63,40.39,40.45,40.38,0.91,2.2536,3.3973,1875400,77235223.0,4129000000.0,2279325222.31
2019-04-01,'603214,∞Æ”§ “,40.38,40.8,39.03,39.2,39.31,1.07,2.722,3.9815,2197880,88050831.0,4038000000.0,2229090638.82
2019-03-29,'603214,∞Æ”§ “,39.31,39.5,37.53,38.3,38.37,0.94,2.4498,7.639,1909754,73495390.0,3931000000.0,982750000.0
2019-03-28,'603214,∞Æ”§ “,38.37,38.78,37.87,38.26,38.39,-0.02,-0.0521,4.6103,1152569,44198814.0,3837000000.0,959250000.0
2019-03-27,'603214,∞Æ”§ “,38.39,39.8,38.03,39.52,39.52,-1.13,-2.8593,6.702,1675500,64632770.0,3839000000.0,959750000.0
2019-03-26,'603214,∞Æ”§ “,39.52,41.23,39.08,41.13,40.92,-1.4,-3.4213,6.1597,1539936,61937250.0,3952000000.0,988000000.0
2019-03-25,'603214,∞Æ”§ “,40.92,41.5,40.92,41.5,41.8,-0.88,-2.1053,4.8613,1215336,50079038.0,4092000000.0,1023000000.0
2019-03-22,'603214,∞Æ”§ “,41.8,42.13,41.62,41.9,41.86,-0.06,-0.1433,6.2941,1573533,65857809.0,4180000000.0,1045000000.0
2019-03-21,'603214,∞Æ”§ “,41.86,42.47,41.56,42.15,42.18,-0.32,-0.7587,7.5914,1897845,79621766.0,4186000000.0,1046500000.0
2019-03-20,'603214,∞Æ”§ “,42.18,42.94,41.2,42.61,41.95,0.23,0.5483,5.9204,1480100,62090409.0,4218000000.0,1054500000.0
2019-03-19,'603214,∞Æ”§ “,41.95,42.6,41.7,42.48,42.16,-0.21,-0.4981,7.2663,1816587,76547700.0,4195000000.0,1048750000.0
