ศีฦฺ,นษฦฑด๚ย๋,ร๛ณฦ,สีลฬผÛ,ื๎ธ฿ผÛ,ื๎ตอผÛ,ฟชลฬผÛ,วฐสีลฬ,ีวต๘ถ๎,ีวต๘ท๙,ปปสึยส,ณษฝปมฟ,ณษฝปฝ๐ถ๎,ืÜสะึต,ม๗อจสะึต
2019-04-01,'002884,ม่ฯ๖ฑราต,30.96,31.17,30.28,30.36,30.26,0.7,2.3133,4.7388,3200777,98646599.91,3728489518.08,2091184686.0
2019-03-29,'002884,ม่ฯ๖ฑราต,30.26,30.38,29.2,29.8,29.66,0.6,2.0229,2.8247,1907966,57048036.98,3644189044.48,2043903378.5
2019-03-28,'002884,ม่ฯ๖ฑราต,29.66,30.84,29.62,30.47,30.48,-0.82,-2.6903,3.2733,2210920,66604019.4,3571931495.68,2003376543.5
2019-03-27,'002884,ม่ฯ๖ฑราต,30.48,30.68,29.57,30.66,30.53,-0.05,-0.1638,3.4416,2324631,70026720.75,3670683479.04,2058763218.0
2019-03-26,'002884,ม่ฯ๖ฑราต,30.53,31.96,30.22,31.66,31.77,-1.24,-3.9031,4.9254,3326864,102579199.08,3676704941.44,2062140454.25
2019-03-25,'002884,ม่ฯ๖ฑราต,31.77,33.0,30.32,30.7,31.01,0.76,2.4508,6.8775,4645384,146948956.55,3826037208.96,2145895913.25
2019-03-22,'002884,ม่ฯ๖ฑราต,31.01,31.5,30.23,30.35,30.3,0.71,2.3432,5.6751,3833207,118467622.47,3734510980.48,2094561922.25
2019-03-21,'002884,ม่ฯ๖ฑราต,30.3,30.86,29.87,30.11,30.9,-0.6,-1.9417,6.1874,4179246,126732626.41,3649006214.4,2046605167.5
2019-03-20,'002884,ม่ฯ๖ฑราต,30.9,31.55,29.1,29.77,28.88,2.02,6.9945,12.7757,8629295,260724515.79,3721263763.2,2087132002.5
2019-03-19,'002884,ม่ฯ๖ฑราต,28.88,28.88,28.0,28.88,26.25,2.63,10.019,5.387,3638655,104713471.84,3477996682.24,1950691658.0
2019-03-18,'002884,ม่ฯ๖ฑราต,26.25,26.48,25.78,26.35,26.39,-0.14,-0.5305,4.6612,3148361,81900106.49,3161267760.0,1773049031.25
2019-03-15,'002884,ม่ฯ๖ฑราต,26.39,26.88,25.13,25.13,24.98,1.41,5.6445,4.5857,3097389,80495025.42,3178127854.72,1782505292.75
2019-03-14,'002884,ม่ฯ๖ฑราต,24.98,25.73,24.55,25.45,25.54,-0.56,-2.1926,2.1611,1459680,36548115.41,3008322615.04,1687267230.5
2019-03-13,'002884,ม่ฯ๖ฑราต,25.54,25.99,25.1,25.88,25.55,-0.01,-0.0391,2.6454,1786816,45818876.6,3075762993.92,1725092276.5
2019-03-12,'002884,ม่ฯ๖ฑราต,25.55,25.85,25.18,25.25,25.14,0.41,1.6309,3.1234,2109669,53767960.04,3076967286.4,1725767723.75
2019-03-11,'002884,ม่ฯ๖ฑราต,25.14,25.19,24.28,24.5,24.48,0.66,2.6961,2.2233,1501723,37220162.15,3027591294.72,1698074386.5
2019-03-08,'002884,ม่ฯ๖ฑราต,24.48,25.8,24.21,24.21,25.7,-1.22,-4.7471,3.3773,2281220,56905753.2,2948107991.04,1653494868.0
2019-03-07,'002884,ม่ฯ๖ฑราต,25.7,25.98,24.37,24.68,24.71,0.99,4.0065,4.281,2891558,73041995.78,3095031673.6,1735899432.5
2019-03-06,'002884,ม่ฯ๖ฑราต,24.71,24.77,24.32,24.5,24.5,0.21,0.8571,2.2963,1551000,38099484.2,2975806718.08,1669030154.75
2019-03-05,'002884,ม่ฯ๖ฑราต,24.5,24.7,23.97,24.07,24.25,0.25,1.0309,2.2073,1490892,36360966.8,2950516576.0,1654845762.5
2019-03-04,'002884,ม่ฯ๖ฑราต,24.25,24.83,24.05,24.2,24.13,0.12,0.4973,2.5897,1749181,42709321.21,2920409264.0,1637959581.25
2019-03-01,'002884,ม่ฯ๖ฑราต,24.13,24.37,23.84,24.04,24.13,0.0,0.0,1.349,911180,21904253.79,2905957754.24,1629854214.25
2019-02-28,'002884,ม่ฯ๖ฑราต,24.13,24.36,23.66,23.66,23.74,0.39,1.6428,1.5653,1057270,25397945.24,2905957754.24,1629854214.25
2019-02-27,'002884,ม่ฯ๖ฑราต,23.74,24.47,23.53,24.0,23.6,0.14,0.5932,2.8443,1921200,46261660.02,2858990347.52,1603511771.5
2019-02-26,'002884,ม่ฯ๖ฑราต,23.6,23.84,23.28,23.75,23.75,-0.15,-0.6316,2.126,1436018,33908506.25,2842130252.8,1594055510.0
2019-02-25,'002884,ม่ฯ๖ฑราต,23.75,23.95,22.94,23.0,22.92,0.83,3.6213,3.0337,2049101,47977441.81,2860194640.0,1604187218.75
2019-02-22,'002884,ม่ฯ๖ฑราต,22.92,22.93,22.45,22.6,22.68,0.24,1.0582,1.5453,1043759,23668901.9,2760238364.16,1548125097.0
2019-02-21,'002884,ม่ฯ๖ฑราต,22.68,23.36,22.46,22.9,22.92,-0.24,-1.0471,1.4346,969019,22154274.32,2731335344.64,1531914363.0
2019-02-20,'002884,ม่ฯ๖ฑราต,22.92,23.03,22.6,23.03,22.8,0.12,0.5263,0.938,633541,14455503.59,2760238364.16,1548125097.0
2019-02-19,'002884,ม่ฯ๖ฑราต,22.8,23.15,22.62,22.89,22.86,-0.06,-0.2625,1.4271,963913,22006380.99,2745786854.4,1540019730.0
2019-02-18,'002884,ม่ฯ๖ฑราต,22.86,23.46,22.14,22.22,22.12,0.74,3.3454,1.9244,1299805,29387578.78,2753012609.28,1544072413.5
2019-02-15,'002884,ม่ฯ๖ฑราต,22.12,22.36,22.01,22.36,22.29,-0.17,-0.7627,0.9905,669001,14816259.57,2663894965.76,1494089317.0
2019-02-14,'002884,ม่ฯ๖ฑราต,22.29,22.39,22.12,22.32,22.24,0.05,0.2248,1.0378,700980,15605099.8,2684367937.92,1505571920.25
2019-02-13,'002884,ม่ฯ๖ฑราต,22.24,22.29,21.93,22.15,21.97,0.27,1.2289,1.3463,909379,20137925.55,2678346475.52,1502194684.0
2019-02-12,'002884,ม่ฯ๖ฑราต,21.97,22.11,21.72,21.8,21.7,0.27,1.2442,1.2047,813709,17877280.52,2645830578.56,1483957608.25
2019-02-11,'002884,ม่ฯ๖ฑราต,21.7,21.71,21.18,21.44,21.26,0.44,2.0696,0.7754,523759,11275886.03,2613314681.6,1465720532.5
2019-02-01,'002884,ม่ฯ๖ฑราต,21.26,21.29,20.7,20.9,20.86,0.4,1.9175,0.7933,535827,11255802.26,2560325812.48,1436000853.5
2019-01-31,'002884,ม่ฯ๖ฑราต,20.86,21.35,20.6,21.24,21.04,-0.18,-0.8555,0.7503,506760,10607037.28,2512154113.28,1408982963.5
2019-01-30,'002884,ม่ฯ๖ฑราต,21.04,21.48,20.91,21.29,21.3,-0.26,-1.2207,0.5187,368640,7795636.0,2607950080.0,1495259716.08
2019-01-29,'002884,ม่ฯ๖ฑราต,21.3,21.77,20.78,21.7,21.7,-0.4,-1.8433,1.0069,715600,15173688.68,2640177600.0,1513737260.1
2019-01-28,'002884,ม่ฯ๖ฑราต,21.7,22.1,21.55,21.96,21.87,-0.17,-0.7773,0.665,472620,10308002.24,2689758400.0,1542164250.9
2019-01-25,'002884,ม่ฯ๖ฑราต,21.87,21.99,21.66,21.91,21.99,-0.12,-0.5457,0.7614,541100,11797322.8,2710830240.0,1554245721.99
2019-01-24,'002884,ม่ฯ๖ฑราต,21.99,22.11,21.83,22.1,22.05,-0.06,-0.2721,0.7508,533560,11707940.6,2725704480.0,1562773819.23
2019-01-23,'002884,ม่ฯ๖ฑราต,22.05,22.29,21.8,21.97,21.88,0.17,0.777,0.7781,552994,12164566.72,2733141600.0,1567037867.85
2019-01-22,'002884,ม่ฯ๖ฑราต,21.88,22.16,21.81,22.15,22.11,-0.23,-1.0403,0.7754,551060,12097670.2,2712069760.0,1554956396.76
2019-01-21,'002884,ม่ฯ๖ฑราต,22.11,22.2,21.92,22.2,22.09,0.02,0.0905,1.0765,765011,16894888.77,2740578720.0,1571301916.47
2019-01-18,'002884,ม่ฯ๖ฑราต,22.09,22.15,21.74,22.0,22.02,0.07,0.3179,1.0502,746380,16367766.73,2738099680.0,1569880566.93
2019-01-17,'002884,ม่ฯ๖ฑราต,22.02,22.25,21.83,22.25,22.15,-0.13,-0.5869,0.7788,553454,12221711.3,2729423040.0,1564905843.54
2019-01-16,'002884,ม่ฯ๖ฑราต,22.15,22.27,22.02,22.24,22.16,-0.01,-0.0451,0.8384,595816,13205834.04,2745536800.0,1574144615.55
2019-01-15,'002884,ม่ฯ๖ฑราต,22.16,22.4,21.81,21.98,21.94,0.22,1.0027,0.8524,605794,13390116.45,2746776320.0,1574855290.32
2019-01-14,'002884,ม่ฯ๖ฑราต,21.94,22.12,21.81,22.12,22.04,-0.1,-0.4537,0.5691,404466,8850469.55,2719506880.0,1559220445.38
2019-01-11,'002884,ม่ฯ๖ฑราต,22.04,22.12,21.8,21.99,21.89,0.15,0.6852,1.3143,934065,20495226.08,2731902080.0,1566327193.08
2019-01-10,'002884,ม่ฯ๖ฑราต,21.89,22.19,21.72,21.92,21.85,0.04,0.1831,0.7922,563020,12333685.4,2713309280.0,1555667071.53
2019-01-09,'002884,ม่ฯ๖ฑราต,21.85,22.5,21.78,21.96,21.88,-0.03,-0.1371,1.1208,796540,17517430.2,2708351200.0,1552824372.45
2019-01-08,'002884,ม่ฯ๖ฑราต,21.88,21.98,21.76,21.84,21.77,0.11,0.5053,0.7733,549540,12017872.6,2712069760.0,1554956396.76
2019-01-07,'002884,ม่ฯ๖ฑราต,21.77,22.25,21.75,21.99,21.87,-0.1,-0.4572,1.382,982130,21474138.78,2698435040.0,1547138974.29
2019-01-04,'002884,ม่ฯ๖ฑราต,21.87,21.9,20.8,20.96,21.15,0.72,3.4043,1.5109,1073769,23170363.72,2710830240.0,1554245721.99
2019-01-03,'002884,ม่ฯ๖ฑราต,21.15,21.23,20.93,21.04,20.93,0.22,1.0511,0.7967,566200,11964571.8,2621584800.0,1503077138.55
2019-01-02,'002884,ม่ฯ๖ฑราต,20.93,21.3,20.74,20.85,20.73,0.2,0.9648,0.6227,442508,9267929.36,2594315360.0,1487442293.61
2018-12-28,'002884,ม่ฯ๖ฑราต,20.73,20.98,20.48,20.68,20.48,0.25,1.2207,0.7442,528880,10954606.74,2569524960.0,1473228798.21
2018-12-27,'002884,ม่ฯ๖ฑราต,20.48,21.29,20.48,21.29,20.92,-0.44,-2.1033,1.0872,772628,16165730.02,2538536960.0,1455461928.96
2018-12-26,'002884,ม่ฯ๖ฑราต,20.92,21.19,20.89,21.05,21.15,-0.23,-1.0875,0.834,592720,12457208.0,2593075840.0,1486731618.84
2018-12-25,'002884,ม่ฯ๖ฑราต,21.15,21.28,20.58,21.05,21.16,-0.01,-0.0473,1.5763,1120240,23335603.0,2621584800.0,1503077138.55
2018-12-24,'002884,ม่ฯ๖ฑราต,21.16,21.28,20.9,20.99,20.95,0.21,1.0024,0.9796,696180,14674525.4,2622824320.0,1503787813.32
2018-12-21,'002884,ม่ฯ๖ฑราต,20.95,21.2,20.66,21.2,21.2,-0.25,-1.1792,0.7976,566860,11868651.84,2596794400.0,1488863643.15
2018-12-20,'002884,ม่ฯ๖ฑราต,21.2,21.27,20.88,21.01,21.02,0.18,0.8563,0.72,511715,10762059.88,2627782400.0,1506630512.4
2018-12-19,'002884,ม่ฯ๖ฑราต,21.02,21.78,20.86,21.34,21.25,-0.23,-1.0824,0.8574,609340,12882452.0,2605471040.0,1493838366.54
2018-12-18,'002884,ม่ฯ๖ฑราต,21.25,21.44,21.02,21.43,21.44,-0.19,-0.8862,0.4977,353680,7506132.84,2633980000.0,1510183886.25
2018-12-17,'002884,ม่ฯ๖ฑราต,21.44,21.56,21.12,21.56,21.48,-0.04,-0.1862,0.7186,510720,10879009.6,2657530880.0,1523686706.88
2018-12-14,'002884,ม่ฯ๖ฑราต,21.48,21.93,21.35,21.93,21.93,-0.45,-2.052,0.7656,544082,11769000.26,2662488960.0,1526529405.96
2018-12-13,'002884,ม่ฯ๖ฑราต,21.93,22.0,21.52,21.62,21.62,0.31,1.4339,1.4778,1050237,22932671.58,2718267360.0,1558509770.61
2018-12-12,'002884,ม่ฯ๖ฑราต,21.62,21.77,21.45,21.77,21.58,0.04,0.1854,0.7038,500156,10791858.72,2679842240.0,1536478852.74
2018-12-11,'002884,ม่ฯ๖ฑราต,21.58,22.09,21.41,21.82,21.67,-0.09,-0.4153,0.7412,526776,11406831.88,2674884160.0,1533636153.66
2018-12-10,'002884,ม่ฯ๖ฑราต,21.67,22.0,21.6,22.0,22.05,-0.38,-1.7234,0.6797,483068,10488666.64,2686039840.0,1540032226.59
2018-12-07,'002884,ม่ฯ๖ฑราต,22.05,22.14,21.7,22.05,21.95,0.1,0.4556,0.8812,626280,13732886.8,2733141600.0,1567037867.85
2018-12-06,'002884,ม่ฯ๖ฑราต,21.95,22.6,21.73,22.6,22.6,-0.65,-2.8761,2.2201,1577801,34893951.05,2720746400.0,1559931120.15
2018-12-05,'002884,ม่ฯ๖ฑราต,22.6,22.88,22.07,22.25,22.79,-0.19,-0.8337,3.763,2674248,60411466.85,2801315200.0,1606124980.2
2018-12-04,'002884,ม่ฯ๖ฑราต,22.79,23.13,21.72,22.01,22.0,0.79,3.5909,2.1083,1498300,33149994.34,2824866080.0,1619627800.83
2018-12-03,'002884,ม่ฯ๖ฑราต,22.0,22.0,21.61,21.61,21.3,0.7,3.2864,2.342,1664433,36425119.88,2726944000.0,1563484494.0
2018-11-30,'002884,ม่ฯ๖ฑราต,21.3,21.55,20.83,21.49,21.39,-0.09,-0.4208,1.1549,820752,17373692.0,2640177600.0,1513737260.1
2018-11-29,'002884,ม่ฯ๖ฑราต,21.39,21.93,21.33,21.71,21.72,-0.33,-1.5193,1.2749,906040,19594915.0,2651333280.0,1520133333.03
2018-11-28,'002884,ม่ฯ๖ฑราต,21.72,21.75,21.25,21.6,21.55,0.17,0.7889,1.0086,716820,15458283.2,2692237440.0,1543585600.44
2018-11-27,'002884,ม่ฯ๖ฑราต,21.55,22.15,21.4,22.15,21.95,-0.4,-1.8223,2.3605,1677541,36454004.36,2671165600.0,1531504129.35
2018-11-26,'002884,ม่ฯ๖ฑราต,21.95,22.26,21.57,21.8,21.53,0.42,1.9508,2.3484,1668960,36574732.6,2720746400.0,1559931120.15
2018-11-23,'002884,ม่ฯ๖ฑราต,21.53,22.18,21.32,22.18,22.2,-0.67,-3.018,2.1712,1543047,33365292.17,2668686560.0,1530082779.81
2018-11-22,'002884,ม่ฯ๖ฑราต,22.2,22.36,21.93,22.18,21.86,0.34,1.5554,1.6088,1143311,25283742.6,2751734400.0,1577697989.4
2018-11-21,'002884,ม่ฯ๖ฑราต,21.86,21.94,21.11,21.11,21.5,0.36,1.6744,1.7448,1240000,26805672.13,2709590720.0,1553535047.22
2018-11-20,'002884,ม่ฯ๖ฑราต,21.5,22.1,21.45,22.0,22.15,-0.65,-2.9345,2.3503,1670332,36321230.3,2664968000.0,1527950755.5
2018-11-19,'002884,ม่ฯ๖ฑราต,22.15,22.36,21.76,22.36,22.14,0.01,0.0452,1.5651,1112282,24457289.1,2745536800.0,1574144615.55
2018-11-16,'002884,ม่ฯ๖ฑราต,22.14,22.45,21.96,22.45,22.12,0.02,0.0904,3.1214,2218273,49256502.85,2744297280.0,1573433940.78
2018-11-15,'002884,ม่ฯ๖ฑราต,22.12,22.47,21.05,21.05,21.3,0.82,3.8498,2.8767,2044395,44340414.13,2741818240.0,1572012591.24
2018-11-14,'002884,ม่ฯ๖ฑราต,21.3,21.34,20.9,21.34,21.22,0.08,0.377,2.4117,1713933,36232780.43,2640177600.0,1513737260.1
2018-11-13,'002884,ม่ฯ๖ฑราต,21.22,21.38,20.45,20.58,20.79,0.43,2.0683,3.3351,2370187,49869962.3,2630261440.0,1508051861.94
2018-11-12,'002884,ม่ฯ๖ฑราต,20.79,20.85,19.94,20.09,19.97,0.82,4.1062,2.8546,2028720,41710636.8,2576962080.0,1477492846.83
2018-11-09,'002884,ม่ฯ๖ฑราต,19.97,20.05,19.71,19.88,19.95,0.02,0.1003,0.786,558609,11125927.15,2475321440.0,1419217515.69
2018-11-08,'002884,ม่ฯ๖ฑราต,19.95,20.4,19.87,20.3,20.21,-0.26,-1.2865,1.1856,842541,16887784.25,2472842400.0,1417796166.15
2018-11-07,'002884,ม่ฯ๖ฑราต,20.21,20.38,20.12,20.2,20.25,-0.04,-0.1975,1.1746,834792,16874008.16,2505069920.0,1436273710.17
2018-11-06,'002884,ม่ฯ๖ฑราต,20.25,20.48,19.9,20.48,20.63,-0.38,-1.842,1.2918,918080,18481332.8,2510028000.0,1439116409.25
2018-11-05,'002884,ม่ฯ๖ฑราต,20.63,20.96,20.01,20.74,20.68,-0.05,-0.2418,2.7193,1932543,39534561.53,2557129760.0,1466122050.51
2018-11-02,'002884,ม่ฯ๖ฑราต,20.68,20.75,20.2,20.4,20.24,0.44,2.1739,2.3883,1697337,34877841.08,2563327360.0,1469675424.36
2018-11-01,'002884,ม่ฯ๖ฑราต,20.24,20.58,20.2,20.31,20.5,-0.26,-1.2683,2.5813,1834440,37422156.61,2508788480.0,1438405734.48
2018-10-31,'002884,ม่ฯ๖ฑราต,20.5,20.66,20.01,20.2,20.35,0.15,0.7371,2.8684,2038493,41664063.19,2541016000.0,1456883278.5
2018-10-30,'002884,ม่ฯ๖ฑราต,20.35,20.4,19.57,19.7,20.0,0.35,1.75,2.6995,1918492,38575294.36,2522423200.0,1446223156.95
2018-10-29,'002884,ม่ฯ๖ฑราต,20.0,20.93,19.6,19.79,19.43,0.57,2.9336,3.0919,2197361,44481777.34,2479040000.0,1421349540.0
2018-10-26,'002884,ม่ฯ๖ฑราต,19.43,19.6,19.33,19.6,19.25,0.18,0.9351,1.0136,720357,14007563.76,2408387360.0,1380841078.11
2018-10-25,'002884,ม่ฯ๖ฑราต,19.25,19.51,18.78,19.07,19.51,-0.26,-1.3326,1.2294,873737,16684454.99,2386076000.0,1368048932.25
2018-10-24,'002884,ม่ฯ๖ฑราต,19.51,19.78,19.14,19.2,19.4,0.11,0.567,1.1921,847180,16477108.0,2418303520.0,1386526476.27
2018-10-23,'002884,ม่ฯ๖ฑราต,19.4,19.9,19.23,19.41,19.56,-0.16,-0.818,1.6816,1195040,23364147.4,2404668800.0,1378709053.8
2018-10-22,'002884,ม่ฯ๖ฑราต,19.56,19.76,18.7,18.74,18.66,0.9,4.8232,1.8178,1291880,24923298.08,2424501120.0,1390079850.12
2018-10-19,'002884,ม่ฯ๖ฑราต,18.66,18.75,17.71,18.1,18.1,0.56,3.0939,1.0514,747226,13705926.52,2312944320.0,1326119120.82
2018-10-18,'002884,ม่ฯ๖ฑราต,18.1,18.6,17.94,18.43,18.45,-0.35,-1.897,1.4057,999000,18275189.72,2243531200.0,1286321333.7
2018-10-17,'002884,ม่ฯ๖ฑราต,18.45,18.66,17.83,18.66,18.39,0.06,0.3263,1.0217,726072,13306983.62,2286914400.0,1311194950.65
2018-10-16,'002884,ม่ฯ๖ฑราต,18.39,18.62,18.15,18.55,18.44,-0.05,-0.2711,1.0921,776140,14260817.8,2279477280.0,1306930902.03
2018-10-15,'002884,ม่ฯ๖ฑราต,18.44,18.82,18.36,18.6,18.03,0.41,2.274,1.6326,1160220,21553589.0,2285674880.0,1310484275.88
2018-10-12,'002884,ม่ฯ๖ฑราต,18.03,18.36,17.68,18.05,18.21,-0.18,-0.9885,0.855,607657,10958103.5,2234854560.0,1281346610.31
2018-10-11,'002884,ม่ฯ๖ฑราต,18.21,18.64,17.77,18.25,19.37,-1.16,-5.9886,1.6993,1207675,22014201.4,2257165920.0,1294138756.17
2018-10-10,'002884,ม่ฯ๖ฑราต,19.37,19.98,18.9,19.98,19.15,0.22,1.1488,0.7553,536781,10422059.17,2400950240.0,1376577029.49
2018-10-09,'002884,ม่ฯ๖ฑราต,19.15,19.35,18.9,19.25,19.14,0.01,0.0522,0.9468,672880,12812157.0,2373680800.0,1360942184.55
2018-10-08,'002884,ม่ฯ๖ฑราต,19.14,19.7,19.0,19.44,19.84,-0.7,-3.5282,1.0825,769297,14838584.87,2372441280.0,1360231509.78
2018-09-28,'002884,ม่ฯ๖ฑราต,19.84,19.99,19.63,19.89,19.9,-0.06,-0.3015,1.2475,886551,17552797.26,2459207680.0,1409978743.68
2018-09-27,'002884,ม่ฯ๖ฑราต,19.9,20.45,19.89,20.0,19.91,-0.01,-0.0502,1.6266,1155980,23275169.6,2466644800.0,1414242792.3
2018-09-26,'002884,ม่ฯ๖ฑราต,19.91,20.06,19.81,20.05,19.9,0.01,0.0503,0.9208,654400,13062292.6,2467884320.0,1414953467.07
2018-09-25,'002884,ม่ฯ๖ฑราต,19.9,20.06,19.78,20.06,20.05,-0.15,-0.7481,0.7236,514240,10240220.8,2466644800.0,1414242792.3
2018-09-21,'002884,ม่ฯ๖ฑราต,20.05,20.07,19.66,19.82,19.8,0.25,1.2626,1.0153,721560,14366651.4,2485237600.0,1424902913.85
2018-09-20,'002884,ม่ฯ๖ฑราต,19.8,19.91,19.6,19.65,19.76,0.04,0.2024,0.7725,549020,10840810.6,2454249600.0,1407136044.6
2018-09-19,'002884,ม่ฯ๖ฑราต,19.76,19.99,19.36,19.36,19.47,0.29,1.4895,1.4089,1001240,19751695.8,2449291520.0,1404293345.52
2018-09-18,'002884,ม่ฯ๖ฑราต,19.47,19.54,18.91,19.01,19.13,0.34,1.7773,0.8404,597257,11516726.06,2413345440.0,1383683777.19
2018-09-17,'002884,ม่ฯ๖ฑราต,19.13,19.8,19.01,19.8,19.75,-0.62,-3.1392,1.2713,903480,17461877.2,2371201760.0,1359520835.01
2018-09-14,'002884,ม่ฯ๖ฑราต,19.75,20.11,19.74,20.07,20.0,-0.25,-1.25,0.8238,585440,11662370.44,2448052000.0,1403582670.75
2018-09-13,'002884,ม่ฯ๖ฑราต,20.0,20.18,19.8,20.17,20.0,0.0,0.0,1.0487,745280,14884401.2,2479040000.0,1421349540.0
2018-09-12,'002884,ม่ฯ๖ฑราต,20.0,20.05,19.56,19.72,19.74,0.26,1.3171,1.0786,766552,15206503.4,2479040000.0,1421349540.0
2018-09-11,'002884,ม่ฯ๖ฑราต,19.74,19.99,19.52,19.8,19.62,0.12,0.6116,0.8588,610360,12057957.0,2446812480.0,1402871995.98
2018-09-10,'002884,ม่ฯ๖ฑราต,19.62,20.46,19.5,19.8,19.74,-0.12,-0.6079,1.2349,877620,17421996.2,2431938240.0,1394343898.74
2018-09-07,'002884,ม่ฯ๖ฑราต,19.74,20.3,19.51,19.69,19.65,0.09,0.458,0.9851,700080,13953790.68,2446812480.0,1402871995.98
2018-09-06,'002884,ม่ฯ๖ฑราต,19.65,19.94,19.52,19.71,19.72,-0.07,-0.355,0.581,412867,8157430.53,2435656800.0,1396475923.05
2018-09-05,'002884,ม่ฯ๖ฑราต,19.72,20.23,19.69,20.23,20.25,-0.53,-2.6173,1.1375,808367,16111378.59,2444333440.0,1401450646.44
2018-09-04,'002884,ม่ฯ๖ฑราต,20.25,20.78,19.68,19.84,19.75,0.5,2.5316,1.4941,1061820,21486700.52,2510028000.0,1439116409.25
2018-09-03,'002884,ม่ฯ๖ฑราต,19.75,19.96,19.41,19.65,19.82,-0.07,-0.3532,0.8075,573840,11255454.4,2448052000.0,1403582670.75
2018-08-31,'002884,ม่ฯ๖ฑราต,19.82,20.25,19.61,19.63,19.7,0.12,0.6091,1.1562,821696,16367221.13,2456728640.0,1408557394.14
2018-08-30,'002884,ม่ฯ๖ฑราต,19.7,20.12,19.7,19.91,19.93,-0.23,-1.154,0.8604,611460,12186490.2,2441854400.0,1400029296.9
2018-08-29,'002884,ม่ฯ๖ฑราต,19.93,20.44,19.83,20.33,20.31,-0.38,-1.871,1.1659,828580,16582123.0,2470363360.0,1416374816.61
2018-08-28,'002884,ม่ฯ๖ฑราต,20.31,20.36,20.11,20.2,20.35,-0.04,-0.1966,0.9043,642640,12998863.91,2517465120.0,1443380457.87
2018-08-27,'002884,ม่ฯ๖ฑราต,20.35,20.85,19.55,19.95,19.77,0.58,2.9337,1.5242,1083222,21828111.58,2522423200.0,1446223156.95
2018-08-24,'002884,ม่ฯ๖ฑราต,19.77,21.26,19.24,19.38,19.43,0.34,1.7499,1.6833,1196301,23833361.77,2450531040.0,1405004020.29
