хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'002227,╟б ль я╦,13.65,13.99,13.63,13.92,13.9,-0.25,-1.7986,0.8622,1901930,26266792.7,3011154510.0,3011154510.0
2019-04-25,'002227,╟б ль я╦,13.9,14.81,13.85,14.8,14.85,-0.95,-6.3973,1.392,3070621,43819684.13,3066303860.0,3066303860.0
2019-04-24,'002227,╟б ль я╦,14.85,14.93,14.66,14.66,14.62,0.23,1.5732,0.7686,1695610,25064261.53,3275871390.0,3275871390.0
2019-04-23,'002227,╟б ль я╦,14.62,15.3,14.52,15.3,15.29,-0.67,-4.3819,1.3281,2929714,43622592.34,3225133988.0,3225133988.0
2019-04-22,'002227,╟б ль я╦,15.29,15.78,15.29,15.75,15.86,-0.57,-3.5939,1.5887,3504530,54335154.18,3372934246.0,3372934246.0
2019-04-19,'002227,╟б ль я╦,15.86,16.4,15.29,15.65,15.7,0.16,1.0191,2.7114,5981193,94311287.33,3498674764.0,3498674764.0
2019-04-18,'002227,╟б ль я╦,15.7,16.39,15.45,15.8,15.71,-0.01,-0.0637,2.3541,5193104,82128531.04,3463379180.0,3463379180.0
2019-04-17,'002227,╟б ль я╦,15.71,15.98,15.39,15.57,15.51,0.2,1.2895,1.8303,4037490,63630232.6,3465585154.0,3465585154.0
2019-04-16,'002227,╟б ль я╦,15.51,15.52,14.8,15.23,15.3,0.21,1.3725,1.4068,3103278,47007277.04,3421465674.0,3421465674.0
2019-04-15,'002227,╟б ль я╦,15.3,15.95,15.3,15.7,15.65,-0.35,-2.2364,1.3652,3011586,47165458.2,3375140220.0,3375140220.0
