хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'603609,╨л╥Адар╣,14.01,14.18,12.38,13.16,13.6,0.41,3.0147,3.2765,27233794,366498079.0,12921484588.0,11644782330.7
2019-04-25,'603609,╨л╥Адар╣,13.6,14.98,13.35,13.5,14.02,-0.42,-2.9957,3.8503,32003018,455609495.0,11502219978.4,11303999978.4
2019-04-24,'603609,╨л╥Адар╣,14.02,14.55,13.28,14.0,13.86,0.16,1.1544,4.6057,38281698,530534630.0,11857435595.4,11653094095.4
2019-04-23,'603609,╨л╥Адар╣,13.86,13.86,12.65,12.65,12.6,1.26,10.0,4.4577,37051614,504097298.0,11722115360.3,11520105860.3
2019-04-22,'603609,╨л╥Адар╣,12.6,12.6,11.31,11.45,11.45,1.15,10.0437,3.4537,28706568,351126407.0,10656468509.4,10472823509.4
2019-04-19,'603609,╨л╥Адар╣,11.45,11.67,11.27,11.53,11.73,-0.28,-2.387,1.2341,10257732,117590916.0,9683854320.05,9516970570.05
2019-04-18,'603609,╨л╥Адар╣,11.73,11.95,11.21,11.31,11.44,0.29,2.535,2.3902,19866501,232417890.0,9920664731.37,9749699981.37
2019-04-17,'603609,╨л╥Адар╣,11.44,11.45,10.73,11.0,11.02,0.42,3.8113,2.2474,18679801,208045960.0,9675396805.36,9508658805.36
2019-04-16,'603609,╨л╥Адар╣,11.02,11.27,10.68,10.9,11.0,0.02,0.1818,1.378,11453390,125255948.0,9320181188.38,9159564688.38
2019-04-15,'603609,╨л╥Адар╣,11.0,11.9,10.99,11.83,11.6,-0.6,-5.1724,1.8973,15770157,179742382.0,9303266159.0,9142941159.0
