»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'900939,ª„¿ˆB,0.835,0.841,0.828,0.828,0.83,0.005,0.6024,0.2151,189300,157452.0,1020054411.75,494571836.0
2019-04-25,'900939,ª„¿ˆB,0.83,0.865,0.828,0.86,0.853,-0.023,-2.6964,0.4425,389400,327844.0,1013946301.5,491610328.0
2019-04-24,'900939,ª„¿ˆB,0.853,0.87,0.845,0.87,0.846,0.007,0.8274,0.1441,126800,108464.0,1040464449.75,504467612.0
2019-04-23,'900939,ª„¿ˆB,0.846,0.86,0.843,0.85,0.846,0.0,0.0,0.2456,216100,183754.0,1030037401.8,499412073.6
2019-04-22,'900939,ª„¿ˆB,0.846,0.871,0.844,0.865,0.877,-0.031,-3.5348,0.541,476101,407871.0,1029315721.5,499062168.0
2019-04-19,'900939,ª„¿ˆB,0.877,0.88,0.861,0.864,0.878,-0.001,-0.1139,0.3016,265400,230994.0,1067160304.65,517411056.8
2019-04-18,'900939,ª„¿ˆB,0.878,0.888,0.868,0.877,0.889,-0.011,-1.2373,0.1419,124900,109571.0,1066273622.7,516981150.4
2019-04-17,'900939,ª„¿ˆB,0.889,0.896,0.873,0.896,0.895,-0.006,-0.6704,0.1313,115500,102383.0,1082843338.5,525014952.0
2019-04-16,'900939,ª„¿ˆB,0.895,0.896,0.861,0.87,0.871,0.024,2.7555,0.3401,299323,264091.0,1089940442.25,528455972.0
2019-04-15,'900939,ª„¿ˆB,0.871,0.896,0.871,0.875,0.869,0.002,0.2301,0.4406,387700,342201.0,1060950118.8,514400057.6
2019-04-12,'900939,ª„¿ˆB,0.869,0.877,0.865,0.875,0.863,0.006,0.6952,0.3045,268000,232825.0,1060217367.0,514044784.0
2019-04-11,'900939,ª„¿ˆB,0.863,0.897,0.861,0.89,0.9,-0.037,-4.1111,0.6811,599400,524900.0,1050829533.6,509493107.2
2019-04-10,'900939,ª„¿ˆB,0.9,0.908,0.895,0.895,0.905,-0.005,-0.5525,0.1395,122801,110900.0,1096241850.0,531511200.0
2019-04-09,'900939,ª„¿ˆB,0.905,0.907,0.895,0.9,0.909,-0.004,-0.44,0.1977,174000,156838.0,1102857706.5,534718888.0
2019-04-08,'900939,ª„¿ˆB,0.909,0.939,0.895,0.93,0.93,-0.021,-2.2581,0.6298,554200,504640.0,1108705618.35,537554239.2
2019-04-04,'900939,ª„¿ˆB,0.93,0.948,0.93,0.945,0.939,-0.009,-0.9585,0.5468,481151,451115.0,1131854872.5,548778120.0
2019-04-03,'900939,ª„¿ˆB,0.939,0.939,0.918,0.924,0.924,0.015,1.6234,0.6178,543691,504452.0,1145177262.9,555237460.8
2019-04-02,'900939,ª„¿ˆB,0.924,0.941,0.918,0.93,0.929,-0.005,-0.5382,0.5857,515400,477610.0,1126330266.6,546099523.2
