»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'002507,∏¢¡Í’•≤À,27.65,28.37,27.65,27.9,28.02,-0.37,-1.3205,1.0047,7930526,222600480.26,21825727713.7,21825727713.7
2019-04-25,'002507,∏¢¡Í’•≤À,28.02,28.75,27.93,28.25,28.33,-0.31,-1.0942,0.8549,6747985,191474223.43,22117789892.8,22117789892.8
2019-04-24,'002507,∏¢¡Í’•≤À,28.33,28.9,28.05,28.58,28.59,-0.26,-0.9094,0.7009,5532500,156642995.11,22362490637.5,22362490637.5
2019-04-23,'002507,∏¢¡Í’•≤À,28.59,28.96,27.71,28.38,28.34,0.25,0.8821,1.1936,9421430,267871411.06,22567723520.2,22567723520.2
2019-04-22,'002507,∏¢¡Í’•≤À,28.34,29.26,28.3,29.25,29.94,-1.6,-5.344,2.0093,15860221,454252957.6,22370384209.9,22370384209.9
2019-04-19,'002507,∏¢¡Í’•≤À,29.94,30.0,28.2,28.8,28.72,1.22,4.2479,1.2237,9659520,279130740.47,23633355795.5,23633355795.5
2019-04-18,'002507,∏¢¡Í’•≤À,28.72,29.1,28.6,28.9,28.89,-0.17,-0.5884,0.6949,5485201,158070190.43,22670339961.5,22670339961.5
2019-04-17,'002507,∏¢¡Í’•≤À,28.89,29.16,28.69,28.7,28.74,0.15,0.5219,1.1385,8986463,259943078.45,22804530692.5,22804530692.5
2019-04-16,'002507,∏¢¡Í’•≤À,28.74,28.88,27.85,28.3,28.51,0.23,0.8067,1.4621,11541423,327587341.05,22686127106.3,22686127106.3
2019-04-15,'002507,∏¢¡Í’•≤À,28.51,29.74,28.51,29.5,29.4,-0.89,-3.0272,1.7333,13682122,397828655.05,22504574940.9,22504574940.9
2019-04-12,'002507,∏¢¡Í’•≤À,29.4,29.98,29.05,29.46,29.63,-0.23,-0.7762,0.9734,7683231,226366987.83,23207102885.4,23207102885.4
2019-04-11,'002507,∏¢¡Í’•≤À,29.63,30.65,29.26,30.53,30.77,-1.14,-3.7049,1.4011,11060076,330393204.9,23388655050.8,23388655050.8
2019-04-10,'002507,∏¢¡Í’•≤À,30.77,31.46,29.62,30.06,30.12,0.65,2.158,1.8366,14497493,442637933.02,24288522305.6,24288522305.6
2019-04-09,'002507,∏¢¡Í’•≤À,30.12,30.43,29.75,29.96,29.98,0.14,0.467,1.1673,9214301,276854338.36,23775440098.9,23775440098.9
2019-04-08,'002507,∏¢¡Í’•≤À,29.98,30.75,29.7,30.25,30.5,-0.52,-1.7049,1.9615,15483096,464770835.06,23664930085.2,23664930085.2
2019-04-04,'002507,∏¢¡Í’•≤À,30.5,30.96,29.91,30.04,30.59,-0.09,-0.2942,1.583,12495382,380887303.37,24075395850.5,24075395850.5
2019-04-03,'002507,∏¢¡Í’•≤À,30.59,30.9,30.29,30.81,31.13,-0.54,-1.7347,1.2246,9666710,295009171.62,24146438002.2,24146438002.2
2019-04-02,'002507,∏¢¡Í’•≤À,31.13,31.49,30.48,31.49,31.68,-0.55,-1.7361,1.4984,11827522,365202680.7,24572690912.3,24572690912.3
2019-04-01,'002507,∏¢¡Í’•≤À,31.68,32.04,30.5,30.95,31.02,0.66,2.1277,1.4622,11542251,361993537.76,25006837394.9,25006837394.9
2019-03-29,'002507,∏¢¡Í’•≤À,31.02,31.95,30.3,30.36,30.43,0.59,1.9389,1.6622,13120507,409449561.01,24485861615.8,24485861615.8
2019-03-28,'002507,∏¢¡Í’•≤À,30.43,31.1,29.92,30.15,30.13,0.3,0.9957,1.0651,8407426,255617115.07,24020140843.6,24020140843.6
2019-03-27,'002507,∏¢¡Í’•≤À,30.13,30.39,29.16,29.71,29.48,0.65,2.2049,1.0994,8678527,260258288.73,23783333671.3,23783333671.3
2019-03-26,'002507,∏¢¡Í’•≤À,29.48,29.98,29.13,29.37,29.37,0.11,0.3745,0.9283,7327693,216294381.63,23270251464.7,23270251464.7
2019-03-25,'002507,∏¢¡Í’•≤À,29.37,30.15,29.19,29.98,30.25,-0.88,-2.9091,1.2236,9658819,287379613.25,23183422168.2,23183422168.2
2019-03-22,'002507,∏¢¡Í’•≤À,30.25,31.17,29.51,29.51,28.55,1.7,5.9545,2.2699,17917677,539493289.57,23878056540.2,23878056540.2
2019-03-21,'002507,∏¢¡Í’•≤À,28.55,28.56,27.9,28.28,28.06,0.49,1.7463,0.8754,6909685,194760754.29,22536149230.5,22536149230.5
2019-03-20,'002507,∏¢¡Í’•≤À,28.06,28.58,27.72,27.88,27.98,0.08,0.2859,1.1775,9294634,261511621.67,22149364182.5,22149364182.5
2019-03-19,'002507,∏¢¡Í’•≤À,27.98,28.75,27.63,28.48,28.29,-0.31,-1.0958,1.5332,12102421,339046597.75,22086215603.2,22086215603.2
2019-03-18,'002507,∏¢¡Í’•≤À,28.29,28.49,26.74,26.74,26.77,1.52,5.678,1.88,14839766,415087462.61,22330916347.9,22330916347.9
2019-03-15,'002507,∏¢¡Í’•≤À,26.77,27.18,26.1,26.68,26.47,0.3,1.1334,1.0861,8573150,230031889.86,21131093341.6,21131093341.6
2019-03-14,'002507,∏¢¡Í’•≤À,26.47,27.1,26.2,26.53,26.8,-0.33,-1.2313,0.9767,7709673,205168608.84,20894286169.3,20894286169.3
2019-03-13,'002507,∏¢¡Í’•≤À,26.8,27.1,25.68,25.88,26.08,0.72,2.7607,1.8385,14512023,383284322.56,21154774058.8,21154774058.8
2019-03-12,'002507,∏¢¡Í’•≤À,26.08,26.79,25.93,26.15,26.09,-0.01,-0.0383,1.2608,9952218,261316999.77,20586436845.3,20586436845.3
2019-03-11,'002507,∏¢¡Í’•≤À,26.09,26.12,25.4,25.4,25.41,0.68,2.6761,1.1677,9217491,238702255.01,20594330417.7,20594330417.7
2019-03-08,'002507,∏¢¡Í’•≤À,25.41,26.25,25.33,25.51,25.91,-0.5,-1.9298,1.3463,10627238,274270472.93,20057567493.8,20057567493.8
2019-03-07,'002507,∏¢¡Í’•≤À,25.91,26.4,25.52,26.31,26.6,-0.69,-2.594,1.8582,14667853,378750393.2,20452246114.3,20452246114.3
2019-03-06,'002507,∏¢¡Í’•≤À,26.6,26.87,26.21,26.83,27.08,-0.48,-1.7725,1.3466,10629480,281284249.8,20996902610.6,20996902610.6
2019-03-05,'002507,∏¢¡Í’•≤À,27.08,27.5,26.57,27.18,27.19,-0.11,-0.4046,1.1115,8774053,236201663.56,21375794086.3,21375794086.3
2019-03-04,'002507,∏¢¡Í’•≤À,27.19,28.22,26.27,26.58,26.61,0.58,2.1796,1.8471,14580034,399509881.97,21462623382.8,21462623382.8
2019-03-01,'002507,∏¢¡Í’•≤À,26.61,26.78,26.05,26.6,26.39,0.22,0.8336,1.3371,10554561,278204091.51,21004796183.0,21004796183.0
2019-02-28,'002507,∏¢¡Í’•≤À,26.39,26.45,25.69,26.02,25.98,0.41,1.5781,1.4709,11610632,302842280.18,20831137590.0,20831137590.0
2019-02-27,'002507,∏¢¡Í’•≤À,25.98,26.62,24.53,24.55,24.5,1.48,6.0408,2.6781,21139472,546222767.13,20507501121.2,20507501121.2
2019-02-26,'002507,∏¢¡Í’•≤À,24.5,25.35,24.47,25.14,25.15,-0.65,-2.5845,1.4135,11157312,277453059.5,19339252404.5,19339252404.5
2019-02-25,'002507,∏¢¡Í’•≤À,25.15,25.35,24.1,24.32,24.33,0.82,3.3703,1.8112,14296585,355506988.25,19852334611.2,19852334611.2
2019-02-22,'002507,∏¢¡Í’•≤À,24.33,24.53,23.87,24.2,24.02,0.31,1.2906,1.0541,8320494,201408535.39,19205061673.5,19205061673.5
2019-02-21,'002507,∏¢¡Í’•≤À,24.02,24.7,23.98,24.55,24.43,-0.41,-1.6783,1.2289,9700710,235605933.25,18960360928.8,18960360928.8
2019-02-20,'002507,∏¢¡Í’•≤À,24.43,24.99,24.2,24.59,24.59,-0.16,-0.6507,0.934,7372937,181080011.72,19283997397.6,19283997397.6
2019-02-19,'002507,∏¢¡Í’•≤À,24.59,25.05,24.27,25.05,25.18,-0.59,-2.3431,1.4761,11651958,287299828.55,19410294556.2,19410294556.2
2019-02-18,'002507,∏¢¡Í’•≤À,25.18,25.38,24.8,24.88,24.65,0.53,2.1501,1.2026,9492904,238125655.88,19876015328.4,19876015328.4
2019-02-15,'002507,∏¢¡Í’•≤À,24.65,25.5,24.6,25.34,25.48,-0.83,-3.2575,0.9626,7598658,189387022.68,19457655990.7,19457655990.7
2019-02-14,'002507,∏¢¡Í’•≤À,25.48,25.72,24.71,25.05,25.05,0.43,1.7166,0.9448,7457918,187965868.5,20112822500.7,20112822500.7
2019-02-13,'002507,∏¢¡Í’•≤À,25.05,25.28,24.7,25.08,25.03,0.02,0.0799,1.19,9393183,234628996.91,19773398887.0,19773398887.0
2019-02-12,'002507,∏¢¡Í’•≤À,25.03,25.28,24.3,24.46,24.45,0.58,2.3722,1.3644,10769988,268233621.89,19757611742.2,19757611742.2
2019-02-11,'002507,∏¢¡Í’•≤À,24.45,24.58,23.28,23.6,23.48,0.97,4.1312,1.1219,8855993,212113794.6,19299784542.5,19299784542.5
2019-02-01,'002507,∏¢¡Í’•≤À,23.48,23.6,23.05,23.07,23.0,0.48,2.087,0.8844,6980994,162997814.98,18534108018.7,18534108018.7
2019-01-31,'002507,∏¢¡Í’•≤À,23.0,23.35,22.77,23.25,23.24,-0.24,-1.0327,0.882,6961861,160312742.46,18155216543.0,18155216543.0
2019-01-30,'002507,∏¢¡Í’•≤À,23.24,23.64,23.02,23.18,23.41,-0.17,-0.7262,0.7029,5548054,129377087.78,18344662280.8,18344662280.8
2019-01-29,'002507,∏¢¡Í’•≤À,23.41,23.57,22.64,22.84,22.89,0.52,2.2717,1.0471,8264986,191698124.16,18478853011.8,18478853011.8
2019-01-28,'002507,∏¢¡Í’•≤À,22.89,23.51,22.51,22.56,22.56,0.33,1.4628,1.1605,9160511,211022237.31,18068387246.5,18068387246.5
2019-01-25,'002507,∏¢¡Í’•≤À,22.56,22.75,22.17,22.45,22.46,0.1,0.4452,0.7515,5931760,133491977.63,17807899357.0,17807899357.0
2019-01-24,'002507,∏¢¡Í’•≤À,22.46,22.59,22.12,22.4,22.44,0.02,0.0891,0.5971,4713040,105445765.43,17728963632.9,17728963632.9
2019-01-23,'002507,∏¢¡Í’•≤À,22.44,22.8,22.0,22.01,22.07,0.37,1.6765,1.0432,8234750,184766900.12,17713176488.0,17713176488.0
