хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'600901,╫╜кувБач,6.88,7.06,6.88,7.03,7.02,-0.14,-1.9943,0.9716,17686720,122920221.0,20548151779.8,12524695779.8
2019-04-25,'600901,╫╜кувБач,7.02,7.32,6.97,7.32,7.3,-0.28,-3.8356,1.0601,19298680,138053502.0,20966282775.4,12779558775.4
2019-04-24,'600901,╫╜кувБач,7.3,7.35,7.18,7.27,7.25,0.05,0.6897,0.7791,14182531,102923258.0,21802544766.4,13289284766.4
2019-04-23,'600901,╫╜кувБач,7.25,7.39,7.21,7.3,7.3,-0.05,-0.6849,0.9286,16903900,123140823.0,21653212268.0,13198262268.0
2019-04-22,'600901,╫╜кувБач,7.3,7.57,7.23,7.56,7.52,-0.22,-2.9255,1.5163,27604009,203881305.0,21802544766.4,13289284766.4
2019-04-19,'600901,╫╜кувБач,7.52,7.59,7.43,7.51,7.52,0.0,0.0,1.2306,22402591,168288802.0,22459607759.4,13689783759.4
2019-04-18,'600901,╫╜кувБач,7.52,7.71,7.5,7.63,7.63,-0.11,-1.4417,1.1483,20903734,158550912.0,22459607759.4,13689783759.4
2019-04-17,'600901,╫╜кувБач,7.63,7.74,7.51,7.57,7.61,0.02,0.2628,1.9799,36042758,274722511.0,22788139255.8,13890033255.8
2019-04-16,'600901,╫╜кувБач,7.61,7.68,7.2,7.4,7.55,0.06,0.7947,2.7367,49820625,370231255.0,22728406256.5,13853624256.5
2019-04-15,'600901,╫╜кувБач,7.55,7.83,7.46,7.53,7.39,0.16,2.1651,3.1676,57664186,442451758.0,22549207258.4,13744397258.4
2019-04-12,'600901,╫╜кувБач,7.39,7.45,7.26,7.31,7.32,0.07,0.9563,1.2107,22040203,162024209.0,22071343263.5,13453125263.5
2019-04-11,'600901,╫╜кувБач,7.32,7.47,7.25,7.44,7.35,-0.03,-0.4082,1.387,25249847,186298423.0,21862277765.8,13325693765.8
2019-04-10,'600901,╫╜кувБач,7.35,7.46,7.25,7.46,7.47,-0.12,-1.6064,1.3674,24893469,182298949.0,21951877264.8,13380307264.8
2019-04-09,'600901,╫╜кувБач,7.47,7.55,7.36,7.41,7.41,0.06,0.8097,1.1767,21421265,159786915.0,22310275261.0,13598761261.0
2019-04-08,'600901,╫╜кувБач,7.41,7.63,7.3,7.52,7.51,-0.1,-1.3316,1.9088,34747921,259842685.0,22131076262.9,13489534262.9
2019-04-04,'600901,╫╜кувБач,7.51,7.63,7.49,7.52,7.54,-0.03,-0.3979,1.9387,35292754,266108323.0,22429741259.7,13671579259.7
2019-04-03,'600901,╫╜кувБач,7.54,7.6,7.31,7.36,7.45,0.09,1.2081,1.7347,31579572,236938532.0,22519340758.7,13726192758.7
2019-04-02,'600901,╫╜кувБач,7.45,7.69,7.38,7.46,7.38,0.07,0.9485,2.3743,43222464,325121762.0,22250542261.6,13562352261.6
2019-04-01,'600901,╫╜кувБач,7.38,7.45,7.17,7.25,7.23,0.15,2.0747,1.7625,32085811,235865299.0,22041476763.8,13434920763.8
2019-03-29,'600901,╫╜кувБач,7.23,7.24,6.9,6.92,6.9,0.33,4.7826,1.7808,32417997,230488325.0,21593479268.6,13161853268.6
2019-03-28,'600901,╫╜кувБач,6.9,7.03,6.85,6.98,7.0,-0.1,-1.4286,0.962,17512800,121696021.0,20607884779.2,12561104779.2
2019-03-27,'600901,╫╜кувБач,7.0,7.11,6.9,7.07,7.04,-0.04,-0.5682,1.0319,18785388,131512896.0,20906549776.0,12743149776.0
2019-03-26,'600901,╫╜кувБач,7.04,7.37,7.02,7.34,7.29,-0.25,-3.4294,1.2224,22252286,159750458.0,21026015774.7,12815967774.7
2019-03-25,'600901,╫╜кувБач,7.29,7.49,7.26,7.46,7.57,-0.28,-3.6988,1.546,28144731,207901882.0,21772678266.7,13271080266.7
2019-03-22,'600901,╫╜кувБач,7.57,7.74,7.4,7.68,7.74,-0.17,-2.1964,1.8217,33163624,250906110.0,22608940257.8,13780806257.8
2019-03-21,'600901,╫╜кувБач,7.74,7.87,7.58,7.63,7.64,0.1,1.3089,2.6047,47416409,367948237.0,23116670752.3,14090282752.3
2019-03-20,'600901,╫╜кувБач,7.64,7.66,7.36,7.57,7.57,0.07,0.9247,1.7689,32201131,242574806.0,22818005755.5,13908237755.5
2019-03-19,'600901,╫╜кувБач,7.57,7.78,7.49,7.54,7.55,0.02,0.2649,1.5337,27919391,213415018.0,22608940257.8,13780806257.8
2019-03-18,'600901,╫╜кувБач,7.55,7.6,7.25,7.38,7.36,0.19,2.5815,1.6617,30251141,226317994.0,22549207258.4,13744397258.4
2019-03-15,'600901,╫╜кувБач,7.36,7.49,7.28,7.3,7.24,0.12,1.6575,1.3967,25426622,187471379.0,21981743764.5,13398511764.5
2019-03-14,'600901,╫╜кувБач,7.24,7.55,7.14,7.43,7.4,-0.16,-2.1622,1.5812,28785277,209867195.0,21623345768.3,13180057768.3
2019-03-13,'600901,╫╜кувБач,7.4,7.7,7.3,7.64,7.74,-0.34,-4.3928,2.2935,41752369,314091260.0,22101209763.2,13471329763.2
2019-03-12,'600901,╫╜кувБач,7.74,7.98,7.62,7.7,7.65,0.09,1.1765,2.8145,51237293,399582302.0,23116670752.3,14090282752.3
2019-03-11,'600901,╫╜кувБач,7.65,7.66,7.39,7.41,7.4,0.25,3.3784,1.9734,35925659,270922981.0,22847872255.2,13926442255.2
2019-03-08,'600901,╫╜кувБач,7.4,7.98,7.38,7.8,8.15,-0.75,-9.2025,4.4515,81037224,624622064.0,22101209763.2,13471329763.2
2019-03-07,'600901,╫╜кувБач,8.15,8.48,7.6,7.72,7.8,0.35,4.4872,5.3571,97522986,784693251.0,24341197239.2,14836667239.2
2019-03-06,'600901,╫╜кувБач,7.8,7.9,7.46,7.49,7.55,0.25,3.3113,4.378,79699687,614213988.0,23295869750.4,14199509750.4
