»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'600356,∫„∑·÷Ω“µ,8.33,8.59,8.33,8.54,8.5,-0.17,-2.0,1.412,4218118,35654742.0,2488432378.74,2488432378.74
2019-04-25,'600356,∫„∑·÷Ω“µ,8.5,9.02,8.5,8.83,8.89,-0.39,-4.387,2.1432,6402371,55852385.0,2539216713.0,2539216713.0
2019-04-24,'600356,∫„∑·÷Ω“µ,8.89,8.95,8.64,8.64,8.69,0.2,2.3015,1.7918,5352767,47202262.0,2655721950.42,2655721950.42
2019-04-23,'600356,∫„∑·÷Ω“µ,8.69,8.88,8.5,8.84,8.82,-0.13,-1.4739,2.4244,7242438,62998646.0,2595975674.82,2595975674.82
2019-04-22,'600356,∫„∑·÷Ω“µ,8.82,9.26,8.8,9.11,9.14,-0.32,-3.5011,2.2049,6586837,58813239.0,2634810753.96,2634810753.96
2019-04-19,'600356,∫„∑·÷Ω“µ,9.14,9.24,9.0,9.03,9.07,0.07,0.7718,1.9668,5875332,53520984.0,2730404794.92,2730404794.92
2019-04-18,'600356,∫„∑·÷Ω“µ,9.07,9.45,9.07,9.35,9.47,-0.4,-4.2239,3.5924,10731563,99231582.0,2709493598.46,2709493598.46
2019-04-17,'600356,∫„∑·÷Ω“µ,9.47,9.7,8.9,8.9,8.94,0.53,5.9284,6.1651,18417205,173231552.0,2828986149.66,2828986149.66
2019-04-16,'600356,∫„∑·÷Ω“µ,8.94,8.96,8.7,8.74,8.74,0.2,2.2883,2.4716,7383449,65505611.0,2670658519.32,2670658519.32
2019-04-15,'600356,∫„∑·÷Ω“µ,8.74,9.01,8.7,8.89,8.81,-0.07,-0.7946,2.2554,6737702,59923984.0,2610912243.72,2610912243.72
2019-04-12,'600356,∫„∑·÷Ω“µ,8.81,9.12,8.72,8.98,8.98,-0.17,-1.8931,2.9221,8729257,77309306.0,2631823440.18,2631823440.18
2019-04-11,'600356,∫„∑·÷Ω“µ,8.98,9.33,8.92,9.25,9.31,-0.33,-3.5446,3.7347,11156805,101752553.0,2682607774.44,2682607774.44
2019-04-10,'600356,∫„∑·÷Ω“µ,9.31,9.65,9.23,9.29,9.47,-0.16,-1.6895,3.6243,10826844,101893130.0,2781189129.18,2781189129.18
2019-04-09,'600356,∫„∑·÷Ω“µ,9.47,9.8,9.4,9.7,9.86,-0.39,-3.9554,4.991,14909663,142371575.0,2828986149.66,2828986149.66
2019-04-08,'600356,∫„∑·÷Ω“µ,9.86,10.15,9.21,9.43,9.43,0.43,4.5599,7.6517,22857883,219207795.0,2945491387.08,2945491387.08
2019-04-04,'600356,∫„∑·÷Ω“µ,9.43,9.76,9.36,9.47,9.47,-0.04,-0.4224,4.5482,13586847,129264707.0,2817036894.54,2817036894.54
2019-04-03,'600356,∫„∑·÷Ω“µ,9.47,9.65,9.22,9.62,9.65,-0.18,-1.8653,5.0594,15114123,142439294.0,2828986149.66,2828986149.66
2019-04-02,'600356,∫„∑·÷Ω“µ,9.65,10.19,9.35,9.42,9.5,0.15,1.5789,7.5625,22591677,220892328.0,2882757797.7,2882757797.7
2019-04-01,'600356,∫„∑·÷Ω“µ,9.5,9.55,9.1,9.2,9.35,0.15,1.6043,6.4678,19321390,181336107.0,2837948091.0,2837948091.0
2019-03-29,'600356,∫„∑·÷Ω“µ,9.35,9.75,9.0,9.49,10.0,-0.65,-6.5,8.9624,26773379,247253116.0,2793138384.3,2793138384.3
2019-03-28,'600356,∫„∑·÷Ω“µ,10.0,11.0,10.0,11.0,11.11,-1.11,-9.991,10.7168,32014514,328530485.0,2987313780.0,2987313780.0
2019-03-27,'600356,∫„∑·÷Ω“µ,11.11,11.11,9.72,9.91,10.1,1.01,10.0,13.6543,40789773,433383257.0,3318905609.58,3318905609.58
2019-03-26,'600356,∫„∑·÷Ω“µ,10.1,10.48,9.66,9.9,9.8,0.3,3.0612,7.7707,23213418,232700965.0,3017186917.8,3017186917.8
2019-03-25,'600356,∫„∑·÷Ω“µ,9.8,10.78,9.63,9.67,10.13,-0.33,-3.2577,10.39,31038313,316039231.0,2927567504.4,2927567504.4
2019-03-22,'600356,∫„∑·÷Ω“µ,10.13,10.37,9.43,9.64,9.43,0.7,7.4231,10.2841,30721696,305765305.0,3026148859.14,3026148859.14
2019-03-21,'600356,∫„∑·÷Ω“µ,9.43,10.49,9.36,9.8,9.54,-0.11,-1.153,10.3072,30790743,315698694.0,2817036894.54,2817036894.54
2019-03-20,'600356,∫„∑·÷Ω“µ,9.54,9.54,8.72,8.75,8.67,0.87,10.0346,5.9643,17817164,163067824.0,2849897346.12,2849897346.12
2019-03-19,'600356,∫„∑·÷Ω“µ,8.67,8.95,8.51,8.69,8.62,0.05,0.58,2.8629,8552326,74837456.0,2590001047.26,2590001047.26
