»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'300300,∫∫∂¶”Ó””,11.89,11.9,11.47,11.7,11.76,0.13,1.1054,0.9968,5562902,64913004.03,8122492128.92,6635301439.68
2019-04-25,'300300,∫∫∂¶”Ó””,11.76,12.31,11.58,12.31,12.32,-0.56,-4.5455,1.2644,7056239,84125130.63,8033684393.28,6562753989.12
2019-04-24,'300300,∫∫∂¶”Ó””,12.32,12.34,12.03,12.13,12.23,0.09,0.7359,0.7096,3959696,48383998.75,8416240792.96,6875266083.84
2019-04-23,'300300,∫∫∂¶”Ó””,12.23,12.58,12.1,12.57,12.59,-0.36,-2.8594,1.1257,6282026,77427688.62,8354758514.44,6825040925.76
2019-04-22,'300300,∫∫∂¶”Ó””,12.59,12.79,12.49,12.51,12.44,0.15,1.2058,1.3375,7463982,94529273.98,8600687628.52,7025941558.08
2019-04-19,'300300,∫∫∂¶”Ó””,12.44,12.49,12.16,12.48,12.43,0.01,0.0805,0.654,3649420,45042810.67,8498217164.32,6942232961.28
2019-04-18,'300300,∫∫∂¶”Ó””,12.43,12.63,12.33,12.39,12.39,0.04,0.3228,1.088,6071430,75831331.66,8491385800.04,6936652388.16
2019-04-17,'300300,∫∫∂¶”Ó””,12.39,12.54,12.32,12.4,12.44,-0.05,-0.4019,0.9689,5407103,67250699.66,8464060342.92,6914330095.68
2019-04-16,'300300,∫∫∂¶”Ó””,12.44,12.51,11.92,12.23,12.21,0.23,1.8837,1.1157,6226283,76299852.45,8498217164.32,6942232961.28
2019-04-15,'300300,∫∫∂¶”Ó””,12.21,12.59,12.2,12.59,12.29,-0.08,-0.6509,0.7936,4428722,54910351.13,8341095785.88,6813879779.52
2019-04-12,'300300,∫∫∂¶”Ó””,12.29,12.43,12.13,12.34,12.46,-0.17,-1.3644,0.7157,3994240,49034519.47,8395746700.12,6858524364.48
2019-04-11,'300300,∫∫∂¶”Ó””,12.46,12.86,12.25,12.86,12.89,-0.43,-3.3359,1.7839,9955452,123714163.67,8511879892.88,6953394107.52
2019-04-10,'300300,∫∫∂¶”Ó””,12.89,13.0,12.61,12.91,13.05,-0.16,-1.2261,1.7164,9578596,122779433.52,8805628556.92,7193358751.68
2019-04-09,'300300,∫∫∂¶”Ó””,13.05,13.48,12.41,12.48,12.36,0.69,5.5825,3.3848,18889052,245374503.58,8914930385.4,7282647921.6
2019-04-08,'300300,∫∫∂¶”Ó””,12.36,12.67,11.96,12.55,12.51,-0.15,-1.199,1.5912,8879594,109306062.31,8443566250.08,6897588376.32
2019-04-04,'300300,∫∫∂¶”Ó””,12.51,12.96,12.5,12.83,12.83,-0.32,-2.4942,1.6056,8960247,113331148.18,8546036714.28,6981296973.12
2019-04-03,'300300,∫∫∂¶”Ó””,12.83,12.9,12.56,12.64,12.75,0.08,0.6275,1.1757,6561014,83870841.32,8764640371.24,7159875312.96
2019-04-02,'300300,∫∫∂¶”Ó””,12.75,13.08,12.7,12.89,12.8,-0.05,-0.3906,1.8681,10424869,134596278.85,8709989457.0,7115230728.0
2019-04-01,'300300,∫∫∂¶”Ó””,12.8,12.83,12.4,12.44,12.46,0.34,2.7287,1.7521,9777842,124210927.86,8744146278.4,7143133593.6
2019-03-29,'300300,∫∫∂¶”Ó””,12.46,12.5,11.82,12.27,12.17,0.29,2.3829,1.6543,9232020,112715437.08,8511879892.88,6953394107.52
2019-03-28,'300300,∫∫∂¶”Ó””,12.17,12.53,12.1,12.22,12.35,-0.18,-1.4575,1.1474,6403320,78790630.02,8313770328.76,6791557487.04
2019-03-27,'300300,∫∫∂¶”Ó””,12.35,12.43,11.93,12.43,12.3,0.05,0.4065,1.496,8348489,101793844.19,8436734885.8,6892007803.2
2019-03-26,'300300,∫∫∂¶”Ó””,12.3,12.92,12.2,12.75,12.86,-0.56,-4.3546,2.1021,11730998,147065965.71,8402578064.4,6864104937.6
2019-03-25,'300300,∫∫∂¶”Ó””,12.86,13.3,12.77,13.15,13.4,-0.54,-4.0299,2.6894,15008191,195100952.48,8785134464.08,7176617032.32
2019-03-22,'300300,∫∫∂¶”Ó””,13.4,13.49,13.03,13.42,13.55,-0.15,-1.107,2.3853,13311194,176477745.9,9154028135.2,7477967980.8
2019-03-21,'300300,∫∫∂¶”Ó””,13.55,13.74,13.4,13.5,13.57,-0.02,-0.1474,2.1923,12258661,166273349.47,9256498599.4,7576638419.85
