�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-04-26,'601865,腦應杻,16.02,16.02,14.88,15.58,14.56,1.46,10.0275,48.5351,72802715,1142946102.0,31239000000.0,2403000000.0
2019-04-25,'601865,腦應杻,14.56,14.56,13.09,13.1,13.24,1.32,9.9698,15.4308,23146227,331620625.0,28392000000.0,2184000000.0
2019-04-24,'601865,腦應杻,13.24,13.87,12.83,13.66,14.1,-0.86,-6.0993,20.6608,30991168,413913420.0,25818000000.0,1986000000.0
2019-04-23,'601865,腦應杻,14.1,14.83,13.65,14.01,13.98,0.12,0.8584,37.0814,55622125,792880259.0,27495000000.0,2115000000.0
2019-04-22,'601865,腦應杻,13.98,13.98,12.72,12.8,12.71,1.27,9.9921,28.2506,42375921,575120926.0,27261000000.0,2097000000.0
2019-04-19,'601865,腦應杻,12.71,12.88,12.51,12.66,12.68,0.03,0.2366,9.8243,14736513,187728468.0,24784500000.0,1906500000.0
2019-04-18,'601865,腦應杻,12.68,13.3,12.63,13.24,13.27,-0.59,-4.4461,15.0937,22640597,291867058.0,24726000000.0,1902000000.0
2019-04-17,'601865,腦應杻,13.27,13.52,13.1,13.2,13.32,-0.05,-0.3754,11.1628,16744198,222730853.0,25876500000.0,1990500000.0
2019-04-16,'601865,腦應杻,13.32,13.41,12.78,13.4,13.75,-0.43,-3.1273,15.7501,23625092,310521575.0,25974000000.0,1998000000.0
2019-04-15,'601865,腦應杻,13.75,14.18,13.7,13.92,13.8,-0.05,-0.3623,11.6187,17428003,242405592.0,26812500000.0,2062500000.0
2019-04-12,'601865,腦應杻,13.8,14.25,13.72,14.13,14.12,-0.32,-2.2663,10.0344,15051534,209820235.0,26910000000.0,2070000000.0
2019-04-11,'601865,腦應杻,14.12,14.29,13.55,14.13,14.04,0.08,0.5698,16.5105,24765771,343868012.0,27534000000.0,2118000000.0
2019-04-10,'601865,腦應杻,14.04,14.38,13.81,13.81,14.2,-0.16,-1.1268,15.6666,23499961,331779756.0,27378000000.0,2106000000.0
2019-04-09,'601865,腦應杻,14.2,14.75,14.08,14.63,15.24,-1.04,-6.8241,28.0215,42032208,601265510.0,27690000000.0,2130000000.0
2019-04-08,'601865,腦應杻,15.24,17.15,15.16,16.32,16.31,-1.07,-6.5604,42.2379,63356912,1022615937.0,29718000000.0,2286000000.0
2019-04-04,'601865,腦應杻,16.31,16.99,15.68,16.0,15.63,0.68,4.3506,43.1382,64707331,1048072782.0,31804500000.0,2446500000.0
2019-04-03,'601865,腦應杻,15.63,16.45,15.4,15.7,16.28,-0.65,-3.9926,36.7649,55147420,877602440.0,30478500000.0,2344500000.0
2019-04-02,'601865,腦應杻,16.28,16.57,14.81,15.04,15.06,1.22,8.1009,47.2162,70824265,1102699673.0,31746000000.0,2442000000.0
2019-04-01,'601865,腦應杻,15.06,15.33,14.47,14.5,14.6,0.46,3.1507,25.5259,38288820,571880991.0,29367000000.0,2259000000.0
2019-03-29,'601865,腦應杻,14.6,14.6,13.55,14.07,14.29,0.31,2.1693,25.3889,38083305,537533495.0,28470000000.0,2190000000.0
2019-03-28,'601865,腦應杻,14.29,15.34,14.25,14.98,15.12,-0.83,-5.4894,27.1832,40774744,604384640.0,27865500000.0,2143500000.0
2019-03-27,'601865,腦應杻,15.12,15.54,14.83,15.21,15.49,-0.37,-2.3886,25.419,38128540,579250512.0,29484000000.0,2268000000.0
2019-03-26,'601865,腦應杻,15.49,15.68,14.66,14.8,15.12,0.37,2.4471,34.9426,52413969,801516317.0,30205500000.0,2323500000.0
2019-03-25,'601865,腦應杻,15.12,16.25,15.12,16.01,16.8,-1.68,-10.0,42.0469,63070325,981298325.0,29484000000.0,2268000000.0
2019-03-22,'601865,腦應杻,16.8,17.5,16.28,16.38,16.77,0.03,0.1789,42.7338,64100656,1091221109.0,32760000000.0,2520000000.0
2019-03-21,'601865,腦應杻,16.77,17.9,16.38,16.62,17.14,-0.37,-2.1587,51.5221,77283114,1321066378.0,32701500000.0,2515500000.0
2019-03-20,'601865,腦應杻,17.14,17.38,16.11,16.5,16.75,0.39,2.3284,47.621,71431440,1197809415.0,33423000000.0,2571000000.0
2019-03-19,'601865,腦應杻,16.75,17.3,16.22,16.61,16.75,0.0,0.0,49.1855,73778318,1237390625.0,32662500000.0,2512500000.0
2019-03-18,'601865,腦應杻,16.75,18.38,16.5,16.77,17.38,-0.63,-3.6249,69.8716,104807434,1837990762.0,32662500000.0,2512500000.0
2019-03-15,'601865,腦應杻,17.38,17.38,14.22,15.1,15.8,1.58,10.0,72.782,109173025,1645015887.0,33891000000.0,2607000000.0
2019-03-14,'601865,腦應杻,15.8,16.65,15.5,16.15,15.14,0.66,4.3593,73.597,110395464,1792960961.0,30810000000.0,2370000000.0
2019-03-13,'601865,腦應杻,15.14,15.99,14.58,15.99,14.54,0.6,4.1265,49.5786,74367877,1133191631.0,29523000000.0,2271000000.0
2019-03-12,'601865,腦應杻,14.54,14.54,14.54,14.54,13.22,1.32,9.9849,0.9468,1420214,20649912.0,28353000000.0,2181000000.0
2019-03-11,'601865,腦應杻,13.22,13.22,13.22,13.22,12.02,1.2,9.9834,3.6733,5509935,72841341.0,25779000000.0,1983000000.0
2019-03-08,'601865,腦應杻,12.02,12.02,12.02,12.02,10.93,1.09,9.9726,4.4946,6741953,81038275.0,23439000000.0,1803000000.0
2019-03-07,'601865,腦應杻,10.93,10.93,10.93,10.93,9.94,0.99,9.9598,0.3088,463125,5061956.0,21313500000.0,1639500000.0
2019-03-06,'601865,腦應杻,9.94,9.94,9.94,9.94,9.04,0.9,9.9558,0.8299,1244912,12374425.0,19383000000.0,1491000000.0
2019-03-05,'601865,腦應杻,9.04,9.04,9.04,9.04,8.22,0.82,9.9757,2.825,4237480,38306819.0,17628000000.0,1356000000.0
2019-03-04,'601865,腦應杻,8.22,8.22,8.22,8.22,7.47,0.75,10.0402,0.3608,541143,4448195.0,16029000000.0,1233000000.0
2019-03-01,'601865,腦應杻,7.47,7.47,7.47,7.47,6.79,0.68,10.0147,0.5506,825865,6169212.0,14566500000.0,1120500000.0
2019-02-28,'601865,腦應杻,6.79,6.79,6.79,6.79,6.17,0.62,10.0486,0.2374,356044,2417539.0,13240500000.0,1018500000.0
2019-02-27,'601865,腦應杻,6.17,6.17,6.17,6.17,5.61,0.56,9.9822,0.3135,470185,2901041.0,12031500000.0,925500000.0
2019-02-26,'601865,腦應杻,5.61,5.61,5.61,5.61,5.1,0.51,10.0,0.2262,339366,1903843.0,10939500000.0,841500000.0
2019-02-25,'601865,腦應杻,5.1,5.1,5.1,5.1,4.64,0.46,9.9138,0.2728,409141,2086619.0,9945000000.0,765000000.0
2019-02-22,'601865,腦應杻,4.64,4.64,4.64,4.64,4.22,0.42,9.9526,0.2714,407038,1888656.0,9048000000.0,696000000.0
2019-02-21,'601865,腦應杻,4.22,4.22,4.22,4.22,3.84,0.38,9.8958,0.2804,420555,1774742.0,8229000000.0,633000000.0
2019-02-20,'601865,腦應杻,3.84,3.84,3.84,3.84,3.49,0.35,10.0287,0.0551,82600,317184.0,7488000000.0,576000000.0
2019-02-19,'601865,腦應杻,3.49,3.49,3.49,3.49,3.17,0.32,10.0946,0.0703,105376,367762.0,6805500000.0,523500000.0
2019-02-18,'601865,腦應杻,3.17,3.17,3.17,3.17,2.88,0.29,10.0694,0.0362,54354,172302.0,6181500000.0,475500000.0
2019-02-15,'601865,N腦應杻,2.88,2.88,2.88,2.88,2.0,0.88,44.0,0.075,112448,323850.0,5616000000.0,432000000.0
