�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-04-26,'600983,需奧ひ,7.18,7.28,6.97,7.08,7.1,0.08,1.1268,0.849,4523491,32038718.0,5503032020.0,3825504000.0
2019-04-25,'600983,需奧ひ,7.1,7.3,7.1,7.28,7.29,-0.19,-2.6063,0.658,3505794,25297522.0,5441716900.0,3782880000.0
2019-04-24,'600983,需奧ひ,7.29,7.34,7.12,7.18,7.18,0.11,1.532,0.6519,3473363,25116988.0,5587340310.0,3884112000.0
2019-04-23,'600983,需奧ひ,7.18,7.32,7.1,7.32,7.33,-0.15,-2.0464,0.9565,5096391,36747177.0,5503032020.0,3825504000.0
2019-04-22,'600983,需奧ひ,7.33,7.48,7.3,7.45,7.49,-0.16,-2.1362,1.1197,5965826,43916129.0,5617997870.0,3905424000.0
2019-04-19,'600983,需奧ひ,7.49,7.54,7.27,7.39,7.57,-0.08,-1.0568,2.0895,11132676,82200120.0,5740628110.0,3990672000.0
2019-04-18,'600983,需奧ひ,7.57,7.98,7.43,7.43,7.25,0.32,4.4138,3.8081,20289328,155564827.0,5801943230.0,4033296000.0
2019-04-17,'600983,需奧ひ,7.25,7.26,7.11,7.12,7.11,0.14,1.9691,0.8468,4511993,32426450.0,5556682750.0,3862800000.0
2019-04-16,'600983,需奧ひ,7.11,7.15,6.91,7.04,7.08,0.03,0.4237,0.8159,4347218,30494292.0,5449381290.0,3788208000.0
2019-04-15,'600983,需奧ひ,7.08,7.22,7.07,7.15,7.07,0.01,0.1414,0.7932,4226100,30203731.0,5426388120.0,3772224000.0
2019-04-12,'600983,需奧ひ,7.07,7.19,7.03,7.18,7.15,-0.08,-1.1189,0.6335,3375490,23909175.0,5418723730.0,3766896000.0
2019-04-11,'600983,需奧ひ,7.15,7.36,7.12,7.35,7.35,-0.2,-2.7211,1.0044,5351481,38698949.0,5480038850.0,3809520000.0
2019-04-10,'600983,需奧ひ,7.35,7.44,7.24,7.44,7.49,-0.14,-1.8692,1.2393,6602801,48327178.0,5633326650.0,3916080000.0
2019-04-09,'600983,需奧ひ,7.49,7.58,7.25,7.25,7.26,0.23,3.168,1.8663,9943566,74089555.0,5740628110.0,3990672000.0
2019-04-08,'600983,需奧ひ,7.26,7.4,7.14,7.36,7.34,-0.08,-1.0899,1.4348,7644655,55351107.0,5564347140.0,3868128000.0
2019-04-04,'600983,需奧ひ,7.34,7.51,7.25,7.25,7.25,0.09,1.2414,1.4524,7738155,56972502.0,5625662260.0,3910752000.0
2019-04-03,'600983,需奧ひ,7.25,7.28,7.16,7.21,7.24,0.01,0.1381,1.0491,5589410,40378115.0,5556682750.0,3862800000.0
2019-04-02,'600983,需奧ひ,7.24,7.38,7.19,7.35,7.32,-0.08,-1.0929,1.288,6862401,49857685.0,5549018360.0,3857472000.0
2019-04-01,'600983,需奧ひ,7.32,7.34,7.1,7.11,7.11,0.21,2.9536,1.4053,7487700,54351243.0,5610333480.0,3900096000.0
2019-03-29,'600983,需奧ひ,7.11,7.14,6.79,6.95,7.02,0.09,1.2821,1.3809,7357193,51488051.0,5449381290.0,3788208000.0
2019-03-28,'600983,需奧ひ,7.02,7.14,6.95,7.12,7.11,-0.09,-1.2658,0.8846,4713400,33067997.0,5380401780.0,3740256000.0
2019-03-27,'600983,需奧ひ,7.11,7.11,6.87,7.07,7.03,0.08,1.138,0.8859,4719999,33184237.0,5449381290.0,3788208000.0
2019-03-26,'600983,需奧ひ,7.03,7.38,6.93,7.38,7.31,-0.28,-3.8304,1.8705,9965995,70825471.0,5388066170.0,3745584000.0
2019-03-25,'600983,需奧ひ,7.31,7.51,7.22,7.28,7.46,-0.15,-2.0107,1.299,6921091,50955353.0,5602669090.0,3894768000.0
2019-03-22,'600983,需奧ひ,7.46,7.55,7.29,7.48,7.42,0.04,0.5391,1.3588,7239547,53755682.0,5717634940.0,3974688000.0
2019-03-21,'600983,需奧ひ,7.42,7.6,7.25,7.27,7.21,0.21,2.9126,2.1367,11384580,84876615.0,5686977380.0,3953376000.0
2019-03-20,'600983,需奧ひ,7.21,7.47,7.12,7.4,7.37,-0.16,-2.171,1.9153,10204944,74405877.0,5526025190.0,3841488000.0
2019-03-19,'600983,需奧ひ,7.37,7.87,7.25,7.39,7.37,0.0,0.0,3.9799,21204820,159457837.0,5648655430.0,3926736000.0
2019-03-18,'600983,需奧ひ,7.37,7.37,6.51,6.6,6.7,0.67,10.0,3.5301,18808343,133917789.0,5648655430.0,3926736000.0
2019-03-15,'600983,需奧ひ,6.7,6.86,6.38,6.39,6.34,0.36,5.6782,1.8869,10053477,66846438.0,5135141300.0,3569760000.0
2019-03-14,'600983,需奧ひ,6.34,6.67,6.29,6.62,6.65,-0.31,-4.6617,1.2259,6531662,42020392.0,4859223260.0,3377952000.0
