»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'200706,Õﬂ÷·B,3.25,3.35,3.22,3.35,3.28,-0.03,-0.9146,0.0232,36800,121416.0,1122689353.5,442271563.5
2019-04-25,'200706,Õﬂ÷·B,3.28,3.35,3.28,3.29,3.33,-0.05,-1.5015,0.0161,25600,84257.0,1133580851.04,446562153.44
2019-04-24,'200706,Õﬂ÷·B,3.33,3.33,3.3,3.33,3.33,0.0,0.0,0.0049,7800,25822.0,1149037752.06,452651235.66
2019-04-23,'200706,Õﬂ÷·B,3.33,3.34,3.3,3.34,3.36,-0.03,-0.8929,0.0162,25700,85037.0,1146356436.06,451594959.66
2019-04-22,'200706,Õﬂ÷·B,3.36,3.38,3.32,3.33,3.38,-0.02,-0.5917,0.0146,23210,77795.2,1155791165.76,455311671.36
2019-04-19,'200706,Õﬂ÷·B,3.38,3.38,3.29,3.38,3.34,0.04,1.1976,0.0338,53640,178547.7,1162902209.04,458112991.44
2019-04-18,'200706,Õﬂ÷·B,3.34,3.38,3.33,3.34,3.36,-0.02,-0.5952,0.0095,15100,50410.0,1146733068.36,451743329.96
2019-04-17,'200706,Õﬂ÷·B,3.36,3.37,3.32,3.32,3.37,-0.01,-0.2967,0.0779,123500,414062.0,1157319757.44,455913843.84
2019-04-16,'200706,Õﬂ÷·B,3.37,3.42,3.3,3.42,3.37,0.0,0.0,0.0303,48100,160441.0,1161469677.72,457548660.92
2019-04-15,'200706,Õﬂ÷·B,3.37,3.46,3.35,3.46,3.43,-0.06,-1.7493,0.0574,91100,306901.0,1160940540.54,457340212.94
2019-04-12,'200706,Õﬂ÷·B,3.43,3.45,3.37,3.37,3.45,-0.02,-0.5797,0.0306,48610,164684.7,1183267206.66,466135566.26
2019-04-11,'200706,Õﬂ÷·B,3.45,3.49,3.36,3.45,3.49,-0.04,-1.1461,0.0498,79000,270523.0,1188847202.4,468333746.4
2019-04-10,'200706,Õﬂ÷·B,3.49,3.5,3.42,3.42,3.48,0.01,0.2874,0.0819,129825,451190.5,1202968155.84,473896546.24
2019-04-09,'200706,Õﬂ÷·B,3.48,3.55,3.46,3.54,3.52,-0.04,-1.1364,0.0301,47800,167011.68,1199114951.76,472378617.36
2019-04-08,'200706,Õﬂ÷·B,3.52,3.57,3.47,3.57,3.52,0.0,0.0,0.0365,57900,204573.0,1213266341.76,477953407.36
2019-04-04,'200706,Õﬂ÷·B,3.52,3.53,3.4,3.41,3.43,0.09,2.6239,0.1588,251798,877746.4,1210644610.56,476920604.16
2019-04-03,'200706,Õﬂ÷·B,3.43,3.45,3.38,3.45,3.42,0.01,0.2924,0.0452,71640,245012.0,1182134853.9,465689487.9
2019-04-02,'200706,Õﬂ÷·B,3.42,3.45,3.33,3.35,3.38,0.04,1.1834,0.0609,96540,327892.0,1178096333.04,464098555.44
