»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'603398,∞Ó±¶“Ê÷«,14.0,14.12,13.46,13.7,13.91,0.09,0.647,1.1932,2525970,34601105.0,2978283000.0,2963828000.0
2019-04-25,'603398,∞Ó±¶“Ê÷«,13.91,14.64,13.9,14.64,14.48,-0.57,-3.9365,1.455,3080340,43801446.0,2959136895.0,2944774820.0
2019-04-24,'603398,∞Ó±¶“Ê÷«,14.48,14.92,14.3,14.88,14.63,-0.15,-1.0253,0.6606,1398600,20210463.0,3080395560.0,3065444960.0
2019-04-23,'603398,∞Ó±¶“Ê÷«,14.63,14.88,14.21,14.39,14.32,0.31,2.1648,1.298,2747871,40215593.0,3112305735.0,3097200260.0
2019-04-22,'603398,∞Ó±¶“Ê÷«,14.32,14.6,14.17,14.6,14.43,-0.11,-0.7623,0.7629,1615002,23166745.0,3046358040.0,3031572640.0
2019-04-19,'603398,∞Ó±¶“Ê÷«,14.43,14.72,14.14,14.71,14.69,-0.26,-1.7699,1.0605,2245200,32397699.0,3069758835.0,3054859860.0
2019-04-18,'603398,∞Ó±¶“Ê÷«,14.69,15.19,14.67,15.19,15.08,-0.39,-2.5862,1.2233,2589800,38355312.0,3125069805.0,3109902380.0
2019-04-17,'603398,∞Ó±¶“Ê÷«,15.08,15.29,14.75,14.75,14.89,0.19,1.276,1.7874,3784000,56917446.0,3208036260.0,3192466160.0
2019-04-16,'603398,∞Ó±¶“Ê÷«,14.89,14.99,14.32,14.32,14.36,0.53,3.6908,1.5753,3334880,49182832.0,3167616705.0,3152242780.0
2019-04-15,'603398,∞Ó±¶“Ê÷«,14.36,14.95,14.28,14.87,14.73,-0.37,-2.5119,1.1327,2397992,35209317.0,3054867420.0,3040040720.0
2019-04-12,'603398,∞Ó±¶“Ê÷«,14.73,14.75,14.34,14.49,14.38,0.35,2.4339,1.6048,3397459,49483546.0,3133579185.0,3118370460.0
2019-04-11,'603398,∞Ó±¶“Ê÷«,14.38,14.39,14.13,14.27,14.17,0.21,1.482,1.0076,2133210,30425454.0,3059122110.0,3044274760.0
2019-04-10,'603398,∞Ó±¶“Ê÷«,14.17,14.41,14.13,14.41,14.43,-0.26,-1.8018,0.9236,1955360,27813079.0,3014447865.0,2999817340.0
2019-04-09,'603398,∞Ó±¶“Ê÷«,14.43,14.5,14.15,14.35,14.35,0.08,0.5575,0.9242,1956580,27992750.0,3069758835.0,3054859860.0
2019-04-08,'603398,∞Ó±¶“Ê÷«,14.35,14.99,14.26,14.8,14.83,-0.48,-3.2367,1.3993,2962322,43063320.0,3052740075.0,3037923700.0
2019-04-04,'603398,∞Ó±¶“Ê÷«,14.83,14.85,14.53,14.7,14.65,0.18,1.2287,1.6303,3451300,50632644.0,3154852635.0,3139540660.0
2019-04-03,'603398,∞Ó±¶“Ê÷«,14.65,15.02,14.38,14.65,14.78,-0.13,-0.8796,2.0549,4350222,64271239.0,3116560425.0,3101434300.0
2019-04-02,'603398,∞Ó±¶“Ê÷«,14.78,15.3,14.75,14.98,15.17,-0.39,-2.5709,2.5255,5346558,79786564.0,3144215910.0,3128955560.0
2019-04-01,'603398,∞Ó±¶“Ê÷«,15.17,15.71,14.75,15.01,15.0,0.17,1.1333,3.9096,8276608,125716360.0,3227182365.0,3211519340.0
