хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'002745,д╬ажи╜,13.34,13.89,13.32,13.45,13.69,-0.35,-2.5566,0.7873,8318857,113156229.92,17037428323.6,14095788852.2
2019-04-25,'002745,д╬ажи╜,13.69,14.36,13.69,14.27,14.4,-0.71,-4.9306,0.9539,10079600,141021173.42,17484437312.6,14465618394.8
2019-04-24,'002745,д╬ажи╜,14.4,14.42,13.63,13.77,13.74,0.66,4.8035,1.3504,14269322,200233107.98,18391226976.0,15215844038.4
2019-04-23,'002745,д╬ажи╜,13.74,14.35,13.7,14.35,14.29,-0.55,-3.8488,1.4236,15042910,208905150.09,17548295739.6,14518451186.6
2019-04-22,'002745,д╬ажи╜,14.29,14.93,14.28,14.83,14.89,-0.6,-4.0296,1.1346,11988351,174275713.81,18250738436.6,15099611896.4
2019-04-19,'002745,д╬ажи╜,14.89,14.97,14.72,14.86,14.86,0.03,0.2019,0.7797,8238500,122073441.0,19017039560.6,15733605398.0
2019-04-18,'002745,д╬ажи╜,14.86,15.1,14.86,15.1,15.06,-0.2,-1.328,0.7575,8004620,119618466.98,18978724504.4,15701905723.0
2019-04-17,'002745,д╬ажи╜,15.06,15.24,15.0,15.14,15.13,-0.07,-0.4627,0.9617,10162102,153464772.82,19234158212.4,15913236890.2
2019-04-16,'002745,д╬ажи╜,15.13,15.14,14.65,14.75,14.84,0.29,1.9542,0.9947,10510071,157134929.48,19323560010.2,15987202798.7
2019-04-15,'002745,д╬ажи╜,14.84,15.23,14.78,15.0,14.88,-0.04,-0.2688,0.7309,7723300,115895991.0,18953181133.6,15680772606.2
2019-04-12,'002745,д╬ажи╜,14.88,15.03,14.52,14.95,14.92,-0.04,-0.2681,0.8434,8912094,131599677.74,19004267875.2,15723038839.7
2019-04-11,'002745,д╬ажи╜,14.92,15.49,14.92,15.45,15.45,-0.53,-3.4304,0.8847,9348650,141271335.6,19055354616.8,15765305073.1
2019-04-10,'002745,д╬ажи╜,15.45,15.54,14.99,15.41,15.45,0.0,0.0,1.0011,10578373,161276819.38,19732253943.0,16325332666.2
