ศีฦฺ,นษฦฑด๚ย๋,ร๛ณฦ,สีลฬผÛ,ื๎ธ฿ผÛ,ื๎ตอผÛ,ฟชลฬผÛ,วฐสีลฬ,ีวต๘ถ๎,ีวต๘ท๙,ปปสึยส,ณษฝปมฟ,ณษฝปฝ๐ถ๎,ืÜสะึต,ม๗อจสะึต
2019-04-26,'600711,สขออฟ๓าต,5.99,6.15,5.99,6.05,6.1,-0.11,-1.8033,2.1476,32151024,194153583.0,10966145939.7,8967343306.95
2019-04-25,'600711,สขออฟ๓าต,6.1,6.51,6.1,6.45,6.47,-0.37,-5.7187,3.0444,45576472,287823741.0,11167527584.7,9132019060.5
2019-04-24,'600711,สขออฟ๓าต,6.47,6.53,6.35,6.43,6.46,0.01,0.1548,2.0189,30223306,194669700.0,11844902208.7,9685928413.35
2019-04-23,'600711,สขออฟ๓าต,6.46,6.59,6.33,6.42,6.51,-0.05,-0.768,3.1832,47654021,306353753.0,11826594786.4,9670957890.3
2019-04-22,'600711,สขออฟ๓าต,6.51,6.91,6.48,6.86,6.65,-0.14,-2.1053,4.0581,60752296,405855362.0,11918131897.8,9745810505.55
2019-04-19,'600711,สขออฟ๓าต,6.65,6.7,6.34,6.53,6.58,0.07,1.0638,4.3373,64931119,422113533.0,12174435809.5,9955397828.25
2019-04-18,'600711,สขออฟ๓าต,6.58,6.76,6.58,6.66,6.63,-0.05,-0.7541,3.0689,45943436,306465051.0,12046283853.7,9850604166.9
2019-04-17,'600711,สขออฟ๓าต,6.63,6.73,6.57,6.65,6.7,-0.07,-1.0448,3.5005,52404301,348764007.0,12137820965.0,9925456782.15
2019-04-16,'600711,สขออฟ๓าต,6.7,6.72,6.37,6.44,6.49,0.21,3.2357,4.3264,64768789,427608627.0,12265972920.9,10030250443.5
2019-04-15,'600711,สขออฟ๓าต,6.49,6.74,6.48,6.69,6.57,-0.08,-1.2177,2.7703,41473536,274765391.0,11881517053.2,9715869459.45
2019-04-12,'600711,สขออฟ๓าต,6.57,6.62,6.49,6.6,6.62,-0.05,-0.7553,3.1239,46765922,306019681.0,12027976431.4,9835633643.85
2019-04-11,'600711,สขออฟ๓าต,6.62,6.85,6.57,6.7,6.73,-0.11,-1.6345,4.3691,65407199,438991679.0,12119513542.7,9910486259.1
2019-04-10,'600711,สขออฟ๓าต,6.73,6.87,6.6,6.73,6.9,-0.17,-2.4638,6.1129,91513828,612578398.0,12320895187.7,10075162012.6
2019-04-09,'600711,สขออฟ๓าต,6.9,7.1,6.82,7.1,7.12,-0.22,-3.0899,6.28,94015583,649338941.0,12632121366.3,10329660904.5
