»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'300415,“¡÷Æ√‹,7.79,8.01,7.78,7.83,7.78,0.01,0.1285,1.2369,3720431,29387838.85,3365280000.0,2343076200.0
2019-04-25,'300415,“¡÷Æ√‹,7.78,8.37,7.78,8.37,8.39,-0.61,-7.2706,1.9192,5772691,46511930.99,3360960000.0,2340068400.0
2019-04-24,'300415,“¡÷Æ√‹,8.39,8.4,8.11,8.18,8.24,0.15,1.8204,1.0706,3220181,26673748.46,3624480000.0,2523544200.0
2019-04-23,'300415,“¡÷Æ√‹,8.24,8.58,8.19,8.49,8.41,-0.17,-2.0214,1.8831,5664071,47231728.68,3559680000.0,2478427200.0
2019-04-22,'300415,“¡÷Æ√‹,8.41,8.84,8.37,8.84,8.71,-0.3,-3.4443,2.0984,6311682,54268277.58,3633120000.0,2529559800.0
2019-04-19,'300415,“¡÷Æ√‹,8.71,8.78,8.43,8.56,8.6,0.11,1.2791,1.8578,5587911,47964313.24,3762720000.0,2619793800.0
2019-04-18,'300415,“¡÷Æ√‹,8.6,8.99,8.6,8.78,8.7,-0.1,-1.1494,2.3623,7105263,62541288.83,3715200000.0,2586708000.0
2019-04-17,'300415,“¡÷Æ√‹,8.7,8.87,8.44,8.58,8.56,0.14,1.6355,2.7712,8335294,72908309.88,3758400000.0,2616786000.0
2019-04-16,'300415,“¡÷Æ√‹,8.56,8.63,8.15,8.23,8.35,0.21,2.515,2.4562,7387720,62507301.2,3697920000.0,2574676800.0
2019-04-15,'300415,“¡÷Æ√‹,8.35,8.81,8.3,8.75,8.39,-0.04,-0.4768,2.1515,6471408,55681582.28,3607200000.0,2511513000.0
2019-04-12,'300415,“¡÷Æ√‹,8.39,8.59,8.26,8.56,8.56,-0.17,-1.986,2.0477,6158947,51659162.84,3624480000.0,2523544200.0
2019-04-11,'300415,“¡÷Æ√‹,8.56,8.85,8.52,8.55,8.53,0.03,0.3517,2.2109,6649862,57673834.6,3697920000.0,2574676800.0
2019-04-10,'300415,“¡÷Æ√‹,8.53,8.82,8.51,8.81,8.85,-0.32,-3.6158,2.8168,8472319,72724829.6,3684960000.0,2565653400.0
2019-04-09,'300415,“¡÷Æ√‹,8.85,8.94,8.62,8.71,8.96,-0.11,-1.2277,2.8476,8565035,75041201.48,3823200000.0,2661903000.0
2019-04-08,'300415,“¡÷Æ√‹,8.96,9.5,8.61,8.69,8.65,0.31,3.5838,6.5913,19825366,179667335.24,3870720000.0,2694988800.0
2019-04-04,'300415,“¡÷Æ√‹,8.65,8.93,8.62,8.85,9.01,-0.36,-3.9956,4.6997,14135848,123610483.61,3736800000.0,2601747000.0
2019-04-03,'300415,“¡÷Æ√‹,9.01,9.02,8.49,8.56,8.83,0.18,2.0385,6.0604,18228559,158033033.54,3892320000.0,2710027800.0
2019-04-02,'300415,“¡÷Æ√‹,8.83,8.83,8.19,8.5,8.03,0.8,9.9626,11.9398,35912465,309010390.98,3814560000.0,2655887400.0
2019-04-01,'300415,“¡÷Æ√‹,8.03,8.03,7.49,7.49,7.3,0.73,10.0,5.1181,15394218,120733210.66,3468960000.0,2415263400.0
2019-03-29,'300415,“¡÷Æ√‹,7.3,7.31,7.06,7.2,7.12,0.18,2.5281,1.3381,4024807,29138120.48,3153600000.0,2195694000.0
2019-03-28,'300415,“¡÷Æ√‹,7.12,7.27,7.07,7.17,7.14,-0.02,-0.2801,0.9336,2807965,20184347.9,3075840000.0,2141553600.0
2019-03-27,'300415,“¡÷Æ√‹,7.14,7.23,6.95,7.16,7.14,0.0,0.0,1.4599,4391180,31145977.2,3084480000.0,2147569200.0
2019-03-26,'300415,“¡÷Æ√‹,7.14,7.5,7.09,7.42,7.41,-0.27,-3.6437,1.8813,5658496,41260698.24,3084480000.0,2147569200.0
2019-03-25,'300415,“¡÷Æ√‹,7.41,7.57,7.4,7.45,7.62,-0.21,-2.7559,1.3149,3954927,29559965.44,3201120000.0,2228779800.0
2019-03-22,'300415,“¡÷Æ√‹,7.62,7.65,7.43,7.58,7.54,0.08,1.061,1.6215,4877106,36853746.37,3291840000.0,2291943600.0
2019-03-21,'300415,“¡÷Æ√‹,7.54,7.66,7.46,7.56,7.51,0.03,0.3995,1.5936,4793215,36372570.3,3257280000.0,2267881200.0
2019-03-20,'300415,“¡÷Æ√‹,7.51,7.68,7.36,7.68,7.67,-0.16,-2.086,1.7936,5394920,40521617.6,3244320000.0,2258857800.0
2019-03-19,'300415,“¡÷Æ√‹,7.67,7.67,7.38,7.4,7.4,0.27,3.6486,2.9785,8958807,67963860.16,3313440000.0,2306982600.0
2019-03-18,'300415,“¡÷Æ√‹,7.4,7.4,7.18,7.3,7.24,0.16,2.2099,1.2672,3811367,27941231.27,3196800000.0,2225772000.0
2019-03-15,'300415,“¡÷Æ√‹,7.24,7.32,7.12,7.19,7.14,0.1,1.4006,1.1487,3454989,24982549.51,3127680000.0,2177647200.0
