»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'603676,Œ¿–≈øµ,12.04,12.22,11.82,11.98,11.95,0.09,0.7531,2.2572,1504685,18145668.0,5092920000.0,802592179.2
2019-04-25,'603676,Œ¿–≈øµ,11.95,12.7,11.87,12.7,12.69,-0.74,-5.8314,3.118,2078485,25576758.0,5054850000.0,796592736.0
2019-04-24,'603676,Œ¿–≈øµ,12.69,12.7,12.44,12.54,12.47,0.22,1.7642,2.2922,1528000,19215541.0,5367870000.0,845921491.2
2019-04-23,'603676,Œ¿–≈øµ,12.47,12.86,12.47,12.86,12.79,-0.32,-2.502,2.7504,1833400,23136022.0,5274810000.0,831256185.6
2019-04-22,'603676,Œ¿–≈øµ,12.79,13.01,12.78,13.01,12.96,-0.17,-1.3117,2.4064,1604106,20639122.0,5410170000.0,852587539.2
2019-04-19,'603676,Œ¿–≈øµ,12.96,13.02,12.8,13.02,12.88,0.08,0.6211,2.6152,1743285,22506023.0,5482080000.0,863919820.8
2019-04-18,'603676,Œ¿–≈øµ,12.88,13.18,12.88,13.18,13.17,-0.29,-2.202,4.268,2845100,36979109.0,5448240000.0,858586982.4
2019-04-17,'603676,Œ¿–≈øµ,13.17,13.26,13.07,13.2,13.18,-0.01,-0.0759,3.4751,2316500,30517698.0,5570910000.0,877918521.6
2019-04-16,'603676,Œ¿–≈øµ,13.18,13.19,12.61,12.9,12.9,0.28,2.1705,4.6413,3093900,39821007.0,5575140000.0,878585126.4
2019-04-15,'603676,Œ¿–≈øµ,12.9,13.27,12.86,13.07,13.0,-0.1,-0.7692,3.7377,2491600,32642063.0,5456700000.0,859920192.0
2019-04-12,'603676,Œ¿–≈øµ,13.0,13.52,12.83,13.43,13.54,-0.54,-3.9882,7.4296,4952600,64918880.0,5499000000.0,866586240.0
2019-04-11,'603676,Œ¿–≈øµ,13.54,14.36,13.5,14.2,14.23,-0.69,-4.8489,8.7689,5845400,81056638.0,5727420000.0,902582899.2
2019-04-10,'603676,Œ¿–≈øµ,14.23,14.36,13.76,13.85,13.87,0.36,2.5955,13.1462,8763300,124192638.0,6019290000.0,948578630.4
2019-04-09,'603676,Œ¿–≈øµ,13.87,14.05,13.68,14.02,13.99,-0.12,-0.8578,6.7811,4520285,62543925.0,5867010000.0,924580857.6
2019-04-08,'603676,Œ¿–≈øµ,13.99,14.0,13.56,13.67,13.64,0.35,2.566,9.646,6430100,88876070.0,5917770000.0,932580115.2
2019-04-04,'603676,Œ¿–≈øµ,13.64,13.85,13.6,13.72,13.73,-0.09,-0.6555,6.2403,4159800,57019946.0,5769720000.0,909248947.2
2019-04-03,'603676,Œ¿–≈øµ,13.73,13.8,13.44,13.6,13.63,0.1,0.7337,6.2484,4165215,56883747.0,5807790000.0,915248390.4
2019-04-02,'603676,Œ¿–≈øµ,13.63,13.87,13.58,13.69,13.64,-0.01,-0.0733,7.5424,5027815,68800833.0,5765490000.0,908582342.4
2019-04-01,'603676,Œ¿–≈øµ,13.64,13.78,13.3,13.35,13.27,0.37,2.7882,7.4466,4963906,67448051.0,5769720000.0,909248947.2
2019-03-29,'603676,Œ¿–≈øµ,13.27,13.31,12.8,13.11,13.07,0.2,1.5302,5.6237,3748800,49233539.0,5613210000.0,884584569.6
2019-03-28,'603676,Œ¿–≈øµ,13.07,13.63,13.0,13.63,13.59,-0.52,-3.8263,6.7963,4530421,60140614.0,5528610000.0,871252473.6
2019-03-27,'603676,Œ¿–≈øµ,13.59,13.64,13.15,13.31,13.16,0.43,3.2675,7.4672,4977692,67150418.0,5748570000.0,905915923.2
2019-03-26,'603676,Œ¿–≈øµ,13.16,14.0,13.0,13.73,13.81,-0.65,-4.7067,7.3596,4905915,66415491.0,5566680000.0,877251916.8
2019-03-25,'603676,Œ¿–≈øµ,13.81,14.07,13.23,13.51,13.73,0.08,0.5827,8.5604,5706419,78541700.0,5841630000.0,920581228.8
2019-03-22,'603676,Œ¿–≈øµ,13.73,14.0,13.5,14.0,14.07,-0.34,-2.4165,10.0487,6698518,91746913.0,5807790000.0,915248390.4
2019-03-21,'603676,Œ¿–≈øµ,14.07,14.32,14.0,14.08,14.38,-0.31,-2.1558,16.0693,10711900,151194458.0,5951610000.0,937912953.6
2019-03-20,'603676,Œ¿–≈øµ,14.38,14.55,13.51,13.61,14.02,0.36,2.5678,24.29,16191821,227345692.0,6082740000.0,958577702.4
2019-03-19,'603676,Œ¿–≈øµ,14.02,14.6,13.18,13.68,13.68,0.34,2.4854,29.2743,19514378,268749171.0,5930460000.0,934579929.6
2019-03-18,'603676,Œ¿–≈øµ,13.68,13.68,12.33,12.33,12.44,1.24,9.9678,19.4947,12995285,172363787.0,5786640000.0,911915366.4
2019-03-15,'603676,Œ¿–≈øµ,12.44,12.49,12.13,12.24,12.09,0.35,2.895,5.3607,3573465,44009206.0,5262120000.0,829256371.2
2019-03-14,'603676,Œ¿–≈øµ,12.09,12.74,11.85,12.6,12.65,-0.56,-4.4269,6.2744,4182543,51125334.0,5114070000.0,805925203.2
2019-03-13,'603676,Œ¿–≈øµ,12.65,13.04,12.49,12.84,12.84,-0.19,-1.4798,7.5816,5053957,64649971.0,5350950000.0,843255072.0
2019-03-12,'603676,Œ¿–≈øµ,12.84,13.1,12.6,12.6,12.59,0.25,1.9857,9.3457,6229857,80044954.0,5431320000.0,855920563.2
2019-03-11,'603676,Œ¿–≈øµ,12.59,12.6,12.2,12.4,12.2,0.39,3.1967,5.9225,3947957,49168328.0,5325570000.0,839255443.2
2019-03-08,'603676,Œ¿–≈øµ,12.2,13.06,12.13,12.88,13.22,-1.02,-7.7156,10.2132,6808170,86118110.0,5160600000.0,813257856.0
2019-03-07,'603676,Œ¿–≈øµ,13.22,13.93,12.45,12.76,12.83,0.39,3.0398,15.488,10324359,134397432.0,5592060000.0,881251545.6
2019-03-06,'603676,Œ¿–≈øµ,12.83,12.88,12.37,12.4,12.4,0.43,3.4677,12.621,8413200,106358758.0,5427090000.0,855253958.4
2019-03-05,'603676,Œ¿–≈øµ,12.4,12.45,12.05,12.13,12.11,0.29,2.3947,9.216,6143400,75776177.0,5245200000.0,826589952.0
2019-03-04,'603676,Œ¿–≈øµ,12.11,12.35,11.91,11.91,11.91,0.2,1.6793,9.1403,6092955,73903309.0,5122530000.0,807258412.8
2019-03-01,'603676,Œ¿–≈øµ,11.91,12.13,11.76,12.1,11.99,-0.08,-0.6672,3.9715,2647400,31453570.0,5037930000.0,793926316.8
2019-02-28,'603676,Œ¿–≈øµ,11.99,12.18,11.76,11.88,11.73,0.26,2.2165,6.429,4285600,51416819.0,5071770000.0,799259155.2
2019-02-27,'603676,Œ¿–≈øµ,11.73,12.1,11.57,11.97,11.97,-0.24,-2.005,7.4365,4957200,58895462.0,4961790000.0,781927430.4
2019-02-26,'603676,Œ¿–≈øµ,11.97,12.47,11.83,12.27,12.03,-0.06,-0.4988,12.4209,8279857,101005823.0,5063310000.0,797925945.6
2019-02-25,'603676,Œ¿–≈øµ,12.03,12.08,11.6,11.62,11.57,0.46,3.9758,11.3617,7573770,90042307.0,5088690000.0,801925574.4
2019-02-22,'603676,Œ¿–≈øµ,11.57,11.64,11.2,11.32,11.37,0.2,1.759,6.2314,4153855,47501635.0,4894110000.0,771261753.6
2019-02-21,'603676,Œ¿–≈øµ,11.37,11.73,11.35,11.67,11.59,-0.22,-1.8982,6.0837,4055455,46872240.0,4809510000.0,757929657.6
2019-02-20,'603676,Œ¿–≈øµ,11.59,11.73,11.42,11.73,11.7,-0.11,-0.9402,4.6266,3084085,35651303.0,4902570000.0,772594963.2
2019-02-19,'603676,Œ¿–≈øµ,11.7,11.77,11.43,11.64,11.7,0.0,0.0,7.5605,5039878,58675014.0,4949100000.0,779927616.0
2019-02-18,'603676,Œ¿–≈øµ,11.7,11.79,11.2,11.2,11.3,0.4,3.5398,9.3737,6248578,72079337.0,4949100000.0,779927616.0
2019-02-15,'603676,Œ¿–≈øµ,11.3,11.79,11.06,11.1,11.18,0.12,1.0733,8.9729,5981385,68345537.0,4779900000.0,753263424.0
2019-02-14,'603676,Œ¿–≈øµ,11.18,11.28,10.95,11.0,11.28,-0.1,-0.8865,5.482,3654300,40688243.0,4729140000.0,745264166.4
2019-02-13,'603676,Œ¿–≈øµ,11.28,11.45,10.9,11.45,11.33,-0.05,-0.4413,10.9397,7292470,81787564.0,4771440000.0,751930214.4
2019-02-12,'603676,Œ¿–≈øµ,11.33,11.33,10.28,10.38,10.3,1.03,10.0,5.6515,3767322,41921425.0,4792590000.0,755263238.4
2019-02-11,'603676,Œ¿–≈øµ,10.3,10.36,9.87,9.87,9.79,0.51,5.2094,3.0728,2048352,20842307.0,4356900000.0,686602944.0
2019-02-01,'603676,Œ¿–≈øµ,9.79,9.8,9.51,9.51,9.47,0.32,3.3791,1.8612,1240700,12033010.0,4141170000.0,652606099.2
2019-01-31,'603676,Œ¿–≈øµ,9.47,10.26,9.39,10.2,10.17,-0.7,-6.883,3.2326,2154900,21018499.0,4005810000.0,631274745.6
2019-01-30,'603676,Œ¿–≈øµ,10.17,10.49,10.15,10.31,10.29,-0.12,-1.1662,1.0833,722100,7462408.0,4301910000.0,677937081.6
2019-01-29,'603676,Œ¿–≈øµ,10.29,10.81,10.11,10.81,10.77,-0.48,-4.4568,2.3335,1555500,16108974.0,4352670000.0,685936339.2
2019-01-28,'603676,Œ¿–≈øµ,10.77,11.06,10.75,11.02,10.95,-0.18,-1.6438,1.4994,999500,10882041.0,4555710000.0,717933369.6
2019-01-25,'603676,Œ¿–≈øµ,10.95,11.18,10.93,11.18,11.11,-0.16,-1.4401,1.8414,1227500,13595152.0,4631850000.0,729932256.0
2019-01-24,'603676,Œ¿–≈øµ,11.11,11.24,11.11,11.15,11.11,0.0,0.0,2.1428,1428400,15931826.0,4699530000.0,740597932.8
2019-01-23,'603676,Œ¿–≈øµ,11.11,11.2,11.06,11.07,11.19,-0.08,-0.7149,1.9733,1315385,14610918.0,4699530000.0,740597932.8
2019-01-22,'603676,Œ¿–≈øµ,11.19,11.43,11.16,11.38,11.46,-0.27,-2.356,3.3639,2242400,25184010.0,4733370000.0,745930771.2
2019-01-21,'603676,Œ¿–≈øµ,11.46,11.69,11.36,11.48,11.5,-0.04,-0.3478,3.2637,2175600,24984775.0,4847580000.0,763929100.8
2019-01-18,'603676,Œ¿–≈øµ,11.5,11.72,11.26,11.36,11.34,0.16,1.4109,4.0282,2685200,30868827.0,4864500000.0,766595520.0
2019-01-17,'603676,Œ¿–≈øµ,11.34,11.65,11.29,11.54,11.72,-0.38,-3.2423,5.3053,3536570,40456046.0,4796820000.0,755929843.2
2019-01-16,'603676,Œ¿–≈øµ,11.72,12.18,11.15,11.2,11.21,0.51,4.5495,8.9981,5998165,69801724.0,4957560000.0,781260825.6
2019-01-15,'603676,Œ¿–≈øµ,11.21,11.24,11.02,11.13,11.13,0.08,0.7188,2.4149,1609800,17919463.0,4741830000.0,747263980.8
2019-01-14,'603676,Œ¿–≈øµ,11.13,11.3,11.08,11.3,11.17,-0.04,-0.3581,2.0551,1369943,15293386.0,4707990000.0,741931142.4
2019-01-11,'603676,Œ¿–≈øµ,11.17,11.19,10.98,11.1,11.09,0.08,0.7214,2.4211,1613900,17920481.0,4724910000.0,744597561.6
2019-01-10,'603676,Œ¿–≈øµ,11.09,11.28,11.07,11.22,11.21,-0.12,-1.0705,2.4626,1641600,18334046.0,4691070000.0,739264723.2
2019-01-09,'603676,Œ¿–≈øµ,11.21,11.36,11.12,11.21,11.23,-0.02,-0.1781,3.3963,2264015,25501572.0,4741830000.0,747263980.8
2019-01-08,'603676,Œ¿–≈øµ,11.23,11.27,11.05,11.27,11.17,0.06,0.5372,2.5778,1718385,19168642.0,4750290000.0,748597190.4
2019-01-07,'603676,Œ¿–≈øµ,11.17,11.23,11.0,11.12,11.03,0.14,1.2693,3.0082,2005300,22277350.0,4724910000.0,744597561.6
2019-01-04,'603676,Œ¿–≈øµ,11.03,11.08,10.7,10.88,10.93,0.1,0.9149,3.4715,2314100,25227152.0,4665690000.0,735265094.4
2019-01-03,'603676,Œ¿–≈øµ,10.93,11.36,10.86,11.27,11.27,-0.34,-3.0169,2.6141,1742557,19153423.0,4623390000.0,728599046.4
2019-01-02,'603676,Œ¿–≈øµ,11.27,11.5,11.25,11.5,11.27,0.0,0.0,1.3498,899800,10200310.0,4767210000.0,751263609.6
2018-12-28,'603676,Œ¿–≈øµ,11.27,11.46,11.27,11.36,11.3,-0.03,-0.2655,1.4097,939730,10643902.0,4767210000.0,751263609.6
2018-12-27,'603676,Œ¿–≈øµ,11.3,11.66,11.26,11.63,11.44,-0.14,-1.2238,2.1605,1440200,16516940.0,4779900000.0,753263424.0
2018-12-26,'603676,Œ¿–≈øµ,11.44,11.74,11.41,11.46,11.6,-0.16,-1.3793,1.8836,1255600,14497792.0,4839120000.0,762595891.2
2018-12-25,'603676,Œ¿–≈øµ,11.6,11.68,11.31,11.62,11.79,-0.19,-1.6115,3.022,2014485,23184974.0,4906800000.0,773261568.0
2018-12-24,'603676,Œ¿–≈øµ,11.79,11.95,11.36,11.5,11.53,0.26,2.255,3.4278,2285008,26773702.0,4987170000.0,785927059.2
