хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'603713,цэ╤Ш©кню,39.82,40.48,38.35,38.4,39.0,0.82,2.1026,6.3322,2413836,96228141.0,6071514042.88,1517938400.0
2019-04-25,'603713,цэ╤Ш©кню,39.0,41.21,38.85,41.21,41.21,-2.21,-5.3628,7.1189,2713729,108228919.0,5946485376.0,1486680000.0
2019-04-24,'603713,цэ╤Ш©кню,41.21,41.58,40.5,41.58,41.15,0.06,0.1458,3.5623,1357941,55532589.0,6283452880.64,1570925200.0
2019-04-23,'603713,цэ╤Ш©кню,41.15,41.98,40.82,41.78,41.43,-0.28,-0.6758,3.2159,1225900,50771498.0,6274304441.6,1568638000.0
2019-04-22,'603713,цэ╤Ш©кню,41.43,43.28,41.33,42.88,42.88,-1.45,-3.3815,4.1131,1567900,65829146.0,6316997157.12,1579311600.0
2019-04-19,'603713,цэ╤Ш©кню,42.88,43.84,42.42,42.72,43.32,-0.44,-1.0157,3.1479,1199997,51604971.0,6538084433.92,1634585600.0
2019-04-18,'603713,цэ╤Ш©кню,43.32,43.8,42.6,43.58,43.58,-0.26,-0.5966,4.0078,1527756,66071125.0,6605172986.88,1651358400.0
2019-04-17,'603713,цэ╤Ш©кню,43.58,44.22,42.9,44.22,44.18,-0.6,-1.3581,4.472,1704714,74153638.0,6644816222.72,1661269600.0
2019-04-16,'603713,цэ╤Ш©кню,44.18,44.3,42.05,43.0,43.28,0.9,2.0795,5.9203,2256803,97563043.0,6736300613.12,1684141600.0
2019-04-15,'603713,цэ╤Ш©кню,43.28,46.02,43.0,45.75,44.74,-1.46,-3.2633,6.7811,2584960,114697548.0,6599074027.52,1649833600.0
2019-04-12,'603713,цэ╤Ш©кню,44.74,45.72,44.01,44.8,44.67,0.07,0.1567,4.8938,1865500,83462983.0,6821686044.16,1705488800.0
2019-04-11,'603713,цэ╤Ш©кню,44.67,47.59,44.67,46.24,46.5,-1.83,-3.9355,6.0476,2305327,105657126.0,6811012865.28,1702820400.0
2019-04-10,'603713,цэ╤Ш©кню,46.5,47.85,44.65,46.34,45.82,0.68,1.4841,7.8153,2979210,137655569.0,7090040256.0,1772580000.0
2019-04-09,'603713,цэ╤Ш©кню,45.82,48.3,45.62,47.16,47.95,-2.13,-4.4421,9.635,3672859,171274557.0,6986357946.88,1746658400.0
2019-04-08,'603713,цэ╤Ш©кню,47.95,50.13,47.27,47.28,45.57,2.38,5.2227,18.545,7069373,342123275.0,7311127532.8,1827854000.0
