�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-04-26,'603605,賙應捇,61.3,61.79,59.3,60.88,60.72,0.58,0.9552,3.9815,2472166,149742152.0,12343508990.0,3806227340.0
2019-04-25,'603605,賙應捇,60.72,63.62,60.56,61.0,60.74,-0.02,-0.0329,3.9215,2434956,150563956.0,12226718856.0,3770214096.0
2019-04-24,'603605,賙應捇,60.74,61.86,60.22,61.78,61.4,-0.66,-1.0749,2.9488,1830961,111650244.0,12230746102.0,3771455932.0
2019-04-23,'603605,賙應捇,61.4,63.05,60.72,61.4,61.01,0.39,0.6392,3.9267,2438182,150509116.0,12363645220.0,3812436520.0
2019-04-22,'603605,賙應捇,61.01,63.7,60.18,62.88,62.88,-1.87,-2.9739,4.8532,3013454,185534593.0,12285113923.0,3788220718.0
2019-04-19,'603605,賙應捇,62.88,64.68,60.1,64.0,63.91,-1.03,-1.6116,6.4445,4001485,248303112.0,12661661424.0,3904332384.0
2019-04-18,'603605,賙應捇,63.91,65.35,63.8,65.35,64.95,-1.04,-1.6012,2.1837,1355913,87127276.0,12869064593.0,3968286938.0
2019-04-17,'603605,賙應捇,64.95,66.0,64.0,65.74,65.45,-0.5,-0.7639,2.6851,1667236,108235026.0,13078481385.0,4032862410.0
2019-04-16,'603605,賙應捇,65.45,65.58,63.7,64.1,63.7,1.75,2.7473,2.8411,1764105,114061976.0,13179162535.0,4063908310.0
2019-04-15,'603605,賙應捇,63.7,67.49,63.13,66.88,66.05,-2.35,-3.5579,4.652,2888481,187299666.0,12826778510.0,3955247660.0
2019-04-12,'603605,賙應捇,66.05,67.33,65.3,66.95,67.0,-0.95,-1.4179,2.3525,1460689,96589475.0,13299979915.0,4101163390.0
2019-04-11,'603605,賙應捇,67.0,69.99,65.2,69.68,70.25,-3.25,-4.6263,4.8402,3005354,202203602.0,13491274100.0,4160150600.0
2019-04-10,'603605,賙應捇,70.25,72.76,69.58,71.1,71.43,-1.18,-1.652,2.5041,1554818,110283069.0,14145701575.0,4361948950.0
2019-04-09,'603605,賙應捇,71.43,71.5,68.2,68.77,69.25,2.18,3.148,2.6934,1672371,118178879.0,14383309089.0,4435217274.0
2019-04-08,'603605,賙應捇,69.25,70.82,66.84,69.2,69.41,-0.16,-0.2305,4.2566,2642982,180576627.0,13944339275.0,4299857150.0
2019-04-04,'603605,賙應捇,69.41,71.99,68.55,70.25,70.18,-0.77,-1.0972,3.354,2082566,145766354.0,13976557243.0,4309791838.0
2019-04-03,'603605,賙應捇,70.18,71.42,67.05,67.94,68.5,1.68,2.4526,4.2939,2666186,184238903.0,14131606214.0,4357602524.0
2019-04-02,'603605,賙應捇,68.5,69.0,66.84,68.56,69.4,-0.9,-1.2968,6.5813,4086454,276059007.0,13793317550.0,4253288300.0
2019-04-01,'603605,賙應捇,69.4,74.5,67.49,69.35,69.37,0.03,0.0432,6.3974,3972261,279499517.0,13974543620.0,4309170920.0
2019-03-29,'603605,賙應捇,69.37,69.97,62.01,62.8,63.61,5.76,9.0552,5.8947,3660115,243638313.0,13968502751.0,4307308166.0
2019-03-28,'603605,賙應捇,63.61,65.68,62.25,63.01,63.01,0.6,0.9522,3.3462,2077729,133645835.0,12808655903.0,3949659398.0
2019-03-27,'603605,賙應捇,63.01,63.17,59.33,59.33,59.26,3.75,6.328,3.2949,2045893,125697582.0,12687838523.0,3912404318.0
2019-03-26,'603605,賙應捇,59.26,61.59,58.5,61.11,60.51,-1.25,-2.0658,2.6987,1675700,99895169.0,11932729898.0,3679560068.0
2019-03-25,'603605,賙應捇,60.51,63.94,59.49,59.99,61.1,-0.59,-0.9656,2.7428,1703041,104852541.0,12184432773.0,3757174818.0
2019-03-22,'603605,賙應捇,61.1,61.49,57.8,58.01,58.3,2.8,4.8027,3.8389,2383634,141787114.0,12303236530.0,3793808980.0
2019-03-21,'603605,賙應捇,58.3,59.0,57.78,59.0,59.08,-0.78,-1.3202,3.0688,1905464,110876031.0,11739422090.0,3619951940.0
2019-03-20,'603605,賙應捇,59.08,59.5,57.85,58.29,59.29,-0.21,-0.3542,2.9975,1861189,109056845.0,11896484684.0,3668383544.0
2019-03-19,'603605,賙應捇,59.29,63.8,58.8,60.12,61.5,-2.21,-3.5935,4.6669,2897737,176225639.0,11938770767.0,3681422822.0
2019-03-18,'603605,賙應捇,61.5,61.5,57.19,57.29,56.5,5.0,8.8496,4.5194,2806195,166465954.0,12383781450.0,3818645700.0
2019-03-15,'603605,賙應捇,56.5,57.49,53.63,54.55,53.5,3.0,5.6075,3.2011,1987645,111247327.0,11376969950.0,3508186700.0
