»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'000629,≈ ∏÷∑∞Ó—,3.58,3.65,3.57,3.63,3.65,-0.07,-1.9178,1.3853,66043400,237776788.6,30751291403.2,17067086740.7
2019-04-25,'000629,≈ ∏÷∑∞Ó—,3.65,3.81,3.65,3.8,3.78,-0.13,-3.4392,1.9652,93688337,348380757.49,31352573637.3,17400800727.2
2019-04-24,'000629,≈ ∏÷∑∞Ó—,3.78,3.78,3.71,3.74,3.73,0.05,1.3405,1.3052,62222196,233494712.39,32469240643.6,18020555273.7
2019-04-23,'000629,≈ ∏÷∑∞Ó—,3.73,3.81,3.7,3.78,3.8,-0.07,-1.8421,1.7153,81772669,306492643.31,32039753333.5,17782188140.5
2019-04-22,'000629,≈ ∏÷∑∞Ó—,3.8,3.94,3.78,3.9,3.91,-0.11,-2.8133,2.9644,141321164,543975114.98,32641035567.6,18115902127.0
2019-04-19,'000629,≈ ∏÷∑∞Ó—,3.91,3.92,3.73,3.77,3.77,0.14,3.7135,3.924,187070191,719001045.55,33585907649.8,18640309820.2
2019-04-18,'000629,≈ ∏÷∑∞Ó—,3.77,3.81,3.75,3.77,3.78,-0.01,-0.2646,1.4876,70918868,267624409.68,32383343181.5,17972881847.0
2019-04-17,'000629,≈ ∏÷∑∞Ó—,3.78,3.81,3.77,3.79,3.81,-0.03,-0.7874,1.8334,87406481,331003816.23,32469240643.6,18020555273.7
2019-04-16,'000629,≈ ∏÷∑∞Ó—,3.81,3.82,3.65,3.72,3.74,0.07,1.8717,2.5564,121872020,458357622.09,32726933029.6,18163575553.7
2019-04-15,'000629,≈ ∏÷∑∞Ó—,3.74,3.88,3.73,3.86,3.78,-0.04,-1.0582,2.0685,98612768,375349040.17,32125650795.5,17829861567.1
2019-04-12,'000629,≈ ∏÷∑∞Ó—,3.78,3.81,3.72,3.79,3.82,-0.04,-1.0471,1.9049,90815036,341566924.78,32469240643.6,18020555273.7
2019-04-11,'000629,≈ ∏÷∑∞Ó—,3.82,3.93,3.8,3.86,3.8,0.02,0.5263,3.4297,163506786,631714809.37,32812830491.6,18211248980.3
2019-04-10,'000629,≈ ∏÷∑∞Ó—,3.8,3.84,3.75,3.82,3.86,-0.06,-1.5544,2.6469,126188780,477372889.55,32641035567.6,18115902127.0
2019-04-09,'000629,≈ ∏÷∑∞Ó—,3.86,3.95,3.83,3.95,3.99,-0.13,-3.2581,3.8713,184560444,714315828.88,33156420339.7,18401942686.9
2019-04-08,'000629,≈ ∏÷∑∞Ó—,3.99,4.03,3.87,3.91,3.86,0.13,3.3679,6.4958,309676095,1225128548.67,34273087346.0,19021697233.3
2019-04-04,'000629,≈ ∏÷∑∞Ó—,3.86,3.95,3.78,3.79,3.81,0.05,1.3123,4.3798,208801852,807061440.48,33156420339.7,18401942686.9
2019-04-03,'000629,≈ ∏÷∑∞Ó—,3.81,3.96,3.8,3.83,3.75,0.06,1.6,5.1533,245673628,948153355.82,32726933029.6,18163575553.7
2019-04-02,'000629,≈ ∏÷∑∞Ó—,3.75,3.79,3.66,3.72,3.72,0.03,0.8065,3.5756,170463427,633702623.31,32211548257.5,17877534993.8
2019-04-01,'000629,≈ ∏÷∑∞Ó—,3.72,3.78,3.58,3.59,3.56,0.16,4.4944,3.1794,151572667,558079808.84,31953855871.4,17734514713.8
2019-03-29,'000629,≈ ∏÷∑∞Ó—,3.56,3.58,3.47,3.5,3.49,0.07,2.0057,1.7531,83576009,295797141.01,30579496479.1,16971739887.4
