»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'300618,∫Æ»ÒÓ‹“µ,78.17,81.4,76.0,81.4,80.28,-2.11,-2.6283,3.7498,4274225,336251247.95,15008640000.0,8910129280.0
2019-04-25,'300618,∫Æ»ÒÓ‹“µ,80.28,83.51,80.0,83.5,83.5,-3.22,-3.8563,2.9142,3321752,270942102.4,15413760000.0,9150635520.0
2019-04-24,'300618,∫Æ»ÒÓ‹“µ,83.5,83.55,81.3,81.32,81.82,1.68,2.0533,2.7008,3078440,254034926.33,16032000000.0,9517664000.0
2019-04-23,'300618,∫Æ»ÒÓ‹“µ,81.82,83.33,80.6,83.33,82.79,-0.97,-1.1716,3.8196,4353690,355547160.58,15709440000.0,9326170880.0
2019-04-22,'300618,∫Æ»ÒÓ‹“µ,82.79,88.95,82.18,88.95,87.95,-5.16,-5.867,6.7186,7658114,642132931.54,15895680000.0,9436735360.0
2019-04-19,'300618,∫Æ»ÒÓ‹“µ,87.95,90.4,87.3,89.24,89.74,-1.79,-1.9947,4.281,4879637,429999223.69,16886400000.0,10024892800.0
2019-04-18,'300618,∫Æ»ÒÓ‹“µ,89.74,92.0,89.02,92.0,92.65,-2.91,-3.1409,4.4509,5073334,456911740.56,17230080000.0,10228924160.0
2019-04-17,'300618,∫Æ»ÒÓ‹“µ,92.65,94.95,91.99,92.0,91.79,0.86,0.9369,5.3201,6064092,565297067.57,17788800000.0,10560617600.0
2019-04-16,'300618,∫Æ»ÒÓ‹“µ,91.79,91.8,87.61,89.6,89.7,2.09,2.33,5.4652,6229414,559693517.6,17623680000.0,10462591360.0
2019-04-15,'300618,∫Æ»ÒÓ‹“µ,89.7,93.5,88.9,93.0,91.19,-1.49,-1.634,5.4516,6213965,560999201.54,17222400000.0,10224364800.0
2019-04-12,'300618,∫Æ»ÒÓ‹“µ,91.19,93.08,88.51,91.0,91.78,-0.59,-0.6428,4.6541,5304984,482256347.12,17508480000.0,10394200960.0
2019-04-11,'300618,∫Æ»ÒÓ‹“µ,91.78,94.15,89.41,89.41,89.46,2.32,2.5933,6.405,7300638,670314465.7,17621760000.0,10461451520.0
2019-04-10,'300618,∫Æ»ÒÓ‹“µ,89.46,94.99,89.27,90.0,99.1,-9.64,-9.7275,11.0781,12627206,1157211364.48,17176320000.0,10197008640.0
2019-04-09,'300618,∫Æ»ÒÓ‹“µ,99.1,103.0,98.61,101.0,103.88,-4.78,-4.6015,6.8052,7756797,776862354.81,19027200000.0,11295814400.0
2019-04-08,'300618,∫Æ»ÒÓ‹“µ,103.88,105.1,99.12,103.91,100.91,2.97,2.9432,9.1915,10476891,1072909510.43,19944960000.0,11840657920.0
2019-04-04,'300618,∫Æ»ÒÓ‹“µ,100.91,106.58,100.8,102.6,98.5,2.41,2.4467,10.1805,11604089,1199456682.66,19374720000.0,11502125440.0
2019-04-03,'300618,∫Æ»ÒÓ‹“µ,98.5,103.5,92.0,92.71,95.0,3.5,3.6842,12.9155,14721614,1447261332.31,18912000000.0,11227424000.0
2019-04-02,'300618,∫Æ»ÒÓ‹“µ,95.0,95.92,87.2,90.0,87.2,7.8,8.945,15.0263,17127572,1548950209.82,18240000000.0,10828480000.0
2019-04-01,'300618,∫Æ»ÒÓ‹“µ,87.2,87.2,81.85,81.85,79.27,7.93,10.0038,13.0128,14832553,1263697231.27,16742400000.0,9939404800.0
2019-03-29,'300618,∫Æ»ÒÓ‹“µ,79.27,79.49,76.85,77.09,77.8,1.47,1.8895,3.5263,4019412,315451609.63,15219840000.0,9035511680.0
2019-03-28,'300618,∫Æ»ÒÓ‹“µ,77.8,78.99,77.54,78.0,77.52,0.28,0.3612,2.7754,3163480,247656870.09,14937600000.0,8867955200.0
2019-03-27,'300618,∫Æ»ÒÓ‹“µ,77.52,79.55,76.0,78.3,77.96,-0.44,-0.5644,3.8704,4411592,342056896.67,14883840000.0,8836039680.0
2019-03-26,'300618,∫Æ»ÒÓ‹“µ,77.96,79.84,77.27,77.27,77.02,0.94,1.2205,4.1072,4681542,367975063.0,14968320000.0,8886192640.0
2019-03-25,'300618,∫Æ»ÒÓ‹“µ,77.02,78.85,77.0,78.0,79.09,-2.07,-2.6173,3.3422,3809543,296436334.93,14787840000.0,8779047680.0
2019-03-22,'300618,∫Æ»ÒÓ‹“µ,79.09,80.6,78.0,80.6,80.18,-1.09,-1.3594,3.5419,4037255,319252239.9,15185280000.0,9014994560.0
2019-03-21,'300618,∫Æ»ÒÓ‹“µ,80.18,81.53,79.53,80.53,80.6,-0.42,-0.5211,4.0213,4583680,368694678.17,15394560000.0,9139237120.0
2019-03-20,'300618,∫Æ»ÒÓ‹“µ,80.6,82.76,79.57,82.71,83.07,-2.47,-2.9734,5.2829,6021675,486652422.35,15475200000.0,9187110400.0
2019-03-19,'300618,∫Æ»ÒÓ‹“µ,83.07,85.01,82.45,85.0,84.87,-1.8,-2.1209,5.8417,6658583,553974961.4,15949440000.0,9468650880.0
2019-03-18,'300618,∫Æ»ÒÓ‹“µ,84.87,85.1,81.5,81.5,80.97,3.9,4.8166,9.0108,10270882,857190501.53,16295040000.0,9673822080.0
2019-03-15,'300618,∫Æ»ÒÓ‹“µ,80.97,82.75,80.0,82.6,81.5,-0.53,-0.6503,4.9263,5615237,453871868.43,15546240000.0,9229284480.0
2019-03-14,'300618,∫Æ»ÒÓ‹“µ,81.5,84.23,79.37,79.95,80.2,1.3,1.6209,8.716,9934814,815970853.65,15648000000.0,9289696000.0
2019-03-13,'300618,∫Æ»ÒÓ‹“µ,80.2,81.86,78.27,79.0,78.26,1.94,2.4789,7.6843,8758828,703373574.67,15398400000.0,9141516800.0
2019-03-12,'300618,∫Æ»ÒÓ‹“µ,78.26,80.0,77.37,78.41,78.21,0.05,0.0639,5.101,5814331,457692139.86,15025920000.0,8920387840.0
2019-03-11,'300618,∫Æ»ÒÓ‹“µ,78.21,78.23,74.25,74.25,76.17,2.04,2.6782,4.5437,5179070,399524906.76,15016320000.0,8914688640.0
2019-03-08,'300618,∫Æ»ÒÓ‹“µ,76.17,80.9,76.17,80.9,82.48,-6.31,-7.6503,7.6706,8743246,688516974.74,14624640000.0,8682161280.0
2019-03-07,'300618,∫Æ»ÒÓ‹“µ,82.48,84.61,79.48,81.31,81.49,0.99,1.2149,8.8267,10061053,827150101.12,15836160000.0,9401400320.0
2019-03-06,'300618,∫Æ»ÒÓ‹“µ,81.49,82.29,80.13,80.13,79.88,1.61,2.0155,8.354,9522236,774209386.12,15646080000.0,9288556160.0
2019-03-05,'300618,∫Æ»ÒÓ‹“µ,79.88,79.9,78.4,79.01,80.35,-0.47,-0.5849,5.9318,6761317,534022526.89,15336960000.0,9105041920.0
2019-03-04,'300618,∫Æ»ÒÓ‹“µ,80.35,82.82,79.69,80.34,80.33,0.02,0.0249,7.4326,8471992,685610969.4,15427200000.0,9158614400.0
2019-03-01,'300618,∫Æ»ÒÓ‹“µ,80.33,80.99,78.75,80.22,79.85,0.48,0.6011,3.8608,4400746,351140473.42,15423360000.0,9156334720.0
2019-02-28,'300618,∫Æ»ÒÓ‹“µ,79.85,80.69,78.3,79.9,79.18,0.67,0.8462,4.0321,4595905,364512336.35,15331200000.0,9101622400.0
2019-02-27,'300618,∫Æ»ÒÓ‹“µ,79.18,84.48,78.51,81.02,82.23,-3.05,-3.7091,7.7883,8877438,720674669.35,15202560000.0,9025253120.0
2019-02-26,'300618,∫Æ»ÒÓ‹“µ,82.23,85.58,75.73,77.81,77.8,4.43,5.6941,12.4848,14230724,1149190802.06,15788160000.0,9372904320.0
2019-02-25,'300618,∫Æ»ÒÓ‹“µ,77.8,77.8,72.86,72.88,72.25,5.55,7.6817,8.8398,10076014,761456757.08,14937600000.0,8867955200.0
2019-02-22,'300618,∫Æ»ÒÓ‹“µ,72.25,72.44,70.32,71.35,71.95,0.3,0.417,4.2994,4900630,349298237.26,13872000000.0,8235344000.0
2019-02-21,'300618,∫Æ»ÒÓ‹“µ,71.95,73.79,71.11,73.5,73.0,-1.05,-1.4384,5.5844,6365297,459527199.61,13814400000.0,8201148800.0
