�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-04-26,'002032,劼 眼 嫌,69.12,71.38,64.6,66.51,67.6,1.52,2.2485,0.5737,3133988,215292086.3,56764382515.2,37756225336.3
2019-04-25,'002032,劼 眼 嫌,67.6,71.0,66.85,70.98,74.28,-6.68,-8.993,0.8745,4776938,327847637.84,55516091696.0,36925937973.6
2019-04-24,'002032,劼 眼 嫌,74.28,74.69,72.7,73.9,74.19,0.09,0.1213,0.325,1775291,130708591.11,61002001348.8,40574832436.1
2019-04-23,'002032,劼 眼 嫌,74.19,74.8,73.15,74.49,74.84,-0.65,-0.8685,0.2676,1461908,108408576.55,60928089392.4,40525670684.3
2019-04-22,'002032,劼 眼 嫌,74.84,77.95,74.56,77.95,77.42,-2.58,-3.3325,0.2237,1221999,92418702.82,61461897966.4,40880727780.2
2019-04-19,'002032,劼 眼 嫌,77.42,82.59,74.01,75.07,75.14,2.28,3.0343,0.3026,1652897,125877002.93,63580707383.2,42290031330.1
2019-04-18,'002032,劼 眼 嫌,75.14,77.38,73.62,74.44,73.8,1.34,1.8157,0.2934,1602446,121808354.64,61708271154.4,41044600286.0
2019-04-17,'002032,劼 眼 嫌,73.8,74.5,72.72,72.99,73.2,0.6,0.8197,0.2136,1166522,85999702.67,60607804248.0,40312636426.8
2019-04-16,'002032,劼 眼 嫌,73.2,73.38,71.1,71.3,71.57,1.63,2.2775,0.2632,1437655,104086250.25,60115057872.0,39984891415.2
2019-04-15,'002032,劼 眼 嫌,71.57,74.58,71.5,73.65,72.53,-0.96,-1.3236,0.3298,1801658,131113386.17,58776430217.2,39094517467.0
2019-04-12,'002032,劼 眼 嫌,72.53,73.48,71.44,72.56,72.9,-0.37,-0.5075,0.1987,1085442,78752071.35,59564824418.8,39618909485.6
2019-04-11,'002032,劼 眼 嫌,72.9,76.5,72.0,76.5,77.08,-4.18,-5.4229,0.5103,2787323,206998179.71,59868684684.0,39821018909.4
2019-04-10,'002032,劼 眼 嫌,77.08,77.08,71.42,72.27,72.42,4.66,6.4347,0.6849,3741015,279439584.06,63301484436.8,42104309156.9
2019-04-09,'002032,劼 眼 嫌,72.42,73.4,71.5,72.79,72.79,-0.37,-0.5083,0.4101,2240188,161570519.54,59474487583.2,39558822900.1
2019-04-08,'002032,劼 眼 嫌,72.79,74.02,71.55,72.52,72.53,0.26,0.3585,0.5542,3027264,220638938.66,59778347848.4,39760932323.9
2019-04-04,'002032,劼 眼 嫌,72.53,73.91,72.11,73.1,73.27,-0.74,-1.01,0.4601,2513364,183396539.83,59564824418.8,39618909485.6
2019-04-03,'002032,劼 眼 嫌,73.27,74.76,72.16,73.7,75.27,-2.0,-2.6571,0.6002,3278625,239721011.46,60172544949.2,40023128333.2
2019-04-02,'002032,劼 眼 嫌,75.27,75.9,71.47,74.35,74.6,0.67,0.8981,0.6271,3425324,251151166.24,61815032869.2,41115611705.2
2019-04-01,'002032,劼 眼 嫌,74.6,77.13,73.12,74.83,75.03,-0.43,-0.5731,0.7031,3840602,286742970.93,61264799416.0,40749629775.6
2019-03-29,'002032,劼 眼 嫌,75.03,75.66,69.38,69.66,69.0,6.03,8.7391,0.6221,3398304,248235935.39,61617934318.8,40984513700.6
2019-03-28,'002032,劼 眼 嫌,69.0,71.79,65.34,66.13,66.19,2.81,4.2454,0.596,3255720,226153181.96,56665833240.0,37690676334.0
2019-03-27,'002032,劼 眼 嫌,66.19,66.79,63.01,63.6,63.76,2.43,3.8112,0.4111,2245465,146724649.93,54358137712.4,36155737196.3
2019-03-26,'002032,劼 眼 嫌,63.76,64.88,62.65,64.0,63.66,0.1,0.1571,0.2202,1202691,76721101.74,52362514889.6,34828369899.4
2019-03-25,'002032,劼 眼 嫌,63.66,64.65,63.2,64.15,64.81,-1.15,-1.7744,0.2483,1356367,86689387.31,52280390493.6,34773745730.8
2019-03-22,'002032,劼 眼 嫌,64.81,65.28,63.66,64.23,64.8,0.01,0.0154,0.2197,1200168,77329615.42,53224821047.6,35401923669.7
2019-03-21,'002032,劼 眼 嫌,64.8,65.99,64.33,65.68,65.65,-0.85,-1.2947,0.193,1054298,68505814.71,53216608608.0,35396461252.8
2019-03-20,'002032,劼 眼 嫌,65.65,66.28,64.77,64.77,65.56,0.09,0.1373,0.2091,1142393,74884165.08,53914665974.0,35860766685.9
2019-03-19,'002032,劼 眼 嫌,65.56,67.39,65.16,66.81,66.88,-1.32,-1.9737,0.2109,1151838,75855738.59,53840754017.6,35811604934.2
2019-03-18,'002032,劼 眼 嫌,66.88,66.9,63.2,63.2,63.84,3.04,4.7619,0.475,2594747,169935164.22,54924796044.8,36532643959.7
2019-03-15,'002032,劼 眼 嫌,63.84,64.59,61.66,62.19,61.83,2.01,3.2508,0.4516,2467000,156101457.56,52428214406.4,34872069234.2
2019-03-14,'002032,劼 眼 嫌,61.83,63.25,61.15,62.12,62.4,-0.57,-0.9135,0.2595,1417425,87986211.13,50777514046.8,33774123445.4
2019-03-13,'002032,劼 眼 嫌,62.4,64.05,61.0,62.12,62.46,-0.06,-0.0961,0.5669,3096629,194047297.96,51245623104.0,34085481206.4
2019-03-12,'002032,劼 眼 嫌,62.46,63.0,61.13,62.8,62.55,-0.09,-0.1439,0.5668,3096176,192869042.03,51294897741.6,34118255707.6
2019-03-11,'002032,劼 眼 嫌,62.55,63.05,62.02,62.75,62.66,-0.11,-0.1756,0.4365,2384399,148923352.46,51368809698.0,34167417459.3
2019-03-08,'002032,劼 眼 嫌,62.66,63.55,61.5,63.0,63.6,-0.94,-1.478,0.5203,2841954,177967713.95,51459146533.6,34227504044.8
2019-03-07,'002032,劼 眼 嫌,63.6,65.04,63.0,64.23,64.9,-1.3,-2.0031,0.3969,2168218,138297303.18,52231115856.0,34740971229.6
2019-03-06,'002032,劼 眼 嫌,64.9,65.79,62.8,65.79,65.92,-1.02,-1.5473,0.4912,2683341,171898462.58,53298733004.0,35451085421.4
2019-03-05,'002032,劼 眼 嫌,65.92,66.9,65.0,65.49,66.07,-0.15,-0.227,0.2732,1492333,98409195.19,54136401843.2,36008251941.1
2019-03-04,'002032,劼 眼 嫌,66.07,67.93,63.54,64.5,64.56,1.51,2.3389,0.5868,3205523,211298398.8,54259588437.2,36090188194.0
2019-03-01,'002032,劼 眼 嫌,64.56,64.56,61.11,61.49,61.5,3.06,4.9756,0.4141,2262121,143139211.88,53019510057.6,35265363248.2
2019-02-28,'002032,劼 眼 嫌,61.5,61.8,60.42,60.85,61.16,0.34,0.5559,0.2415,1318919,80678030.95,50506503540.0,33593863689.0
2019-02-27,'002032,劼 眼 嫌,61.16,62.45,58.85,62.45,59.55,1.61,2.7036,0.5272,2879696,175287180.93,50227280593.6,33408141515.8
2019-02-26,'002032,劼 眼 嫌,59.55,64.0,59.0,59.5,58.85,0.7,1.1895,0.6901,3769879,229407764.95,48905077818.0,32528692401.3
