»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'002551,…–»Ÿ“Ω¡∆,5.94,6.04,5.89,5.93,5.93,0.01,0.1686,0.9042,6267110,37464258.77,4193152409.16,4117169176.56
2019-04-25,'002551,…–»Ÿ“Ω¡∆,5.93,6.29,5.91,6.29,6.31,-0.38,-6.0222,1.3678,9480902,57635154.91,4186093230.02,4110237915.32
2019-04-24,'002551,…–»Ÿ“Ω¡∆,6.31,6.32,6.18,6.24,6.21,0.1,1.6103,0.7402,5130739,32091126.58,4454342037.34,4373625842.44
2019-04-23,'002551,…–»Ÿ“Ω¡∆,6.21,6.45,6.2,6.45,6.44,-0.23,-3.5714,1.1117,7705652,48677526.31,4383750245.94,4304313230.04
2019-04-22,'002551,…–»Ÿ“Ω¡∆,6.44,6.62,6.43,6.58,6.52,-0.08,-1.227,1.2495,8660923,56567698.52,4546111366.16,4463732238.56
2019-04-19,'002551,…–»Ÿ“Ω¡∆,6.52,6.52,6.38,6.48,6.42,0.1,1.5576,1.2648,8767004,56596502.84,4602584799.28,4519182328.48
2019-04-18,'002551,…–»Ÿ“Ω¡∆,6.42,6.61,6.4,6.55,6.53,-0.11,-1.6845,1.4289,9903904,64238651.01,4531993007.88,4449869716.08
2019-04-17,'002551,…–»Ÿ“Ω¡∆,6.53,6.76,6.48,6.53,6.44,0.09,1.3975,2.4147,16736791,110638109.36,4609643978.42,4526113589.72
2019-04-16,'002551,…–»Ÿ“Ω¡∆,6.44,6.45,6.2,6.38,6.34,0.1,1.5773,1.1521,7985338,50443466.81,4546111366.16,4463732238.56
2019-04-15,'002551,…–»Ÿ“Ω¡∆,6.34,6.55,6.33,6.38,6.32,0.02,0.3165,1.439,9973900,64266763.38,4475519574.76,4394419626.16
2019-04-12,'002551,…–»Ÿ“Ω¡∆,6.32,6.47,6.25,6.44,6.47,-0.15,-2.3184,1.2312,8534043,54153739.51,4461401216.48,4380557103.68
2019-04-11,'002551,…–»Ÿ“Ω¡∆,6.47,6.58,6.3,6.56,6.51,-0.04,-0.6144,1.5873,11001849,71182991.29,4567288903.58,4484526022.28
2019-04-10,'002551,…–»Ÿ“Ω¡∆,6.51,6.63,6.45,6.5,6.59,-0.08,-1.214,1.4625,10136628,66334034.68,4595525620.14,4512251067.24
2019-04-09,'002551,…–»Ÿ“Ω¡∆,6.59,6.68,6.45,6.61,6.56,0.03,0.4573,1.5723,10898216,71528951.52,4651999053.26,4567701157.16
