ศีฦฺ,นษฦฑด๚ย๋,ร๛ณฦ,สีลฬผÛ,ื๎ธ฿ผÛ,ื๎ตอผÛ,ฟชลฬผÛ,วฐสีลฬ,ีวต๘ถ๎,ีวต๘ท๙,ปปสึยส,ณษฝปมฟ,ณษฝปฝ๐ถ๎,ืÜสะึต,ม๗อจสะึต
2019-04-26,'603848,บรฬซฬซ,22.0,22.19,21.0,21.4,22.08,-0.08,-0.3623,5.5958,3978900,86786971.0,8822000000.0,1564310000.0
2019-04-25,'603848,บรฬซฬซ,22.08,22.75,21.15,21.61,21.22,0.86,4.0528,10.5366,7492033,165299346.0,8854080000.0,1569998400.0
2019-04-24,'603848,บรฬซฬซ,21.22,21.55,21.02,21.55,21.35,-0.13,-0.6089,2.4789,1762600,37485601.0,8509220000.0,1508848100.0
2019-04-23,'603848,บรฬซฬซ,21.35,21.46,20.94,21.39,21.66,-0.31,-1.4312,2.407,1711519,36401492.0,8561350000.0,1518091750.0
2019-04-22,'603848,บรฬซฬซ,21.66,21.66,20.79,21.0,21.97,-0.31,-1.411,4.0938,2910897,61531656.0,8685660000.0,1540134300.0
2019-04-19,'603848,บรฬซฬซ,21.97,22.78,21.4,22.78,22.2,-0.23,-1.036,7.3157,5201828,113132458.0,8809970000.0,1562176850.0
2019-04-18,'603848,บรฬซฬซ,22.2,22.38,20.8,21.0,21.1,1.1,5.2133,7.2124,5128381,111216972.0,8902200000.0,1578531000.0
2019-04-17,'603848,บรฬซฬซ,21.1,21.2,20.69,20.97,20.8,0.3,1.4423,5.0651,3601553,75604790.0,8461100000.0,1500315500.0
2019-04-16,'603848,บรฬซฬซ,20.8,20.88,20.0,20.46,20.46,0.34,1.6618,5.8238,4140988,84091139.0,8340800000.0,1478984000.0
2019-04-15,'603848,บรฬซฬซ,20.46,21.2,20.32,20.64,20.49,-0.03,-0.1464,4.4691,3177734,66111698.0,8204460000.0,1454808300.0
2019-04-12,'603848,บรฬซฬซ,20.49,20.58,19.4,19.6,19.5,0.99,5.0769,3.4941,2484496,49859810.0,8216490000.0,1456941450.0
2019-04-11,'603848,บรฬซฬซ,19.5,20.12,19.2,19.7,19.82,-0.32,-1.6145,2.3213,1650525,32418007.0,7819500000.0,1386547500.0
2019-04-10,'603848,บรฬซฬซ,19.82,20.16,19.6,20.16,20.16,-0.34,-1.6865,2.3848,1695710,33650206.0,7947820000.0,1409301100.0
2019-04-09,'603848,บรฬซฬซ,20.16,20.43,19.86,20.2,20.37,-0.21,-1.0309,2.685,1909198,38192698.0,8084160000.0,1433476800.0
2019-04-08,'603848,บรฬซฬซ,20.37,20.75,20.08,20.13,20.09,0.28,1.3937,4.3169,3069564,62737841.0,8168370000.0,1448408850.0
2019-04-04,'603848,บรฬซฬซ,20.09,20.19,19.7,20.01,20.08,0.01,0.0498,3.0203,2147613,42816692.0,8056090000.0,1428499450.0
2019-04-03,'603848,บรฬซฬซ,20.08,20.13,19.46,20.01,20.1,-0.02,-0.0995,4.4457,3161137,62643977.0,8052080000.0,1427788400.0
2019-04-02,'603848,บรฬซฬซ,20.1,20.4,20.0,20.4,20.48,-0.38,-1.8555,4.9925,3549927,71393975.0,8060100000.0,1429210500.0
2019-04-01,'603848,บรฬซฬซ,20.48,20.65,19.83,20.15,20.19,0.29,1.4364,7.7518,5511917,111761065.0,8212480000.0,1456230400.0
2019-03-29,'603848,บรฬซฬซ,20.19,20.49,19.1,20.2,21.15,-0.96,-4.539,10.3863,7385165,146562779.0,8096190000.0,1435609950.0
2019-03-28,'603848,บรฬซฬซ,21.15,21.4,20.26,20.6,20.81,0.34,1.6338,6.1281,4357371,91282353.0,8481150000.0,1503870750.0
2019-03-27,'603848,บรฬซฬซ,20.81,20.85,19.75,20.6,20.65,0.16,0.7748,6.2887,4471607,91421669.0,8344810000.0,1479695050.0
2019-03-26,'603848,บรฬซฬซ,20.65,21.27,19.45,19.6,19.78,0.87,4.3984,10.5135,7475647,153834119.0,8280650000.0,1468318250.0
2019-03-25,'603848,บรฬซฬซ,19.78,20.13,19.25,19.85,19.84,-0.06,-0.3024,8.1587,5801257,114372945.0,7931780000.0,1406456900.0
2019-03-22,'603848,บรฬซฬซ,19.84,19.84,18.05,18.05,18.04,1.8,9.9778,12.1306,8625481,167169849.0,7955840000.0,1410723200.0
2019-03-21,'603848,บรฬซฬซ,18.04,18.19,17.78,18.11,17.95,0.09,0.5014,4.3284,3077723,55227808.0,7234040000.0,1282734200.0
2019-03-20,'603848,บรฬซฬซ,17.95,18.14,17.78,18.02,18.02,-0.07,-0.3885,2.1923,1558800,27926571.0,7197950000.0,1276334750.0
2019-03-19,'603848,บรฬซฬซ,18.02,18.18,17.78,18.15,18.04,-0.02,-0.1109,3.1639,2249688,40341502.0,7226020000.0,1281312100.0
2019-03-18,'603848,บรฬซฬซ,18.04,18.1,17.49,17.49,17.45,0.59,3.3811,4.5292,3220516,57602461.0,7234040000.0,1282734200.0
2019-03-15,'603848,บรฬซฬซ,17.45,17.61,17.3,17.51,17.35,0.1,0.5764,2.9459,2094676,36590259.0,6997450000.0,1240782250.0
