»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'002292,∞¬∑…”È¿÷,7.55,7.83,7.55,7.64,7.72,-0.17,-2.2021,1.1427,15508908,118834250.12,10246554413.8,10246554413.8
2019-04-25,'002292,∞¬∑…”È¿÷,7.72,8.27,7.66,8.16,8.1,-0.38,-4.6914,1.8736,25427102,201606615.13,10477271533.0,10477271533.0
2019-04-24,'002292,∞¬∑…”È¿÷,8.1,8.38,8.05,8.38,8.4,-0.3,-3.5714,1.7553,23822805,195102205.59,10992992152.5,10992992152.5
2019-04-23,'002292,∞¬∑…”È¿÷,8.4,8.77,8.19,8.19,8.16,0.24,2.9412,2.2728,30845284,262053531.39,11400140010.0,11400140010.0
2019-04-22,'002292,∞¬∑…”È¿÷,8.16,8.58,8.14,8.42,8.43,-0.27,-3.2028,1.6308,22131940,184393310.05,11074421724.0,11074421724.0
2019-04-19,'002292,∞¬∑…”È¿÷,8.43,8.55,8.22,8.49,8.61,-0.18,-2.0906,2.3091,31338309,262475756.79,11440854795.8,11440854795.8
2019-04-18,'002292,∞¬∑…”È¿÷,8.61,9.06,8.55,8.55,8.55,0.06,0.7018,4.1452,56257477,497182067.36,11685143510.2,11685143510.2
2019-04-17,'002292,∞¬∑…”È¿÷,8.55,8.67,8.03,8.04,8.04,0.51,6.3433,3.3656,45676651,382231368.74,11603713938.8,11603713938.8
2019-04-16,'002292,∞¬∑…”È¿÷,8.04,8.04,7.56,7.87,7.83,0.21,2.682,1.4691,19937799,155526281.5,10911562581.0,10911562581.0
2019-04-15,'002292,∞¬∑…”È¿÷,7.83,8.13,7.82,8.08,7.94,-0.11,-1.3854,0.9876,13403400,107415781.76,10626559080.8,10626559080.8
2019-04-12,'002292,∞¬∑…”È¿÷,7.94,8.05,7.84,7.91,7.85,0.09,1.1465,0.9891,13423139,106661530.83,10775846628.5,10775846628.5
2019-04-11,'002292,∞¬∑…”È¿÷,7.85,8.23,7.83,8.2,8.16,-0.31,-3.799,1.247,16923573,135841971.77,10653702271.2,10653702271.2
2019-04-10,'002292,∞¬∑…”È¿÷,8.16,8.31,8.1,8.31,8.34,-0.18,-2.1583,1.3259,17994369,146874696.42,11074421724.0,11074421724.0
2019-04-09,'002292,∞¬∑…”È¿÷,8.34,8.44,8.18,8.19,8.2,0.14,1.7073,1.1382,15446516,128391639.15,11318710438.5,11318710438.5
2019-04-08,'002292,∞¬∑…”È¿÷,8.2,8.55,8.08,8.46,8.49,-0.29,-3.4158,1.7981,24402934,202146669.02,11128708105.0,11128708105.0
2019-04-04,'002292,∞¬∑…”È¿÷,8.49,8.76,8.46,8.69,8.67,-0.18,-2.0761,1.8042,24485799,209895762.15,11522284367.2,11522284367.2
2019-04-03,'002292,∞¬∑…”È¿÷,8.67,8.79,8.46,8.51,8.57,0.1,1.1669,1.9059,25866705,224188518.87,11766573081.8,11766573081.8
2019-04-02,'002292,∞¬∑…”È¿÷,8.57,8.74,8.43,8.56,8.59,-0.02,-0.2328,2.2515,30556270,261928713.24,11630857129.2,11630857129.2
2019-04-01,'002292,∞¬∑…”È¿÷,8.59,8.66,8.28,8.33,8.33,0.26,3.1212,2.4185,32823214,278848191.34,11658000319.8,11658000319.8
2019-03-29,'002292,∞¬∑…”È¿÷,8.33,8.35,7.75,8.09,8.1,0.23,2.8395,2.3055,31289509,253370644.37,11305138843.2,11305138843.2
2019-03-28,'002292,∞¬∑…”È¿÷,8.1,8.42,8.1,8.25,8.27,-0.17,-2.0556,1.7271,23439968,193334191.74,10992992152.5,10992992152.5
2019-03-27,'002292,∞¬∑…”È¿÷,8.27,8.56,8.08,8.5,8.39,-0.12,-1.4303,1.9072,25884036,214003707.69,11223709271.8,11223709271.8
2019-03-26,'002292,∞¬∑…”È¿÷,8.39,8.92,8.25,8.72,8.65,-0.26,-3.0058,2.3713,32182922,275558262.64,11386568414.8,11386568414.8
2019-03-25,'002292,∞¬∑…”È¿÷,8.65,9.02,8.61,8.81,9.07,-0.42,-4.6307,2.9001,39358923,346943740.67,11739429891.2,11739429891.2
2019-03-22,'002292,∞¬∑…”È¿÷,9.07,9.23,8.84,9.08,9.25,-0.18,-1.9459,3.6909,50091119,451878193.53,12309436891.8,12309436891.8
2019-03-21,'002292,∞¬∑…”È¿÷,9.25,9.65,9.23,9.25,9.31,-0.06,-0.6445,5.0389,68385941,645434625.12,12553725606.2,12553725606.2
2019-03-20,'002292,∞¬∑…”È¿÷,9.31,10.19,9.22,9.41,9.31,0.0,0.0,7.175,97376663,936678581.11,12635155177.8,12635155177.8
2019-03-19,'002292,∞¬∑…”È¿÷,9.31,9.31,8.28,8.3,8.46,0.85,10.0473,5.3053,72000880,643458031.48,12635155177.8,12635155177.8
2019-03-18,'002292,∞¬∑…”È¿÷,8.46,8.66,8.26,8.51,7.92,0.54,6.8182,3.8084,51685749,436650908.18,11481569581.5,11481569581.5
2019-03-15,'002292,∞¬∑…”È¿÷,7.92,8.19,7.73,8.04,7.93,-0.01,-0.1261,2.2703,30811318,245730420.69,10748703438.0,10748703438.0
2019-03-14,'002292,∞¬∑…”È¿÷,7.93,8.85,7.9,8.79,8.78,-0.85,-9.6811,3.5787,48569277,401102237.98,10762275033.2,10762275033.2
2019-03-13,'002292,∞¬∑…”È¿÷,8.78,9.44,8.31,8.42,8.59,0.19,2.2119,5.0884,69057975,610506224.21,11915860629.5,11915860629.5
2019-03-12,'002292,∞¬∑…”È¿÷,8.59,8.97,8.42,8.95,8.72,-0.13,-1.4908,4.4956,61012185,530654770.39,11658000319.8,11658000319.8
2019-03-11,'002292,∞¬∑…”È¿÷,8.72,8.88,8.22,8.63,8.36,0.36,4.3062,4.2507,57688237,495333939.72,11834431058.0,11834431058.0
2019-03-08,'002292,∞¬∑…”È¿÷,8.36,8.8,7.81,8.08,8.41,-0.05,-0.5945,4.8391,65673661,550853465.11,11345853629.0,11345853629.0
2019-03-07,'002292,∞¬∑…”È¿÷,8.41,8.86,7.89,8.1,8.12,0.29,3.5714,5.2783,71634339,591808535.33,11413711605.2,11413711605.2
2019-03-06,'002292,∞¬∑…”È¿÷,8.12,8.12,7.38,7.41,7.38,0.74,10.0271,5.3589,72728920,563612806.49,11020135343.0,11020135343.0
2019-03-05,'002292,∞¬∑…”È¿÷,7.38,7.53,6.86,6.88,6.92,0.46,6.6474,3.7361,50704800,368484496.35,10015837294.5,10015837294.5
2019-03-04,'002292,∞¬∑…”È¿÷,6.92,7.08,6.75,6.88,6.76,0.16,2.3669,3.2051,43498289,300290356.86,9391543913.0,9391543913.0
2019-03-01,'002292,∞¬∑…”È¿÷,6.76,6.91,6.54,6.83,6.82,-0.06,-0.8798,1.7141,23262988,156015864.96,9174398389.0,9174398389.0
2019-02-28,'002292,∞¬∑…”È¿÷,6.82,6.95,6.62,6.68,6.71,0.11,1.6393,1.6534,22438631,153074398.3,9255827960.5,9255827960.5
2019-02-27,'002292,∞¬∑…”È¿÷,6.71,6.89,6.56,6.6,6.61,0.1,1.5129,2.2906,31087709,209247032.51,9106540412.75,9106540412.75
2019-02-26,'002292,∞¬∑…”È¿÷,6.61,6.99,6.46,6.56,6.61,0.0,0.0,2.5795,35007835,233195214.81,8970824460.25,8970824460.25
2019-02-25,'002292,∞¬∑…”È¿÷,6.61,6.69,6.19,6.2,6.17,0.44,7.1313,2.7416,37207596,239249608.73,8970824460.25,8970824460.25
2019-02-22,'002292,∞¬∑…”È¿÷,6.17,6.17,5.82,5.85,5.87,0.3,5.1107,1.9566,26554569,161039833.87,8373674269.25,8373674269.25
2019-02-21,'002292,∞¬∑…”È¿÷,5.87,6.04,5.82,5.95,5.97,-0.1,-1.675,1.2883,17483973,103970681.31,7966526411.75,7966526411.75
2019-02-20,'002292,∞¬∑…”È¿÷,5.97,6.01,5.82,5.9,5.9,0.07,1.1864,1.3987,18982883,112261079.03,8102242364.25,8102242364.25
2019-02-19,'002292,∞¬∑…”È¿÷,5.9,5.98,5.79,5.85,5.82,0.08,1.3746,1.3882,18840578,111105076.73,8007241197.5,8007241197.5
2019-02-18,'002292,∞¬∑…”È¿÷,5.82,5.82,5.67,5.68,5.66,0.16,2.8269,1.0122,13736914,79184935.63,7898668435.5,7898668435.5
2019-02-15,'002292,∞¬∑…”È¿÷,5.66,5.75,5.65,5.7,5.66,0.0,0.0,0.8265,11216930,63764875.3,7681522911.5,7681522911.5
2019-02-14,'002292,∞¬∑…”È¿÷,5.66,5.73,5.55,5.6,5.63,0.03,0.5329,0.8643,11729507,66102048.29,7681522911.5,7681522911.5
2019-02-13,'002292,∞¬∑…”È¿÷,5.63,5.69,5.46,5.49,5.49,0.14,2.5501,0.9738,13215371,73876862.63,7640808125.75,7640808125.75
2019-02-12,'002292,∞¬∑…”È¿÷,5.49,5.61,5.4,5.4,5.41,0.08,1.4787,0.9462,12841318,70456844.05,7450805792.25,7450805792.25
2019-02-11,'002292,∞¬∑…”È¿÷,5.41,5.42,5.28,5.37,5.34,0.07,1.3109,0.7575,10280972,55233235.2,7342233030.25,7342233030.25
2019-02-01,'002292,∞¬∑…”È¿÷,5.34,5.38,5.07,5.07,5.09,0.25,4.9116,0.8931,12120538,62968187.78,7247231863.5,7247231863.5
2019-01-31,'002292,∞¬∑…”È¿÷,5.09,5.25,4.94,4.94,5.43,-0.34,-6.2615,1.5532,21079976,107245318.28,6907941982.25,6907941982.25
2019-01-30,'002292,∞¬∑…”È¿÷,5.43,5.63,5.43,5.56,5.64,-0.21,-3.7234,0.7719,10476264,57960383.24,7369376220.75,7369376220.75
2019-01-29,'002292,∞¬∑…”È¿÷,5.64,5.98,5.58,5.98,6.01,-0.37,-6.1564,1.4887,20204455,115706438.89,7654379721.0,7654379721.0
2019-01-28,'002292,∞¬∑…”È¿÷,6.01,6.2,5.93,6.17,6.15,-0.14,-2.2764,1.3027,17679517,106792102.09,8156528745.25,8156528745.25
