»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-26,'603896, Ÿœ…π»,39.39,40.48,39.0,39.0,39.13,0.26,0.6645,2.9533,1803200,71961967.0,5645949894.0,2405015535.0
2019-04-25,'603896, Ÿœ…π»,39.13,41.28,39.0,41.15,41.12,-1.99,-4.8395,2.7346,1669670,67016736.0,5608682898.0,2389140845.0
2019-04-24,'603896, Ÿœ…π»,41.12,41.3,40.21,40.68,40.5,0.62,1.5309,2.0339,1241798,50923358.0,5893918752.0,2510643280.0
2019-04-23,'603896, Ÿœ…π»,40.5,42.18,40.0,41.63,42.36,-1.86,-4.3909,3.5438,2163709,89570354.0,5805051300.0,2472788250.0
2019-04-22,'603896, Ÿœ…π»,42.36,42.99,40.9,41.98,42.14,0.22,0.5221,5.9559,3636448,152429259.0,6071653656.0,2586353340.0
2019-04-19,'603896, Ÿœ…π»,42.14,42.57,39.53,40.2,40.3,1.84,4.5658,6.7063,4094619,168634147.0,6040120044.0,2572920910.0
2019-04-18,'603896, Ÿœ…π»,40.3,41.49,40.11,41.14,41.55,-1.25,-3.0084,4.1588,2539200,103726821.0,5776384380.0,2460576950.0
2019-04-17,'603896, Ÿœ…π»,41.55,41.78,40.17,40.5,40.35,1.2,2.974,5.2585,3210683,131525531.0,5955552630.0,2536897575.0
2019-04-16,'603896, Ÿœ…π»,40.35,40.35,39.3,39.47,39.47,0.88,2.2295,3.0037,1833933,73274205.0,5783551110.0,2463629775.0
2019-04-15,'603896, Ÿœ…π»,39.47,40.8,39.3,40.06,39.5,-0.03,-0.0759,3.1172,1903233,76289436.0,5657416662.0,2409900055.0
2019-04-12,'603896, Ÿœ…π»,39.5,41.42,38.9,40.82,40.82,-1.32,-3.2337,5.2201,3187200,127329416.0,5661716700.0,2411731750.0
2019-04-11,'603896, Ÿœ…π»,40.82,42.48,40.8,41.2,41.98,-1.16,-2.7632,4.9208,3004492,124506428.0,5850918372.0,2492326330.0
2019-04-10,'603896, Ÿœ…π»,41.98,43.33,41.81,42.0,43.27,-1.29,-2.9813,6.9846,4264575,181025910.0,6017186508.0,2563151870.0
2019-04-09,'603896, Ÿœ…π»,43.27,45.57,42.81,45.39,45.07,-1.8,-3.9938,9.1355,5577799,243031625.0,6202088142.0,2641914755.0
2019-04-08,'603896, Ÿœ…π»,45.07,45.45,42.03,42.28,42.09,2.98,7.0801,12.2924,7505333,327683892.0,6460090422.0,2751816455.0
2019-04-04,'603896, Ÿœ…π»,42.09,43.37,41.76,42.1,41.55,0.54,1.2996,7.7546,4734684,201715942.0,6032953314.0,2569868085.0
2019-04-03,'603896, Ÿœ…π»,41.55,42.0,40.77,42.0,42.52,-0.97,-2.2813,7.8813,4812037,199221010.0,5955552630.0,2536897575.0
2019-04-02,'603896, Ÿœ…π»,42.52,44.05,41.8,42.85,42.82,-0.3,-0.7006,10.2433,6254217,268557240.0,6094587192.0,2596122380.0
2019-04-01,'603896, Ÿœ…π»,42.82,44.0,41.55,42.49,41.96,0.86,2.0496,10.9883,6709101,286583203.0,6137587572.0,2614439330.0
2019-03-29,'603896, Ÿœ…π»,41.96,43.49,40.42,42.3,44.91,-2.95,-6.5687,16.5654,10114244,419374850.0,6014319816.0,2561930740.0
2019-03-28,'603896, Ÿœ…π»,44.91,47.58,44.91,47.45,49.9,-4.99,-10.0,11.7466,7172086,328448929.0,6437156886.0,2742047415.0
2019-03-27,'603896, Ÿœ…π»,49.9,50.52,43.35,43.5,46.03,3.87,8.4076,23.7641,14509541,687102183.0,7152396540.0,3046719350.0
2019-03-26,'603896, Ÿœ…π»,46.03,52.65,44.44,52.65,47.86,-1.83,-3.8237,23.2027,14166746,700715061.0,6597691638.0,2810430695.0
2019-03-25,'603896, Ÿœ…π»,47.86,49.5,46.06,46.56,47.68,0.18,0.3775,6.1503,3755170,180170194.0,6859993956.0,2922164090.0
2019-03-22,'603896, Ÿœ…π»,47.68,48.78,43.68,44.84,44.92,2.76,6.1443,8.6531,5283295,242912070.0,6834193728.0,2911173920.0
2019-03-21,'603896, Ÿœ…π»,44.92,45.3,41.4,41.4,41.25,3.67,8.897,5.11,3119992,137046982.0,6438590232.0,2742657980.0
2019-03-20,'603896, Ÿœ…π»,41.25,41.61,40.51,41.5,41.48,-0.23,-0.5545,2.1022,1283500,52725445.0,5912552250.0,2518580625.0
2019-03-19,'603896, Ÿœ…π»,41.48,41.81,39.06,39.21,39.35,2.13,5.413,5.0602,3089572,125138098.0,5945519208.0,2532623620.0
2019-03-18,'603896, Ÿœ…π»,39.35,39.58,36.31,36.56,36.57,2.78,7.6019,6.4554,3941466,151958772.0,5640216510.0,2402573275.0
2019-03-15,'603896, Ÿœ…π»,36.57,37.28,36.0,36.6,36.58,-0.01,-0.0273,2.6554,1621300,59411368.0,5241746322.0,2232836205.0
2019-03-14,'603896, Ÿœ…π»,36.58,37.06,35.1,36.96,37.0,-0.42,-1.1351,2.9705,1813700,65372608.0,5243179668.0,2233446770.0
2019-03-13,'603896, Ÿœ…π»,37.0,37.8,36.26,37.8,37.82,-0.82,-2.1682,3.3902,2069966,76796232.0,5303380200.0,2259090500.0
2019-03-12,'603896, Ÿœ…π»,37.82,38.22,37.15,37.75,37.84,-0.02,-0.0529,3.8272,2336775,87683813.0,5420914572.0,2309156830.0
2019-03-11,'603896, Ÿœ…π»,37.84,38.15,36.3,36.54,35.81,2.03,5.6688,4.1102,2509574,94000642.0,5423781264.0,2310377960.0
2019-03-08,'603896, Ÿœ…π»,35.81,38.36,34.64,35.0,35.57,0.24,0.6747,5.4914,3352845,122967646.0,5132812026.0,2186433265.0
2019-03-07,'603896, Ÿœ…π»,35.57,36.2,34.88,35.29,35.45,0.12,0.3385,3.8916,2376100,84822877.0,5098411722.0,2171779705.0
2019-03-06,'603896, Ÿœ…π»,35.45,36.4,34.91,35.48,35.66,-0.21,-0.5889,3.3256,2030470,71953482.0,5081211570.0,2164452925.0
2019-03-05,'603896, Ÿœ…π»,35.66,35.98,34.63,34.63,34.98,0.68,1.944,2.8394,1733611,61587716.0,5111311836.0,2177274790.0
2019-03-04,'603896, Ÿœ…π»,34.98,35.8,34.61,35.3,35.24,-0.26,-0.7378,3.6308,2216864,78170198.0,5013844308.0,2135756370.0
2019-03-01,'603896, Ÿœ…π»,35.24,35.7,34.28,34.3,34.25,0.99,2.8905,3.8188,2331639,82069170.0,5051111304.0,2151631060.0
2019-02-28,'603896, Ÿœ…π»,34.25,34.81,33.55,33.89,33.9,0.35,1.0324,2.6501,1618067,55575776.0,4909210050.0,2091185125.0
2019-02-27,'603896, Ÿœ…π»,33.9,35.0,33.45,34.54,34.95,-1.05,-3.0043,4.8776,2978121,102019081.0,4859042940.0,2069815350.0
2019-02-26,'603896, Ÿœ…π»,34.95,35.98,34.71,35.7,35.98,-1.03,-2.8627,6.212,3792812,133996563.0,5009544270.0,2133924675.0
2019-02-25,'603896, Ÿœ…π»,35.98,36.13,34.51,34.98,34.95,1.03,2.9471,7.8008,4762914,167419433.0,5157178908.0,2196812870.0
2019-02-22,'603896, Ÿœ…π»,34.95,35.15,32.36,32.5,32.59,2.36,7.2415,6.4164,3917635,132660696.0,5009544270.0,2133924675.0
2019-02-21,'603896, Ÿœ…π»,32.59,33.45,32.41,33.44,33.17,-0.58,-1.7486,4.9547,3025152,99883693.0,4671274614.0,1989831335.0
2019-02-20,'603896, Ÿœ…π»,33.17,33.47,31.7,32.15,32.1,1.07,3.3333,5.3505,3266807,107395603.0,4754408682.0,2025244105.0
2019-02-19,'603896, Ÿœ…π»,32.1,32.36,31.0,31.7,31.3,0.8,2.5559,4.6658,2848772,90071267.0,4601040660.0,1959913650.0
2019-02-18,'603896, Ÿœ…π»,31.3,31.98,29.45,29.45,29.32,1.98,6.7531,5.413,3305003,102267186.0,4486372980.0,1911068450.0
2019-02-15,'603896, Ÿœ…π»,29.32,29.81,29.14,29.14,29.28,0.04,0.1366,2.5891,1580800,46671462.0,4202570472.0,1790176580.0
2019-02-14,'603896, Ÿœ…π»,29.28,29.78,29.0,29.33,29.25,0.03,0.1026,2.9823,1820861,53632947.0,4196837088.0,1787734320.0
2019-02-13,'603896, Ÿœ…π»,29.25,29.38,28.91,29.1,29.15,0.1,0.3431,3.1947,1950594,56849994.0,4192537050.0,1785902625.0
2019-02-12,'603896, Ÿœ…π»,29.15,29.59,28.16,28.3,28.26,0.89,3.1493,4.4906,2741812,79557394.0,4178203590.0,1779796975.0
2019-02-11,'603896, Ÿœ…π»,28.26,28.44,27.22,27.47,27.47,0.79,2.8759,3.0856,1883939,52994510.0,4050635796.0,1725456690.0
2019-02-01,'603896, Ÿœ…π»,27.47,27.58,26.31,26.44,26.1,1.37,5.249,2.9825,1821033,49389404.0,3937401462.0,1677222055.0
2019-01-31,'603896, Ÿœ…π»,26.1,27.0,26.01,26.33,26.0,0.1,0.3846,1.7235,1052333,27822413.0,3741033060.0,1593574650.0
2019-01-30,'603896, Ÿœ…π»,26.0,26.37,25.92,26.2,26.33,-0.33,-1.2533,0.6363,388526,10149251.0,3726699600.0,1587469000.0
2019-01-29,'603896, Ÿœ…π»,26.33,26.89,25.91,26.65,26.69,-0.36,-1.3488,1.2393,756669,19910885.0,3774000018.0,1607617645.0
2019-01-28,'603896, Ÿœ…π»,26.69,27.28,26.65,26.9,26.88,-0.19,-0.7068,0.7411,452500,12194176.0,3825600474.0,1629597985.0
2019-01-25,'603896, Ÿœ…π»,26.88,27.27,26.7,27.02,27.15,-0.27,-0.9945,1.0183,621759,16836792.0,3852834048.0,1641198720.0
2019-01-24,'603896, Ÿœ…π»,27.15,27.36,26.95,27.18,27.23,-0.08,-0.2938,1.0118,617800,16801566.0,3891534390.0,1657683975.0
2019-01-23,'603896, Ÿœ…π»,27.23,27.56,27.1,27.23,27.22,0.01,0.0367,0.7078,432133,11770429.0,3903001158.0,1662568495.0
2019-01-22,'603896, Ÿœ…π»,27.22,27.8,27.2,27.8,27.72,-0.5,-1.8038,1.0749,656266,17964887.0,3901567812.0,1661957930.0
2019-01-21,'603896, Ÿœ…π»,27.72,28.08,27.52,27.75,27.69,0.03,0.1083,1.2513,764000,21237400.0,3973235112.0,1692486180.0
2019-01-18,'603896, Ÿœ…π»,27.69,27.76,27.32,27.76,27.53,0.16,0.5812,1.2303,751200,20722998.0,3968935074.0,1690654485.0
2019-01-17,'603896, Ÿœ…π»,27.53,27.83,27.38,27.53,27.61,-0.08,-0.2898,1.2411,757800,20921545.0,3946001538.0,1680885445.0
2019-01-16,'603896, Ÿœ…π»,27.61,28.08,27.38,28.05,28.03,-0.42,-1.4984,1.7386,1061500,29390544.0,3957468306.0,1685769965.0
2019-01-15,'603896, Ÿœ…π»,28.03,28.14,27.46,27.6,27.6,0.43,1.558,2.2662,1383681,38466133.0,4017668838.0,1711413695.0
2019-01-14,'603896, Ÿœ…π»,27.6,28.8,27.47,28.66,28.8,-1.2,-4.1667,3.5796,2185562,61250168.0,3956034960.0,1685159400.0
2019-01-11,'603896, Ÿœ…π»,28.8,29.0,26.55,26.55,26.7,2.1,7.8652,5.9726,3646676,101959046.0,4128036480.0,1758427200.0
2019-01-10,'603896, Ÿœ…π»,26.7,26.84,26.55,26.63,26.62,0.08,0.3005,0.961,586756,15679066.0,3827033820.0,1630208550.0
2019-01-09,'603896, Ÿœ…π»,26.62,27.03,26.36,26.36,26.5,0.12,0.4528,1.4559,888905,23796536.0,3815567052.0,1625324030.0
2019-01-08,'603896, Ÿœ…π»,26.5,26.83,26.43,26.83,26.89,-0.39,-1.4504,0.9591,585593,15542918.0,3798366900.0,1617997250.0
