хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'601872,упилбж╢╛,4.78,4.86,4.75,4.77,4.8,-0.02,-0.4167,0.2731,12893580,61918228.0,28998408500.5,22566006247.0
2019-04-25,'601872,упилбж╢╛,4.8,5.03,4.76,4.98,5.0,-0.2,-4.0,0.4136,19527233,95682066.0,29119740753.6,22660424683.2
2019-04-24,'601872,упилбж╢╛,5.0,5.02,4.91,4.95,4.94,0.06,1.2146,0.3368,15902164,78943665.0,30333063285.0,23604609045.0
2019-04-23,'601872,упилбж╢╛,4.94,4.99,4.92,4.96,4.96,-0.02,-0.4032,0.2572,12140838,60167618.0,29969066525.6,23321353736.5
2019-04-22,'601872,упилбж╢╛,4.96,5.04,4.93,5.02,5.03,-0.07,-1.3917,0.3226,15230410,75781162.0,30090398778.7,23415772172.6
2019-04-19,'601872,упилбж╢╛,5.03,5.08,4.97,5.08,5.07,-0.04,-0.789,0.3664,17298461,86654227.0,30515061664.7,23746236699.3
2019-04-18,'601872,упилбж╢╛,5.07,5.1,5.02,5.08,5.07,0.0,0.0,0.282,13310949,67246396.0,30757726171.0,23935073571.6
2019-04-17,'601872,упилбж╢╛,5.07,5.16,5.04,5.15,5.13,-0.06,-1.1696,0.379,17893877,90856908.0,30757726171.0,23935073571.6
2019-04-16,'601872,упилбж╢╛,5.13,5.16,4.99,5.11,5.12,0.01,0.1953,0.4731,22336597,113124252.0,31121722930.4,24218328880.2
2019-04-15,'601872,упилбж╢╛,5.12,5.29,5.11,5.24,5.2,-0.08,-1.5385,0.4985,23532615,122838311.0,31061056803.8,24171119662.1
2019-04-12,'601872,упилбж╢╛,5.2,5.26,5.14,5.15,5.14,0.06,1.1673,0.5449,25722836,134071732.0,31546385816.4,24548793406.8
2019-04-11,'601872,упилбж╢╛,5.14,5.27,5.11,5.14,5.16,-0.02,-0.3876,0.5625,26553998,137743333.0,31182389057.0,24265538098.3
2019-04-10,'601872,упилбж╢╛,5.16,5.2,5.03,5.14,5.18,-0.02,-0.3861,0.5073,23951207,122494699.0,31303721310.1,24359956534.4
2019-04-09,'601872,упилбж╢╛,5.18,5.23,5.12,5.12,5.11,0.07,1.3699,0.482,22756714,117719105.0,31425053563.3,24454374970.6
2019-04-08,'601872,упилбж╢╛,5.11,5.26,5.1,5.24,5.27,-0.16,-3.0361,0.8413,39716684,205353038.0,31000390677.3,24123910444.0
2019-04-04,'601872,упилбж╢╛,5.27,5.57,5.18,5.52,5.41,-0.14,-2.5878,1.7874,84384066,448293667.0,31971048702.4,24879257933.4
2019-04-03,'601872,упилбж╢╛,5.41,5.41,4.91,4.91,4.92,0.49,9.9593,2.0031,94566092,499759844.0,32820374474.4,25540186986.7
2019-04-02,'601872,упилбж╢╛,4.92,5.04,4.91,5.01,4.99,-0.07,-1.4028,0.4867,22977172,114046413.0,29847734272.4,23226935300.3
2019-04-01,'601872,упилбж╢╛,4.99,5.05,4.84,4.87,4.88,0.11,2.2541,0.6113,28861094,143967058.0,30272397158.4,23557399826.9
2019-03-29,'601872,упилбж╢╛,4.88,4.9,4.61,4.69,4.71,0.17,3.6093,0.8072,38108461,183858696.0,29605069766.2,23038098427.9
2019-03-28,'601872,упилбж╢╛,4.71,4.8,4.62,4.65,4.65,0.06,1.2903,0.3777,17830845,84121003.0,28573745614.5,22235541720.4
2019-03-27,'601872,упилбж╢╛,4.65,4.67,4.56,4.6,4.56,0.09,1.9737,0.3318,15664132,72420275.0,28209748855.0,21952286411.8
2019-03-26,'601872,упилбж╢╛,4.56,4.72,4.55,4.69,4.68,-0.12,-2.5641,0.4624,21828468,100588714.0,27663753715.9,21527403449.0
2019-03-25,'601872,упилбж╢╛,4.68,4.76,4.68,4.7,4.8,-0.12,-2.5,0.3927,18538244,87484551.0,28391747234.8,22093914066.1
2019-03-22,'601872,упилбж╢╛,4.8,4.8,4.71,4.72,4.75,0.05,1.0526,0.3882,18327753,87288433.0,29119740753.6,22660424683.2
2019-03-21,'601872,упилбж╢╛,4.75,4.81,4.68,4.71,4.71,0.04,0.8493,0.5183,24468510,116373308.0,28816410120.8,22424378592.8
2019-03-20,'601872,упилбж╢╛,4.71,4.72,4.61,4.67,4.67,0.04,0.8565,0.429,20251108,94698348.0,28573745614.5,22235541720.4
2019-03-19,'601872,упилбж╢╛,4.67,4.77,4.65,4.77,4.74,-0.07,-1.4768,0.3996,18864193,88312910.0,28331081108.2,22046704848.0
2019-03-18,'601872,упилбж╢╛,4.74,4.76,4.62,4.65,4.64,0.1,2.1552,0.5409,25537186,120062453.0,28755743994.2,22377169374.7
2019-03-15,'601872,упилбж╢╛,4.64,4.8,4.56,4.58,4.59,0.05,1.0893,0.6869,32426327,151664082.0,28149082728.5,21905077193.8
2019-03-14,'601872,упилбж╢╛,4.59,4.67,4.54,4.6,4.61,-0.02,-0.4338,0.3668,17316928,79621134.0,27845752095.6,21669031103.3
2019-03-13,'601872,упилбж╢╛,4.61,4.72,4.59,4.7,4.69,-0.08,-1.7058,0.4481,21155973,98198167.0,27967084348.8,21763449539.5
2019-03-12,'601872,упилбж╢╛,4.69,4.77,4.67,4.67,4.67,0.02,0.4283,0.4715,22257685,104785604.0,28452413361.3,22141123284.2
2019-03-11,'601872,упилбж╢╛,4.67,4.71,4.52,4.52,4.52,0.15,3.3186,0.5599,26430949,123107710.0,28331081108.2,22046704848.0
2019-03-08,'601872,упилбж╢╛,4.52,4.76,4.51,4.75,4.84,-0.32,-6.6116,0.6476,30572386,142123807.0,27421089209.6,21338566576.7
2019-03-07,'601872,упилбж╢╛,4.84,4.92,4.72,4.75,4.78,0.06,1.2552,0.7131,33666520,162434356.0,29362405259.9,22849261555.6
2019-03-06,'601872,упилбж╢╛,4.78,4.78,4.7,4.71,4.72,0.06,1.2712,0.4643,21919605,103846502.0,28998408500.5,22566006247.0
2019-03-05,'601872,упилбж╢╛,4.72,4.74,4.61,4.66,4.68,0.04,0.8547,0.5063,23903849,111688670.0,28634411741.0,22282750938.5
2019-03-04,'601872,упилбж╢╛,4.68,4.8,4.61,4.7,4.67,0.01,0.2141,0.6408,30251279,142919558.0,28391747234.8,22093914066.1
2019-03-01,'601872,упилбж╢╛,4.67,4.68,4.58,4.61,4.61,0.06,1.3015,0.3657,17262301,79806012.0,28331081108.2,22046704848.0
