¹ÉÆ±Ãû³Æ,¹ÉÆ±ÕÇµø·ù1,¹ÉÆ±ÕÇµø·ù2,¹ÉÆ±ÕÇµø·ù3,¹ÉÆ±ÕÇµø·ù4,¹ÉÆ±ÕÇµø·ù5,¹ÉÆ±ÕÇµø·ù6,¹ÉÆ±ÕÇµø·ù7,¹ÉÆ±ÕÇµø·ù8,¹ÉÆ±ÕÇµø·ù9,¹ÉÆ±ÕÇµø·ù10,×ÜÕÇµø·ù,
º£Àû¶û_0603639.csv,-9.9857,-1.4144,-0.5346,-1.4694,-0.7703,-2.0216,-2.317,-0.7837,0.0,-0.5714,-19.868100000000002,
