¹ÉÆ±Ãû³Æ,¹ÉÆ±ÕÇµø·ù1,¹ÉÆ±ÕÇµø·ù2,¹ÉÆ±ÕÇµø·ù3,¹ÉÆ±ÕÇµø·ù4,¹ÉÆ±ÕÇµø·ù5,¹ÉÆ±ÕÇµø·ù6,¹ÉÆ±ÕÇµø·ù7,¹ÉÆ±ÕÇµø·ù8,¹ÉÆ±ÕÇµø·ù9,¹ÉÆ±ÕÇµø·ù10,¹ÉÆ±ÕÇµø·ù11,¹ÉÆ±ÕÇµø·ù12,¹ÉÆ±ÕÇµø·ù13,×ÜÕÇµø·ù,
±õ½­¼¯ÍÅ_1002244.csv,-0.6466,-5.1125,0.0,-2.2,-5.6604,-0.3759,-2.7422,-1.4414,-0.1799,-0.3584,0.0,-1.2389,-0.3527,-20.3089,
