股票名称,股票涨跌幅1,股票涨跌幅2,总涨跌幅,
东方电气_0600875.csv,-1.0604,-8.5075,-9.5679,
东方电热_1300217.csv,-0.8671,-3.0812,-3.9482999999999997,
东方电缆_0603606.csv,-1.1719,-4.691,-5.8629,
东方盛虹_1000301.csv,-1.1532,-1.461,-2.6142000000000003,
东方航空_0600115.csv,-2.9412,-3.9548,-6.896,
东方证券_0600958.csv,0.0,-3.0457,-3.0457,
东方财富_1300059.csv,-0.3834,-4.2475,-4.6309,
东方通信_0600776.csv,-2.231,-3.7742,-6.0052,
东方金钰_0600086.csv,-2.1978,-5.7971,-7.9949,
东方钽业_1000962.csv,-3.7944,-9.9228,-13.7172,
东方锆业_1002167.csv,-3.0956,-6.3052,-9.4008,
东方集团_0600811.csv,-1.4599,-3.2941,-4.754,
东旭B_1200413.csv,-1.6867,-4.5977,-6.2844,
东旭光电_1000413.csv,-3.3639,-7.1023,-10.4662,
东旭蓝天_1000040.csv,-2.3041,-6.5662,-8.8703,
东易日盛_1002713.csv,-0.6525,-4.0689,-4.7214,
东材科技_0601208.csv,-3.8388,-4.5788,-8.4176,
东杰智能_1300486.csv,-3.0323,-4.3814,-7.4137,
东江环保_1002672.csv,-1.5323,-2.6688,-4.2011,
东沣B_1200160.csv,-0.6329,-10.2273,-10.860199999999999,
东湖高新_0600133.csv,-7.2222,-2.439,-9.661200000000001,
东珠生态_0603359.csv,-0.221,-2.4784,-2.6994000000000002,
东百集团_0600693.csv,-0.1736,-2.3729,-2.5465,
东诚药业_1002675.csv,-0.708,-4.3993,-5.1073,
东贝B股_0900956.csv,-0.8709,-0.5512,-1.4221,
东阳光科_0600673.csv,-1.7076,-1.9874,-3.6950000000000003,
东阿阿胶_1000423.csv,-3.1375,-0.8127,-3.9502,
东风汽车_0600006.csv,-0.9836,-5.7187,-6.7023,
东风科技_0600081.csv,-2.2531,-5.3918,-7.6449,
东风股份_0601515.csv,-4.8611,-5.2632,-10.124300000000002,
中亚股份_1300512.csv,-3.4159,-5.5063,-8.9222,
中体产业_0600158.csv,0.0,-4.0343,-4.0343,
中信国安_1000839.csv,-3.1646,-4.2424,-7.407,
中元股份_1300018.csv,-1.5901,-3.0822,-4.6723,
中光防雷_1300414.csv,-2.2519,-4.195,-6.4469,
中兵红箭_1000519.csv,0.0,-4.6429,-4.6429,
中农立华_0603970.csv,-1.6176,-2.6434,-4.261,
中化岩土_1002542.csv,-1.9646,-4.1431,-6.1076999999999995,
中原传媒_1000719.csv,-1.773,-2.7586,-4.5316,
中原内配_1002448.csv,-0.9375,-5.0445,-5.982,
中原环保_1000544.csv,-4.5714,-4.1096,-8.681000000000001,
中原证券_0601375.csv,-0.8475,-3.5948,-4.4423,
中国中冶_0601618.csv,-2.6316,-3.9326,-6.5642,
中国中铁_0601390.csv,-2.2346,-2.585,-4.819599999999999,
中国交建_0601800.csv,-2.2013,-5.1454,-7.3467,
中国动力_0600482.csv,-2.3819,-5.216,-7.5979,
中国化学_0601117.csv,-1.2739,-3.3846,-4.6585,
中国医药_0600056.csv,-3.1915,-2.8424,-6.0339,
中国南车_0601766.csv,-2.2573,-2.6374,-4.8947,
中国国航_0601111.csv,-1.3039,-3.2039,-4.5078,
中国外运_0601598.csv,-2.4561,-2.3973,-4.853400000000001,
中国天楹_1000035.csv,-3.0019,-4.8214,-7.8233,
中国宝安_1000009.csv,-0.3226,-6.6265,-6.9491,
中国巨石_0600176.csv,-0.367,-2.7654,-3.1324,
中国应急_1300527.csv,-1.8447,-5.7929,-7.637600000000001,
中国建筑_0601668.csv,-1.9293,-2.8125,-4.7418,
中国核建_0601611.csv,-1.0181,-4.8439,-5.862,
中国核电_0601985.csv,-2.1631,-1.7974,-3.9605,
中国武夷_1000797.csv,-1.3384,-5.7658,-7.1042,
中国汽研_0601965.csv,-4.1274,-3.7457,-7.873099999999999,
中国海诚_1002116.csv,-8.9018,-4.3755,-13.2773,
中国神华_0601088.csv,-0.87,-1.809,-2.679,
中国联通_0600050.csv,-1.6129,-3.9437,-5.5566,
中国西电_0601179.csv,0.0,-5.0228,-5.0228,
中国软件_0600536.csv,-2.074,-3.3857,-5.4597,
中国重汽_1000951.csv,-1.2366,-4.0248,-5.2614,
中国铁建_0601186.csv,-2.8777,-3.6395,-6.5172,
中国银河_0601881.csv,0.0,-4.9885,-4.9885,
中坚科技_1002779.csv,-2.8588,-6.39,-9.2488,
中天科技_0600522.csv,-1.9102,-4.2962,-6.2063999999999995,
中天金融_1000540.csv,-3.3473,-6.6406,-9.9879,
中央商场_0600280.csv,-0.2262,-7.5314,-7.7576,
中宠股份_1002891.csv,-1.8731,-4.8304,-6.7035,
中山公用_1000685.csv,-0.8055,-3.2294,-4.0349,
中山金马_1300756.csv,-5.8444,0.0,-5.8444,
中广核技_1000881.csv,-1.9527,-6.0811,-8.0338,
中恒电气_1002364.csv,-0.5425,-5.2271,-5.7696000000000005,
中成股份_1000151.csv,-0.536,-6.9801,-7.5161,
中持股份_0603903.csv,0.0,-5.8034,-5.8034,
中新科技_0603996.csv,-3.3797,-4.9149,-8.2946,
中旗股份_1300575.csv,0.0,-1.3572,-1.3572,
中曼石油_0603619.csv,-5.6506,-5.7185,-11.3691,
中材国际_0600970.csv,-0.7958,-5.5138,-6.3096,
中材科技_1002080.csv,-3.1546,-6.6961,-9.8507,
中材节能_0603126.csv,-0.5997,-7.3611,-7.960800000000001,
中核科技_1000777.csv,-0.2069,-4.918,-5.1249,
中核钛白_1002145.csv,-3.2189,-6.2374,-9.4563,
中欣氟材_1002915.csv,-4.2672,-5.1125,-9.3797,
中油资本_1000617.csv,-1.2574,-2.8736,-4.131,
中泰化学_1002092.csv,-2.0213,-9.0029,-11.0242,
中泰股份_1300435.csv,-3.8563,-5.8209,-9.6772,
中润资源_1000506.csv,-0.2463,-7.0938,-7.3401,
中源协和_0600645.csv,-0.0487,-3.6167,-3.6654,
中炬高新_0600872.csv,-0.7525,-1.1728,-1.9253,
中煤能源_0601898.csv,-2.1154,-2.439,-4.5544,
中环环保_1300692.csv,-3.2436,-5.5411,-8.7847,
中环股份_1002129.csv,-0.6731,-5.4545,-6.1276,
中珠医疗_0600568.csv,-2.5316,-3.0675,-5.5991,
中电兴发_1002298.csv,-0.6289,-7.6655,-8.2944,
中电环保_1300172.csv,-0.9852,-4.8438,-5.829,
中电电机_0603988.csv,-0.2691,-5.7481,-6.0172,
中直股份_0600038.csv,-1.6846,-1.7245,-3.4091,
中科电气_1300035.csv,-0.1678,-4.9442,-5.112,
中科金财_1002657.csv,-0.839,-5.7806,-6.6196,
中粮生化_1000930.csv,0.0,-5.2922,-5.2922,
中粮糖业_0600737.csv,-0.0989,-5.0704,-5.169300000000001,
中能电气_1300062.csv,-0.4608,-7.5284,-7.9892,
中航投资_0600705.csv,-1.9934,-5.1969,-7.190300000000001,
中航机电_1002013.csv,-0.267,-4.0973,-4.3643,
中航电子_0600372.csv,-1.3622,-3.4668,-4.829000000000001,
中航电测_1300114.csv,-1.0406,-4.4732,-5.5138,
中航重机_0600765.csv,-1.3725,-4.3152,-5.6876999999999995,
中航飞机_1000768.csv,-0.4926,-3.6773,-4.1699,
中航高科_0600862.csv,0.0,-5.1567,-5.1567,
中衡设计_0603017.csv,-3.4207,-1.9971,-5.4178,
中装建设_1002822.csv,-1.3378,-4.7771,-6.1149000000000004,
中设股份_1002883.csv,-2.2783,-3.7965,-6.0748,
中设集团_0603018.csv,-0.2596,-4.2744,-4.534,
中超控股_1002471.csv,-1.9074,-7.5567,-9.4641,
中路股份_0600818.csv,-1.0838,-5.1405,-6.2243,
中远海发_0601866.csv,-3.003,-4.0346,-7.0376,
中远海控_0601919.csv,-1.5986,-4.7377,-6.3363000000000005,
中远海特_0600428.csv,-0.7389,-5.3613,-6.1002,
中远海科_1002401.csv,-1.114,-7.4544,-8.5684,
中迪投资_1000609.csv,-0.6579,-6.7485,-7.4064,
中通客车_1000957.csv,-5.8704,-6.3507,-12.2211,
中金岭南_1000060.csv,-1.165,-5.5046,-6.6696,
中钢国际_1000928.csv,-0.1629,-6.8285,-6.9914,
中铁工业_0600528.csv,-1.657,-5.8502,-7.5072,
中铝国际_0601068.csv,-1.2676,-5.9603,-7.2279,
中闽能源_0600163.csv,-4.034,-2.8866,-6.9206,
中际旭创_1300308.csv,-0.1799,-1.7674,-1.9473,
中集集团_1000039.csv,-1.25,-4.8249,-6.0749,
中青旅_0600138.csv,-3.2005,-6.8168,-10.017299999999999,
中颖电子_1300327.csv,-1.1111,-4.7231,-5.834199999999999,
中飞股份_1300489.csv,-4.1505,-4.7945,-8.945,
中马传动_0603767.csv,-1.1125,-5.3801,-6.4925999999999995,
中鲁B_1200992.csv,-1.0753,-2.6178,-3.6931,
中鼎股份_1000887.csv,-2.3372,-2.2041,-4.5413,
丰原药业_1000153.csv,-3.0928,-4.2313,-7.3241,
丹邦科技_1002618.csv,-4.3977,-5.2536,-9.651299999999999,
丽岛新材_0603937.csv,-0.1637,-5.4911,-5.654800000000001,
久吾高科_1300631.csv,-0.8383,-4.6259,-5.4642,
久立特材_1002318.csv,-2.6247,-4.0302,-6.6549,
乐凯胶片_0600135.csv,-1.7606,-8.3871,-10.1477,
乐山电力_0600644.csv,-0.274,-6.1697,-6.4437,
乐心医疗_1300562.csv,-1.664,-6.1012,-7.7652,
乐普医疗_1300003.csv,-0.5721,-1.6135,-2.1856,
乔治白_1002687.csv,0.0,-5.007,-5.007,
九典制药_1300705.csv,-2.9347,-5.3472,-8.2819,
九安医疗_1002432.csv,-1.1182,-6.2874,-7.4056,
九洲电气_1300040.csv,0.0,-5.0872,-5.0872,
九牧王_0601566.csv,-1.0578,-3.8644,-4.9222,
九鼎新材_1002201.csv,-2.5674,-4.6512,-7.2186,
乾景园林_0603778.csv,-2.0794,-4.8561,-6.935499999999999,
云内动力_1000903.csv,-1.2945,-7.2072,-8.5017,
云南城投_0600239.csv,-1.0081,-1.1952,-2.2033,
云南白药_1000538.csv,-3.5682,-2.8261,-6.394299999999999,
云南铜业_1000878.csv,-0.9074,-5.0,-5.9074,
云意电气_1300304.csv,-1.3245,-6.0166,-7.341100000000001,
五洋停车_1300420.csv,-5.4834,-2.3944,-7.8778,
五矿发展_0600058.csv,-0.86,-4.2353,-5.0953,
五矿资本_0600390.csv,-2.1159,-2.0721,-4.188,
亚光科技_1300123.csv,-3.5088,-3.461,-6.969799999999999,
亚厦股份_1002375.csv,-1.6077,-3.864,-5.4717,
亚太实业_1000691.csv,-4.251,-4.6332,-8.8842,
亚太科技_1002540.csv,-1.25,-3.2815,-4.531499999999999,
亚太股份_1002284.csv,-0.1736,-5.8824,-6.056,
亚太药业_1002370.csv,-5.2907,-3.3708,-8.6615,
亚宝药业_0600351.csv,-3.944,-4.0293,-7.9733,
亚星化学_0600319.csv,-6.1082,-6.3725,-12.480699999999999,
亚盛集团_0600108.csv,-2.3188,-4.6961,-7.014900000000001,
亚翔集成_0603929.csv,-0.8753,-2.7142,-3.5895,
亚通股份_0600692.csv,-0.1203,-6.5242,-6.644500000000001,
亚邦股份_0603188.csv,-0.2174,-4.2664,-4.4838,
亨通光电_0600487.csv,-0.4206,-4.9311,-5.3517,
京东方A_1000725.csv,-1.292,-5.1471,-6.4391,
京城股份_0600860.csv,-9.9768,-10.0209,-19.997700000000002,
京威股份_1002662.csv,-2.214,-9.9668,-12.1808,
京新药业_1002020.csv,0.0,-3.1617,-3.1617,
京汉股份_1000615.csv,-1.1254,-7.9882,-9.1136,
京泉华_1002885.csv,-2.7341,-4.0159,-6.75,
京粮控股_1000505.csv,-3.6866,-1.81,-5.4966,
京运通_0601908.csv,-9.9057,-6.1947,-16.1004,
人人乐_1002336.csv,-1.4205,-1.9499,-3.3704,
人民同泰_0600829.csv,-4.9279,-6.2007,-11.1286,
亿帆医药_1002019.csv,-2.4793,-0.8197,-3.299,
亿通科技_1300211.csv,-0.7407,-5.8577,-6.598400000000001,
仁东控股_1002647.csv,-0.8759,-1.3679,-2.2438,
仁智股份_1002629.csv,-8.0488,-8.2774,-16.3262,
今创集团_0603680.csv,-2.7273,-2.1135,-4.8408,
今天国际_1300532.csv,-1.9355,-3.2459,-5.1814,
今飞凯达_1002863.csv,-0.7474,-6.3025,-7.0499,
仙鹤股份_0603733.csv,-1.2493,-5.7207,-6.97,
仟源医药_1300254.csv,-9.6213,-9.9539,-19.575200000000002,
以岭药业_1002603.csv,-1.7628,-5.3829,-7.1457,
伊利股份_0600887.csv,-1.4778,-0.9434,-2.4212,
众业达_1002441.csv,-2.8643,-2.7845,-5.6488,
众应互联_1002464.csv,-5.1335,-4.5098,-9.6433,
众泰汽车_1000980.csv,-3.7866,-5.8347,-9.6213,
众源新材_0603527.csv,-5.3746,-5.1005,-10.475100000000001,
优德精密_1300549.csv,-1.822,-6.671,-8.493,
伟星新材_1002372.csv,-0.1059,-3.7717,-3.8776,
伟星股份_1002003.csv,-1.5936,-2.7132,-4.3068,
传化智联_1002010.csv,-1.2528,-4.6688,-5.9216,
佐力药业_1300181.csv,-1.2638,-6.6372,-7.901,
佛塑科技_1000973.csv,-4.6816,-7.6125,-12.2941,
佛山照明_1000541.csv,0.0,-4.3548,-4.3548,
佛燃股份_1002911.csv,-8.7219,-2.3548,-11.076699999999999,
佩蒂股份_1300673.csv,-1.9623,-4.0319,-5.9942,
佳力图_0603912.csv,-1.3572,-6.0834,-7.4406,
佳士科技_1300193.csv,-0.1284,-3.7083,-3.8367,
佳讯飞鸿_1300213.csv,-1.0309,-5.3659,-6.3968,
佳隆股份_1002495.csv,-2.1798,-4.6753,-6.8551,
保变电气_0600550.csv,-3.0635,-4.3933,-7.456799999999999,
信隆健康_1002105.csv,-2.6,-6.7164,-9.3164,
信雅达_0600571.csv,-3.9485,-5.9726,-9.9211,
健康元_0600380.csv,-0.8314,-3.107,-3.9384,
健民集团_0600976.csv,-5.7839,-1.1535,-6.9374,
健盛集团_0603558.csv,-6.4253,-2.8998,-9.325099999999999,
傲农生物_0603363.csv,-7.3105,-2.8411,-10.1516,
元力股份_1300174.csv,-3.1475,-1.4858,-4.6333,
元成股份_0603388.csv,-4.8686,-5.2015,-10.0701,
元隆雅图_1002878.csv,-1.6688,-4.4403,-6.1091,
兆丰股份_1300695.csv,-0.5619,-3.341,-3.9029000000000003,
兆新股份_1002256.csv,-2.1448,-5.5696,-7.7144,
兆易创新_0603986.csv,-2.9798,-5.1033,-8.0831,
兆驰股份_1002429.csv,-1.2903,-4.0248,-5.3151,
先导智能_1300450.csv,-7.6476,-2.4397,-10.087299999999999,
光华科技_1002741.csv,-3.8802,-5.7125,-9.5927,
光启技术_1002625.csv,0.0,-6.0352,-6.0352,
光库科技_1300620.csv,-0.4925,-2.4279,-2.9204000000000003,
光弘科技_1300735.csv,-2.4961,-9.9719,-12.468,
光电股份_0600184.csv,-0.4198,-6.2943,-6.7141,
光迅科技_1002281.csv,-1.4647,-5.1169,-6.5816,
光韵达_1300227.csv,-0.6914,-4.852,-5.5434,
兔宝宝_1002043.csv,-3.5928,-4.4349,-8.0277,
兖州煤业_0600188.csv,-0.1786,-4.5183,-4.6969,
全志科技_1300458.csv,-0.3974,-4.2283,-4.6257,
全新好_1000007.csv,-4.1538,-8.4507,-12.6045,
全柴动力_0600218.csv,-6.1394,-9.9766,-16.116,
全通教育_1300359.csv,-1.91,-5.905,-7.815,
兰太实业_0600328.csv,-0.3359,-3.0402,-3.3761,
兰州黄河_1000929.csv,-2.4561,-3.0612,-5.5173000000000005,
兰花科创_0600123.csv,-1.6129,-4.0476,-5.6605,
共进股份_0603118.csv,-1.0444,0.0,-1.0444,
兴业矿业_1000426.csv,-0.3431,-3.3167,-3.6598,
兴业股份_0603928.csv,-1.8417,-4.7433,-6.584999999999999,
兴化股份_1002109.csv,-9.3117,-3.7037,-13.0154,
兴森科技_1002436.csv,0.0,-3.3445,-3.3445,
兴蓉环境_1000598.csv,-0.4211,-4.0404,-4.4615,
养元饮品_0603156.csv,-0.9162,-0.293,-1.2092,
冀东水泥_1000401.csv,-0.6567,-3.5138,-4.1705,
冀中能源_1000937.csv,-0.4577,-5.2061,-5.6638,
内蒙一机_0600967.csv,-0.1799,-5.2811,-5.461,
内蒙华电_0600863.csv,-0.3115,-4.1791,-4.4906,
再升科技_0603601.csv,-2.2222,-3.9488,-6.170999999999999,
农产品_1000061.csv,-2.9851,-2.4272,-5.4123,
冠农股份_0600251.csv,-3.8143,-4.1335,-7.947799999999999,
冠城大通_0600067.csv,-1.9108,-3.681,-5.5918,
冰轮环境_1000811.csv,-4.963,-9.981,-14.943999999999999,
凌云B股_0900957.csv,-0.4354,-1.4306,-1.866,
凌云股份_0600480.csv,-0.1914,-5.6007,-5.7921,
凌钢股份_0600231.csv,-1.2012,-4.5845,-5.7857,
凌霄泵业_1002884.csv,-3.6827,-1.7055,-5.3882,
凤凰股份_0600716.csv,-3.6735,-6.1303,-9.8038,
凤竹纺织_0600493.csv,-2.9745,-2.7548,-5.7293,
凯中精密_1002823.csv,-3.894,-4.2823,-8.176300000000001,
凯伦股份_1300715.csv,-0.2083,-0.4149,-0.6232,
凯发电气_1300407.csv,-1.7836,-5.186,-6.9696,
凯恩股份_1002012.csv,-3.0,-8.5366,-11.5366,
凯撒旅游_1000796.csv,-2.7927,-4.0206,-6.8133,
凯普生物_1300639.csv,-0.5979,-7.2122,-7.8101,
凯瑞德_1002072.csv,-0.3448,-5.9968,-6.341600000000001,
凯盛科技_0600552.csv,-4.0293,-7.4576,-11.4869,
凯美特气_1002549.csv,-1.7995,-5.2375,-7.037,
凯马B_0900953.csv,-1.8644,-2.3179,-4.1823,
创源文化_1300703.csv,-3.5928,-1.7069,-5.2997,
创维数字_1000810.csv,-1.9324,-6.5884,-8.5208,
初灵信息_1300250.csv,-1.1745,-8.7755,-9.95,
利亚德_1300296.csv,-1.0227,-5.2745,-6.2972,
利欧股份_1002131.csv,-0.4926,-4.6948,-5.1874,
利民股份_1002734.csv,-5.7067,-1.9519,-7.6586,
利群股份_0601366.csv,-1.5581,-3.8147,-5.3728,
利达光电_1002189.csv,-2.126,-2.3453,-4.471299999999999,
利通电子_0603629.csv,-5.1541,-2.5123,-7.666399999999999,
剑桥科技_0603083.csv,-0.0593,-6.3333,-6.392600000000001,
力星股份_1300421.csv,-8.5478,-1.0909,-9.6387,
加加食品_1002650.csv,-3.75,-4.3062,-8.0562,
动力源_0600405.csv,-1.9892,-7.2148,-9.204,
劲嘉股份_1002191.csv,-1.4514,-5.3571,-6.8085,
劲拓股份_1300400.csv,-0.0505,-5.846,-5.8965000000000005,
劲胜智能_1300083.csv,-0.2786,-5.0265,-5.3051,
勘设股份_0603458.csv,-4.3127,-1.4346,-5.747300000000001,
勤上股份_1002638.csv,-3.481,-7.0588,-10.5398,
北京利尔_1002392.csv,-0.7653,-2.9703,-3.7356,
北京文化_1000802.csv,-1.4938,-3.9841,-5.4779,
北京科锐_1002350.csv,-1.3235,-4.0903,-5.4138,
北大医药_1000788.csv,-1.9022,-6.4803,-8.3825,
北大荒_0600598.csv,-1.758,-3.3,-5.058,
北斗星通_1002151.csv,-0.4806,-3.6279,-4.1085,
北新路桥_1002307.csv,-4.3147,-9.9429,-14.2576,
北方国际_1000065.csv,-1.3021,-8.6439,-9.946,
北方导航_0600435.csv,-0.2073,-4.6443,-4.8516,
北汽蓝谷_0600733.csv,-5.0285,-9.6829,-14.711400000000001,
北特科技_0603009.csv,-2.5,-6.4327,-8.9327,
北玻股份_1002613.csv,-5.9701,-4.8295,-10.799600000000002,
北部湾港_1000582.csv,-2.3279,-6.7925,-9.1204,
千禾味业_0603027.csv,-0.8189,-9.9549,-10.7738,
千红制药_1002550.csv,-0.7921,-2.3211,-3.1132,
千金药业_0600479.csv,-1.875,-3.0303,-4.9053,
华业资本_0600240.csv,-5.4422,-8.125,-13.5672,
华东电脑_0600850.csv,-0.8351,-7.0625,-7.8976,
华东科技_1000727.csv,-0.3876,-6.5217,-6.9093,
华东重机_1002685.csv,-1.3136,-5.2877,-6.6013,
华中数控_1300161.csv,-0.6494,-2.8391,-3.4885,
华仪电气_0600290.csv,-5.303,-3.6496,-8.9526,
华伍股份_1300095.csv,-0.1678,-5.2464,-5.4142,
华体科技_0603679.csv,-1.7496,-3.0297,-4.7793,
华侨城A_1000069.csv,-1.3871,-2.6994,-4.0865,
华信新材_1300717.csv,-2.2045,-5.0029,-7.2074,
华光股份_0600475.csv,-1.3384,-4.4749,-5.8133,
华凯创意_1300592.csv,-1.4925,-4.5414,-6.0339,
华力创通_1300045.csv,-1.7294,-4.191,-5.9204,
华北制药_0600812.csv,-1.8519,-5.4475,-7.2994,
华友钴业_0603799.csv,-3.3831,-4.8041,-8.1872,
华发股份_0600325.csv,-1.5276,-1.8454,-3.373,
华域汽车_0600741.csv,-4.3184,-4.4498,-8.7682,
华夏银行_0600015.csv,-1.5569,-1.7647,-3.3216,
华大基因_1300676.csv,-2.605,-4.1789,-6.783899999999999,
华天酒店_1000428.csv,-2.5078,-4.7761,-7.283899999999999,
华孚时尚_1002042.csv,-2.5105,-1.1034,-3.6139,
华宏科技_1002645.csv,-1.1022,-4.1306,-5.2328,
华峰超纤_1300180.csv,-3.1169,-3.99,-7.1068999999999996,
华建集团_0600629.csv,0.0,-4.7368,-4.7368,
华录百纳_1300291.csv,-0.4934,-5.0,-5.4934,
华斯股份_1002494.csv,-1.6639,-5.7994,-7.4633,
华昌化工_1002274.csv,-8.5561,-9.1682,-17.7243,
华昌达_1300278.csv,-7.8534,-3.2911,-11.1445,
华明装备_1002270.csv,-0.5747,-6.1151,-6.6898,
华映科技_1000536.csv,-5.2023,-5.4645,-10.6668,
华森制药_1002907.csv,-3.3074,-2.5592,-5.8666,
华泰股份_0600308.csv,0.0,-4.5872,-4.5872,
华润双鹤_0600062.csv,-1.0302,-3.4801,-4.5103,
华灿光电_1300323.csv,-1.071,-5.6818,-6.7528,
华瑞股份_1300626.csv,-1.6336,-5.8242,-7.457800000000001,
华电B股_0900937.csv,0.0,-0.8,-0.8,
华电国际_0600027.csv,-5.2632,-1.3544,-6.6176,
华电能源_0600726.csv,-3.0435,-3.7657,-6.8092,
华纺股份_0600448.csv,-2.9294,-0.7926,-3.7219999999999995,
华统股份_1002840.csv,-8.6957,-5.9042,-14.599900000000002,
华联控股_1000036.csv,-2.7344,-2.7848,-5.5192,
华联股份_1000882.csv,-2.9801,-4.127,-7.1071,
华自科技_1300490.csv,-4.9419,-2.2033,-7.145200000000001,
华菱星马_0600375.csv,-1.3333,-6.1033,-7.4366,
华菱精工_0603356.csv,-1.2763,-4.2416,-5.5179,
华菱钢铁_1000932.csv,-3.0184,-4.2714,-7.2898,
