股票名称,股票涨跌幅1,股票涨跌幅2,股票涨跌幅3,总涨跌幅,
嘉凯城_1000918.csv,-0.5525,-4.106,-1.0485,-5.707,
四环生物_1000518.csv,-2.3136,-6.0386,-4.1667,-12.518899999999999,
四通股份_0603838.csv,-0.2051,-2.6946,-2.7184,-5.6181,
国光电器_1002045.csv,-5.2885,-7.8287,-3.2857,-16.4029,
国星光电_1002449.csv,-1.8605,-2.7778,-1.6518,-6.2901,
坚瑞沃能_1300116.csv,-3.4653,-9.8214,-4.2735,-17.560200000000002,
复旦复华_0600624.csv,-6.2709,-6.0487,-6.3282,-18.6478,
外高B股_0900912.csv,-1.1612,-1.6129,-0.998,-3.7721,
外高桥_0600648.csv,-1.4319,-3.8632,-2.553,-7.8481,
大众交通_0600611.csv,-1.2658,-4.0486,-1.002,-6.316400000000001,
大众公用_0600635.csv,-3.9941,-4.7887,-3.9242,-12.707,
大千生态_0603955.csv,-2.439,-6.158,-1.3441,-9.941100000000002,
大参林_0603233.csv,-0.0446,-3.3851,-0.9821,-4.4117999999999995,
大同煤业_0601001.csv,-4.6125,-5.4101,-0.5208,-10.5434,
大名城_0600094.csv,-10.0124,-10.0111,-10.01,-30.033499999999997,
大恒科技_0600288.csv,-2.439,-3.393,-2.3919,-8.2239,
大晟文化_0600892.csv,-6.9803,-4.3541,-3.0942,-14.4286,
大智慧_0601519.csv,-1.5182,-4.2636,-1.5267,-7.3085,
大湖股份_0600257.csv,-1.8248,-6.8027,-3.2895,-11.917,
天威视讯_1002238.csv,-3.7037,-0.5666,-1.9444,-6.2147,
天富能源_0600509.csv,-4.1353,-9.8305,-4.376,-18.341800000000003,
天津松江_0600225.csv,-9.8947,-9.6958,-3.3088,-22.8993,
天润曲轴_1002283.csv,-4.3384,-4.3568,-0.823,-9.5182,
天风证券_0601162.csv,-5.5328,-3.2706,-0.7866,-9.59,
天马科技_0603668.csv,-2.5192,-2.6652,-0.8457,-6.0301,
太平鸟_0603877.csv,-1.8256,-2.8093,-0.0493,-4.6842,
太极集团_0600129.csv,-5.0548,-2.9436,-0.8914,-8.889800000000001,
奥飞娱乐_1002292.csv,-2.2021,-4.6914,-3.5714,-10.4649,
好当家_0600467.csv,-5.5921,-1.6181,-1.278,-8.4882,
宁波银行_1002142.csv,-2.2887,-0.2196,0.0,-2.5082999999999998,
安科生物_1300009.csv,-0.2679,-2.6728,-0.1302,-3.0709,
宏达新材_1002211.csv,-9.8214,-10.0402,-0.9284,-20.790000000000003,
宝莫股份_1002476.csv,-1.3333,-4.3062,-2.1841,-7.8236,
尚品宅配_1300616.csv,-1.7335,-4.5426,-0.1158,-6.391900000000001,
山大华特_1000915.csv,-2.8253,-1.9723,-1.3659,-6.1635,
山煤国际_0600546.csv,-1.1673,-3.5647,-0.1873,-4.9193,
工业富联_0601138.csv,-0.9895,-4.4891,-1.4552,-6.9338,
巴安水务_1300262.csv,-2.1299,-4.4761,-1.8962,-8.5022,
市北B股_0900902.csv,-1.6917,-2.3853,-2.5045,-6.5815,
市北高新_0600604.csv,-7.9605,-6.0569,-7.9636,-21.980999999999998,
平潭发展_1000592.csv,-5.7395,-1.0917,-1.7167,-8.547899999999998,
广晟有色_0600259.csv,-4.2559,-2.1539,-2.191,-8.6008,
广西广电_0600936.csv,-1.5873,-1.5625,-2.2901,-5.4399,
康力电梯_1002367.csv,-2.9345,-6.3425,-2.0704,-11.3474,
康美药业_0600518.csv,-4.8869,-4.7414,-1.7782,-11.4065,
康辰药业_0603590.csv,-1.9071,-2.9767,-0.5069,-5.3907,
开能健康_1300272.csv,-1.0088,-5.1435,-0.4762,-6.628500000000001,
张江高科_0600895.csv,-3.0103,-5.385,-5.6675,-14.0628,
当代明诚_0600136.csv,-6.0302,-5.109,-2.5232,-13.662399999999998,
德力股份_1002571.csv,-3.8462,-6.8536,-1.0786,-11.7784,
恒基达鑫_1002492.csv,-2.5276,-3.9454,-1.6418,-8.114799999999999,
恒星科技_1002132.csv,-1.3072,-4.9689,-2.719,-8.995099999999999,
恒立实业_1000622.csv,-6.9231,-4.8316,-2.7066,-14.4613,
恒铭达_1002947.csv,-6.1668,-1.2685,-1.9226,-9.3579,
恒顺醋业_0600305.csv,-0.3846,-5.2478,-0.2182,-5.8506,
扬农化工_0600486.csv,-3.7409,-1.8361,-0.5915,-6.1685,
承德露露_1000848.csv,-2.3529,-1.5064,-1.5964,-5.4557,
振德医疗_0603301.csv,-1.2521,0.0,-0.4533,-1.7054,
捷佳伟创_1300724.csv,-6.4526,-8.5028,-2.1559,-17.1113,
新华传媒_0600825.csv,-1.5544,-7.6555,-2.4883,-11.6982,
新华网_0603888.csv,-0.4016,-5.467,-3.6576,-9.5262,
新和成_1002001.csv,-3.9216,-0.4505,-1.6248,-5.9969,
新安股份_0600596.csv,-0.613,-4.0441,-1.7341,-6.3911999999999995,
新宏泰_0603016.csv,-1.9916,-4.9801,-0.2979,-7.2696000000000005,
新纶科技_1002341.csv,-0.6073,-7.23,-0.5602,-8.3975,
易尚展示_1002751.csv,-4.0266,-4.5522,-1.2164,-9.795200000000001,
星期六_1002291.csv,-4.0956,-5.6361,-2.8169,-12.5486,
晨化股份_1300610.csv,-2.1368,-3.5714,-2.2819,-7.9901,
智能自控_1002877.csv,-2.1713,-2.3557,-1.963,-6.49,
本钢板材_1000761.csv,-2.7295,-3.3573,-0.2392,-6.3260000000000005,
柘中股份_1002346.csv,-6.7922,-1.8482,0.0,-8.6404,
桐昆股份_0601233.csv,-0.7542,-4.3295,-1.3056,-6.3893,
梅雁吉祥_0600868.csv,-9.899,-10.0,-6.9374,-26.8364,
森霸传感_1300701.csv,-3.6863,-4.8021,-2.0419,-10.5303,
欧亚集团_0600697.csv,-0.5038,-2.7914,-0.6326,-3.9278,
欧派家居_0603833.csv,-0.7128,-1.4055,-0.1015,-2.2198,
歌华有线_0600037.csv,-0.8929,-2.9463,-1.9541,-5.7933,
步森股份_1002569.csv,-9.9923,-6.5374,-0.2151,-16.744799999999998,
江河集团_0601886.csv,-1.4973,-2.2989,-1.5432,-5.3394,
江苏吴中_0600200.csv,-4.2313,-5.2139,-0.9272,-10.372399999999999,
江苏国泰_1002091.csv,-2.4793,-2.9412,-1.1889,-6.6094,
江苏有线_0600959.csv,-1.3308,-4.7101,-0.1808,-6.221699999999999,
沃施股份_1300483.csv,-2.0957,-1.1509,-0.8369,-4.0835,
沃特股份_1002886.csv,-3.0172,-4.1718,-0.9005,-8.0895,
沧州大化_0600230.csv,-9.982,-6.279,-2.104,-18.365,
泰合健康_1000790.csv,-4.5763,-3.5948,-0.8104,-8.981499999999999,
泰晶科技_0603738.csv,-5.7061,-0.8005,-3.1561,-9.662700000000001,
洋河股份_1002304.csv,-1.2886,-1.6892,-0.8212,-3.7990000000000004,
洛凯股份_0603829.csv,-3.6207,-9.6573,-10.021,-23.299,
洲际油气_0600759.csv,-6.6964,-10.0402,-2.1611,-18.8977,
济川药业_0600566.csv,-2.7695,-2.0479,-1.725,-6.542399999999999,
浦东建设_0600284.csv,-2.4096,-4.6308,-3.8508,-10.8912,
海容冷链_0603187.csv,-4.1859,-1.246,-0.0593,-5.491200000000001,
海泰发展_0600082.csv,-3.1373,-4.1353,-2.9197,-10.192300000000001,
海联金汇_1002537.csv,-5.838,-4.4104,-0.8036,-11.052,
海越能源_0600387.csv,-3.2359,-8.1496,-2.3408,-13.7263,
涪陵榨菜_1002507.csv,-1.3205,-1.0942,-0.9094,-3.3240999999999996,
深南电A_1000037.csv,-0.7958,-5.8285,-6.827,-13.4513,
深南电B_1200037.csv,0.0,-2.4742,-3.5785,-6.0527,
深康佳B_1200016.csv,0.0,-3.125,0.0,-3.125,
深赛格_1000058.csv,-3.75,-6.2958,-1.585,-11.6308,
渝开发_1000514.csv,-1.4235,-6.9536,-1.7886,-10.165700000000001,
湖北广电_1000665.csv,-1.5573,-1.3172,-2.8785,-5.753,
湖南发展_1000722.csv,-0.1236,-5.711,-2.0548,-7.8894,
溢多利_1300381.csv,-2.3069,-2.5415,-0.0977,-4.9460999999999995,
漳州发展_1000753.csv,-3.7333,-4.0921,-3.2178,-11.0432,
瀚叶股份_0600226.csv,-8.5595,-5.1485,-1.5595,-15.2675,
物贸B股_0900927.csv,-0.5284,-0.9162,0.0,-1.4445999999999999,
特力A_1000025.csv,-0.528,-3.7944,-3.1819,-7.504300000000001,
特发信息_1000070.csv,-7.5829,-10.0213,-2.2917,-19.895899999999997,
王子新材_1002735.csv,-0.2244,-4.2949,-0.2143,-4.7336,
珍宝岛_0603567.csv,-0.7502,-4.0317,-1.0684,-5.850300000000001,
瑞康医药_1002589.csv,-0.7813,-4.0,-0.3736,-5.1549,
瑞茂通_0600180.csv,-1.3372,-6.3506,-2.0158,-9.7036,
申通地铁_0600834.csv,-1.6435,-2.9448,-0.8516,-5.439900000000001,
电子城_0600658.csv,-0.1672,-4.32,-1.8838,-6.371,
电广传媒_1000917.csv,-4.2705,-4.4218,-3.5011,-12.1934,
畅联股份_0603648.csv,-1.668,-3.2283,-1.8113,-6.7076,
百洋股份_1002696.csv,-0.2574,-4.0741,-4.0284,-8.3599,
盛和资源_0600392.csv,-5.1398,-1.8584,-0.7902,-7.788400000000001,
省广集团_1002400.csv,-5.5276,-2.451,-0.2445,-8.2231,
福成股份_0600965.csv,-6.2241,-3.2905,-0.1603,-9.6749,
科森科技_0603626.csv,-0.4103,-8.1921,-1.1173,-9.7197,
科达利_1002850.csv,-3.4138,-7.8281,-0.0384,-11.2803,
粤传媒_1002181.csv,-6.6087,-5.1155,-2.7287,-14.4529,
精艺股份_1002295.csv,-4.5505,-1.0977,-0.7625,-6.4107,
紫江企业_0600210.csv,-2.7273,-4.7619,-2.7368,-10.226,
紫鑫药业_1002118.csv,-7.9465,-5.5019,-5.6802,-19.1286,
纳思达_1002180.csv,-2.1122,-3.1735,-0.0705,-5.3562,
绿地控股_0600606.csv,-0.6775,-1.6,-0.1332,-2.4107,
绿庭投资_0600695.csv,-3.6879,-6.746,-1.8182,-12.252100000000002,
绿康生化_1002868.csv,-2.5,-1.6667,-1.1532,-5.3199000000000005,
美克家居_0600337.csv,-1.476,-8.7542,-0.1681,-10.3983,
美好置业_1000667.csv,0.0,-2.7682,-2.0339,-4.8021,
美年健康_1002044.csv,-8.4524,-3.6145,-0.1146,-12.1815,
群兴玩具_1002575.csv,-5.3616,-4.8636,-2.4306,-12.655800000000001,
翔鹭钨业_1002842.csv,-1.0526,-4.6663,-0.9935,-6.7124,
舍得酒业_0600702.csv,-4.8165,-0.651,-1.6015,-7.068999999999999,
良信电器_1002706.csv,0.0,-4.1096,-0.7553,-4.8649000000000004,
苏奥传感_1300507.csv,-1.3307,-3.2427,-0.6161,-5.189500000000001,
苏州龙杰_0603332.csv,-4.4406,-1.2925,-0.7529,-6.486000000000001,
茂业商业_0600828.csv,-3.3043,-3.8462,-1.8062,-8.9567,
茶花股份_0603615.csv,-1.1707,-5.4428,-1.0949,-7.7084,
西部材料_1002149.csv,-0.33,-9.9108,-2.5121,-12.7529,
视觉中国_1000681.csv,-0.6027,-1.9991,-3.4226,-6.0244,
贝肯能源_1002828.csv,-3.1594,-7.2888,-5.4124,-15.8606,
贵州燃气_0600903.csv,-1.6558,-4.8687,-0.3804,-6.9049,
贵州茅台_0600519.csv,-0.7739,-1.8175,-0.5077,-3.0991,
赛摩电气_1300466.csv,-1.6575,-7.1795,0.0,-8.837,
赣锋锂业_1002460.csv,-3.4074,-3.0521,-0.429,-6.8885000000000005,
越秀金控_1000987.csv,-2.122,-5.5138,-1.4815,-9.1173,
远大控股_1000626.csv,-0.8621,-4.0441,-1.982,-6.8882,
通产丽星_1002243.csv,-10.0202,-3.1373,-7.399,-20.5565,
通源石油_1300164.csv,-3.2468,-5.4054,-1.9277,-10.5799,
金力泰_1300225.csv,-6.2682,-4.1899,-1.6484,-12.1065,
金牌厨柜_0603180.csv,-5.4747,-0.6222,-0.3461,-6.4430000000000005,
金科股份_1000656.csv,-2.3286,-0.7702,-0.3836,-3.4823999999999997,
金陵体育_1300651.csv,-4.2776,-3.0289,-2.6721,-9.9786,
金鹰股份_0600232.csv,-0.7418,-4.1252,-0.8463,-5.713300000000001,
钧达股份_1002865.csv,-8.2989,-3.4529,-1.0079,-12.759699999999999,
钱江水利_0600283.csv,-2.3364,-3.9641,-1.6912,-7.9917,
锦江投资_0600650.csv,-1.6529,-5.6898,-1.2317,-8.5744,
锦龙股份_1000712.csv,-2.0548,-5.5016,-0.3226,-7.879,
长城动漫_1000835.csv,-2.4119,-10.0167,-5.6693,-18.0979,
长城证券_1002939.csv,-3.3432,-5.6762,-0.8339,-9.853299999999999,
长青集团_1002616.csv,-2.8909,-2.0592,-2.0177,-6.9678,
闽东电力_1000993.csv,0.0,-7.4257,-0.1236,-7.5493,
陆家嘴_0600663.csv,-1.5642,-4.2269,-1.9927,-7.7838,
陇神戎发_1300534.csv,-2.3944,-6.2087,-2.1964,-10.799500000000002,
青岛海尔_0600690.csv,-1.5864,-2.5758,-1.2994,-5.461600000000001,
鞍重股份_1002667.csv,0.0,-4.8387,-5.6795,-10.5182,
首商股份_0600723.csv,-1.9746,-3.406,-0.4071,-5.7877,
首开股份_0600376.csv,0.0,-2.7442,-1.6199,-4.3641000000000005,
香飘飘_0603711.csv,-3.7108,-6.1607,-0.2079,-10.079400000000001,
驰宏锌锗_0600497.csv,-2.5194,-4.0892,-1.8248,-8.4334,
鲁信创投_0600783.csv,-5.8017,-5.0737,-5.6465,-16.5219,
鲁抗医药_0600789.csv,-2.4975,-2.0548,-1.1605,-5.7128000000000005,
鲁泰B_1200726.csv,-0.2151,-0.4283,-0.4264,-1.0697999999999999,
鹏欣资源_0600490.csv,-3.6778,-9.7946,-0.1577,-13.6301,
黑芝麻_1000716.csv,-7.2072,-1.2456,-0.1776,-8.6304,
龙大肉食_1002726.csv,-5.6228,-3.0201,-0.5008,-9.143699999999999,
龙头股份_0600630.csv,-0.5862,-6.3666,-1.726,-8.678799999999999,
龙津药业_1002750.csv,-7.2361,-2.2042,-0.9195,-10.3598,
