A股名称,A股代码,A股查询代码,A股价格,A股涨跌幅,H股代码,H股名称,H股价格,H股涨跌幅,H股溢价率(溢价率=(H股价格*0.8545-A股价格)/A股价格*100%),
青岛啤酒,600600,0600600,49.3,-0.1418,00168,青岛啤酒股份,48.15,0.627,-0.16367454361055
宁沪高速,600377,0600377,10.08,-0.7874000000000001,00177,江苏宁沪高速公路,11,-0.362,-0.072341666666667
一拖股份,601038,0601038,5.79,2.8419,00038,第一拖拉机股份,2.08,0.483,-0.69238272884283
马钢股份,600808,0600808,3.96,0.7634,00323,马鞍山钢铁股份,4.02,0.249,-0.13721287878788
东方航空,600115,0600115,7.08,0.5682,00670,中国东方航空股份,5.55,1.463,-0.32995734463277
新华制药,000756,1000756,8.57,0,00719,山东新华制药股份,4.59,0.8789999999999999,-0.54137491248541
深高速,600548,0600548,10.45,0.1918,00548,深圳高速公路股份,9.73,3.9530000000000003,-0.2035180861244
郑煤机,601717,0601717,6.33,0.6359,00564,郑煤机,3.86,-1.279,-0.47377456556082
中远海能,600026,0600026,6.93,1.3157999999999999,01138,中远海能,5.34,3.089,-0.34140274170274
海信家电,000921,1000921,13.73,-2.9682,00921,海信科龙,10.88,-1.982,-0.32019883466861
南方航空,600029,0600029,8.36,0.4808,01055,中国南方航空股份,6.94,1.166,-0.29017236842105
浙江世宝,002703,1002703,6.7,0.44980000000000003,01057,浙江世宝,1.4,0,-0.82107164179104
华电国际,600027,0600027,4.43,0.6818000000000001,01071,华电国际电力股份,3.55,2.011,-0.31573318284424
东方电气,600875,0600875,13.4,2.3682000000000003,01072,东方电气,6.39,0.47200000000000003,-0.59102089552239
绿色动力,601330,0601330,14.38,3.0824000000000003,01330,绿色动力环保,4.01,-0.743,-0.76002162726008
丽珠集团,000513,1000513,33.41,0.3303,01513,丽珠医药,28.05,1.447,-0.28235857527686
美凯龙,601828,0601828,12.46,-0.32,01528,红星美凯龙,7.39,-0.135,-0.49281749598716
中国中冶,601618,0601618,3.56,0.8499,01618,中国中冶,2.23,0,-0.46360983146067
晨鸣纸业,000488,1000488,6.41,1.5848,01812,晨鸣纸业,4.23,0.714,-0.43492215288612
中煤能源,601898,0601898,5.33,0.5660000000000001,01898,中煤能源,3.52,0.571,-0.43448855534709
中远海控,601919,0601919,5.91,1.0255999999999998,01919,中远海控,3.81,0.263,-0.4508668358714
金隅集团,601992,0601992,4.11,0.2439,02009,金隅股份,2.83,-0.35200000000000004,-0.41454914841849
复星医药,600196,0600196,29.14,0.7259,02196,复星医药,28.3,-0.35200000000000004,-0.17426115305422
金风科技,002202,1002202,12.52,1.3765,02208,金风科技,9.02,-1.205,-0.38444888178914
中国铝业,601600,0601600,4.37,0,02600,中国铝业,3.23,-0.309,-0.36904210526316
上海医药,601607,0601607,20.31,0.4948,02607,上海医药,16.48,-0.7230000000000001,-0.3043353028065
上海电气,601727,0601727,6.64,3.5881000000000003,02727,上海电气,3.11,1.6340000000000001,-0.60022138554217
中远海发,601866,0601866,3.47,4.5181,02866,中远海发,1.1,1.8519999999999999,-0.72608270893372
大连港,601880,0601880,2.36,-0.42189999999999994,02880,大连港,1.04,0,-0.62264745762712
中海油服,601808,0601808,10.62,-1.7576,02883,中海油田服务,8.75,0.11399999999999999,-0.29528606403013
紫金矿业,601899,0601899,3.49,0.5764,02899,紫金矿业,3.25,-2.108,-0.20258595988539
东方证券,600958,0600958,11.82,0.4248,03958,东方证券,6.09,-0.976,-0.55880989847716
上海石化,600688,0600688,5.56,-1.2433,00338,上海石油化工股份,3.72,0.8130000000000001,-0.42707985611511
招商证券,600999,0600999,18,0.4464,06099,招商证券,10.98,-2.8320000000000003,-0.48336566666667
拉夏贝尔,603157,0603157,8.5,1.0702,06116,拉夏贝尔,4.43,-0.895,-0.554724
光大证券,601788,0601788,13.17,1.542,06178,光大证券,7.76,0.649,-0.49610288534548
光大银行,601818,0601818,4.23,-0.23579999999999998,06818,中国光大银行,3.89,0.258,-0.21252789598109
长飞光纤,601869,0601869,45.78,0.7039,06869,长飞光纤光缆,21.25,0.23600000000000002,-0.60252566622979
秦港股份,601326,0601326,4.18,0.23979999999999999,03369,秦港股份,1.76,0,-0.64150119617225
鞍钢股份,000898,1000898,5.65,0.5337999999999999,00347,鞍钢股份,5.6,0.719,-0.15127787610619
创业环保,600874,0600874,9.5,1.4957,01065,天津创业环保股份,3.26,-0.306,-0.70525252631579
大众公用,600635,0600635,7.1,-3.9242,01635,大众公用,3.09,-0.643,-0.6273285915493
中国交建,601800,0601800,13.41,0.7513,01800,中国交通建设,7.74,-0.129,-0.50575973154362
兖州煤业,600188,0600188,11.73,0.9466,01171,兖州煤业股份,8.53,1.669,-0.37730272804774
比亚迪,002594,1002594,58.15,2.0892,01211,比亚迪股份,55,-1.786,-0.18861341358555
中铝国际,601068,0601068,7.55,1.2064,02068,中铝国际,2.57,-0.388,-0.70851774834437
中信建投,601066,0601066,26.76,-1.5453,06066,中信建投证券,6.95,-2.113,-0.77792518684604
福耀玻璃,600660,0600660,26.55,0.8739,03606,福耀玻璃,29.25,-1.349,-0.059843879472693
洛阳钼业,603993,0603993,4.6,1.0989,03993,洛阳钼业,3.17,0.316,-0.40989760869565
中国中铁,601390,0601390,7.35,0.4098,00390,中国中铁,6.25,0.16,-0.2718537414966
华能国际,600011,0600011,6.62,0.45519999999999994,00902,华能国际电力股份,4.84,0,-0.37394380664653
建设银行,601939,0601939,7.41,0.2706,00939,建设银行,6.96,-0.713,-0.19454642375169
中信银行,601998,0601998,6.35,0,00998,中信银行,5.04,-0.592,-0.32035401574803
广发证券,000776,1000776,16.23,0.309,01776,广发证券,11.08,-0.539,-0.41541565003081
中国太保,601601,0601601,37.11,-0.7754,02601,中国太保,33.1,-0.601,-0.23738305039073
中信证券,600030,0600030,24.18,0.9603,06030,中信证券,17.6,-0.45199999999999996,-0.37672125723739
中国神华,601088,0601088,19.9,0.0503,01088,中国神华,17.6,-0.45199999999999996,-0.24094814070352
交通银行,601328,0601328,6.25,-0.319,03328,交通银行,6.61,0.152,-0.09711728
白云山,600332,0600332,41.62,0.41009999999999996,00874,白云山,37.15,-0.5349999999999999,-0.23772429120615
石化油服,600871,0600871,2.91,-2.0202,01033,中石化油服,1.14,-3.39,-0.66159965635739
洛阳玻璃,600876,0600876,14.11,0.2131,01108,洛阳玻璃股份,2.58,-1.149,-0.8440332388377
农业银行,601288,0601288,3.77,0,01288,农业银行,3.62,-0.27499999999999997,-0.17777029177719
京城股份,600860,0600860,9.58,1.9148999999999998,00187,京城机电股份,1.84,0.5459999999999999,-0.83553319415449
中国中车,601766,0601766,9.1,0.2203,01766,中国中车,7.1,0.14100000000000001,-0.3318978021978
中原证券,601375,0601375,6.12,0.1637,01375,中州证券,2.16,0.46499999999999997,-0.69497810457516
东江环保,002672,1002672,12.74,1.8384999999999998,00895,东江环保,9.08,-1.944,-0.38902927786499
中兴通讯,000063,1000063,35.02,-1.4354,00763,中兴通讯,26.9,-0.186,-0.34347073101085
赣锋锂业,002460,1002460,27.85,-0.42900000000000005,01772,赣锋锂业,13.78,-0.434,-0.5756933572711
庄园牧场,002910,1002910,14.44,1.6901,01533,庄园牧场,6.26,3.987,-0.62877853185596
北辰实业,601588,0601588,3.65,1.6712999999999998,00588,北京北辰实业股份,2.88,2.491,-0.32434410958904
皖通高速,600012,0600012,6.9,0.5831000000000001,00995,安徽皖通高速公路,5.37,1.7049999999999998,-0.33481623188406
中集集团,000039,1000039,15.13,1.2718,02039,中集集团,10.42,0.192,-0.41026794448116
重庆钢铁,601005,0601005,2.22,0.9091,01053,重庆钢铁股份,1.38,0.73,-0.46770540540541
潍柴动力,000338,1000338,13.3,1.5267,02338,潍柴动力,13.6,0.443,-0.12438496240602
长城汽车,601633,0601633,9.98,-0.2,02333,长城汽车,6.75,-2.878,-0.42255521042084
南京熊猫,600775,0600775,16.46,5.8521,00553,南京熊猫电子股份,3.68,1.377,-0.80959550425273
新华文轩,601811,0601811,14.07,1.1502999999999999,00811,新华文轩,6.03,-0.985,-0.63240568585643
大唐发电,601991,0601991,3.46,0.2899,00991,大唐发电,2.13,-1.8429999999999997,-0.47285578034682
广汽集团,601238,0601238,13.87,0.4345,02238,广汽集团,9.23,-2.017,-0.42892754145638
国泰君安,601211,0601211,19.86,0.303,02611,国泰君安,16.7,0,-0.28339848942598
四川成渝,601107,0601107,4.37,1.1574,00107,四川成渝高速公路,2.65,2.713,-0.48073340961098
江西铜业,600362,0600362,16.24,0.807,00358,江西铜业股份,10.92,0.368,-0.42632118226601
中船防务,600685,0600685,16.8,-0.5329,00317,中船防务,8.26,-0.602,-0.57949553571429
招商银行,600036,0600036,35.8,1.6179,03968,招商银行,41.1,0.244,-0.018125279329609
山东墨龙,002490,1002490,5.18,-0.3846,00568,山东墨龙,1.53,-0.649,-0.74707741312741
中联重科,000157,1000157,5.14,0,01157,中联重科,4.75,1.7129999999999999,-0.21033813229572
广深铁路,601333,0601333,3.52,0,00525,广深铁路股份,2.88,-0.69,-0.29695823863636
郑州银行,002936,1002936,5.83,0.3442,06196,郑州银行,3.36,0,-0.50648919382504
山东黄金,600547,0600547,29.5,-0.7068,01787,山东黄金,16.8,0.11900000000000001,-0.51524711864407
药明康德,603259,0603259,88.9,-0.3922,02359,药明康德,94.4,0.64,-0.092167885264342
中国国航,601111,0601111,10.3,0.9804,00753,中国国航,9.51,1.3860000000000001,-0.20854601941748
