A股名称,A股代码,A股查询代码,A股价格,A股涨跌幅,H股代码,H股名称,H股价格,H股涨跌幅,H股溢价率(溢价率=(H股价格*0.8545-A股价格)/A股价格*100%),
秦港股份,601326,0601326,4,-4.3062000000000005,03369,秦港股份,1.75,-0.5680000000000001,-0.6240125
鞍钢股份,000898,1000898,5.49,-2.8319,00347,鞍钢股份,5.45,-2.6790000000000003,-0.14842695810565
创业环保,600874,0600874,8.92,-6.105300000000001,01065,天津创业环保股份,3.15,-3.374,-0.69651233183856
大众公用,600635,0600635,6.76,-4.7886999999999995,01635,大众公用,3.02,-2.265,-0.61606686390533
中国交建,601800,0601800,12.72,-5.1454,01800,中国交通建设,7.66,-1.034,-0.48246823899371
兖州煤业,600188,0600188,11.2,-4.5183,01171,兖州煤业股份,8.31,-2.579,-0.36465785714286
比亚迪,002594,1002594,56.16,-3.4222,01211,比亚迪股份,53.3,-3.091,-0.18589601139601
中信建投,601066,0601066,27.02,0.9716,06066,中信建投证券,6.75,-2.878,-0.78562709104367
福耀玻璃,600660,0600660,25.9,-2.4482,03606,福耀玻璃,28.5,-2.564,-0.049350965250965
洛阳钼业,603993,0603993,4.45,-3.2609,03993,洛阳钼业,3.1,-2.2079999999999997,-0.40131685393258
中国中铁,601390,0601390,7.16,-2.585,00390,中国中铁,6.16,-1.44,-0.25942765363128
华能国际,600011,0600011,6.67,0.7553,00902,华能国际电力股份,4.93,1.8599999999999999,-0.36607976011994
建设银行,601939,0601939,7.33,-1.0796000000000001,00939,建设银行,6.91,-0.718,-0.19101500682128
中信银行,601998,0601998,6.27,-1.2598,00998,中信银行,4.98,-1.1900000000000002,-0.31741435406699
广发证券,000776,1000776,15.78,-2.7726,01776,广发证券,10.92,-1.444,-0.40637135614702
中国太保,601601,0601601,36.8,-0.8354,02601,中国太保,32.55,-1.662,-0.24335434782609
中信证券,600030,0600030,23.5,-2.8122000000000003,06030,中信证券,17.36,-1.3639999999999999,-0.36806672340426
中国神华,601088,0601088,19.54,-1.809,01088,中国神华,17.56,-0.22699999999999998,-0.2276835209826
交通银行,601328,0601328,6.23,-0.32,03328,交通银行,6.62,0.151,-0.088180738362761
白云山,600332,0600332,41.81,0.45649999999999996,00874,白云山,37.45,0.808,-0.23021932552021
石化油服,600871,0600871,2.82,-3.0928,01033,中石化油服,1.13,-0.877,-0.6556304964539
洛阳玻璃,600876,0600876,13.52,-4.1814,01108,洛阳玻璃股份,2.52,-2.326,-0.84108727810651
农业银行,601288,0601288,3.74,-0.7958,01288,农业银行,3.6,-0.5519999999999999,-0.17277005347594
京城股份,600860,0600860,8.62,-10.020900000000001,00187,京城机电股份,1.65,-9.836,-0.83549767981439
中国中车,601766,0601766,8.86,-2.6374,01766,中国中车,7,-1.4080000000000001,-0.32004582392777
中原证券,601375,0601375,5.9,-3.5948,01375,中州证券,2.1,-2.778,-0.69411186440678
东江环保,002672,1002672,12.4,-2.6688,00895,东江环保,8.97,-1.2109999999999999,-0.37485580645161
中兴通讯,000063,1000063,33.65,-3.9121,00763,中兴通讯,25.8,-4.089,-0.34491500742942
赣锋锂业,002460,1002460,27,-3.0521,01772,赣锋锂业,13.58,-1.451,-0.56775362962963
庄园牧场,002910,1002910,15.37,6.4404,01533,庄园牧场,6.15,0.655,-0.65612817176317
北辰实业,601588,0601588,3.71,1.6438000000000001,00588,北京北辰实业股份,2.92,1.389,-0.32823180592992
皖通高速,600012,0600012,6.64,-3.7681,00995,安徽皖通高速公路,5.3,-1.304,-0.31403313253012
中集集团,000039,1000039,14.4,-4.8249,02039,中集集团,9.95,-4.511,-0.40319444444444
重庆钢铁,601005,0601005,2.15,-3.1531999999999996,01053,重庆钢铁股份,1.38,0,-0.44838511627907
潍柴动力,000338,1000338,12.25,-7.8947,02338,潍柴动力,12.9,-5.147,-0.093596081632653
长城汽车,601633,0601633,9.79,-1.9038,02333,长城汽车,6.53,-3.259,-0.42852972420838
南京熊猫,600775,0600775,15.9,-3.4021999999999997,00553,南京熊猫电子股份,3.46,-5.978,-0.81244540880503
新华文轩,601811,0601811,13.3,-5.4726,00811,新华文轩,5.97,-0.9950000000000001,-0.61359308270677
大唐发电,601991,0601991,3.4,-1.7341,00991,大唐发电,2.11,-0.9390000000000001,-0.46666647058824
广汽集团,601238,0601238,13.51,-2.5955,02238,广汽集团,8.83,-4.334,-0.43766868985936
国泰君安,601211,0601211,19.33,-2.6687,02611,国泰君安,16.66,-0.24,-0.26197413347129
四川成渝,601107,0601107,4.19,-4.119,00107,四川成渝高速公路,2.59,-2.2640000000000002,-0.46877183770883
江西铜业,600362,0600362,15.57,-4.1256,00358,江西铜业股份,10.78,-1.282,-0.40609222864483
中船防务,600685,0600685,16,-4.7619,00317,中船防务,8.1,-1.9369999999999998,-0.56492875
招商银行,600036,0600036,35.43,-1.0335,03968,招商银行,39.7,-3.406,-0.039451312447079
山东墨龙,002490,1002490,4.89,-5.5985,00568,山东墨龙,1.45,-4.605,-0.74516768916155
中联重科,000157,1000157,4.94,-3.8911000000000002,01157,中联重科,4.49,-5.473999999999999,-0.21888542510121
广深铁路,601333,0601333,3.43,-2.5568,00525,广深铁路股份,2.88,0,-0.28091020408163
郑州银行,002936,1002936,5.68,-2.5728999999999997,06196,郑州银行,3.3,-1.786,-0.50523978873239
山东黄金,600547,0600547,29.25,-0.8475,01787,山东黄金,17.36,3.3329999999999997,-0.49111767521368
药明康德,603259,0603259,88.1,-0.8999,02359,药明康德,93.55,-0.8999999999999999,-0.087923950056754
中国国航,601111,0601111,9.97,-3.2039,00753,中国国航,9.25,-2.734,-0.20524894684052
海螺水泥,600585,0600585,39.5,-2.9961,00914,安徽海螺水泥股份,47.1,-2.484,0.020401518987342
中国铁建,601186,0601186,11.12,-3.6394999999999995,01186,中国铁建,9.12,-1.085,-0.29594118705036
新华保险,601336,0601336,59.86,-1.5622,01336,新华保险,43.6,-3.3259999999999996,-0.3740420982292
中国人保,601319,0601319,9.44,-0.7361000000000001,01339,中国人民保险集团,3.24,-1.22,-0.7032156779661
民生银行,600016,0600016,6.38,-0.9317000000000001,01988,民生银行,5.86,-2.17,-0.20929811912226
万科A,000002,1000002,29.39,-0.7095,02202,万科企业,30.4,-1.138,-0.11106634909833
中国银行,601988,0601988,3.89,-0.5115,03988,中国银行,3.72,-0.5349999999999999,-0.17815732647815
海通证券,600837,0600837,13.83,-2.537,06837,海通证券,10.04,-4.381,-0.37735444685466
中国银河,601881,0601881,12.38,-4.9885,06881,中国银河,5.29,-1.855,-0.63694168012924
华泰证券,601688,0601688,21.19,-1.7617,06886,HTSC,14.86,-3.129,-0.39732496460595
中国石化,600028,0600028,5.73,-1.5464,00386,中国石油化工股份,6.01,0,-0.10010471204188
中国石油,601857,0601857,7.51,-1.8301,00857,中国石油股份,5.08,-0.196,-0.41867483355526
工商银行,601398,0601398,5.73,-1.3769,01398,工商银行,5.86,-0.6779999999999999,-0.12110226876091
中国平安,601318,0601318,83.4,-1.917,02318,中国平安,92.15,-2.1239999999999997,-0.055072182254197
中国人寿,601628,0601628,29.49,-0.7071,02628,中国人寿,21.7,-1.587,-0.36761681926077
青岛银行,002948,1002948,7.09,-2.3416,03866,青岛银行,6.67,-5.1209999999999996,-0.19150944992948
中国外运,601598,0601598,5.7,-2.3973,00598,中国外运,3.28,-3.245,-0.50848350877193
青岛港,601298,0601298,9.15,-6.25,06198,青岛港,5.36,-0.741,-0.49657005464481
福莱特,601865,0601865,14.56,9.9698,06865,福莱特玻璃,3.87,-3.008,-0.77098406593407
