A股名称,A股代码,A股查询代码,A股价格,A股涨跌幅,H股代码,H股名称,H股价格,H股涨跌幅,H股溢价率(溢价率=(H股价格*0.8545-A股价格)/A股价格*100%),
青岛啤酒,600600,0600600,49.37,-0.1618,00168,青岛啤酒股份,47.85,-0.8290000000000001,-0.16996678144622
宁沪高速,600377,0600377,10.16,-0.4897,00177,江苏宁沪高速公路,11.04,2.033,-0.072795275590551
一拖股份,601038,0601038,5.63,-3.5959,00038,第一拖拉机股份,2.07,-0.481,-0.68512468916519
马钢股份,600808,0600808,3.93,-1.2563,00323,马鞍山钢铁股份,4.01,-2.4330000000000003,-0.13052519083969
东方航空,600115,0600115,7.04,-3.2967000000000004,00670,中国东方航空股份,5.47,-8.527999999999999,-0.33701988636364
新华制药,000756,1000756,8.57,-0.4646,00719,山东新华制药股份,4.55,-1.087,-0.54531855309218
深高速,600548,0600548,10.43,-1.9737,00548,深圳高速公路股份,9.36,-4.587,-0.22981476510067
郑煤机,601717,0601717,6.29,-2.3292,00564,郑煤机,3.92,-0.254,-0.46628171701113
中远海能,600026,0600026,6.84,1.3333,01138,中远海能,5.18,0.975,-0.3526918128655
海信家电,000921,1000921,14.15,-5.3511999999999995,00921,海信科龙,11.1,-0.538,-0.32577413427562
南方航空,600029,0600029,8.32,-1.771,01055,中国南方航空股份,6.86,-7.422,-0.30005769230769
浙江世宝,002703,1002703,6.67,1.6768,01057,浙江世宝,1.41,-1.399,-0.81896191904048
华电国际,600027,0600027,4.4,-2.8698,01071,华电国际电力股份,3.48,-2.521,-0.32850454545455
东方电气,600875,0600875,13.09,-8.204799999999999,01072,东方电气,6.36,-5.498,-0.58324919786096
绿色动力,601330,0601330,13.95,2.649,01330,绿色动力环保,4.03,2.806,-0.75259555555556
丽珠集团,000513,1000513,33.3,-0.3292,01513,丽珠医药,27.65,-2.1239999999999997,-0.28761921921922
美凯龙,601828,0601828,12.5,-1.4971999999999999,01528,红星美凯龙,7.4,-2.76,-0.49164096
中国中冶,601618,0601618,3.53,-2.7548,01618,中国中冶,2.23,-3.0429999999999997,-0.45656203966006
晨鸣纸业,000488,1000488,6.31,-1.252,01812,晨鸣纸业,4.2,-2.098,-0.42997147385103
中煤能源,601898,0601898,5.3,-0.1883,01898,中煤能源,3.5,-0.8500000000000001,-0.43445283018868
中远海控,601919,0601919,5.85,0.1712,01919,中远海控,3.8,0.529,-0.44516991452991
金隅集团,601992,0601992,4.1,-1.4423,02009,金隅股份,2.84,-4.377000000000001,-0.41305268292683
复星医药,600196,0600196,28.93,-0.7547,02196,复星医药,28.4,-1.217,-0.16372969236087
金风科技,002202,1002202,12.35,-2.3715,02208,金风科技,9.13,0.551,-0.37312906882591
中国铝业,601600,0601600,4.37,-1.1312,02600,中国铝业,3.24,-3.2840000000000003,-0.36700869565217
上海医药,601607,0601607,20.21,0.0991,02607,上海医药,16.6,-4.157,-0.29657397328055
上海电气,601727,0601727,6.41,-3.0257,02727,上海电气,3.06,-2.857,-0.59250858034321
中远海发,601866,0601866,3.32,2.1538000000000004,02866,中远海发,1.08,-1.818,-0.71883253012048
大连港,601880,0601880,2.37,-1.6598000000000002,02880,大连港,1.04,-1.8870000000000002,-0.62419578059072
中海油服,601808,0601808,10.81,-0.6434,02883,中海油田服务,8.74,2.703,-0.30838371877891
紫金矿业,601899,0601899,3.47,-1.9774,02899,紫金矿业,3.32,-2.0650000000000004,-0.18555619596542
东方证券,600958,0600958,11.77,-0.42300000000000004,03958,东方证券,6.15,-0.6459999999999999,-0.55397349192863
上海石化,600688,0600688,5.63,-0.1773,00338,上海石油化工股份,3.69,-1.337,-0.440221669627
招商证券,600999,0600999,17.92,-0.6101,06099,招商证券,11.3,-1.051,-0.45901517857143
拉夏贝尔,603157,0603157,8.41,-3.4443,06116,拉夏贝尔,4.47,0.449,-0.54277812128419
光大证券,601788,0601788,12.97,-0.154,06178,光大证券,7.71,-1.6580000000000001,-0.48959352351581
